,GMV
20100104,0.0
20100105,0.0
20100106,474.2451453437546
20100107,221.93104020674306
20100108,140.37368019078235
20100111,100.49789186920378
20100112,81.12051913085753
20100113,74.79448173184835
20100114,70.43479991638314
20100115,68.09493546297804
20100118,66.93713588946403
20100119,66.49233532215118
20100120,66.39005695438766
20100121,66.0691963592524
20100122,66.27538189926507
20100125,66.88631982535706
20100126,67.67775647387315
20100127,68.39244692295638
20100128,69.15472003614269
20100129,70.14093985200265
20100201,70.80498847351339
20100202,71.42957626082621
20100203,70.86820926043283
20100204,71.53337951400455
20100205,72.14109495388603
20100208,72.44355371558066
20100209,72.7967690033467
20100210,75.72084600524546
20100211,77.8559644474519
20100212,79.67771111239807
20100222,80.30274276206423
20100223,80.15021749220432
20100224,80.81264471462899
20100225,81.59911324733973
20100226,82.18660201320607
20100301,82.38361645574193
20100302,83.08013724037022
20100303,83.60630446926655
20100304,83.90874634812197
20100305,84.08420441068543
20100308,85.5590573166563
20100309,86.8998405638227
20100310,89.68987777854358
20100311,92.07482969289018
20100312,93.37539600027728
20100315,95.11247704652394
20100316,96.18209958004809
20100317,97.12200021090503
20100318,98.19115277619443
20100319,107.29516951064907
20100322,117.6496652580233
20100323,127.41416214416247
20100324,136.37732303096965
20100325,144.5051162488029
20100326,138.89975738808891
20100329,134.4759737972986
20100330,124.8637007089034
20100331,123.5211447630633
20100401,107.7746757814984
20100402,104.08428370166389
20100406,122.58428278821836
20100407,138.78416336905065
20100408,134.60373792145415
20100409,151.36024932856674
20100412,145.14451390702112
20100413,162.86434247532065
20100414,178.62149674554917
20100415,192.145685674503
20100416,181.4117830148355
20100419,193.66397260309247
20100420,181.83431602235714
20100421,172.14120292303247
20100422,164.66041906821513
20100423,169.78665201649477
20100426,172.05966457291368
20100427,183.29679597871507
20100428,190.5666022501531
20100429,196.40505415651333
20100430,202.0467087480715
20100504,206.32669201710084
20100505,209.35037577265442
20100506,211.98072686013498
20100507,175.54701618522174
20100510,158.72645225497462
20100511,145.05994381065142
20100512,143.05315789442557
20100513,129.30533284039103
20100514,137.8150470146504
20100517,142.5919816949014
20100518,145.3709289612956
20100519,148.22085504304545
20100520,150.5988242974289
20100521,151.9905575614654
