Factor,Parameters,Mode,SharpRatio,POT
HistoricalVolatility,{'N': 10},RAW,0.4316,31.0469
HistoricalVolatility,{'N': 10},STATE_MACHINE,0.4239,25.2787
HistoricalVolatility,{'N': 20},RAW,0.4074,37.2605
HistoricalVolatility,{'N': 20},STATE_MACHINE,0.4245,25.2551
HistoricalVolatility,{'N': 30},RAW,0.3844,29.2772
HistoricalVolatility,{'N': 30},STATE_MACHINE,0.4206,24.9445
HistoricalVolatility,{'N': 40},RAW,0.379,28.4434
HistoricalVolatility,{'N': 40},STATE_MACHINE,0.4224,25.0266
HistoricalVolatility,{'N': 50},RAW,0.3814,28.2912
HistoricalVolatility,{'N': 50},STATE_MACHINE,0.4184,24.7725
HistoricalVolatility,{'N': 60},RAW,0.3897,28.7291
HistoricalVolatility,{'N': 60},STATE_MACHINE,0.4247,25.1363
