Factor,Parameters,Mode,SharpRatio,POT
BuyingSellingPressure,{'N': 10},RAW,0.405,10.6543
BuyingSellingPressure,{'N': 10},STATE_MACHINE,0.4289,9.0964
BuyingSellingPressure,{'N': 20},RAW,0.5012,16.9445
BuyingSellingPressure,{'N': 20},STATE_MACHINE,0.5318,14.4757
BuyingSellingPressure,{'N': 30},RAW,0.5777,21.8563
BuyingSellingPressure,{'N': 30},STATE_MACHINE,0.6592,19.962
BuyingSellingPressure,{'N': 40},RAW,0.5735,23.4096
BuyingSellingPressure,{'N': 40},STATE_MACHINE,0.6446,20.3464
BuyingSellingPressure,{'N': 50},RAW,0.5085,21.5088
BuyingSellingPressure,{'N': 50},STATE_MACHINE,0.5378,17.5757
BuyingSellingPressure,{'N': 60},RAW,0.3535,15.4903
BuyingSellingPressure,{'N': 60},STATE_MACHINE,0.4753,16.2156
