Factor,Parameters,Mode,SharpRatio,POT
IntradayAmplitude,{'N': 10},RAW,0.4523,34.9365
IntradayAmplitude,{'N': 10},STATE_MACHINE,0.4219,25.1496
IntradayAmplitude,{'N': 20},RAW,0.4507,36.0165
IntradayAmplitude,{'N': 20},STATE_MACHINE,0.427,25.3923
IntradayAmplitude,{'N': 30},RAW,0.4223,31.9696
IntradayAmplitude,{'N': 30},STATE_MACHINE,0.4194,24.8594
IntradayAmplitude,{'N': 40},RAW,0.4301,31.9842
IntradayAmplitude,{'N': 40},STATE_MACHINE,0.4267,25.254
IntradayAmplitude,{'N': 50},RAW,0.4226,31.1675
IntradayAmplitude,{'N': 50},STATE_MACHINE,0.42,24.838
IntradayAmplitude,{'N': 60},RAW,0.442,32.3455
IntradayAmplitude,{'N': 60},STATE_MACHINE,0.4267,25.2117
