Factor,Parameters,Mode,SharpRatio,POT
PriceOiDivergence,{'N': 10},RAW,-0.4999,-14.9497
PriceOiDivergence,{'N': 10},STATE_MACHINE,-0.7026,-12.6875
PriceOiDivergence,{'N': 20},RAW,-0.1893,-9.1246
PriceOiDivergence,{'N': 20},STATE_MACHINE,-0.1993,-6.1075
PriceOiDivergence,{'N': 30},RAW,0.223,11.5699
PriceOiDivergence,{'N': 30},STATE_MACHINE,0.3778,13.3634
PriceOiDivergence,{'N': 40},RAW,0.1932,12.7231
PriceOiDivergence,{'N': 40},STATE_MACHINE,0.3728,15.7752
PriceOiDivergence,{'N': 50},RAW,-0.1641,-8.5327
PriceOiDivergence,{'N': 50},STATE_MACHINE,0.055,2.3827
PriceOiDivergence,{'N': 60},RAW,0.1585,11.2656
PriceOiDivergence,{'N': 60},STATE_MACHINE,0.1857,8.7242
