Factor,Parameters,Mode,SharpRatio,POT
VIXFix,{'N': 10},RAW,-0.0603,-3.6469
VIXFix,{'N': 10},STATE_MACHINE,-0.0513,-5.0979
VIXFix,{'N': 20},RAW,-0.1412,-10.5784
VIXFix,{'N': 20},STATE_MACHINE,-0.0513,-5.0979
VIXFix,{'N': 30},RAW,-0.0974,-7.9402
VIXFix,{'N': 30},STATE_MACHINE,-0.0513,-5.0979
VIXFix,{'N': 40},RAW,-0.1147,-10.1776
VIXFix,{'N': 40},STATE_MACHINE,-0.0513,-5.0979
VIXFix,{'N': 50},RAW,-0.1268,-11.9574
VIXFix,{'N': 50},STATE_MACHINE,-0.0513,-5.0979
VIXFix,{'N': 60},RAW,-0.1437,-14.1944
VIXFix,{'N': 60},STATE_MACHINE,-0.0513,-5.0979
