Factor,Parameters,Mode,SharpRatio,POT
AmihudIlliquidity,{'N': 10},RAW,-0.1369,-12.951
AmihudIlliquidity,{'N': 10},STATE_MACHINE,0.0005,0.0505
AmihudIlliquidity,{'N': 20},RAW,-0.0623,-7.4128
AmihudIlliquidity,{'N': 20},STATE_MACHINE,0.0002,0.0223
AmihudIlliquidity,{'N': 30},RAW,-0.0149,-1.8419
AmihudIlliquidity,{'N': 30},STATE_MACHINE,-0.0108,-1.0911
AmihudIlliquidity,{'N': 40},RAW,-0.0112,-1.4578
AmihudIlliquidity,{'N': 40},STATE_MACHINE,-0.008,-0.8111
AmihudIlliquidity,{'N': 50},RAW,0.0018,0.2417
AmihudIlliquidity,{'N': 50},STATE_MACHINE,-0.0055,-0.5522
AmihudIlliquidity,{'N': 60},RAW,-0.0039,-0.5362
AmihudIlliquidity,{'N': 60},STATE_MACHINE,-0.0057,-0.571
