Factor,Parameters,Mode,SharpRatio,POT
DualMACrossover,"{'fast_n': 5, 'slow_n': 20}",RAW,0.3268,16.6572
DualMACrossover,"{'fast_n': 5, 'slow_n': 20}",STATE_MACHINE,0.2185,7.6628
DualMACrossover,"{'fast_n': 10, 'slow_n': 40}",RAW,0.2509,18.9612
DualMACrossover,"{'fast_n': 10, 'slow_n': 40}",STATE_MACHINE,0.2301,12.2977
DualMACrossover,"{'fast_n': 10, 'slow_n': 60}",RAW,0.2869,26.5082
DualMACrossover,"{'fast_n': 10, 'slow_n': 60}",STATE_MACHINE,0.2248,13.6292
DualMACrossover,"{'fast_n': 20, 'slow_n': 40}",RAW,0.1856,14.1687
DualMACrossover,"{'fast_n': 20, 'slow_n': 40}",STATE_MACHINE,0.1685,9.1893
DualMACrossover,"{'fast_n': 20, 'slow_n': 60}",RAW,0.2463,24.1042
DualMACrossover,"{'fast_n': 20, 'slow_n': 60}",STATE_MACHINE,0.2154,14.0099
DualMACrossover,"{'fast_n': 30, 'slow_n': 60}",RAW,0.3088,30.0258
DualMACrossover,"{'fast_n': 30, 'slow_n': 60}",STATE_MACHINE,0.2773,18.2081
