Factor,Parameters,Mode,SharpRatio,POT
RSI,{'N': 10},RAW,0.323,8.9461
RSI,{'N': 10},STATE_MACHINE,0.2533,5.4326
RSI,{'N': 20},RAW,0.5997,25.3756
RSI,{'N': 20},STATE_MACHINE,0.4301,13.449
RSI,{'N': 30},RAW,0.6113,30.8561
RSI,{'N': 30},STATE_MACHINE,0.4362,14.9697
RSI,{'N': 40},RAW,0.6208,35.8176
RSI,{'N': 40},STATE_MACHINE,0.6708,27.1122
RSI,{'N': 50},RAW,0.6137,38.288
RSI,{'N': 50},STATE_MACHINE,0.6437,28.0812
RSI,{'N': 60},RAW,0.5241,34.8288
RSI,{'N': 60},STATE_MACHINE,0.6086,28.0577
