ts_code,mapping_ts_code,trade_date,pre_close,pre_settle,open,high,low,close,settle,change1,change2,vol,amount,oi,oi_chg,pre_main_close,roll_factor,adj_close,adj_open,adj_high,adj_low,adj_settle
LH.DCE,LH2109.DCE,20210108,,30680.0,29500.0,30680.0,26385.0,26810.0,28290.0,-3870.0,-2390.0,91056.0,4121602.38,14984.0,,,1.0,26810.0,29500.0,30680.0,26385.0,28290.0
LH.DCE,LH2109.DCE,20210111,26810.0,28290.0,26225.0,26720.0,26030.0,26030.0,26260.0,-2260.0,-2030.0,23026.0,967631.03,17600.0,2616.0,,1.0,26030.0,26225.0,26720.0,26030.0,26260.0
LH.DCE,LH2109.DCE,20210112,26030.0,26260.0,25760.0,26210.0,25205.0,25560.0,25795.0,-700.0,-465.0,39402.0,1626375.18,17194.0,-406.0,,1.0,25560.0,25760.0,26210.0,25205.0,25795.0
LH.DCE,LH2109.DCE,20210113,25560.0,25795.0,25830.0,26350.0,25715.0,25870.0,25985.0,75.0,190.0,16470.0,684797.82,17050.0,-144.0,,1.0,25870.0,25830.0,26350.0,25715.0,25985.0
LH.DCE,LH2109.DCE,20210114,25870.0,25985.0,25805.0,26155.0,24860.0,24890.0,25475.0,-1095.0,-510.0,24216.0,987229.28,18719.0,1669.0,,1.0,24890.0,25805.0,26155.0,24860.0,25475.0
LH.DCE,LH2109.DCE,20210115,24890.0,25475.0,25155.0,25155.0,24460.0,24725.0,24825.0,-750.0,-650.0,20257.0,804652.62,18594.0,-125.0,,1.0,24725.0,25155.0,25155.0,24460.0,24825.0
LH.DCE,LH2109.DCE,20210118,24725.0,24825.0,24825.0,25780.0,24805.0,25140.0,25320.0,315.0,495.0,19855.0,804470.17,18535.0,-59.0,,1.0,25140.0,24825.0,25780.0,24805.0,25320.0
LH.DCE,LH2109.DCE,20210119,25140.0,25320.0,25185.0,25390.0,24880.0,25025.0,25065.0,-295.0,-255.0,8816.0,353579.56,17800.0,-735.0,,1.0,25025.0,25185.0,25390.0,24880.0,25065.0
LH.DCE,LH2109.DCE,20210120,25025.0,25065.0,25005.0,25090.0,24500.0,24910.0,24870.0,-155.0,-195.0,7832.0,311666.78,17573.0,-227.0,,1.0,24910.0,25005.0,25090.0,24500.0,24870.0
LH.DCE,LH2109.DCE,20210121,24910.0,24870.0,24910.0,25185.0,24800.0,24870.0,25010.0,0.0,140.0,6694.0,267882.11,17278.0,-295.0,,1.0,24870.0,24910.0,25185.0,24800.0,25010.0
