trade_date,pre_close,pre_settle,open,high,low,close,settle,change1,change2,vol,amount,oi,oi_chg,mapping_ts_code,sub_mapping_ts_code,sub_pre_close,sub_pre_settle,sub_open,sub_high,sub_low,sub_close,sub_settle,sub_change1,sub_change2,sub_vol,sub_amount,sub_oi,sub_oi_chg,ts_code,pre_main_close,roll_factor,adj_close,adj_open,adj_high,adj_low,adj_settle
20100104,21375.0,21220.0,21405.0,21725.0,21250.0,21435.0,21505.0,215.0,285.0,379208.0,4077945.07,159712.0,9156.0,ZN1004.SHF,ZN1005.SHF,21540.0,21440.0,21535.0,21910.0,21200.0,21660.0,21685.0,220.0,245.0,25874.0,280560.62,35262.0,4676.0,ZN.SHF,,1.0,21435.0,21405.0,21725.0,21250.0,21505.0
20100105,21435.0,21505.0,21470.0,21700.0,21255.0,21650.0,21500.0,145.0,-5.0,470848.0,5062444.72,168020.0,8308.0,ZN1004.SHF,ZN1005.SHF,21660.0,21685.0,21660.0,21880.0,21465.0,21820.0,21675.0,135.0,-10.0,52838.0,572751.33,47272.0,12010.0,ZN.SHF,,1.0,21650.0,21470.0,21700.0,21255.0,21500.0
20100106,21650.0,21500.0,21580.0,21935.0,21510.0,21740.0,21775.0,240.0,275.0,415594.0,4525611.84,161544.0,-6476.0,ZN1004.SHF,ZN1005.SHF,21820.0,21675.0,21730.0,22120.0,21680.0,21925.0,21950.0,250.0,275.0,52470.0,575971.34,48372.0,1100.0,ZN.SHF,,1.0,21740.0,21580.0,21935.0,21510.0,21775.0
20100107,21740.0,21775.0,22150.0,22600.0,21350.0,21725.0,21980.0,-50.0,205.0,520498.0,5720354.83,146986.0,-14558.0,ZN1004.SHF,ZN1005.SHF,21925.0,21950.0,22335.0,22780.0,20850.0,21855.0,22130.0,-95.0,180.0,97676.0,1080851.52,47746.0,-626.0,ZN.SHF,,1.0,21725.0,22150.0,22600.0,21350.0,21980.0
20100108,21725.0,21980.0,21520.0,21705.0,20900.0,21210.0,21265.0,-770.0,-715.0,614318.0,6532858.36,140680.0,-6306.0,ZN1004.SHF,ZN1005.SHF,21855.0,22130.0,21700.0,21880.0,21075.0,21400.0,21475.0,-730.0,-655.0,117140.0,1258053.88,64926.0,17180.0,ZN.SHF,,1.0,21210.0,21520.0,21705.0,20900.0,21265.0
20100111,21210.0,21265.0,21510.0,21780.0,21350.0,21735.0,21605.0,470.0,340.0,373446.0,4034368.82,135738.0,-4942.0,ZN1004.SHF,ZN1005.SHF,21400.0,21475.0,21925.0,21980.0,21560.0,21920.0,21805.0,445.0,330.0,95180.0,1037931.08,71458.0,6532.0,ZN.SHF,,1.0,21735.0,21510.0,21780.0,21350.0,21605.0
20100112,21735.0,21605.0,21600.0,21600.0,21125.0,21490.0,21365.0,-115.0,-240.0,448548.0,4792158.84,147190.0,11452.0,ZN1004.SHF,ZN1005.SHF,21920.0,21805.0,21750.0,21785.0,21350.0,21700.0,21575.0,-105.0,-230.0,99502.0,1073542.76,81820.0,10362.0,ZN.SHF,,1.0,21490.0,21600.0,21600.0,21125.0,21365.0
20100113,21490.0,21365.0,20515.0,20830.0,20325.0,20450.0,20600.0,-915.0,-765.0,360390.0,3712717.2,134540.0,-12650.0,ZN1004.SHF,ZN1005.SHF,21700.0,21575.0,20500.0,21030.0,20500.0,20645.0,20780.0,-930.0,-795.0,107122.0,1113064.98,85240.0,3420.0,ZN.SHF,,1.0,20450.0,20515.0,20830.0,20325.0,20600.0
20100114,20450.0,20600.0,20935.0,20965.0,20520.0,20610.0,20705.0,10.0,105.0,360666.0,3734660.84,142024.0,7484.0,ZN1004.SHF,ZN1005.SHF,20645.0,20780.0,21120.0,21150.0,20710.0,20795.0,20905.0,15.0,125.0,97928.0,1023609.98,91318.0,6078.0,ZN.SHF,,1.0,20610.0,20935.0,20965.0,20520.0,20705.0
20100115,20610.0,20705.0,20550.0,20845.0,20200.0,20470.0,20545.0,-235.0,-160.0,412092.0,4233677.35,133166.0,-8858.0,ZN1004.SHF,ZN1005.SHF,20795.0,20905.0,20705.0,21020.0,20405.0,20620.0,20695.0,-285.0,-210.0,155972.0,1614008.38,100908.0,9590.0,ZN.SHF,,1.0,20470.0,20550.0,20845.0,20200.0,20545.0
20100118,20470.0,20545.0,20290.0,20575.0,20235.0,20550.0,20415.0,5.0,-130.0,282532.0,2883994.74,119920.0,-13246.0,ZN1004.SHF,ZN1005.SHF,20620.0,20695.0,20370.0,20755.0,20370.0,20740.0,20590.0,45.0,-105.0,169750.0,1747724.02,99092.0,-1816.0,ZN.SHF,,1.0,20550.0,20290.0,20575.0,20235.0,20415.0
20100119,20740.0,20590.0,20840.0,21175.0,20750.0,21145.0,20995.0,555.0,405.0,481056.0,5050959.04,131918.0,32826.0,ZN1005.SHF,ZN1006.SHF,20930.0,20750.0,21000.0,21350.0,20935.0,21310.0,21170.0,560.0,420.0,3830.0,40547.95,9568.0,268.0,ZN.SHF,20950.0,0.9907779616930716,20950.0,20647.812721683615,20979.723338850792,20558.642705131235,20801.38330574604
20100120,21145.0,20995.0,21300.0,21420.0,20920.0,20950.0,21115.0,-45.0,120.0,549688.0,5803880.42,137176.0,5258.0,ZN1005.SHF,ZN1006.SHF,21310.0,21170.0,21355.0,21580.0,21105.0,21140.0,21335.0,-30.0,165.0,4504.0,48046.85,10754.0,1186.0,ZN.SHF,,0.9907779616930716,20756.79829746985,21103.570584062425,21222.463939465593,20727.074958619058,20920.276661149208
20100121,20950.0,21115.0,20770.0,20980.0,20530.0,20925.0,20735.0,-190.0,-380.0,547954.0,5682258.22,143084.0,5908.0,ZN1005.SHF,ZN1006.SHF,21140.0,21335.0,21000.0,21150.0,20735.0,21120.0,20915.0,-215.0,-420.0,5688.0,59493.02,11572.0,818.0,ZN.SHF,,0.9907779616930716,20732.028848427522,20578.458264365097,20786.521636320642,20340.67155355876,20543.78103570584
20100122,20925.0,20735.0,20400.0,20530.0,19700.0,19930.0,20120.0,-805.0,-615.0,627324.0,6312143.02,158540.0,15456.0,ZN1005.SHF,ZN1006.SHF,21120.0,20915.0,20720.0,20720.0,19870.0,20100.0,20295.0,-815.0,-620.0,8480.0,86064.9,12998.0,1426.0,ZN.SHF,,0.9907779616930716,19746.204776542916,20211.870418538663,20340.67155355876,19518.325845353513,19934.4525892646
20100125,19930.0,20120.0,19900.0,20165.0,19720.0,20025.0,19955.0,-95.0,-165.0,569736.0,5684560.14,171296.0,12756.0,ZN1005.SHF,ZN1006.SHF,20100.0,20295.0,20105.0,20300.0,19800.0,20200.0,20120.0,-95.0,-175.0,8088.0,81375.44,14794.0,1796.0,ZN.SHF,,0.9907779616930716,19840.32868290376,19716.481437692124,19979.037597540788,19538.14140458737,19770.974225585243
20100126,20025.0,19955.0,20040.0,20130.0,19330.0,19390.0,19770.0,-565.0,-185.0,810362.0,8011121.68,216286.0,44990.0,ZN1005.SHF,ZN1006.SHF,20200.0,20120.0,20200.0,20265.0,19515.0,19595.0,19870.0,-525.0,-250.0,23740.0,235886.28,23356.0,8562.0,ZN.SHF,,0.9907779616930716,19211.18467722866,19855.190352329155,19944.36036888153,19151.737999527075,19587.680302672026
20100127,19390.0,19770.0,19550.0,19645.0,19335.0,19450.0,19490.0,-320.0,-280.0,694706.0,6770684.88,195344.0,-20942.0,ZN1005.SHF,ZN1006.SHF,19595.0,19870.0,19730.0,19800.0,19540.0,19645.0,19660.0,-225.0,-210.0,35358.0,347604.68,30768.0,7412.0,ZN.SHF,,0.9907779616930716,19270.631354930243,19369.70915109955,19463.833057460393,19156.69188933554,19310.262473397965
20100128,19450.0,19490.0,18710.0,18895.0,18515.0,18515.0,18660.0,-975.0,-830.0,421842.0,3935850.67,194452.0,-892.0,ZN1005.SHF,ZN1006.SHF,19645.0,19660.0,19010.0,19080.0,18675.0,18675.0,18820.0,-985.0,-840.0,36668.0,345129.05,41240.0,10472.0,ZN.SHF,,0.9907779616930716,18344.25396074722,18537.45566327737,18720.749586190588,18344.25396074722,18487.916765192716
20100129,18515.0,18660.0,18230.0,18265.0,17530.0,17590.0,17990.0,-1070.0,-670.0,827258.0,7441826.42,188626.0,-5826.0,ZN1005.SHF,ZN1006.SHF,18675.0,18820.0,18480.0,18590.0,17875.0,17875.0,18210.0,-945.0,-610.0,61500.0,560008.78,44672.0,3432.0,ZN.SHF,,0.9907779616930716,17427.78434618113,18061.882241664694,18096.559470323955,17368.337668479548,17824.095530858358
20100201,17590.0,17990.0,17570.0,17830.0,17120.0,17430.0,17425.0,-560.0,-565.0,1014014.0,8834670.62,200092.0,11466.0,ZN1005.SHF,ZN1006.SHF,17875.0,18210.0,17850.0,18010.0,17300.0,17555.0,17570.0,-655.0,-640.0,67716.0,594901.69,50022.0,5350.0,ZN.SHF,,0.9907779616930716,17269.25987231024,17407.96878694727,17665.57105698747,16962.11870418539,17264.305982501774
