ts_code,mapping_ts_code,trade_date,pre_close,pre_settle,open,high,low,close,settle,change1,change2,vol,amount,oi,oi_chg,pre_main_close,roll_factor,adj_close,adj_open,adj_high,adj_low,adj_settle
CY.ZCE,CY1801.ZCE,20170818,,23000.0,22995.0,23330.0,22900.0,23050.0,23115.0,50.0,115.0,78284.0,904858.3,7634.0,7634.0,,1.0,23050.0,22995.0,23330.0,22900.0,23115.0
CY.ZCE,CY1801.ZCE,20170821,23050.0,23115.0,23005.0,23080.0,22910.0,22985.0,23010.0,-130.0,-105.0,25088.0,288665.08,8476.0,842.0,,1.0,22985.0,23005.0,23080.0,22910.0,23010.0
CY.ZCE,CY1801.ZCE,20170822,22985.0,23010.0,23005.0,23095.0,22985.0,23080.0,23045.0,70.0,35.0,13782.0,158806.28,7516.0,-960.0,,1.0,23080.0,23005.0,23095.0,22985.0,23045.0
CY.ZCE,CY1801.ZCE,20170823,23080.0,23045.0,23080.0,23155.0,23045.0,23070.0,23090.0,25.0,45.0,9078.0,104813.7,6958.0,-558.0,,1.0,23070.0,23080.0,23155.0,23045.0,23090.0
CY.ZCE,CY1801.ZCE,20170824,23070.0,23090.0,23070.0,23120.0,23010.0,23050.0,23065.0,-40.0,-25.0,4510.0,52007.56,6420.0,-538.0,,1.0,23050.0,23070.0,23120.0,23010.0,23065.0
CY.ZCE,CY1801.ZCE,20170825,23050.0,23065.0,23040.0,23095.0,23030.0,23050.0,23060.0,-15.0,-5.0,3012.0,34725.5,5830.0,-590.0,,1.0,23050.0,23040.0,23095.0,23030.0,23060.0
CY.ZCE,CY1801.ZCE,20170828,23050.0,23060.0,23055.0,23100.0,23000.0,23075.0,23060.0,15.0,0.0,3914.0,45132.21,5684.0,-146.0,,1.0,23075.0,23055.0,23100.0,23000.0,23060.0
CY.ZCE,CY1801.ZCE,20170829,23075.0,23060.0,23100.0,23135.0,23035.0,23050.0,23080.0,-10.0,20.0,2572.0,29683.86,5352.0,-332.0,,1.0,23050.0,23100.0,23135.0,23035.0,23080.0
CY.ZCE,CY1801.ZCE,20170830,23050.0,23080.0,23025.0,23085.0,23005.0,23020.0,23040.0,-60.0,-40.0,1842.0,21220.79,5314.0,-38.0,,1.0,23020.0,23025.0,23085.0,23005.0,23040.0
CY.ZCE,CY1801.ZCE,20170831,23020.0,23040.0,23030.0,23080.0,23020.0,23025.0,23050.0,-15.0,10.0,1784.0,20559.33,4908.0,-406.0,,1.0,23025.0,23030.0,23080.0,23020.0,23050.0
CY.ZCE,CY1801.ZCE,20170901,23025.0,23050.0,23020.0,23095.0,23020.0,23030.0,23055.0,-20.0,5.0,2186.0,25201.58,4792.0,-116.0,,1.0,23030.0,23020.0,23095.0,23020.0,23055.0
CY.ZCE,CY1801.ZCE,20170904,23030.0,23055.0,23055.0,23650.0,23040.0,23400.0,23375.0,345.0,320.0,14420.0,168539.31,6228.0,1436.0,,1.0,23400.0,23055.0,23650.0,23040.0,23375.0
CY.ZCE,CY1801.ZCE,20170905,23400.0,23375.0,23425.0,23575.0,23300.0,23495.0,23395.0,120.0,20.0,5994.0,70110.75,5966.0,-262.0,,1.0,23495.0,23425.0,23575.0,23300.0,23395.0
CY.ZCE,CY1801.ZCE,20170906,23495.0,23395.0,23535.0,23585.0,23330.0,23345.0,23435.0,-50.0,40.0,6078.0,71212.61,5762.0,-204.0,,1.0,23345.0,23535.0,23585.0,23330.0,23435.0
CY.ZCE,CY1801.ZCE,20170907,23345.0,23435.0,23365.0,23410.0,23215.0,23295.0,23315.0,-140.0,-120.0,4074.0,47490.75,5270.0,-492.0,,1.0,23295.0,23365.0,23410.0,23215.0,23315.0
CY.ZCE,CY1801.ZCE,20170908,23295.0,23315.0,23325.0,23340.0,23020.0,23080.0,23145.0,-235.0,-170.0,5524.0,63930.91,4380.0,-890.0,,1.0,23080.0,23325.0,23340.0,23020.0,23145.0
CY.ZCE,CY1801.ZCE,20170911,23080.0,23145.0,23105.0,24075.0,22530.0,23210.0,23250.0,65.0,105.0,15894.0,184752.71,4024.0,-356.0,,1.0,23210.0,23105.0,24075.0,22530.0,23250.0
CY.ZCE,CY1801.ZCE,20170912,23210.0,23250.0,23165.0,23290.0,23130.0,23225.0,23230.0,-25.0,-20.0,2178.0,25299.48,3876.0,-148.0,,1.0,23225.0,23165.0,23290.0,23130.0,23230.0
CY.ZCE,CY1801.ZCE,20170913,23225.0,23230.0,23190.0,23285.0,23050.0,23155.0,23175.0,-75.0,-55.0,3018.0,34971.95,3580.0,-296.0,,1.0,23155.0,23190.0,23285.0,23050.0,23175.0
CY.ZCE,CY1801.ZCE,20170914,23155.0,23175.0,23125.0,23210.0,23080.0,23085.0,23135.0,-90.0,-40.0,1432.0,16563.33,3482.0,-98.0,,1.0,23085.0,23125.0,23210.0,23080.0,23135.0
CY.ZCE,CY1801.ZCE,20170915,23085.0,23135.0,23075.0,23120.0,23020.0,23050.0,23070.0,-85.0,-65.0,1498.0,17279.72,3390.0,-92.0,,1.0,23050.0,23075.0,23120.0,23020.0,23070.0
CY.ZCE,CY1801.ZCE,20170918,23050.0,23070.0,23030.0,23095.0,22880.0,23080.0,23045.0,10.0,-25.0,1904.0,21939.3,3038.0,-352.0,,1.0,23080.0,23030.0,23095.0,22880.0,23045.0
CY.ZCE,CY1801.ZCE,20170919,23080.0,23045.0,23160.0,23200.0,23035.0,23095.0,23100.0,50.0,55.0,1962.0,22661.95,2674.0,-364.0,,1.0,23095.0,23160.0,23200.0,23035.0,23100.0
CY.ZCE,CY1801.ZCE,20170920,23095.0,23100.0,23085.0,23390.0,23070.0,23385.0,23260.0,285.0,160.0,3342.0,38868.45,2334.0,-340.0,,1.0,23385.0,23085.0,23390.0,23070.0,23260.0
CY.ZCE,CY1801.ZCE,20170921,23385.0,23260.0,23390.0,23390.0,23210.0,23210.0,23290.0,-50.0,30.0,1426.0,16606.9,2034.0,-300.0,,1.0,23210.0,23390.0,23390.0,23210.0,23290.0
CY.ZCE,CY1801.ZCE,20170922,23210.0,23290.0,23235.0,23280.0,23125.0,23155.0,23195.0,-135.0,-95.0,1880.0,21805.54,1952.0,-82.0,,1.0,23155.0,23235.0,23280.0,23125.0,23195.0
CY.ZCE,CY1801.ZCE,20170925,23155.0,23195.0,23145.0,23245.0,23135.0,23235.0,23200.0,40.0,5.0,974.0,11299.43,1880.0,-72.0,,1.0,23235.0,23145.0,23245.0,23135.0,23200.0
CY.ZCE,CY1801.ZCE,20170926,23235.0,23200.0,23255.0,23370.0,23205.0,23320.0,23295.0,120.0,95.0,1508.0,17563.9,1952.0,72.0,,1.0,23320.0,23255.0,23370.0,23205.0,23295.0
CY.ZCE,CY1801.ZCE,20170927,23320.0,23295.0,23300.0,23310.0,23085.0,23105.0,23165.0,-190.0,-130.0,1778.0,20593.74,1910.0,-42.0,,1.0,23105.0,23300.0,23310.0,23085.0,23165.0
CY.ZCE,CY1801.ZCE,20170928,23105.0,23165.0,23080.0,23145.0,22860.0,22900.0,23015.0,-265.0,-150.0,1928.0,22186.62,2080.0,170.0,,1.0,22900.0,23080.0,23145.0,22860.0,23015.0
CY.ZCE,CY1801.ZCE,20170929,22900.0,23015.0,22845.0,23010.0,22845.0,22920.0,22955.0,-95.0,-60.0,1072.0,12303.56,1848.0,-232.0,,1.0,22920.0,22845.0,23010.0,22845.0,22955.0
CY.ZCE,CY1801.ZCE,20171009,22920.0,22955.0,23055.0,23055.0,22860.0,22960.0,22920.0,5.0,-35.0,582.0,6669.31,1820.0,-28.0,,1.0,22960.0,23055.0,23055.0,22860.0,22920.0
CY.ZCE,CY1801.ZCE,20171010,22960.0,22920.0,22980.0,22995.0,22920.0,22935.0,22950.0,15.0,30.0,658.0,7550.54,1796.0,-24.0,,1.0,22935.0,22980.0,22995.0,22920.0,22950.0
CY.ZCE,CY1801.ZCE,20171011,22935.0,22950.0,22995.0,23000.0,22900.0,22910.0,22945.0,-40.0,-5.0,604.0,6928.93,1732.0,-64.0,,1.0,22910.0,22995.0,23000.0,22900.0,22945.0
CY.ZCE,CY1801.ZCE,20171012,22910.0,22945.0,22900.0,22965.0,22860.0,22925.0,22915.0,-20.0,-30.0,1104.0,12649.58,1736.0,4.0,,1.0,22925.0,22900.0,22965.0,22860.0,22915.0
CY.ZCE,CY1801.ZCE,20171013,22925.0,22915.0,22940.0,23010.0,22910.0,22940.0,22950.0,25.0,35.0,826.0,9478.71,1650.0,-86.0,,1.0,22940.0,22940.0,23010.0,22910.0,22950.0
CY.ZCE,CY1801.ZCE,20171016,22940.0,22950.0,23000.0,23110.0,22925.0,23060.0,23045.0,110.0,95.0,980.0,11291.33,1596.0,-54.0,,1.0,23060.0,23000.0,23110.0,22925.0,23045.0
CY.ZCE,CY1801.ZCE,20171017,23060.0,23045.0,23005.0,23070.0,22990.0,23000.0,23025.0,-45.0,-20.0,404.0,4650.94,1540.0,-56.0,,1.0,23000.0,23005.0,23070.0,22990.0,23025.0
CY.ZCE,CY1801.ZCE,20171018,23000.0,23025.0,22990.0,23080.0,22990.0,23015.0,23045.0,-10.0,20.0,332.0,3825.33,1518.0,-22.0,,1.0,23015.0,22990.0,23080.0,22990.0,23045.0
CY.ZCE,CY1801.ZCE,20171019,23015.0,23045.0,23035.0,23035.0,22840.0,22945.0,22955.0,-100.0,-90.0,532.0,6106.01,1564.0,46.0,,1.0,22945.0,23035.0,23035.0,22840.0,22955.0
CY.ZCE,CY1801.ZCE,20171020,22945.0,22955.0,22905.0,22930.0,22805.0,22865.0,22855.0,-90.0,-100.0,854.0,9758.6,1590.0,26.0,,1.0,22865.0,22905.0,22930.0,22805.0,22855.0
CY.ZCE,CY1801.ZCE,20171023,22865.0,22855.0,22845.0,22920.0,22775.0,22870.0,22855.0,15.0,0.0,654.0,7473.64,1596.0,6.0,,1.0,22870.0,22845.0,22920.0,22775.0,22855.0
CY.ZCE,CY1801.ZCE,20171024,22870.0,22855.0,22895.0,22975.0,22895.0,22895.0,22930.0,40.0,75.0,504.0,5777.79,1566.0,-30.0,,1.0,22895.0,22895.0,22975.0,22895.0,22930.0
CY.ZCE,CY1801.ZCE,20171025,22895.0,22930.0,22920.0,22950.0,22900.0,22950.0,22930.0,20.0,0.0,254.0,2911.97,1508.0,-58.0,,1.0,22950.0,22920.0,22950.0,22900.0,22930.0
CY.ZCE,CY1801.ZCE,20171026,22950.0,22930.0,22930.0,22990.0,22900.0,22930.0,22940.0,0.0,10.0,200.0,2293.76,1474.0,-34.0,,1.0,22930.0,22930.0,22990.0,22900.0,22940.0
CY.ZCE,CY1801.ZCE,20171027,22930.0,22940.0,22940.0,22940.0,22840.0,22855.0,22860.0,-85.0,-80.0,228.0,2606.14,1490.0,16.0,,1.0,22855.0,22940.0,22940.0,22840.0,22860.0
CY.ZCE,CY1801.ZCE,20171030,22855.0,22860.0,22885.0,22980.0,22825.0,22885.0,22910.0,25.0,50.0,262.0,3000.92,1420.0,-70.0,,1.0,22885.0,22885.0,22980.0,22825.0,22910.0
CY.ZCE,CY1801.ZCE,20171031,22885.0,22910.0,22915.0,22950.0,22860.0,22950.0,22885.0,40.0,-25.0,274.0,3135.44,1400.0,-20.0,,1.0,22950.0,22915.0,22950.0,22860.0,22885.0
CY.ZCE,CY1801.ZCE,20171101,22950.0,22885.0,22995.0,23045.0,22880.0,22975.0,22985.0,90.0,100.0,426.0,4895.36,1348.0,-52.0,,1.0,22975.0,22995.0,23045.0,22880.0,22985.0
CY.ZCE,CY1801.ZCE,20171102,22975.0,22985.0,22900.0,23030.0,22890.0,23015.0,22985.0,30.0,0.0,302.0,3470.49,1308.0,-40.0,,1.0,23015.0,22900.0,23030.0,22890.0,22985.0
CY.ZCE,CY1801.ZCE,20171103,23015.0,22985.0,23040.0,23080.0,22970.0,23060.0,23035.0,75.0,50.0,450.0,5183.21,1194.0,-114.0,,1.0,23060.0,23040.0,23080.0,22970.0,23035.0
CY.ZCE,CY1801.ZCE,20171106,23060.0,23035.0,23070.0,23100.0,23025.0,23095.0,23060.0,60.0,25.0,322.0,3712.84,1184.0,-10.0,,1.0,23095.0,23070.0,23100.0,23025.0,23060.0
CY.ZCE,CY1801.ZCE,20171107,23095.0,23060.0,23060.0,23160.0,23045.0,23120.0,23085.0,60.0,25.0,430.0,4963.53,1104.0,-80.0,,1.0,23120.0,23060.0,23160.0,23045.0,23085.0
CY.ZCE,CY1801.ZCE,20171108,23120.0,23085.0,23165.0,23165.0,23040.0,23060.0,23080.0,-25.0,-5.0,262.0,3023.33,1066.0,-38.0,,1.0,23060.0,23165.0,23165.0,23040.0,23080.0
CY.ZCE,CY1801.ZCE,20171109,23060.0,23080.0,23075.0,23080.0,23005.0,23055.0,23040.0,-25.0,-40.0,136.0,1566.84,1050.0,-16.0,,1.0,23055.0,23075.0,23080.0,23005.0,23040.0
CY.ZCE,CY1801.ZCE,20171110,23055.0,23040.0,23080.0,23095.0,23035.0,23055.0,23060.0,15.0,20.0,86.0,991.62,1028.0,-22.0,,1.0,23055.0,23080.0,23095.0,23035.0,23060.0
CY.ZCE,CY1801.ZCE,20171113,23055.0,23060.0,23015.0,23270.0,22905.0,23140.0,23125.0,80.0,65.0,290.0,3353.22,1018.0,-10.0,,1.0,23140.0,23015.0,23270.0,22905.0,23125.0
CY.ZCE,CY1801.ZCE,20171114,23140.0,23125.0,23160.0,23160.0,23075.0,23100.0,23115.0,-25.0,-10.0,192.0,2219.27,946.0,-72.0,,1.0,23100.0,23160.0,23160.0,23075.0,23115.0
CY.ZCE,CY1801.ZCE,20171115,23100.0,23115.0,23050.0,23080.0,22970.0,23000.0,23025.0,-115.0,-90.0,194.0,2233.46,878.0,-68.0,,1.0,23000.0,23050.0,23080.0,22970.0,23025.0
CY.ZCE,CY1801.ZCE,20171116,23000.0,23025.0,23040.0,23060.0,22965.0,23040.0,23025.0,15.0,0.0,160.0,1842.12,842.0,-36.0,,1.0,23040.0,23040.0,23060.0,22965.0,23025.0
CY.ZCE,CY1801.ZCE,20171117,23040.0,23025.0,23030.0,23050.0,23005.0,23005.0,23020.0,-20.0,-5.0,90.0,1035.89,822.0,-20.0,,1.0,23005.0,23030.0,23050.0,23005.0,23020.0
