Factor,Parameters,Mode,SharpRatio,POT
RSI,{'N': 10},RAW,0.353,14.8034
RSI,{'N': 10},STATE_MACHINE,0.5485,17.7994
RSI,{'N': 20},RAW,0.302,17.9885
RSI,{'N': 20},STATE_MACHINE,0.4286,18.7037
RSI,{'N': 30},RAW,0.5818,44.229
RSI,{'N': 30},STATE_MACHINE,0.8031,42.9535
RSI,{'N': 40},RAW,0.6434,56.5833
RSI,{'N': 40},STATE_MACHINE,0.6824,39.2691
RSI,{'N': 50},RAW,0.6278,58.8728
RSI,{'N': 50},STATE_MACHINE,0.6372,40.9525
RSI,{'N': 60},RAW,0.4461,44.0439
RSI,{'N': 60},STATE_MACHINE,0.5182,35.2188
