Factor,Parameters,Mode,SharpRatio,POT
Skewness,{'N': 10},RAW,0.4548,13.7757
Skewness,{'N': 10},STATE_MACHINE,0.3138,7.5769
Skewness,{'N': 20},RAW,0.234,11.5929
Skewness,{'N': 20},STATE_MACHINE,0.0295,1.1211
Skewness,{'N': 30},RAW,0.5369,38.8152
Skewness,{'N': 30},STATE_MACHINE,0.389,19.5713
Skewness,{'N': 40},RAW,0.4806,42.4329
Skewness,{'N': 40},STATE_MACHINE,0.2447,15.1674
Skewness,{'N': 50},RAW,0.486,47.896
Skewness,{'N': 50},STATE_MACHINE,0.3549,23.9869
Skewness,{'N': 60},RAW,0.3268,33.4218
Skewness,{'N': 60},STATE_MACHINE,0.176,12.9764
