Factor,Parameters,Mode,SharpRatio,POT
Kurtosis,{'N': 10},RAW,-0.232,-7.3771
Kurtosis,{'N': 10},STATE_MACHINE,-0.0744,-1.6361
Kurtosis,{'N': 20},RAW,0.1303,8.0296
Kurtosis,{'N': 20},STATE_MACHINE,-0.1257,-4.7917
Kurtosis,{'N': 30},RAW,0.2553,23.4015
Kurtosis,{'N': 30},STATE_MACHINE,-0.1419,-7.7
Kurtosis,{'N': 40},RAW,0.1996,21.6926
Kurtosis,{'N': 40},STATE_MACHINE,-0.1736,-11.8783
Kurtosis,{'N': 50},RAW,0.1619,19.4348
Kurtosis,{'N': 50},STATE_MACHINE,-0.3275,-26.4374
Kurtosis,{'N': 60},RAW,0.0725,9.2143
Kurtosis,{'N': 60},STATE_MACHINE,-0.5151,-46.5583
