trade_date,AU.SHF,AG.SHF
20100104,0.0,
20100105,0.0,
20100106,0.0,
20100107,0.0,
20100108,0.0,
20100111,0.0,
20100112,0.0,
20100113,0.0,
20100114,0.0,
20100115,0.0,
20100118,12.792925487602696,
20100119,-2.9137551653019043,
20100120,-15.50166732623627,
20100121,-25.421666478334384,
20100122,-32.8791591747704,
20100125,-39.1031496373411,
20100126,-44.351435168109916,
20100127,-48.947167875544274,
20100128,-52.883891784089755,
20100129,-56.33270351200709,
20100201,-59.47780963228353,
20100202,-33.99752357155753,
20100203,-41.96753711034484,
20100204,-20.084356221070454,
20100205,-28.424932489320188,
20100208,-36.853400264404186,
20100209,-43.555779521970884,
20100210,-49.88936677704491,
20100211,-55.3193648342713,
20100212,-59.513268693846534,
20100222,-61.546090028874794,
20100223,-63.20011270258441,
20100224,-64.46794508472242,
20100225,-65.53655299746711,
20100226,-40.63298961781369,
20100301,-20.207459736266816,
20100302,-3.3350132862283015,
20100303,9.975136097531072,
20100304,21.04022308432351,
20100305,30.29471512284072,
20100308,37.87029001170132,
20100309,44.31141539960318,
20100310,49.729150063012604,
20100311,53.918668560309904,
20100312,61.65973059197481,
20100315,33.24693076178182,
20100316,9.954961192197612,
20100317,-8.459494688855747,
20100318,-23.277114426636533,
20100319,-35.53963415500559,
20100322,-47.154389515350836,
20100323,-56.71944557770973,
20100324,-64.86685977425384,
20100325,-71.8087275353286,
20100326,-78.756189604559,
20100329,-84.1480358711474,
20100330,-88.5459239066819,
20100331,-94.64526502197262,
20100401,-99.55866585018545,
20100402,-102.87324848592581,
20100406,-62.741677555493716,
20100407,-28.686603280207247,
20100408,-0.8320493483516356,
20100409,23.901482731910427,
20100412,43.87771257458498,
20100413,11.641286054788969,
20100414,-14.892989749610102,
20100415,-39.32110493972155,
20100416,-60.168672996825215,
20100419,-72.72891346328385,
20100420,-85.62307798824955,
20100421,-96.0174305179488,
20100422,-104.70096419948958,
20100423,-112.74075602840439,
20100426,-117.00310102101122,
20100427,-120.65447957570301,
20100428,-122.9317142001291,
20100429,-125.33062952849829,
20100430,-127.1401733958069,
20100504,-78.96959747112042,
20100505,-40.08983983232212,
20100506,-7.811214754863172,
20100507,13.899053461931594,
