Factor,Parameters,Mode,SharpRatio,POT
HistoricalVolatility,{'N': 10},RAW,0.2876,15.5257
HistoricalVolatility,{'N': 10},STATE_MACHINE,0.2179,9.932
HistoricalVolatility,{'N': 20},RAW,0.3173,20.914
HistoricalVolatility,{'N': 20},STATE_MACHINE,0.2329,10.6121
HistoricalVolatility,{'N': 30},RAW,0.2827,15.873
HistoricalVolatility,{'N': 30},STATE_MACHINE,0.2236,10.1916
HistoricalVolatility,{'N': 40},RAW,0.3122,17.2168
HistoricalVolatility,{'N': 40},STATE_MACHINE,0.223,10.1699
HistoricalVolatility,{'N': 50},RAW,0.3694,20.1611
HistoricalVolatility,{'N': 50},STATE_MACHINE,0.2257,10.2934
HistoricalVolatility,{'N': 60},RAW,0.381,20.7059
HistoricalVolatility,{'N': 60},STATE_MACHINE,0.2211,10.0981
