Factor,Parameters,Mode,SharpRatio,POT
VolumeMomentum,{'N': 10},RAW,-0.0329,-0.7427
VolumeMomentum,{'N': 10},STATE_MACHINE,-0.1627,-3.2896
VolumeMomentum,{'N': 20},RAW,-0.2284,-8.8888
VolumeMomentum,{'N': 20},STATE_MACHINE,-0.284,-10.3593
VolumeMomentum,{'N': 30},RAW,0.6141,26.3526
VolumeMomentum,{'N': 30},STATE_MACHINE,0.0604,2.3437
VolumeMomentum,{'N': 40},RAW,-0.5513,-34.4353
VolumeMomentum,{'N': 40},STATE_MACHINE,-0.2458,-11.0312
VolumeMomentum,{'N': 50},RAW,-0.3822,-20.9024
VolumeMomentum,{'N': 50},STATE_MACHINE,-0.4645,-25.9287
VolumeMomentum,{'N': 60},RAW,0.0,0.0
VolumeMomentum,{'N': 60},STATE_MACHINE,0.0,0.0
