,Kurtosis_{'N': 20},Kurtosis_{'N': 10},Kurtosis_{'N': 30},OvernightVsIntraday_{'N': 60},OvernightVsIntraday_{'N': 50},OvernightVsIntraday_{'N': 20},Skewness_{'N': 20},Skewness_{'N': 60},Skewness_{'N': 40},NoiseFader_{'N': 10},NoiseFader_{'N': 20},NoiseFader_{'N': 30},ShortTermReversal_{'N': 10},ShortTermReversal_{'N': 30},ShortTermReversal_{'N': 40},AmihudIlliquidity_{'N': 50},AmihudIlliquidity_{'N': 60},AmihudIlliquidity_{'N': 40},BuyingSellingPressure_{'N': 50},BuyingSellingPressure_{'N': 40},BuyingSellingPressure_{'N': 60},BollingerBands_{'N': 50},BollingerBands_{'N': 60},BollingerBands_{'N': 30},DonchianChannel_{'N': 50},DonchianChannel_{'N': 60},DonchianChannel_{'N': 40},"DualMACrossover_{'fast_n': 5, 'slow_n': 20}","DualMACrossover_{'fast_n': 30, 'slow_n': 60}","DualMACrossover_{'fast_n': 10, 'slow_n': 60}","MACD_{'fast_n': 24, 'slow_n': 52, 'signal_n': 18}","MACD_{'fast_n': 19, 'slow_n': 39, 'signal_n': 9}","MACD_{'fast_n': 8, 'slow_n': 17, 'signal_n': 9}",MovingAverageBias_{'N': 60},MovingAverageBias_{'N': 50},MovingAverageBias_{'N': 30},RSI_{'N': 40},RSI_{'N': 50},RSI_{'N': 30},TimeSeriesMomentum_{'N': 60},TimeSeriesMomentum_{'N': 50},TimeSeriesMomentum_{'N': 20},ATR_{'N': 50},ATR_{'N': 60},ATR_{'N': 20},DownsideUpsideVolatility_{'N': 20},DownsideUpsideVolatility_{'N': 40},DownsideUpsideVolatility_{'N': 50},HistoricalVolatility_{'N': 60},HistoricalVolatility_{'N': 50},HistoricalVolatility_{'N': 10},IntradayAmplitude_{'N': 60},IntradayAmplitude_{'N': 50},IntradayAmplitude_{'N': 20},VIXFix_{'N': 10},VIXFix_{'N': 30},VIXFix_{'N': 40},CMF_{'N': 50},CMF_{'N': 40},CMF_{'N': 60},OBV_{'N': 30},OBV_{'N': 20},OBV_{'N': 40},OpenInterestROC_{'N': 10},OpenInterestROC_{'N': 20},OpenInterestROC_{'N': 60},PriceOiDivergence_{'N': 10},PriceOiDivergence_{'N': 20},PriceOiDivergence_{'N': 30},PriceVolumeCorrelation_{'N': 20},PriceVolumeCorrelation_{'N': 50},PriceVolumeCorrelation_{'N': 60},VolumeMomentum_{'N': 40},VolumeMomentum_{'N': 10},VolumeMomentum_{'N': 60}
Kurtosis_{'N': 20},1.0,0.6186064186874365,0.7690995430129278,-0.029068269153648994,-0.03831309026583013,-0.07065197078539899,0.01492507915034668,0.1074780708068525,0.10576689487505907,-0.00937667475465925,-0.004765302416217971,9.611014628839771e-05,-0.00937667475465925,9.611014628839771e-05,-0.00019504613660169164,-0.4464311434228498,-0.4464311434228498,-0.4464311434228498,-0.01819849786667674,-0.04878470521897053,-0.08781974786771271,0.01852653627370093,7.020901404185705e-05,0.016218280830673008,0.04947973661493478,0.046015899188652384,0.02119100066947525,0.01668267107620463,-0.033915544968175323,-0.020978349720209757,0.03763496913758384,0.03380849775543378,0.0329282111903195,0.021288456775668003,0.025894115871376803,0.019810569188325595,0.000846812916038421,0.002816667068746696,0.0005792675348503593,0.009354731739057487,0.001541376618714662,0.004765302416217971,-0.4464311434228498,-0.4464311434228498,-0.4464311434228498,0.057721434605287836,0.13918026878208178,0.13228917283408137,-0.4464311434228498,-0.4464311434228498,-0.4464311434228498,-0.4464311434228498,-0.4464311434228498,-0.4464311434228498,-0.446262822126963,-0.446262822126963,-0.446262822126963,-0.05854025773561868,-0.03071876478887355,-0.09679564182907438,-0.061268280145721346,-0.049072475484498376,-0.11615634942858377,0.11945921258234365,0.17620782723009665,0.2985687412124558,-0.12765257396008,-0.10244912683990709,0.04713255866387853,-0.0489368698079025,-0.11383178809397206,-0.15987039725872482,0.21279785059310585,0.18739518829566407,0.2872822479730567
Kurtosis_{'N': 10},0.6186064186874365,1.0,0.35684059883735897,-0.11930101283008185,-0.12011906797016511,-0.06042055675212775,0.04914323698177774,0.0752505825322893,0.06829524635136663,0.0027648194726902684,-0.0003402596805162045,0.0369091899466071,0.0027648194726902684,0.0369091899466071,0.01720000426340882,-0.1533956788713436,-0.1533956788713436,-0.1533956788713436,-0.04368311594778427,-0.07227464818244564,-0.12672888256620077,-0.025170320655647265,-0.033804965838291526,-0.011625632583226188,-0.022023967600147357,-0.02103816095556909,-0.04356969923597018,0.003859912711098379,0.00695189888350121,-0.0027622052031303066,0.025133603756991696,0.014869197212657326,0.00726085589457342,-0.0070114415730835045,-0.010993078824879434,-0.00979074405709881,-0.016460846016537665,-0.008198066183241927,-0.03719520299020938,0.00020507385299401912,-0.007061988687457424,0.0003402596805162045,-0.1533956788713436,-0.1533956788713436,-0.1533956788713436,0.045019214816124926,0.06772890285819125,0.05405352876898541,-0.1533956788713436,-0.1533956788713436,-0.1533956788713436,-0.1533956788713436,-0.1533956788713436,-0.1533956788713436,-0.1534130772615681,-0.1534130772615681,-0.1534130772615681,-0.061909929820404434,-0.03573237846571505,-0.11461118367794826,-0.027150476650157324,-0.03221289299672422,-0.06263185340737103,0.030661388674510442,0.0735735077044571,0.11406453159745379,-0.08647534789791736,-0.05428112612601602,0.07299980714469746,0.012949977063146012,-0.04280489861470723,-0.05341887701948525,0.07995623487575357,0.06209682023049029,0.12317126273870273
Kurtosis_{'N': 30},0.7690995430129278,0.35684059883735897,1.0,0.02855088732841598,0.014046818771110322,-0.06937813113097172,-0.054178463903865264,0.10072295569471638,0.09565000031469663,0.028025748122411133,0.022208017673933964,0.015921786072574808,0.028025748122411133,0.015921786072574808,0.023749418266512348,-0.6239409161776189,-0.6239409161776189,-0.6239409161776189,-0.061451010989276,-0.047744640856819336,-0.07439933196796804,-0.006296624779065087,-0.02252301663620994,-0.04005738763198824,0.031118177292383958,0.010302316302764085,0.016116239165924105,-0.0007408370517684339,-0.06108045540177032,-0.04733107926649974,0.023102076668271833,0.03483569794447469,0.042803382831218956,-0.023287638526230295,-0.002462177511598804,0.010713870222629682,-0.023031667883829716,-0.04208164936982227,-0.015049022299415911,-0.035533080561001455,-0.04577107491321757,-0.022208017673933964,-0.6239409161776189,-0.6239409161776189,-0.6239409161776189,-0.0029729471759976224,0.07743297782912274,0.08141957525683699,-0.6239409161776189,-0.6239409161776189,-0.6239409161776189,-0.6239409161776189,-0.6239409161776189,-0.6239409161776189,-0.6238675437663443,-0.6238675437663443,-0.6238675437663443,-0.1201650193133051,-0.06477476518959378,-0.09894095427347112,-0.10469819752402806,-0.08050026135989316,-0.13957798260251247,0.2636031323475644,0.2949694542777413,0.4362186881748782,-0.08782643223299523,-0.08342834471788178,-0.003937783685715145,-0.20493875295505218,-0.22633127802780936,-0.2727290136982592,0.3271108112837392,0.230484601432044,0.40117583001466917
OvernightVsIntraday_{'N': 60},-0.029068269153648994,-0.11930101283008185,0.02855088732841598,1.0,0.8742614356728644,0.39165374673351455,0.08269314066905377,0.1736278284819099,0.21807844806701568,-0.22710481958324444,-0.27841497034909873,-0.4050790110502771,-0.22710481958324444,-0.4050790110502771,-0.48835299925745485,-0.15477648105250671,-0.15477648105250671,-0.15477648105250671,0.5920543537245803,0.5528731048672622,0.6647800367615901,0.279028167750865,0.3043256445022634,0.19294230007903276,0.4472835470991445,0.49169536618113424,0.3893117106902154,0.05205951094739346,0.07736928899841602,0.078426712911602,0.043011663876677736,0.026508252790984354,0.020245996503818094,0.4649531044874015,0.424349941996973,0.30672565554764963,0.4884290655959095,0.5185471109064501,0.4054755207604094,0.5353793060011772,0.5199857152254014,0.27841497034909873,-0.15477648105250671,-0.15477648105250671,-0.15477648105250671,0.23650148001309768,0.384031027899633,0.38797130085799014,-0.15477648105250671,-0.15477648105250671,-0.15477648105250671,-0.15477648105250671,-0.15477648105250671,-0.15477648105250671,-0.15506459579250778,-0.15506459579250778,-0.15506459579250778,0.5659722995389975,0.513334919640405,0.659721523314434,0.2599739386958432,0.23587462326041206,0.28937683482554594,0.016165793084075515,-0.0014413053133220108,0.09428458934269007,0.01120324420209579,-0.1204302718520727,-0.2900008750919598,0.14571668454740813,0.22534216155130382,0.16518805799783567,0.3106484732049135,0.09987867358728957,0.33049420345763336
OvernightVsIntraday_{'N': 50},-0.03831309026583013,-0.12011906797016511,0.014046818771110322,0.8742614356728644,1.0,0.4805498373257539,0.09383423986147617,0.14150825296874806,0.23004616936711078,-0.2636215420461081,-0.33243558534860795,-0.458684228490087,-0.2636215420461081,-0.458684228490087,-0.5377959680595731,-0.1170512971955988,-0.1170512971955988,-0.1170512971955988,0.6274811228567854,0.6080321493361412,0.6552420536051776,0.32399828758543325,0.3492126924039687,0.22574965575959416,0.49987557913742375,0.535654189975668,0.44139070209624304,0.0691205763083742,0.09657060898810733,0.10121351119044004,0.050565714574858964,0.03481422125842848,0.038820613833898183,0.5156304262399296,0.47625359743141604,0.3529700077667893,0.5379541632859107,0.5595137690020265,0.4590143129507406,0.5021755339131275,0.5610984385661701,0.33243558534860795,-0.1170512971955988,-0.1170512971955988,-0.1170512971955988,0.29733858098367294,0.39485014399148466,0.3946446714227511,-0.1170512971955988,-0.1170512971955988,-0.1170512971955988,-0.1170512971955988,-0.1170512971955988,-0.1170512971955988,-0.11712853927864371,-0.11712853927864371,-0.11712853927864371,0.6312388299735388,0.5864086245283355,0.6715129709735973,0.297802050010076,0.2707018749192809,0.3349747860231104,-0.01544080959533786,-0.025192199834203073,0.0834675506468374,0.061564547155579304,-0.1349096815780981,-0.2831346792887508,0.2122869691436912,0.27145947287577016,0.1896234136837405,0.2608425075991038,0.07505503600546441,0.24680777153471714
OvernightVsIntraday_{'N': 20},-0.07065197078539899,-0.06042055675212775,-0.06937813113097172,0.39165374673351455,0.4805498373257539,1.0,0.23671401368154876,0.08966582284745207,0.13455504925110678,-0.5139158698319924,-0.6893055788868139,-0.577096935149811,-0.5139158698319924,-0.577096935149811,-0.4493138883275971,0.04733194059200513,0.04733194059200513,0.04733194059200513,0.36215255525159185,0.3718015214343208,0.32265120424334004,0.4367624313238353,0.4537938260586471,0.4164533464294037,0.5325163699312436,0.4965667012146908,0.5776916663143598,0.06363529845616657,0.03521918083790019,0.05230400824083208,0.05406364054261049,0.04927660308791442,0.03740918089716573,0.5155712088354174,0.5526887450743245,0.6593500510919892,0.44935720423687464,0.3795300934561347,0.5768409174256884,0.3396271393356078,0.38101327433024124,0.6893055788868139,0.04733194059200513,0.04733194059200513,0.04733194059200513,0.5426810255592802,0.3333882801247985,0.2674351098759978,0.04733194059200513,0.04733194059200513,0.04733194059200513,0.04733194059200513,0.04733194059200513,0.04733194059200513,0.04740748930648581,0.04740748930648581,0.04740748930648581,0.44925721632911786,0.5037748269190092,0.4045199288897795,0.5385292407387794,0.5176918859422746,0.4769062557717967,-0.06361160893136644,-0.04678918272731212,0.010858146628367453,0.054444922162600336,-0.16688249479076814,-0.11199454349448938,0.5253412926154899,0.2988097566388271,0.2717547568820201,-0.0132895003356801,-0.006837411239508732,-0.020560248146331794
Skewness_{'N': 20},0.01492507915034668,0.04914323698177774,-0.054178463903865264,0.08269314066905377,0.09383423986147617,0.23671401368154876,1.0,0.2666642756823968,0.5125938166246973,-0.2622679152793766,-0.3233328256553553,-0.31133830211324287,-0.2622679152793766,-0.31133830211324287,-0.27305169379531424,-0.034809758625371084,-0.034809758625371084,-0.034809758625371084,0.03700589754475191,0.03361726848118225,0.007902782105677407,0.3020980327437769,0.31423474739331086,0.26255905272427815,0.3119319929590471,0.30525833673219405,0.31341108355646274,0.014885416164640149,0.030448511972088806,0.03120908897840531,0.03446268761033071,0.0014703239343581455,-0.004777714249329878,0.30368238118328966,0.32544435836133145,0.33221879756925343,0.27292835264665494,0.23835684829149212,0.31199659067335644,0.20215403200057527,0.23585922403160584,0.3233328256553553,-0.034809758625371084,-0.034809758625371084,-0.034809758625371084,0.6824788470063644,0.46087275696414315,0.35544383386086964,-0.034809758625371084,-0.034809758625371084,-0.034809758625371084,-0.034809758625371084,-0.034809758625371084,-0.034809758625371084,-0.035112419914837434,-0.035112419914837434,-0.035112419914837434,0.13444907556772223,0.14787635952653358,0.09498278001330034,0.06333520474904052,0.04539399996992767,0.03578254241906169,-0.05505524226105631,-0.025929634987214893,0.07259007399164366,0.028666044452505795,-0.07545593350104549,-0.09384555052885207,0.4604629596058425,0.3577185318334421,0.3398987061396227,0.040380954316741706,-0.039509566279037164,-0.03573067285136563
Skewness_{'N': 60},0.1074780708068525,0.0752505825322893,0.10072295569471638,0.1736278284819099,0.14150825296874806,0.08966582284745207,0.2666642756823968,1.0,0.6620437509719753,-0.11945440880071945,-0.1244201799082377,-0.1279537210357534,-0.11945440880071945,-0.1279537210357534,-0.1987386452457725,-0.10834368536691309,-0.10834368536691309,-0.10834368536691309,-0.025404866494248796,-0.05774240090944121,0.026532491964078756,0.15817330546179656,0.17741703168548487,0.09723841623735055,0.19312844251859246,0.20395112964330755,0.16421603495542797,0.02767350416471243,0.023865976139026877,0.024459898520064055,0.018642874116979444,0.013760946126472759,0.01533886989254796,0.188668978048063,0.1766478444393059,0.11563315536213277,0.1994096895852416,0.21761358973078535,0.12895079743049678,0.24076750476437145,0.21454860954413074,0.1244201799082377,-0.10834368536691309,-0.10834368536691309,-0.10834368536691309,0.19927724782251627,0.498940892807101,0.6382512514492322,-0.10834368536691309,-0.10834368536691309,-0.10834368536691309,-0.10834368536691309,-0.10834368536691309,-0.10834368536691309,-0.10855609458624188,-0.10855609458624188,-0.10855609458624188,0.022702127345302997,0.010636682184276672,0.08309655902581145,0.04366249968218128,0.04615439906671822,0.04101792800841402,0.05227999898387013,0.010788402642698588,0.08120528420138654,-0.01830380938662567,-0.05304053386947582,-0.24280007091047187,0.16002230859138442,0.44222976015602716,0.4558376805205516,0.10788302687185414,0.14331865530721258,0.09660019083629624
Skewness_{'N': 40},0.10576689487505907,0.06829524635136663,0.09565000031469663,0.21807844806701568,0.23004616936711078,0.13455504925110678,0.5125938166246973,0.6620437509719753,1.0,-0.12528866830551647,-0.1864816799316835,-0.28939238813168633,-0.12528866830551647,-0.28939238813168633,-0.3584490587646314,-0.1309122440324606,-0.1309122440324606,-0.1309122440324606,0.086017211828055,0.0801982835991455,0.11278126279407115,0.24729431419986908,0.2643328727811851,0.15833583830774078,0.3302452841022499,0.33778351029007186,0.2886445725583658,0.0035334011183177985,0.06055391422705205,0.03774968612300294,0.01769798973516756,-0.021438316032264336,-0.0159229449729322,0.31938845730445414,0.31170261585549813,0.19689312740598652,0.35878046055487506,0.3278396169951774,0.29015402738198803,0.3162992917661092,0.3256197409563503,0.1864816799316835,-0.1309122440324606,-0.1309122440324606,-0.1309122440324606,0.4093844488972259,0.7418286677079584,0.667234505665075,-0.1309122440324606,-0.1309122440324606,-0.1309122440324606,-0.1309122440324606,-0.1309122440324606,-0.1309122440324606,-0.13113716390773025,-0.13113716390773025,-0.13113716390773025,0.14222484948424607,0.15753983824329723,0.16807766919363196,0.016268159936154516,0.0005639744905035699,0.03305092438539069,-0.0019396502290782737,-0.042365157855270806,0.13669495612628244,0.0056417125505113545,-0.09947339137953443,-0.32488882716951734,0.25239036801452247,0.43927245975982937,0.37401512573682716,0.1824702615700151,0.056370982080981895,0.14537913866418417
NoiseFader_{'N': 10},-0.00937667475465925,0.0027648194726902684,0.028025748122411133,-0.22710481958324444,-0.2636215420461081,-0.5139158698319924,-0.2622679152793766,-0.11945440880071945,-0.12528866830551647,1.0,0.7184249338160669,0.6002152648122066,1.0,0.6002152648122066,0.5053017033237855,-0.08307520317498247,-0.08307520317498247,-0.08307520317498247,-0.37596289760062496,-0.35364000489926933,-0.30042250001647774,-0.6431620181177766,-0.6409003371955629,-0.6782575952757535,-0.6349939385189125,-0.5970908038818852,-0.6861162421559572,-0.1422206550415676,-0.06329161079819955,-0.08721192374732184,-0.11519484378833028,-0.1251891666807744,-0.12206143522828183,-0.625779173842838,-0.6681271548271938,-0.8027621793173949,-0.505736659416315,-0.44374625926628103,-0.600426102797034,-0.4376911173978445,-0.44322739518190085,-0.7184249338160669,-0.08307520317498247,-0.08307520317498247,-0.08307520317498247,-0.6081527575924208,-0.36103121532436966,-0.31006875723293936,-0.08307520317498247,-0.08307520317498247,-0.08307520317498247,-0.08307520317498247,-0.08307520317498247,-0.08307520317498247,-0.08291848322750722,-0.08291848322750722,-0.08291848322750722,-0.4309633673663343,-0.4596506627436626,-0.3506717592043648,-0.6835651108509201,-0.7514139742039632,-0.5946074088875584,-0.05134582964835488,-0.03245017543374282,0.07740147075858464,0.06459851343647274,-0.0011945935854100562,-0.021056989994200023,-0.4249304519927541,-0.22960534159014478,-0.2754852867549586,0.045355779636126914,-0.054773466521886686,0.10240556658184913
