Factor,Parameters,Mode,SharpRatio,POT
DonchianChannel,{'N': 10},RAW,0.3992,8.8588
DonchianChannel,{'N': 10},STATE_MACHINE,0.4386,8.557
DonchianChannel,{'N': 20},RAW,0.5634,17.4255
DonchianChannel,{'N': 20},STATE_MACHINE,0.5254,14.5404
DonchianChannel,{'N': 30},RAW,0.6348,23.6063
DonchianChannel,{'N': 30},STATE_MACHINE,0.6046,20.0591
DonchianChannel,{'N': 40},RAW,0.6629,27.6523
DonchianChannel,{'N': 40},STATE_MACHINE,0.5931,22.4882
DonchianChannel,{'N': 50},RAW,0.7295,33.4837
DonchianChannel,{'N': 50},STATE_MACHINE,0.7161,30.3251
DonchianChannel,{'N': 60},RAW,0.7022,34.6826
DonchianChannel,{'N': 60},STATE_MACHINE,0.7177,31.9196
