trade_date,M.DCE,Y.DCE,P.DCE,OI.ZCE,RM.ZCE
20100104,0.0,0.0,0.0,,
20100105,0.0,0.0,0.0,,
20100106,158.812884546859,406.9544421058512,1014.1000495280914,,
20100107,37.55571728036428,152.45814859193047,431.19840122206193,,
20100108,-7.585635732406259,64.45453522823803,235.67778649063757,,
20100111,-30.2606621290233,21.396616124694614,140.15939958532473,,
20100112,-45.4112912381927,-5.881421605312143,82.83112443172799,,
20100113,-51.585099221691564,-21.563834053124108,47.37937921379638,,
20100114,-56.31851083580509,-32.1804356296719,23.423569939185192,,
20100115,-60.478531486143964,-40.817581644196274,5.438464326199935,,
20100118,-63.84710785305897,-48.10293438816596,-8.549236607347668,,
20100119,-67.0622737249089,-53.94295350039952,-19.541025136021798,,
20100120,-69.84896481274895,-58.793983006675525,-28.102044734943732,,
20100121,-72.3136191377794,-61.97777405942048,-34.2561517445325,,
20100122,-74.90072177341825,-64.90734815277267,-39.54418259849216,,
20100125,-77.50765213973906,-67.78101613554736,-44.114993606841246,,
20100126,-80.02770236107195,-70.4534837656528,-47.94978458480317,,
20100127,-82.38115392317128,-72.34830394091911,-51.20269064618834,,
20100128,-84.17008605094965,-74.23251077169829,-54.18768871356612,,
20100129,-86.08493590405101,-76.18067845071563,-56.93381312240269,,
20100201,-86.66942185494734,-78.04769577567255,-59.383549099823604,,
20100202,-87.20917328285391,-79.62547551349289,-61.526881554941646,,
20100203,-86.75325762921798,-79.43674019873006,-62.0719768955576,,
20100204,-87.369005524918,-80.8593271087519,-63.68941039859529,,
20100205,-87.67054830535702,-82.35708257451836,-65.08686976619515,,
20100208,-87.76743823566545,-83.22062032246666,-66.08928422129462,,
20100209,-87.91888384023439,-84.01537531608983,-67.09875594765688,,
20100210,-90.96136558769555,-88.00712687514923,-70.44123419481835,,
20100211,-92.3735191009783,-91.09031351653618,-73.57760785969204,,
20100212,-93.58460360645344,-93.769347742531,-76.18014366641059,,
20100222,-93.85924775987299,-95.12645360727345,-47.59909078434278,,
