Factor,Parameters,Mode,SharpRatio,POT
OpenInterestROC,{'N': 10},RAW,0.1788,4.7478
OpenInterestROC,{'N': 10},STATE_MACHINE,-0.1723,-3.7714
OpenInterestROC,{'N': 20},RAW,-0.2099,-7.7048
OpenInterestROC,{'N': 20},STATE_MACHINE,-0.3298,-10.5078
OpenInterestROC,{'N': 30},RAW,-0.5426,-24.2275
OpenInterestROC,{'N': 30},STATE_MACHINE,-0.4075,-15.9654
OpenInterestROC,{'N': 40},RAW,-0.3563,-19.5004
OpenInterestROC,{'N': 40},STATE_MACHINE,-0.3274,-14.7572
OpenInterestROC,{'N': 50},RAW,-0.3163,-20.1471
OpenInterestROC,{'N': 50},STATE_MACHINE,-0.4042,-21.1672
OpenInterestROC,{'N': 60},RAW,-0.3058,-22.4728
OpenInterestROC,{'N': 60},STATE_MACHINE,-0.2567,-15.1024
