Factor,Parameters,Mode,SharpRatio,POT
IntradayAmplitude,{'N': 10},RAW,0.3637,97.55
IntradayAmplitude,{'N': 10},STATE_MACHINE,0.0848,16.541
IntradayAmplitude,{'N': 20},RAW,0.4009,120.7705
IntradayAmplitude,{'N': 20},STATE_MACHINE,0.0925,18.0355
IntradayAmplitude,{'N': 30},RAW,0.4033,111.1237
IntradayAmplitude,{'N': 30},STATE_MACHINE,0.0936,18.2484
IntradayAmplitude,{'N': 40},RAW,0.4097,109.6738
IntradayAmplitude,{'N': 40},STATE_MACHINE,0.1035,20.2222
IntradayAmplitude,{'N': 50},RAW,0.4117,108.6101
IntradayAmplitude,{'N': 50},STATE_MACHINE,0.1098,21.4729
IntradayAmplitude,{'N': 60},RAW,0.4156,108.4496
IntradayAmplitude,{'N': 60},STATE_MACHINE,0.1143,22.3862
