Factor,Parameters,Mode,SharpRatio,POT
Kurtosis,{'N': 10},RAW,-0.2287,-7.1973
Kurtosis,{'N': 10},STATE_MACHINE,-0.187,-4.5764
Kurtosis,{'N': 20},RAW,-0.0575,-3.1336
Kurtosis,{'N': 20},STATE_MACHINE,-0.2422,-9.2505
Kurtosis,{'N': 30},RAW,0.0801,6.1432
Kurtosis,{'N': 30},STATE_MACHINE,-0.0223,-1.187
Kurtosis,{'N': 40},RAW,0.0813,7.9715
Kurtosis,{'N': 40},STATE_MACHINE,-0.079,-5.4899
Kurtosis,{'N': 50},RAW,0.2094,23.1333
Kurtosis,{'N': 50},STATE_MACHINE,0.008,0.6306
Kurtosis,{'N': 60},RAW,0.411,50.4825
Kurtosis,{'N': 60},STATE_MACHINE,0.2521,22.5178
