Factor,Parameters,Mode,SharpRatio,POT
ShortTermReversal,{'N': 10},RAW,-0.6747,-54.4472
ShortTermReversal,{'N': 10},STATE_MACHINE,-0.917,-41.3357
ShortTermReversal,{'N': 20},RAW,-0.6638,-74.4873
ShortTermReversal,{'N': 20},STATE_MACHINE,-0.9808,-63.0388
ShortTermReversal,{'N': 30},RAW,-0.5594,-73.2197
ShortTermReversal,{'N': 30},STATE_MACHINE,-0.8925,-65.4822
ShortTermReversal,{'N': 40},RAW,-0.5208,-74.2353
ShortTermReversal,{'N': 40},STATE_MACHINE,-0.8245,-66.4489
ShortTermReversal,{'N': 50},RAW,-0.5112,-77.3272
ShortTermReversal,{'N': 50},STATE_MACHINE,-0.8402,-72.6829
ShortTermReversal,{'N': 60},RAW,-0.4515,-74.3708
ShortTermReversal,{'N': 60},STATE_MACHINE,-0.833,-79.1713
