,RB.SHF,HC.SHF,JM.DCE,J.DCE,I.DCE
20100713,-4.541287615741098,0.0,0.0,0.0,0.0
20100714,-28.76105451582896,0.0,0.0,0.0,0.0
20100715,-48.5376540999785,0.0,0.0,0.0,0.0
20100716,-64.50458348664036,0.0,0.0,0.0,0.0
20100719,-27.297721387401,0.0,0.0,0.0,0.0
20100720,1.0242822934084188,0.0,0.0,0.0,0.0
20100721,26.1374461675136,0.0,0.0,0.0,0.0
20100722,-4.376159104964348,0.0,0.0,0.0,0.0
20100723,20.4320714937463,0.0,0.0,0.0,0.0
20100726,42.17285238171439,0.0,0.0,0.0,0.0
20100727,58.969084310425416,0.0,0.0,0.0,0.0
20100728,70.51970936498802,0.0,0.0,0.0,0.0
20100729,80.4371631933862,0.0,0.0,0.0,0.0
20100730,86.7976322704601,0.0,0.0,0.0,0.0
20100802,91.59596205650423,0.0,0.0,0.0,0.0
20100803,95.46914105892586,0.0,0.0,0.0,0.0
20100804,98.58006068862453,0.0,0.0,0.0,0.0
20100805,101.4352677627017,0.0,0.0,0.0,0.0
20100806,103.77584429946012,0.0,0.0,0.0,0.0
20100809,104.986238491668,0.0,0.0,0.0,0.0
20100810,106.16800662172912,0.0,0.0,0.0,0.0
20100811,107.36592275021971,0.0,0.0,0.0,0.0
20100812,106.62239597267627,0.0,0.0,0.0,0.0
20100813,105.90626091056582,0.0,0.0,0.0,0.0
20100816,106.36129400501366,0.0,0.0,0.0,0.0
20100817,107.38606339864782,0.0,0.0,0.0,0.0
20100818,108.27998216883955,0.0,0.0,0.0,0.0
20100819,109.06910389755798,0.0,0.0,0.0,0.0
20100820,109.11778788673612,0.0,0.0,0.0,0.0
20100823,70.25895362852242,0.0,0.0,0.0,0.0
20100824,77.62385371216463,0.0,0.0,0.0,0.0
20100825,41.81369067467813,0.0,0.0,0.0,0.0
20100826,12.919593688475281,0.0,0.0,0.0,0.0
20100827,-13.014690969330625,0.0,0.0,0.0,0.0
20100830,-32.92775724077983,0.0,0.0,0.0,0.0
20100831,-4.465497903628783,0.0,0.0,0.0,0.0
20100901,-25.710009189748252,0.0,0.0,0.0,0.0
20100902,0.8715798931437746,0.0,0.0,0.0,0.0
20100903,-20.996650172915082,0.0,0.0,0.0,0.0
20100906,-30.50404517216289,0.0,0.0,0.0,0.0
20100907,-38.32153477960825,0.0,0.0,0.0,0.0
20100908,-44.57517153838363,0.0,0.0,0.0,0.0
20100909,-49.144709679581155,0.0,0.0,0.0,0.0
20100910,-52.75931470837995,0.0,0.0,0.0,0.0
20100913,-55.716269910236285,0.0,0.0,0.0,0.0
20100914,-57.790381060679366,0.0,0.0,0.0,0.0
20100915,-59.49240986748296,0.0,0.0,0.0,0.0
20100916,-60.682650466503674,0.0,0.0,0.0,0.0
20100917,-61.88151634091608,0.0,0.0,0.0,0.0
20100920,-63.0857800922357,0.0,0.0,0.0,0.0
20100921,-63.794195026206225,0.0,0.0,0.0,0.0
20100927,-64.10469170563793,0.0,0.0,0.0,0.0
20100928,-64.4261719405848,0.0,0.0,0.0,0.0
20100929,-64.69047901600212,0.0,0.0,0.0,0.0
20100930,-65.20724761261208,0.0,0.0,0.0,0.0
20101008,-65.63132479209781,0.0,0.0,0.0,0.0
20101011,-65.79741993899437,0.0,0.0,0.0,0.0
20101012,-65.93672647462117,0.0,0.0,0.0,0.0
20101013,-66.03657923130886,0.0,0.0,0.0,0.0
20101014,-73.70634122226019,0.0,0.0,0.0,0.0
20101015,-79.57332298237088,0.0,0.0,0.0,0.0
20101018,-84.16301379740872,0.0,0.0,0.0,0.0
20101019,-90.3721646837997,0.0,0.0,0.0,0.0
20101020,-95.83877800632163,0.0,0.0,0.0,0.0
20101021,-100.17441428591265,0.0,0.0,0.0,0.0
20101022,-104.93841922319947,0.0,0.0,0.0,0.0
20101025,-104.85943083702654,0.0,0.0,0.0,0.0
20101026,-105.20414763886691,0.0,0.0,0.0,0.0
20101027,-105.45030826417431,0.0,0.0,0.0,0.0
20101028,-105.67080951891884,0.0,0.0,0.0,0.0
20101029,-65.87324438671743,0.0,0.0,0.0,0.0
20101101,-32.509400679785166,0.0,0.0,0.0,0.0
20101102,-5.251946783029407,0.0,0.0,0.0,0.0
20101103,17.17264303750855,0.0,0.0,0.0,0.0
20101104,34.81601155369819,0.0,0.0,0.0,0.0
20101105,46.92528728832442,0.0,0.0,0.0,0.0
20101108,57.57677257994186,0.0,0.0,0.0,0.0
20101109,63.48495505846691,0.0,0.0,0.0,0.0
20101110,66.99210562889313,0.0,0.0,0.0,0.0
20101111,70.1269727957665,0.0,0.0,0.0,0.0
20101112,44.69108110929912,0.0,0.0,0.0,0.0
20101115,23.900474588488912,0.0,0.0,0.0,0.0
20101116,6.82647346468813,0.0,0.0,0.0,0.0
20101117,17.962122476524172,0.0,0.0,0.0,0.0
20101118,26.876435616642876,0.0,0.0,0.0,0.0
20101119,9.79486654462354,0.0,0.0,0.0,0.0
20101122,-4.788705567049012,0.0,0.0,0.0,0.0
20101123,-16.700808825811254,0.0,0.0,0.0,0.0
20101124,-1.343944230709658,0.0,0.0,0.0,0.0
20101125,11.191714848621404,0.0,0.0,0.0,0.0
20101126,21.336134377261804,0.0,0.0,0.0,0.0
20101129,29.74971024900321,0.0,0.0,0.0,0.0
20101130,36.54693728871143,0.0,0.0,0.0,0.0
20101201,42.01280535134054,0.0,0.0,0.0,0.0
20101202,46.65524230945797,0.0,0.0,0.0,0.0
20101203,51.07216493663391,0.0,0.0,0.0,0.0
20101206,54.67806925825844,0.0,0.0,0.0,0.0
20101207,29.9968970922539,0.0,0.0,0.0,0.0
20101208,39.78470651773826,0.0,0.0,0.0,0.0
20101209,47.873224935335,0.0,0.0,0.0,0.0
20101210,58.897241587802775,0.0,0.0,0.0,0.0
20101213,67.5079103467269,0.0,0.0,0.0,0.0
20101214,74.74978683417588,0.0,0.0,0.0,0.0
20101215,84.48764239182827,0.0,0.0,0.0,0.0
20101216,93.76322616471192,0.0,0.0,0.0,0.0
20101217,101.551798294902,0.0,0.0,0.0,0.0
20101220,107.94671460339785,0.0,0.0,0.0,0.0
20101221,114.40993095747788,0.0,0.0,0.0,0.0
20101222,63.11433628528076,0.0,0.0,0.0,0.0
20101223,21.460110278335705,0.0,0.0,0.0,0.0
20101224,-13.857891687199427,0.0,0.0,0.0,0.0
20101227,-41.84821943544924,0.0,0.0,0.0,0.0
20101228,-2.104507597308718,0.0,0.0,0.0,0.0
20101229,-35.30659122573207,0.0,0.0,0.0,0.0
20101230,4.371300881510972,0.0,0.0,0.0,0.0
20101231,38.58352821349578,0.0,0.0,0.0,0.0
20110104,66.8243703400429,0.0,0.0,0.0,0.0
20110105,90.57541081894837,0.0,0.0,0.0,0.0
20110106,114.86123243274534,0.0,0.0,0.0,0.0
20110107,133.7931218548425,0.0,0.0,0.0,0.0
20110110,146.78112100171262,0.0,0.0,0.0,0.0
20110111,162.45228434144764,0.0,0.0,0.0,0.0
20110112,175.27299988349415,0.0,0.0,0.0,0.0
20110113,186.01183024597347,0.0,0.0,0.0,0.0
20110114,191.9782030108599,0.0,0.0,0.0,0.0
20110117,197.3621675310311,0.0,0.0,0.0,0.0
20110118,201.49037071074582,0.0,0.0,0.0,0.0
20110119,205.07778148068962,0.0,0.0,0.0,0.0
20110120,209.9240871917277,0.0,0.0,0.0,0.0
20110121,214.38889817290146,0.0,0.0,0.0,0.0
20110124,219.25497064465756,0.0,0.0,0.0,0.0
20110125,228.1694568544381,0.0,0.0,0.0,0.0
20110126,232.54251961156882,0.0,0.0,0.0,0.0
20110127,234.66039628362094,0.0,0.0,0.0,0.0
20110128,236.94964695018123,0.0,0.0,0.0,0.0
20110131,232.86512892912333,0.0,0.0,0.0,0.0
20110201,229.03813981445273,0.0,0.0,0.0,0.0
20110209,229.11201605707282,0.0,0.0,0.0,0.0
20110210,224.4611687609989,0.0,0.0,0.0,0.0
20110211,220.28521536014227,0.0,0.0,0.0,0.0
20110214,217.260076642664,0.0,0.0,0.0,0.0
20110215,214.70995725535977,0.0,0.0,0.0,0.0
20110216,207.6072504685022,0.0,0.0,0.0,0.0
20110217,195.9777808081076,0.0,0.0,0.0,0.0
20110218,133.87357964552004,0.0,0.0,0.0,0.0
20110221,83.86854216558348,0.0,0.0,0.0,0.0
20110222,43.28835932147029,0.0,0.0,0.0,0.0
20110223,11.455795534035541,0.0,0.0,0.0,0.0
20110224,-13.833348350253287,0.0,0.0,0.0,0.0
20110225,-35.084501108473596,0.0,0.0,0.0,0.0
20110228,-52.059938809912424,0.0,0.0,0.0,0.0
20110301,-64.92051654966141,0.0,0.0,0.0,0.0
20110302,-75.30527404306147,0.0,0.0,0.0,0.0
20110303,-83.61997287411656,0.0,0.0,0.0,0.0
20110304,-90.4542700289627,0.0,0.0,0.0,0.0
20110307,-97.7556193524631,0.0,0.0,0.0,0.0
20110308,-103.57321508278812,0.0,0.0,0.0,0.0
20110309,-108.36215177080491,0.0,0.0,0.0,0.0
20110310,-112.92753579153305,0.0,0.0,0.0,0.0
20110311,-116.67595322849232,0.0,0.0,0.0,0.0
20110314,-115.84442123577612,0.0,0.0,0.0,0.0
20110315,-114.29520510932856,0.0,0.0,0.0,0.0
20110316,-112.03446054513697,0.0,0.0,0.0,0.0
20110317,-111.28153083741424,0.0,0.0,0.0,0.0
20110318,-110.14103489596448,0.0,0.0,0.0,0.0
20110321,-108.0994517109325,0.0,0.0,0.0,0.0
20110322,-106.4073488417261,0.0,0.0,0.0,0.0
20110323,-103.70830603328335,0.0,0.0,0.0,0.0
20110324,-101.72557034487495,0.0,0.0,0.0,0.0
20110325,-100.06891323770353,0.0,0.0,0.0,0.0
20110328,-98.41682699626212,0.0,0.0,0.0,0.0
20110329,-63.68733862012187,0.0,0.0,0.0,0.0
20110330,-68.91010358327543,0.0,0.0,0.0,0.0
20110331,-39.40718862368872,0.0,0.0,0.0,0.0
20110401,-49.190812313397444,0.0,0.0,0.0,0.0
20110406,-24.58139218837769,0.0,0.0,0.0,0.0
20110407,-3.901327512922478,0.0,0.0,0.0,0.0
20110408,12.995077984037056,0.0,0.0,0.0,0.0
20110411,28.60507626729901,0.0,0.0,0.0,0.0
20110412,41.46917865453216,0.0,0.0,0.0,0.0
20110413,53.011664673336114,0.0,0.0,0.0,0.0
20110414,62.599294339508894,0.0,0.0,0.0,0.0
20110415,32.82932275549378,0.0,0.0,0.0,0.0
20110418,8.475247273608463,0.0,0.0,0.0,0.0
20110419,25.07945667115548,0.0,0.0,0.0,0.0
20110420,41.335606121175566,0.0,0.0,0.0,0.0
20110421,54.49952852899436,0.0,0.0,0.0,0.0
20110422,67.07542687410586,0.0,0.0,0.0,0.0
20110425,77.50644644070243,0.0,0.0,0.0,0.0
20110426,86.02238314106683,0.0,0.0,0.0,0.0
20110427,93.62189201926284,0.0,0.0,0.0,0.0
20110428,100.13287925094514,0.0,0.0,0.0,0.0
20110429,105.74926654079789,0.0,0.0,0.0,0.0
20110503,109.95524673450049,0.0,0.0,0.0,0.0
20110504,113.44092038221207,0.0,0.0,0.0,0.0
20110505,120.18844841539622,0.0,0.0,0.0,0.0
20110506,120.172442087312,0.0,0.0,0.0,0.0
20110509,120.09436433710351,0.0,0.0,0.0,0.0
20110510,119.95760441440524,0.0,0.0,0.0,0.0
20110511,119.73307661116414,0.0,0.0,0.0,0.0
20110512,76.59007854929001,0.0,0.0,0.0,0.0
20110513,82.46822014298937,0.0,0.0,0.0,0.0
20110516,88.76857728676868,0.0,0.0,58.460582576672294,0.0
20110517,94.01568231487695,0.0,0.0,64.3485829565095,0.0
20110518,100.14594138960732,0.0,0.0,70.38636843750166,0.0
20110519,58.13505568116831,0.0,0.0,75.31538831127706,0.0
20110520,23.18363147308489,0.0,0.0,79.38324947630149,0.0
20110523,-4.861301308281629,0.0,0.0,82.4139553330559,0.0
20110524,-27.35413353909022,0.0,0.0,84.57574152427716,0.0
20110525,-45.78718338722736,0.0,0.0,86.3714954442675,0.0
20110526,-60.866427684777975,0.0,0.0,87.85849018345041,0.0
20110527,-73.39006783060351,0.0,0.0,89.17236828173606,0.0
20110530,-37.0723928831637,0.0,0.0,90.27513715686443,0.0
20110531,-53.99632972062952,0.0,0.0,91.31294355632636,0.0
20110601,-67.86003918427785,0.0,0.0,92.34022385180091,0.0
20110602,-79.47517806706296,0.0,0.0,93.22529942434838,0.0
20110603,-97.37435735466414,0.0,0.0,57.40603701880818,0.0
20110607,-46.74986633565479,0.0,0.0,28.06316944557802,0.0
20110608,-71.53558785308326,0.0,0.0,4.0865500790889975,0.0
20110609,-24.868857015045187,0.0,0.0,-16.160626996274654,0.0
20110610,-56.645010835371,0.0,0.0,-33.79927852288419,0.0
20110613,-87.44839888940857,0.0,0.0,-67.4022526075645,0.0
20110614,-114.97397239991507,0.0,0.0,-92.54937386144613,0.0
20110615,-136.94764919082274,0.0,0.0,-113.82017098439239,0.0
20110616,-154.58301243116676,0.0,0.0,-131.79672843260602,0.0
20110617,-164.84110411582265,0.0,0.0,-146.45230155844195,0.0
20110620,-170.72576457440368,0.0,0.0,-155.8489657330669,0.0
20110621,-176.73830234499144,0.0,0.0,-162.7798418758487,0.0
20110622,-183.36804236003422,0.0,0.0,-173.99636688809994,0.0
20110623,-185.74881596414588,0.0,0.0,-174.91564754517879,0.0
20110624,-187.83838105673055,0.0,0.0,-175.05045308116468,0.0
20110627,-189.14886766019745,0.0,0.0,-174.79297772733838,0.0
20110628,-193.49662584580662,0.0,0.0,-174.60108270066326,0.0
20110629,-195.6822287000782,0.0,0.0,-174.39768279072229,0.0
20110630,-195.56469142676158,0.0,0.0,-173.11892114598305,0.0
20110701,-194.80195964504694,0.0,0.0,-172.87940833070834,0.0
20110704,-188.52297034980856,0.0,0.0,-171.30492252915738,0.0
20110705,-183.38593901539795,0.0,0.0,-170.14013298971324,0.0
20110706,-178.6205199111,0.0,0.0,-166.720103282509,0.0
20110707,-117.32220089364019,0.0,0.0,-161.52751612423646,0.0
20110708,-124.8391603172538,0.0,0.0,-157.35357578449637,0.0
20110711,-73.16198459089009,0.0,0.0,-154.13779574367834,0.0
20110712,-30.88242075449593,0.0,0.0,-152.00509338255137,0.0
20110713,3.1610141437351196,0.0,0.0,-149.98114907637523,0.0
20110714,31.023385770334542,0.0,0.0,-148.89826613913598,0.0
20110715,56.651958588177976,0.0,0.0,-148.00256058147977,0.0
20110718,80.37021274319015,0.0,0.0,-149.38740020085822,0.0
20110719,100.08459079682399,0.0,0.0,-151.132809220152,0.0
20110720,117.50180448042866,0.0,0.0,-152.56254041329169,0.0
20110721,132.8225876083568,0.0,0.0,-157.21075322510745,0.0
20110722,145.61224232370947,0.0,0.0,-162.17219470512507,0.0
20110725,153.44620401759997,0.0,0.0,-166.50155878723385,0.0
20110726,159.77583078824512,0.0,0.0,-170.05425203365922,0.0
20110727,165.00346180442762,0.0,0.0,-173.085099518811,0.0
20110728,169.66976689197833,0.0,0.0,-176.73908522335546,0.0
20110729,175.27192199944136,0.0,0.0,-180.71927270349806,0.0
20110801,183.88323504691573,0.0,0.0,-187.5905412951335,0.0
20110802,191.3372621618364,0.0,0.0,-193.19366697816804,0.0
20110803,197.90462139070746,0.0,0.0,-209.17145929047197,0.0
20110804,203.09224323987593,0.0,0.0,-234.43180420613453,0.0
20110805,191.34239204660912,0.0,0.0,-254.4129490469372,0.0
20110808,182.393868826113,0.0,0.0,-254.95304292475376,0.0
20110809,174.9210202278862,0.0,0.0,-241.78144066880296,0.0
20110810,169.20898773482722,0.0,0.0,-232.16020656529872,0.0
20110811,164.57833943635322,0.0,0.0,-224.28571703355775,0.0
20110812,160.72170259541684,0.0,0.0,-217.86409724661766,0.0
20110815,156.9288842782157,0.0,0.0,-209.7104526628429,0.0
20110816,153.68783289412417,0.0,0.0,-200.5818381662838,0.0
20110817,150.5512694911544,0.0,0.0,-193.03864341515316,0.0
20110818,147.48208730685946,0.0,0.0,-186.53198783409877,0.0
20110819,144.9667906883622,0.0,0.0,-179.45104212571036,0.0
20110822,143.94145641952804,0.0,0.0,-173.90565665087624,0.0
20110823,143.3188645554708,0.0,0.0,-160.29915735770805,0.0
20110824,143.0404522758182,0.0,0.0,-147.49716475746942,0.0
20110825,143.02168645959284,0.0,0.0,-136.0975761582951,0.0
20110826,142.91079467951383,0.0,0.0,-126.79385572877264,0.0
20110829,143.98644901282813,0.0,0.0,-119.22440149581583,0.0
20110830,143.48826541364787,0.0,0.0,-112.96928839682641,0.0
20110831,142.73496122474893,0.0,0.0,-107.0666687457507,0.0
20110901,142.11695904707895,0.0,0.0,-102.6131994101355,0.0
20110902,154.45249479235443,0.0,0.0,-98.90573826779328,0.0
20110905,163.79396697371863,0.0,0.0,-95.90356972455618,0.0
20110906,96.06728474937876,0.0,0.0,-93.40072910357176,0.0
20110907,115.9747910280332,0.0,0.0,-91.34058222392892,0.0
20110908,58.31937920052476,0.0,0.0,-89.6471496222312,0.0
20110909,11.19880597686116,0.0,0.0,-88.19420791951978,0.0
20110913,-31.6931585416687,0.0,0.0,-87.25433057767508,0.0
20110914,-66.58754266837038,0.0,0.0,-86.83970898721142,0.0
20110915,-97.85917645492242,0.0,0.0,-86.44617225974845,0.0
20110916,-125.54310273188543,0.0,0.0,-86.1065308818566,0.0
20110919,-131.2277486290696,0.0,0.0,-86.12075745650336,0.0
20110920,-135.99307877714762,0.0,0.0,-86.18046163187404,0.0
20110921,-139.22404495332833,0.0,0.0,-46.167507985957144,0.0
20110922,-139.83906588043084,0.0,0.0,-15.579971297041794,0.0
20110923,-139.34865087227917,0.0,0.0,7.337022948214454,0.0
20110926,-134.53721535304643,0.0,0.0,-10.123801662536618,0.0
20110927,-129.21003058675097,0.0,0.0,-23.360399064888867,0.0
20110928,-125.57511841682214,0.0,0.0,-34.13042192614412,0.0
20110929,-121.1391905776135,0.0,0.0,-41.863908255633774,0.0
20110930,-116.58810396149367,0.0,0.0,-47.872630023820236,0.0
20111010,-113.02136077012557,0.0,0.0,-52.72907012769977,0.0
20111011,-109.92646511006963,0.0,0.0,-56.637622959908256,0.0
20111012,-106.91728110543595,0.0,0.0,-60.16380469444268,0.0
20111013,-104.984408044968,0.0,0.0,-63.12668862518231,0.0
20111014,-103.3212931248616,0.0,0.0,-65.54099168387887,0.0
20111017,-99.77003273450941,0.0,0.0,-67.13791593243405,0.0
20111018,-96.41628033912185,0.0,0.0,-68.29165608705277,0.0
20111019,-93.68163444436512,0.0,0.0,-69.21954348448807,0.0
20111020,-90.37589444965977,0.0,0.0,-67.86185615838087,0.0
20111021,-87.1255666082674,0.0,0.0,-66.37502217864838,0.0
20111024,-82.97048362970335,0.0,0.0,-64.4154379684203,0.0
20111025,-79.56570483667019,0.0,0.0,-62.745715597693064,0.0
20111026,-76.78846408284298,0.0,0.0,-61.53519648585706,0.0
20111027,-74.53534324875267,0.0,0.0,-60.65437685445838,0.0
20111028,-71.97321329957813,0.0,0.0,-60.15935987059068,0.0
20111031,-70.40726723376329,0.0,0.0,-60.550113212805456,0.0
20111101,-69.21098679482631,0.0,0.0,-61.314574928030716,0.0
20111102,-68.22103611443448,0.0,0.0,-61.979723364360424,0.0
20111103,-67.90761163398172,0.0,0.0,-63.73093470415306,0.0
20111104,-66.6230733860083,0.0,0.0,-64.75601295219506,0.0
20111107,-65.57884923374907,0.0,0.0,-65.6471954948566,0.0
20111108,-64.61812088804932,0.0,0.0,-66.2689750820725,0.0
20111109,-63.857944468637726,0.0,0.0,-66.83086808286971,0.0
20111110,-62.68139070949763,0.0,0.0,-42.380684824954784,0.0
20111111,-61.13279602510609,0.0,0.0,-24.90745914318954,0.0
20111114,-60.59183499065838,0.0,0.0,-10.319494382539938,0.0
20111115,-60.567035553211326,0.0,0.0,1.8017427770847547,0.0
20111116,-38.469364841952256,0.0,0.0,11.599648300448925,0.0
20111117,-19.04409197524594,0.0,0.0,22.41221108172534,0.0
20111118,-3.2200251357238727,0.0,0.0,31.357080375056857,0.0
20111121,10.277262476938755,0.0,0.0,39.27253387263437,0.0
20111122,21.572278701972706,0.0,0.0,45.75425028821126,0.0
20111123,30.541224995722565,0.0,0.0,50.898813508996405,0.0
20111124,37.775183110543125,0.0,0.0,55.11406873150309,0.0
20111125,44.36060831725919,0.0,0.0,58.55879384410358,0.0
20111128,49.55837565482704,0.0,0.0,61.576158058272526,0.0
20111129,54.19696693090546,0.0,0.0,64.02525334701429,0.0
20111130,57.67026556201108,0.0,0.0,66.01974647713139,0.0
20111201,34.56655689723044,0.0,0.0,67.58202925144187,0.0
20111202,14.301524981516025,0.0,0.0,69.2426165385366,0.0
20111205,-2.3193753745445367,0.0,0.0,70.62160977520784,0.0
20111206,-16.055008348675504,0.0,0.0,71.4882467999823,0.0
