,CU.SHF,AL.SHF,ZN.SHF,PB.SHF,NI.SHF,SN.SHF,AO.SHF,AD.SHF
20100310,-41.99842244536852,-41.84405446712278,-42.01667436764747,0.0,0.0,0.0,0.0,0.0
20100311,-42.567630058474705,-59.58887523664074,-43.40337822041712,0.0,0.0,0.0,0.0,0.0
20100312,-43.65779698817431,-78.70916282046495,-44.9769936979761,0.0,0.0,0.0,0.0,0.0
20100315,-44.84022629891454,-96.84934606021916,-46.17799201770975,0.0,0.0,0.0,0.0,0.0
20100316,-46.12936804784253,-101.37935401867529,-47.435793617553934,0.0,0.0,0.0,0.0,0.0
20100317,-47.493690355532145,-106.10623298641357,-48.75667731407005,0.0,0.0,0.0,0.0,0.0
20100318,-48.61142905156015,-108.55956246772746,-49.7692764630943,0.0,0.0,0.0,0.0,0.0
20100319,-49.54079228723015,-110.18015239813126,-50.24570869348666,0.0,0.0,0.0,0.0,0.0
20100322,-51.195397642250725,-111.78622195219198,-51.02039854687821,0.0,0.0,0.0,0.0,0.0
20100323,-52.871862565044765,-113.63140156516037,-51.795763868143275,0.0,0.0,0.0,0.0,0.0
20100324,-54.49445326973803,-114.58243151955487,-52.155229003062495,0.0,0.0,0.0,0.0,0.0
20100325,-55.93341810343257,-114.99517726470211,-52.4997083898132,0.0,0.0,0.0,0.0,0.0
20100326,-56.63483067536073,-113.92514676242415,-52.34756586761098,0.0,0.0,0.0,0.0,0.0
20100329,-58.37371566820038,-113.99627065905456,-41.86721345417281,0.0,0.0,0.0,0.0,0.0
20100330,-45.5318128755409,-114.95523976712059,-30.600606720348715,0.0,0.0,0.0,0.0,0.0
20100331,-32.66243406059992,-116.07194662090649,-19.286307350734848,0.0,0.0,0.0,0.0,0.0
20100401,-19.96938551466676,-117.33520316741863,-8.214002994998937,0.0,0.0,0.0,0.0,0.0
20100402,-7.237955150285776,-118.57129209263232,2.9368234039381234,0.0,0.0,0.0,0.0,0.0
20100406,6.475155746964956,-120.21437773187495,14.866005191191812,0.0,0.0,0.0,0.0,0.0
20100407,20.243088169686366,-122.1922642909085,26.84712612492761,0.0,0.0,0.0,0.0,0.0
20100408,33.763649930295486,-123.72726003453913,38.65485255475867,0.0,0.0,0.0,0.0,0.0
20100409,47.79765356006443,-125.67697701874302,50.89127107122572,0.0,0.0,0.0,0.0,0.0
20100412,61.730167725642765,-127.16071939553265,63.115344060841586,0.0,0.0,0.0,0.0,0.0
20100413,77.06275748435813,-129.77456540399214,65.4076448379581,0.0,0.0,0.0,0.0,0.0
20100414,60.91365116140056,-131.08733482716957,66.95102668773015,0.0,0.0,0.0,0.0,0.0
20100415,44.068598796368704,-132.42278085980584,52.65521356406892,0.0,0.0,0.0,0.0,0.0
20100416,27.12071548924098,-134.40241708455972,38.30748047166412,0.0,0.0,0.0,0.0,0.0
20100419,12.193818124866963,-133.12339926924687,26.030478560421265,0.0,0.0,0.0,0.0,0.0
20100420,-2.882307718751247,-131.39444777765007,12.921348224333084,0.0,0.0,0.0,0.0,0.0
20100421,-18.00844148176976,-129.38624071289922,-0.24121170540294087,0.0,0.0,0.0,0.0,0.0
20100422,-32.79785080734298,-127.54433723061292,-13.107289742720473,0.0,0.0,0.0,0.0,0.0
20100423,-48.07145500261007,-125.72262415207919,-26.387239074025093,0.0,0.0,0.0,0.0,0.0
20100426,-63.3439179483437,-125.32637831045318,-39.72105412765792,0.0,0.0,0.0,0.0,0.0
20100427,-80.04297613649126,-123.37509477791384,-53.940290593517545,0.0,0.0,0.0,0.0,0.0
20100428,-78.46974818026743,-99.26214760979215,-67.64210611397209,0.0,0.0,0.0,0.0,0.0
20100429,-76.10110880525215,-74.89400469636436,-65.49970077043518,0.0,0.0,0.0,0.0,0.0
20100430,-73.7592722980189,-70.68940901898857,-63.44658067409402,0.0,0.0,0.0,0.0,0.0
20100504,-73.54500789687387,-69.7225410686448,-63.43664020205572,0.0,0.0,0.0,0.0,0.0
20100505,-59.08575294072224,-48.01213945077275,-50.8991952537332,0.0,0.0,0.0,0.0,0.0
20100506,-44.70172381590053,-26.265128609610837,-38.403914725849745,0.0,0.0,0.0,0.0,0.0
20100507,-30.58057630629716,-5.112798559174246,-37.72559286114087,0.0,0.0,0.0,0.0,0.0
20100510,-28.80241373562015,15.609094962286386,-36.84738182244983,0.0,0.0,0.0,0.0,0.0
20100511,-26.97483033576856,18.122446212259394,-35.87501394787508,0.0,0.0,0.0,0.0,0.0
20100512,-24.294863222975557,20.33753599250604,-34.780827667748895,0.0,0.0,0.0,0.0,0.0
20100513,-22.833279454985313,19.525640786647,-23.56817225994505,0.0,0.0,0.0,0.0,0.0
20100514,-10.549851421883869,18.773367503502435,-12.349293877438418,0.0,0.0,0.0,0.0,0.0
20100517,1.3534243374891297,36.55162538729055,-1.155021185898827,0.0,0.0,0.0,0.0,0.0
20100518,13.643034632451366,54.79207816208354,10.327678002160795,0.0,0.0,0.0,0.0,0.0
20100519,11.802634146977544,52.53096682112903,9.606365022034087,0.0,0.0,0.0,0.0,0.0
20100520,9.88790259116904,50.25277503764646,8.770534000313768,0.0,0.0,0.0,0.0,0.0
20100521,8.23607364441003,48.601316942547534,19.76856695739591,0.0,0.0,0.0,0.0,0.0
20100524,18.575617125821253,47.15343426323223,30.00826551740719,0.0,0.0,0.0,0.0,0.0
20100525,28.916132228232563,64.46187207618985,40.14001736139214,0.0,0.0,0.0,0.0,0.0
20100526,39.13216982035507,81.71073615521387,50.014632612566906,0.0,0.0,0.0,0.0,0.0
20100527,49.48983870464772,64.1238206256337,49.280288584402314,0.0,0.0,0.0,0.0,0.0
20100528,48.95180328012577,46.626959455756214,48.526248908035384,0.0,0.0,0.0,0.0,0.0
20100531,49.020691056308564,47.16167758490309,48.21478331669849,0.0,0.0,0.0,0.0,0.0
20100601,48.7830063998447,31.279856489841812,47.48579634045277,0.0,0.0,0.0,0.0,0.0
20100602,48.51120748111289,15.270633089199876,46.625538488662066,0.0,0.0,0.0,0.0,0.0
20100603,48.39513639575244,-0.6779067089188302,45.94765975733013,0.0,0.0,0.0,0.0,0.0
20100604,48.41945245610812,-16.88607374381939,45.053569920183065,0.0,0.0,0.0,0.0,0.0
20100607,48.55141076562466,-18.07190156148505,44.69446302940222,0.0,0.0,0.0,0.0,0.0
20100608,48.659754830465104,-19.62035837781732,44.41863767954257,0.0,0.0,0.0,0.0,0.0
20100609,48.712289487625135,-21.68323584876044,43.98351567717072,0.0,0.0,0.0,0.0,0.0
20100610,48.55913600017003,-8.135190794252555,43.612569714906684,0.0,0.0,0.0,0.0,0.0
20100611,48.30943532844135,5.204992645015933,43.141028067834455,0.0,0.0,0.0,0.0,0.0
20100617,48.76345827196593,3.4331000758399184,42.99508447679453,0.0,0.0,0.0,0.0,0.0
20100618,49.214257951333785,17.63972150429539,42.95332216591045,0.0,0.0,0.0,0.0,0.0
20100621,48.725280159382926,31.138421268510758,42.27496119530879,0.0,0.0,0.0,0.0,0.0
20100622,48.22905029548595,44.53535898034464,41.61346127178948,0.0,0.0,0.0,0.0,0.0
20100623,47.58962012675805,58.19420254971634,41.125766383755675,0.0,0.0,0.0,0.0,0.0
20100624,47.388827863845854,57.388607899648854,40.79294855406071,0.0,0.0,0.0,0.0,0.0
20100625,47.25032842620415,56.912490255085324,40.49601834327591,0.0,0.0,0.0,0.0,0.0
20100628,47.23812235080196,57.01267683031358,40.496466123263865,0.0,0.0,0.0,0.0,0.0
20100629,47.09288351736141,57.08787177307026,40.13239335334585,0.0,0.0,0.0,0.0,0.0
20100630,47.02889915698417,57.30874060554307,39.86773390646008,0.0,0.0,0.0,0.0,0.0
20100701,46.28940248768783,56.74816834768954,39.27477668843529,0.0,0.0,0.0,0.0,0.0
20100702,45.49931737179662,56.104471637449876,38.400942312095935,0.0,0.0,0.0,0.0,0.0
20100705,45.615877354176035,56.162742466158875,38.161392311896705,0.0,0.0,0.0,0.0,0.0
20100706,45.757290019714574,56.309591413730416,37.87673470022179,0.0,0.0,0.0,0.0,0.0
20100707,45.954249761091205,56.54235287607462,37.966391185319594,0.0,0.0,0.0,0.0,0.0
20100708,46.9424004575459,58.8805840696437,38.242746186339545,0.0,0.0,0.0,0.0,0.0
20100709,47.93616894523764,61.43267890584167,38.45282046928803,0.0,0.0,0.0,0.0,0.0
20100712,37.560883459439516,65.33151926691312,38.86863699735996,0.0,0.0,0.0,0.0,0.0
20100713,27.37714426560664,49.755008004865246,39.43560223177139,0.0,0.0,0.0,0.0,0.0
20100714,17.18668103859533,33.87269621589069,39.99673251672526,0.0,0.0,0.0,0.0,0.0
20100715,18.201312980184614,38.62027916785725,40.573504847009694,0.0,0.0,0.0,0.0,0.0
20100716,19.439067954779176,43.40758167185485,41.451025901115514,0.0,0.0,0.0,0.0,0.0
20100719,22.666262563404107,53.27326183032297,43.131885186824924,0.0,0.0,0.0,0.0,0.0
20100720,25.9141473005909,65.09646056035038,44.7055135212798,0.0,0.0,0.0,0.0,0.0
20100721,29.10877955453092,76.90248372111387,46.034076207600506,0.0,0.0,0.0,0.0,0.0
20100722,15.789787237507067,86.71209676817749,47.14845970616143,0.0,0.0,0.0,0.0,0.0
20100723,3.0239344735685023,93.95308917291351,48.352340920067356,0.0,0.0,0.0,0.0,0.0
20100726,15.948692090505414,99.5872490773977,49.56663968766082,0.0,0.0,0.0,0.0,0.0
20100727,29.091598543681112,125.16754730146315,51.96447143479719,0.0,0.0,0.0,0.0,0.0
20100728,42.5139472690547,150.66800990333965,54.42545412318564,0.0,0.0,0.0,0.0,0.0
20100729,45.21220378583774,155.48555731303577,57.003560790571626,0.0,0.0,0.0,0.0,0.0
20100730,48.3279556419095,161.0700112219458,61.04403159332735,0.0,0.0,0.0,0.0,0.0
20100802,48.84099692679128,131.6172202203554,63.486859853022246,0.0,0.0,0.0,0.0,0.0
20100803,32.81614570688748,100.31075691360414,50.557228891604495,0.0,0.0,0.0,0.0,0.0
20100804,16.71589260638267,68.98423696838088,37.21443127325849,0.0,0.0,0.0,0.0,0.0
20100805,16.04679497452633,37.432968820836,39.99442421898166,0.0,0.0,0.0,0.0,0.0
20100806,31.61122677686935,8.172304142473697,42.48694823569244,0.0,0.0,0.0,0.0,0.0
20100809,33.227997056122305,7.0853291877402995,45.047449253120234,0.0,0.0,0.0,0.0,0.0
20100810,34.25252809841889,4.399699425582972,46.580691067349335,0.0,0.0,0.0,0.0,0.0
20100811,34.84195308261945,-23.666894386964337,47.65702110996335,0.0,0.0,0.0,0.0,0.0
20100812,34.80122748338398,-51.199248029152685,47.35175655399865,0.0,0.0,0.0,0.0,0.0
20100813,33.89472927336419,-79.00798834195675,45.16682765697546,0.0,0.0,0.0,0.0,0.0
20100816,34.063168347995706,-77.16394279807477,43.79922969248868,0.0,0.0,0.0,0.0,0.0
20100817,50.85782390570588,-75.62827426407821,58.034484219741216,0.0,0.0,0.0,0.0,0.0
20100818,67.72905144487366,-74.11883575299879,72.62521206042675,0.0,0.0,0.0,0.0,0.0
20100819,84.77063991251626,-72.59033210461155,70.98967215688444,0.0,0.0,0.0,0.0,0.0
20100820,85.02730251798786,-71.2184015823282,68.64992484101874,0.0,0.0,0.0,0.0,0.0
20100823,84.91943857090833,-98.12693614661808,54.82154016657576,0.0,0.0,0.0,0.0,0.0
20100824,85.16336669939582,-124.08399548706284,40.968516607347894,0.0,0.0,0.0,0.0,0.0
20100825,86.30735801857708,-125.28717675221428,27.34360054394053,0.0,0.0,0.0,0.0,0.0
20100826,68.7297862259044,-127.17595599064903,15.195436620682838,0.0,0.0,0.0,0.0,0.0
20100827,70.00182955193449,-129.5645561699484,3.3822936291395287,0.0,0.0,0.0,0.0,0.0
20100830,70.43363186104185,-133.01985446057245,-8.494352443553982,0.0,0.0,0.0,0.0,0.0
20100831,70.24849294691477,-135.17152640763896,-9.739689577941618,0.0,0.0,0.0,0.0,0.0
20100901,69.59446755730892,-136.74897797775006,-11.102163494914972,0.0,0.0,0.0,0.0,0.0
20100902,68.9064190097141,-138.17226273163087,-12.53286619803745,0.0,0.0,0.0,0.0,0.0
20100903,68.15848390751484,-139.35434772918117,-23.293585067627923,0.0,0.0,0.0,0.0,0.0
20100906,67.36650944224081,-139.87642331349429,-22.6841886697786,0.0,0.0,0.0,0.0,0.0
20100907,66.67619777417863,-141.46789219349006,-22.242892992874825,0.0,0.0,0.0,0.0,0.0
20100908,65.49139258923154,-142.20167039937846,-11.266202481339636,0.0,0.0,0.0,0.0,0.0
20100909,66.99421420628858,-141.56518896604305,-10.989391132513935,0.0,0.0,0.0,0.0,0.0
20100910,49.5871151615403,-140.7182790147336,-10.964932873703917,0.0,0.0,0.0,0.0,0.0
20100913,32.67068842201569,-138.62503907240634,-10.858914451458347,0.0,0.0,0.0,0.0,0.0
20100914,16.322854623525664,-137.25096313655126,-21.36686214722002,0.0,0.0,0.0,0.0,0.0
20100915,0.4227248554268499,-136.49263396339487,-31.777229003647488,0.0,0.0,0.0,0.0,0.0
20100916,-15.529010202835252,-135.8891504387628,-42.13825760614294,0.0,0.0,0.0,0.0,0.0
20100917,-31.887005090676666,-136.42363086832148,-42.8305564004349,0.0,0.0,0.0,0.0,0.0
20100920,-48.203786995489715,-137.15157929185403,-43.64831831193494,0.0,0.0,0.0,0.0,0.0
20100921,-64.67253018306323,-136.58475616913455,-44.33164107268378,0.0,0.0,0.0,0.0,0.0
20100927,-81.25146460545437,-134.98666130514522,-55.40592175353802,0.0,0.0,0.0,0.0,0.0
20100928,-81.67209339302208,-134.44866992179973,-56.18460569156791,0.0,0.0,0.0,0.0,0.0
20100929,-81.73353993332117,-134.06174173454238,-56.72259769346813,0.0,0.0,0.0,0.0,0.0
20100930,-83.03366090682708,-134.1712306886173,-57.74959309114805,0.0,0.0,0.0,0.0,0.0
20101008,-85.15278650881491,-135.75060338592365,-59.51468774371629,0.0,0.0,0.0,0.0,0.0
20101011,-85.25600715214816,-133.04137476381433,-59.8663704688038,0.0,0.0,0.0,0.0,0.0
20101012,-85.07793604391631,-129.911246252387,-60.20753060170527,0.0,0.0,0.0,0.0,0.0
20101013,-84.4227955779426,-125.60988541140928,-59.84732579622037,0.0,0.0,0.0,0.0,0.0
20101014,-83.64974902491564,-121.48735486940748,-59.7448211359814,0.0,0.0,0.0,0.0,0.0
20101015,-83.26478795902645,-117.37318069550379,-59.71969028364223,0.0,0.0,0.0,0.0,0.0
20101018,-82.64094181542143,-113.74575899427361,-59.43341319470924,0.0,0.0,0.0,0.0,0.0
20101019,-82.68373416167071,-110.89818779848557,-59.494339621931545,0.0,0.0,0.0,0.0,0.0
20101020,-66.48902451856839,-108.09730215847351,-47.4710021271032,0.0,0.0,0.0,0.0,0.0
20101021,-49.09591267637053,-104.76605584825757,-35.11002186125683,0.0,0.0,0.0,0.0,0.0
20101022,-30.790708962579277,-80.02570334099762,-22.179306379253138,0.0,0.0,0.0,0.0,0.0
20101025,-15.26370959768155,-59.82475182440311,-10.888614156849538,0.0,0.0,0.0,0.0,0.0
20101026,-0.02057609371509699,-40.279937865569806,0.37661067993573666,0.0,0.0,0.0,0.0,0.0
20101027,15.099115213346447,-21.33165120107993,10.999220341536065,0.0,0.0,0.0,0.0,0.0
20101028,30.059870999345925,-2.29283779342033,11.611945384575348,0.0,0.0,0.0,0.0,0.0
20101029,31.197217944251225,16.752482793213762,12.928528792209807,0.0,0.0,0.0,0.0,0.0
20101101,45.40550151619779,35.540209166992426,22.843044835425058,0.0,0.0,0.0,0.0,0.0
20101102,60.32270946037713,55.01502913609786,33.24694822217159,0.0,0.0,0.0,0.0,0.0
20101103,59.0185236125114,74.52226078281616,31.569721090563604,0.0,0.0,0.0,0.0,0.0
20101104,57.58990816219615,94.03059729215798,29.930678338091628,0.0,0.0,0.0,0.0,0.0
20101105,43.61190635857476,92.614830899022,19.98965687190206,0.0,0.0,0.0,0.0,0.0
20101108,29.849139939210687,93.29309344179516,10.045632157497888,0.0,0.0,0.0,0.0,0.0
20101109,28.68995455457337,94.55465864036982,0.1220798182339223,0.0,0.0,0.0,0.0,0.0
20101110,27.511240165758977,96.46771128539685,-9.366971020432029,0.0,0.0,0.0,0.0,0.0
20101111,26.178495932920384,98.324710381442,-8.537487506848038,0.0,0.0,0.0,0.0,0.0
20101112,28.126185991956522,80.41844914619016,-7.843396206787619,0.0,0.0,0.0,0.0,0.0
20101115,16.639910609575896,62.11771851527861,-15.56867219432517,0.0,0.0,0.0,0.0,0.0
20101116,5.167493410868921,43.898532326322325,-23.232210870335173,0.0,0.0,0.0,0.0,0.0
20101117,-5.859479229087387,27.771721969338834,-30.807531709992247,0.0,0.0,0.0,0.0,0.0
20101118,-16.7921402795747,12.2596472045828,-38.37666387989121,0.0,0.0,0.0,0.0,0.0
20101119,-15.270920573205654,-2.7440399995754547,-37.69964967857705,0.0,0.0,0.0,0.0,0.0
20101122,-13.328961798599561,-19.70907769821792,-36.94578621900713,0.0,0.0,0.0,0.0,0.0
20101123,-23.810127128826974,-36.94850442704154,-36.06808621432282,0.0,0.0,0.0,0.0,0.0
20101124,-34.2036313514315,-54.37264292169245,-28.3776491948205,0.0,0.0,0.0,0.0,0.0
20101125,-44.39789454422022,-71.74245433037137,-27.425344090478877,0.0,0.0,0.0,0.0,0.0
20101126,-43.820886569851126,-69.36404935201321,-27.138802844779626,0.0,0.0,0.0,0.0,0.0
20101129,-43.27268554723791,-66.8117162066162,-27.364083544515967,0.0,0.0,0.0,0.0,0.0
20101130,-42.74595868993645,-64.35324908030998,-20.40332294858868,0.0,0.0,0.0,0.0,0.0
20101201,-34.07812004569322,-64.00169181158557,-13.549419428227472,0.0,0.0,0.0,0.0,0.0
20101202,-33.90656769042205,-64.24989530066897,-6.82420856046912,0.0,0.0,0.0,0.0,0.0
20101203,-34.18081137539609,-64.80697391451788,0.23687420443430227,0.0,0.0,0.0,0.0,0.0
20101206,-34.33592342846365,-65.27192016329073,7.491646559400896,0.0,0.0,0.0,0.0,0.0
20101207,-34.675142857238306,-65.84648393528887,14.673050107047228,0.0,0.0,0.0,0.0,0.0
20101208,-34.986715242362195,-66.33676589577345,15.048517800613814,0.0,0.0,0.0,0.0,0.0
20101209,-35.248559635108094,-66.82263400886838,22.12121515240629,0.0,0.0,0.0,0.0,0.0
20101210,-36.16825967328278,-68.06074924175118,29.67156708395829,0.0,0.0,0.0,0.0,0.0
20101213,-37.04185705411458,-69.28489899136231,37.92360701235004,0.0,0.0,0.0,0.0,0.0
20101214,-27.491503623989853,-55.0696822022235,39.14131758851443,0.0,0.0,0.0,0.0,0.0
20101215,-37.91609988796951,-60.70550765966685,30.670459379908795,0.0,0.0,0.0,0.0,0.0
20101216,-39.93220569107717,-72.7363078093169,22.30307353152171,0.0,0.0,0.0,0.0,0.0
20101217,-41.622237946453076,-85.04873910034038,23.563669345185247,0.0,0.0,0.0,0.0,0.0
20101220,-43.45534615222544,-97.84320972912083,14.762627146461165,0.0,0.0,0.0,0.0,0.0
20101221,-46.33866652292717,-115.36278336605676,5.02766025740406,0.0,0.0,0.0,0.0,0.0
20101222,-49.22788499710695,-134.15109251767706,-4.779899919774772,0.0,0.0,0.0,0.0,0.0
20101223,-52.27694434359482,-152.52610469676338,-14.784099271631543,0.0,0.0,0.0,0.0,0.0
20101224,-54.728800220160544,-170.99674144224915,-12.579401933443048,0.0,0.0,0.0,0.0,0.0
20101227,-57.14646758831924,-189.01371837982643,-23.459841586459284,0.0,0.0,0.0,0.0,0.0
20101228,-69.99293788089788,-222.58937545046442,-34.47018340203776,0.0,0.0,0.0,0.0,0.0
20101229,-71.5866145691061,-236.27754896574112,-35.698567373663735,0.0,0.0,0.0,0.0,0.0
20101230,-73.56772333356021,-246.65326615258383,-37.724467316156584,0.0,0.0,0.0,0.0,0.0
20101231,-59.316716987125254,-198.10086415384492,-35.78368419858555,0.0,0.0,0.0,0.0,0.0
20110104,-44.82109681801832,-149.2940083370776,-37.583543096772324,0.0,0.0,0.0,0.0,0.0
20110105,-29.396036836901565,-96.76297125466147,-38.27255337295888,0.0,0.0,0.0,0.0,0.0
20110106,-30.80251190934725,-37.02640813639667,-39.252259569148386,0.0,0.0,0.0,0.0,0.0
20110107,-15.290293299087926,18.879447913654435,-26.850441765415884,0.0,0.0,0.0,0.0,0.0
20110110,-15.716009212335013,14.279209749435347,-39.23666164314757,0.0,0.0,0.0,0.0,0.0
20110111,-16.246659311680297,9.449001332060941,-39.58404156923787,0.0,0.0,0.0,0.0,0.0
20110112,-16.74262399058686,4.750832887747737,-39.971780775095,0.0,0.0,0.0,0.0,0.0
20110113,-17.43340088131457,0.3661134887717992,-41.346663375592,0.0,0.0,0.0,0.0,0.0
20110114,-0.6018701808794134,0.47942827947697425,-41.84139301126116,0.0,0.0,0.0,0.0,0.0
20110117,-17.78808409150266,-55.77522031265403,-56.34957877546013,0.0,0.0,0.0,0.0,0.0
20110118,-34.92172370961473,-111.42195146244364,-57.10015335685078,0.0,0.0,0.0,0.0,0.0
20110119,-34.0234169300992,-165.6455675313624,-58.07213709369056,0.0,0.0,0.0,0.0,0.0
20110120,-16.85182867069772,-174.28621030288687,-58.18642304811142,0.0,0.0,0.0,0.0,0.0
20110121,-16.650876372244465,-177.80087419248053,-57.205728846386805,0.0,0.0,0.0,0.0,0.0
20110124,-0.48217470882900526,-119.6586389722539,-43.965803569306686,0.0,0.0,0.0,0.0,0.0
20110125,15.508428693581191,-61.78218534016078,-43.52502028053194,0.0,0.0,0.0,0.0,0.0
20110126,31.47646478777559,-4.816889221483274,-43.39437066459446,0.0,0.0,0.0,0.0,0.0
20110127,47.66589017202183,51.59298438131098,-42.56537952163343,0.0,0.0,0.0,0.0,0.0
20110128,47.16263308029558,107.65440684136152,-41.92490795389537,0.0,0.0,0.0,0.0,0.0
20110131,63.976841076493805,158.62405775613522,-40.76174786693821,0.0,0.0,0.0,0.0,0.0
20110201,80.24702928933672,205.41817655325303,-38.621016844598145,0.0,0.0,0.0,0.0,0.0
20110209,78.94834784476737,250.7685466929835,-36.50879480288579,0.0,0.0,0.0,0.0,0.0
20110210,78.20681178169197,245.2048759800229,-34.99377183919767,0.0,0.0,0.0,0.0,0.0
20110211,79.38887177002184,238.5703019690049,-48.34875027160938,0.0,0.0,0.0,0.0,0.0
20110214,80.61975667054153,231.60474380450736,-61.4937611708786,0.0,0.0,0.0,0.0,0.0
20110215,82.21040406653782,224.3469280278875,-61.397300311443566,0.0,0.0,0.0,0.0,0.0
20110216,83.65250177175734,217.96940438203697,-49.05147516491106,0.0,0.0,0.0,0.0,0.0
20110217,84.77802478074759,211.56276866425657,-36.52906029337301,0.0,0.0,0.0,0.0,0.0
20110218,85.20907479961326,204.2098864049717,-23.879198559086273,0.0,0.0,0.0,0.0,0.0
20110221,86.05646044890534,197.67188348326505,-11.80815991692594,0.0,0.0,0.0,0.0,0.0
20110222,87.06651931367578,193.6216938143216,-11.442996200662835,0.0,0.0,0.0,0.0,0.0
20110223,87.11409419617857,189.96659087018253,-0.878857713007487,0.0,0.0,0.0,0.0,0.0
20110224,71.4705710188417,185.87026335763136,-0.4017780155799365,0.0,0.0,0.0,0.0,0.0
20110225,54.29271323438019,181.09473413740233,0.6133969673352269,0.0,0.0,0.0,0.0,0.0
20110228,37.656906767103216,176.33274799752854,1.4514873665250285,0.0,0.0,0.0,0.0,0.0
20110301,20.718207139077656,171.4870073923914,1.6281652885269957,0.0,0.0,0.0,0.0,0.0
20110302,3.969818581680977,135.97415080503748,-10.118364264497554,0.0,0.0,0.0,0.0,0.0
20110303,-12.375406204318043,100.67054313121187,-21.792507492612714,0.0,0.0,0.0,0.0,0.0
20110304,-28.421290024605867,65.3023800239076,-33.42855424454363,0.0,0.0,0.0,0.0,0.0
20110307,-44.916366966353245,32.05262593050596,-44.73825850279425,0.0,0.0,0.0,0.0,0.0
20110308,-59.945505475360804,-0.7729545997958525,-45.45129258092578,0.0,0.0,0.0,0.0,0.0
20110309,-74.26093948539553,-32.48358051697697,-56.22115338474375,0.0,0.0,0.0,0.0,0.0
20110310,-72.3968594425224,-64.5789568650915,-56.46533384260763,0.0,0.0,0.0,0.0,0.0
