,AU.SHF,AG.SHF
20100525,-101.09092753306885,0.0
20100526,-100.16683522485698,0.0
20100527,-99.34228211620898,0.0
20100528,-98.47493955114376,0.0
20100531,-97.53560171921501,0.0
20100601,-96.25041215625954,0.0
20100602,-95.27367872129561,0.0
20100603,-95.44854717161964,0.0
20100604,-96.41474549669508,0.0
20100607,-97.26135481285112,0.0
20100608,-97.05528306829854,0.0
20100609,-97.66441123007726,0.0
20100610,-98.1384229318636,0.0
20100611,-98.51145702083413,0.0
20100617,-98.6124452638755,0.0
20100618,-99.28604663466749,0.0
20100621,-99.72355286768314,0.0
20100622,-99.94742920006823,0.0
20100623,-99.66155485017873,0.0
20100624,-99.56385775542144,0.0
20100625,-99.94375649172062,0.0
20100628,-100.08227961901905,0.0
20100629,-99.51634269949439,0.0
20100630,-99.02837228534773,0.0
20100701,-98.8531256461012,0.0
20100702,-80.50403674929758,0.0
20100705,-62.31963141249948,0.0
20100706,-44.35627050546704,0.0
20100707,-26.12838245612996,0.0
20100708,-24.1862971888391,0.0
20100709,-5.53311966360143,0.0
20100712,13.313537074331535,0.0
20100713,31.384553143305585,0.0
20100714,32.626746367328934,0.0
20100715,50.62481773086174,0.0
20100716,51.13772841421151,0.0
20100719,51.909706997065484,0.0
20100720,53.349388482980416,0.0
20100721,54.67927835956118,0.0
20100722,72.33657943469964,0.0
20100723,73.06598121492341,0.0
20100726,74.11642196885855,0.0
20100727,75.63303581620923,0.0
20100728,93.6196529895374,0.0
20100729,94.73925772382967,0.0
20100730,97.85808004248386,0.0
20100802,100.08780179098673,0.0
20100803,101.71555267570506,0.0
20100804,103.65820857493622,0.0
20100805,106.52341995470704,0.0
20100806,109.58635248426756,0.0
20100809,112.50442255176071,0.0
20100810,114.83007182025312,0.0
20100811,118.42732891039842,0.0
20100812,122.1567248158864,0.0
20100813,122.62651433585779,0.0
20100816,124.43096027686245,0.0
20100817,99.99633319785335,0.0
20100818,101.72286922017987,0.0
20100819,75.94947314909852,0.0
20100820,77.27150995188171,0.0
20100823,50.86790713947936,0.0
20100824,24.661485449547754,0.0
20100825,-4.833358884091055,0.0
20100826,-34.323032818729175,0.0
20100827,-62.49023883722977,0.0
20100830,-92.59736500365273,0.0
20100831,-96.57434458265324,0.0
20100901,-126.04172848937988,0.0
20100902,-128.64915663193673,0.0
20100903,-158.56507923751914,0.0
20100906,-160.92452147416788,0.0
20100907,-165.04833896723795,0.0
20100908,-166.3506089384553,0.0
20100909,-166.91322030240948,0.0
20100910,-132.87722445490635,0.0
20100913,-97.52125736009194,0.0
20100914,-62.126843834047726,0.0
20100915,-61.858787047455834,0.0
20100916,-61.898955891381334,0.0
20100917,-30.23546693395184,0.0
20100920,1.5768242442520914,0.0
20100921,35.145495843959246,0.0
20100927,37.50242040922602,0.0
20100928,68.8655040043275,0.0
20100929,36.87293231318951,0.0
20100930,4.815339479658095,0.0
20101008,-27.2364268985943,0.0
20101011,-24.460607703040758,0.0
20101012,-21.719089389518253,0.0
20101013,-50.370082302542066,0.0
20101014,-78.27705479079432,0.0
20101015,-106.15990688500904,0.0
20101018,-101.82588109778123,0.0
20101019,-127.53137112023092,0.0
20101020,-123.25343129737942,0.0
20101021,-118.9542365678802,0.0
20101022,-114.36505342200633,0.0
20101025,-92.16367601541775,0.0
20101026,-70.05803909141036,0.0
20101027,-65.8245732757284,0.0
20101028,-62.37104217841013,0.0
20101029,-58.9788531314659,0.0
20101101,-56.8410701759452,0.0
20101102,-54.5111462532037,0.0
20101103,-53.77681225878989,0.0
20101104,-53.03753728565418,0.0
20101105,-51.71881757500809,0.0
20101108,-69.05322873225978,0.0
20101109,-70.61257858683211,0.0
20101110,-54.82657185092247,0.0
20101111,-38.83324889616783,0.0
20101112,-36.71840448639213,0.0
20101115,-34.803265678579535,0.0
20101116,-32.80841390456784,0.0
20101117,-30.722889447286235,0.0
20101118,-28.462263666854312,0.0
20101119,-27.13423759937994,0.0
20101122,-25.715560125862247,0.0
20101123,-39.98649220918152,0.0
20101124,-53.83097402095122,0.0
20101125,-54.09807176373956,0.0
20101126,-40.47884010068283,0.0
20101129,-26.60729801344276,0.0
20101130,-12.757866366088756,0.0
20101201,0.6511478148307489,0.0
20101202,13.878236823930653,0.0
20101203,27.67181513179408,0.0
20101206,41.52841272999551,0.0
20101207,56.494801002626296,0.0
20101208,55.94443689909484,0.0
20101209,41.580863057294714,0.0
20101210,42.64940952052771,0.0
20101213,43.870403354290715,0.0
20101214,44.99614689530681,0.0
20101215,29.768515299392106,0.0
20101216,31.993933839427676,0.0
20101217,33.71210613341406,0.0
20101220,35.520010369912825,0.0
20101221,36.277782818886166,0.0
20101222,52.725632332746,0.0
20101223,69.23910363420349,0.0
20101224,70.47357653784294,0.0
20101227,71.2905507784667,0.0
20101228,72.17548315407848,0.0
20101229,91.1281985445945,0.0
20101230,92.60983088043147,0.0
20101231,94.17271847699328,0.0
20110104,96.58832265075426,0.0
20110105,97.33224778383257,0.0
20110106,99.96014185427683,0.0
20110107,102.43636578165467,0.0
20110110,104.6016427602301,0.0
20110111,106.79019175103727,0.0
20110112,109.5511294338867,0.0
20110113,112.19874973998226,0.0
20110114,114.55307450025546,0.0
20110117,115.80045324481387,0.0
20110118,116.6182389170461,0.0
20110119,118.93586873269712,0.0
20110120,118.90196234020075,0.0
20110121,118.67411219940095,0.0
20110124,118.46648338443413,0.0
20110125,117.81066331444222,0.0
20110126,116.77287428253283,0.0
20110127,115.06328316329163,0.0
20110128,112.94629516647642,0.0
20110131,111.20810504967494,0.0
20110201,109.02533480788684,0.0
20110209,108.06811937201412,0.0
20110210,107.35477211163936,0.0
20110211,85.12573147016627,0.0
20110214,85.19698850966388,0.0
20110215,85.67108487989464,0.0
20110216,85.83197779896344,0.0
20110217,85.56367544210471,0.0
20110218,86.14886677089737,0.0
20110221,88.35945954486024,0.0
20110222,66.31255333545565,0.0
20110223,67.79982096550359,0.0
20110224,44.18352335249069,0.0
20110225,41.80938467089409,0.0
20110228,17.329754520742064,0.0
20110301,-8.861132100460532,0.0
20110302,-34.84924486470619,0.0
20110303,-60.30821494631859,0.0
20110304,-91.0461432871441,0.0
20110307,-122.03738102647694,0.0
20110308,-127.04528265588776,0.0
20110309,-158.00741264388998,0.0
20110310,-163.8435071545012,0.0
20110311,-166.25643073419207,0.0
20110314,-168.40229297150387,0.0
20110315,-168.32221812304005,0.0
20110316,-168.0151556192938,0.0
20110317,-168.17131483037116,0.0
20110318,-162.45064056367423,0.0
20110321,-156.5732840736634,0.0
20110322,-152.21903087589902,0.0
20110323,-146.4973191690909,0.0
20110324,-140.90165605435223,0.0
20110325,-138.34446548607852,0.0
20110328,-135.5210853075646,0.0
20110329,-133.23945539055828,0.0
20110330,-131.374025478004,0.0
20110331,-103.85655879391489,0.0
20110401,-103.13849841459111,0.0
20110406,-103.35938662546467,0.0
20110407,-104.02193600942103,0.0
20110408,-104.35827936698857,0.0
20110411,-104.67263149485647,0.0
20110412,-105.96750997923183,0.0
20110413,-78.64724588276879,0.0
20110414,-50.80926576589602,0.0
20110415,-54.26000806079095,0.0
20110418,-83.68818949035469,0.0
20110419,-87.730152485047,0.0
20110420,-92.59303825610877,0.0
20110421,-97.3660841448051,0.0
20110422,-102.49395339251593,0.0
20110425,-107.54175052181427,0.0
20110426,-108.95800178271645,0.0
20110427,-141.58444331472003,0.0
20110428,-172.67400887768778,0.0
20110429,-172.10194024509565,0.0
20110503,-171.2105590123323,0.0
20110504,-168.52063847009975,0.0
20110505,-166.21957418440783,0.0
20110506,-162.3163457141571,0.0
20110509,-158.70912863252187,0.0
20110510,-155.030544342063,0.0
20110511,-153.6409825921507,0.0
20110512,-148.75392758977213,0.0
20110513,-145.02046059745606,0.0
20110516,-140.98354016122295,0.0
20110517,-137.14767209531774,0.0
20110518,-110.92103507015872,0.0
20110519,-107.34972605845417,0.0
20110520,-80.76902512871632,0.0
20110523,-78.13139193170711,0.0
20110524,-75.23416652242504,0.0
20110525,-73.26344901816059,0.0
20110526,-72.75746645272332,0.0
20110527,-74.41053284112726,0.0
20110530,-49.156636848447455,0.0
20110531,-51.02399655894787,0.0
20110601,-76.58904284468267,0.0
20110602,-77.94647983431199,0.0
20110603,-104.79742511101342,0.0
20110607,-107.30386899384739,0.0
20110608,-109.97111146378987,0.0
20110609,-112.14875571910395,0.0
20110610,-116.74677811585039,0.0
20110613,-121.38201868372889,0.0
20110614,-155.47081709921673,0.0
20110615,-162.35575150316845,0.0
20110616,-169.2259990272322,0.0
20110617,-176.56384984993358,0.0
20110620,-181.64591706639632,0.0
20110621,-186.77528673652594,0.0
20110622,-193.7019484417609,0.0
20110623,-200.33184593997655,0.0
20110624,-201.0762677181077,0.0
20110627,-197.51231484617165,0.0
20110628,-192.30973957462155,0.0
20110629,-186.86247711318626,0.0
20110630,-181.63260855078386,0.0
20110701,-176.6678623340475,0.0
20110704,-172.7801256581112,0.0
20110705,-169.5364070484126,0.0
20110706,-161.83427623322157,0.0
20110707,-153.62981518795377,0.0
20110708,-149.03430626935685,0.0
20110711,-147.27356729207025,0.0
20110712,-145.28822216899363,0.0
20110713,-142.57920456850601,0.0
20110714,-139.21699935625458,0.0
20110715,-135.25267610698506,0.0
20110718,-130.90277785573087,0.0
20110719,-125.9097965353399,0.0
20110720,-123.21914203326989,0.0
20110721,-120.90851325754231,0.0
20110722,-118.78715450939765,0.0
20110725,-117.46827951956695,0.0
20110726,-115.86433334505537,0.0
20110727,-115.20688698640818,0.0
20110728,-114.58436992354314,0.0
20110729,-114.47931787818104,0.0
20110801,-114.6260247428249,0.0
20110802,-114.9191302836261,0.0
20110803,-114.18948696458324,0.0
20110804,-113.65729507112692,0.0
20110805,-112.67076325526118,0.0
20110808,-109.59185902311135,0.0
20110809,-106.20685125547952,0.0
20110810,-86.19475814457283,0.0
20110811,-82.93087094201766,0.0
20110812,-79.01376230494712,0.0
20110815,-75.14429866962749,0.0
20110816,-70.95918780744337,0.0
20110817,-68.63987872131746,0.0
20110818,-66.27645207244453,0.0
20110819,-63.331433835529836,0.0
20110822,-61.70980781816934,0.0
20110823,-60.530641572291906,0.0
20110824,-75.05990569933694,0.0
20110825,-61.81517160048537,0.0
20110826,-48.8502527882134,0.0
20110829,-36.06877764632037,0.0
20110830,-23.583247811898776,0.0
20110831,-10.705298945350332,0.0
20110901,2.112415005168316,0.0
20110902,14.230130976126668,0.0
20110905,16.365796933450426,0.0
20110906,18.418851184051444,0.0
20110907,20.134907394805815,0.0
20110908,19.60173407380573,0.0
20110909,19.0804760392678,0.0
20110913,18.493623099732293,0.0
20110914,18.052636597793068,0.0
20110915,17.50698256412779,0.0
20110916,16.88203824483877,0.0
20110919,16.298666283015745,0.0
20110920,25.604703955844393,0.0
20110921,34.91821749982137,0.0
20110922,43.707502910862914,0.0
20110923,43.92225193826055,0.0
20110926,43.55571845167981,0.0
20110927,43.508457876522996,0.0
20110928,43.42266113833828,0.0
20110929,43.46156912311699,0.0
20110930,43.595043596426066,0.0
20111010,43.705487359699006,0.0
20111011,43.938740952526835,0.0
20111012,44.31576041060904,0.0
20111013,45.02733021907338,0.0
20111014,45.3618445925363,0.0
20111017,46.407315771396334,0.0
20111018,47.424014326277366,0.0
20111019,48.436667359272256,0.0
20111020,49.236724241756505,0.0
20111021,50.207322104335454,0.0
20111024,51.52980949810726,0.0
20111025,52.919460323732075,0.0
20111026,53.64563584142901,0.0
20111027,54.13302392371045,0.0
20111028,54.636254566390264,0.0
20111031,56.86480149606543,0.0
20111101,44.080249691628566,0.0
20111102,31.33647564637144,0.0
20111103,18.192510302862086,0.0
20111104,5.10885193515675,0.0
20111107,-8.381863301911993,0.0
20111108,-22.131669094959285,0.0
20111109,-35.23401357225826,0.0
20111110,-48.00225591459731,0.0
20111111,-60.82181528413876,0.0
20111114,-75.41568884469213,0.0
20111115,-75.18716526509756,0.0
20111116,-75.08684221088711,0.0
20111117,-75.2130628778704,0.0
20111118,-74.56969583306065,0.0
20111121,-74.1769842268329,0.0
20111122,-73.29914633380092,0.0
20111123,-73.93085332005914,0.0
20111124,-75.02575265401417,0.0
20111125,-76.19982916725041,0.0
20111128,-60.64650530798981,0.0
20111129,-45.05894066610294,0.0
20111130,-29.265209805242286,0.0
20111201,-29.339710696984138,0.0
20111202,-13.741356179649827,0.0
20111205,-15.015121512811248,0.0
20111206,0.32216713959725213,0.0
20111207,16.92080315004522,0.0
20111208,16.607401806364607,0.0
20111209,16.721173768469722,0.0
20111212,-0.14142553847576522,0.0
20111213,-16.580307353696007,0.0
20111214,-17.017015500112755,0.0
20111215,-2.446203370425434,0.0
20111216,-4.606730051964783,0.0
20111219,10.391438903205819,0.0
20111220,-4.573484391086163,0.0
20111221,-19.295961058776257,0.0
20111222,-17.107401061210517,0.0
20111223,-15.299019152293067,0.0
20111226,-13.488704968212863,0.0
20111227,-12.122168770920762,0.0
20111228,-26.90214544815054,0.0
20111229,-26.60154946955314,0.0
20111230,-26.387775010475103,0.0
20120104,-38.78087818810816,0.0
20120105,-38.176809007237964,0.0
20120106,-37.676538017079736,0.0
20120109,-25.16528776719813,0.0
20120110,-12.557022371711323,0.0
20120111,0.15499051252053206,0.0
20120112,13.157326604418447,0.0
20120113,26.20468484555165,0.0
20120116,10.974291140430719,0.0
20120117,-4.360410619097247,0.0
20120118,10.38125700107851,0.0
20120119,25.023701460420437,0.0
20120120,40.009941248882384,0.0
20120130,26.810020908790683,0.0
20120131,13.50230745048351,0.0
20120201,0.07361904271320867,0.0
20120202,-13.651672907454707,0.0
20120203,-27.5387645460989,0.0
20120206,-27.34080923113646,0.0
20120207,-26.811049107323015,0.0
20120208,-26.828161304868036,0.0
20120209,-26.85604399349965,0.0
20120210,-27.29256020765223,0.0
20120213,-11.34559740500975,0.0
20120214,4.4838710522415255,0.0
20120215,20.629823504693277,0.0
20120216,36.760261415920795,0.0
20120217,53.00437124969251,0.0
20120220,52.494530333396234,0.0
20120221,51.73263751996596,0.0
20120222,34.01931511864065,0.0
20120223,16.472467880847056,0.0
20120224,-0.9963515098726546,0.0
20120227,4.1705482570091785,0.0
20120228,9.580720089740135,0.0
20120229,14.631789749813843,0.0
20120301,14.41658100104975,0.0
20120302,14.267610355412799,0.0
20120305,31.87080297001853,0.0
20120306,49.64658210184341,0.0
20120307,67.52772463126054,0.0
20120308,85.08697327644487,0.0
20120309,102.56332551438204,0.0
20120312,97.17366311915792,0.0
20120313,91.74001833593884,0.0
20120314,86.14152321266295,0.0
20120315,85.73577370110709,0.0
20120316,85.21103545947103,0.0
20120319,84.38746142714871,0.0
20120320,83.64977933984864,0.0
20120321,82.9579139243169,0.0
20120322,82.79787132449044,0.0
20120323,82.78007180763584,0.0
20120326,82.47224362615195,0.0
20120327,81.72988350708016,0.0
20120328,81.44629845889116,0.0
20120329,84.46589009052893,0.0
20120330,87.58559059817287,0.0
20120405,89.62996570608382,0.0
20120406,91.58969976222905,0.0
20120409,93.87227529854303,0.0
20120410,96.10470631653587,0.0
20120411,98.4694718521441,0.0
20120412,101.13523406122385,0.0
20120413,103.8202138298004,0.0
20120416,106.19315697620895,0.0
20120417,84.39668108157775,0.0
20120418,62.38288169907272,0.0
20120419,41.58757290880626,0.0
20120420,20.704798271554086,0.0
20120423,21.11101228242718,0.0
20120424,21.216133207838688,0.0
20120425,-0.5091310073115537,0.0
20120426,-0.29138088256194833,0.0
20120427,1.2833465770351906,0.0
20120502,3.4959958189642792,0.0
20120503,1.6272966992788,0.0
20120504,25.024645626786327,0.0
20120507,20.412149252037835,0.0
20120508,16.059102751464327,0.0
20120509,-7.08355395537338,0.0
20120510,-30.301092550082608,0.0
20120511,-32.08043363265387,0.0
20120514,-55.79964973069533,0.0
20120515,-80.89881003750202,0.0
20120516,-107.19149909831326,0.0
20120517,-106.86674882779532,0.0
20120518,-130.6192066374213,0.0
20120521,-125.82929195095156,0.0
20120522,-121.0905422061131,0.0
20120523,-118.74790437190458,0.0
20120524,-116.21430042481222,0.0
20120525,-113.48271456971266,0.0
20120528,-110.28131507083012,0.0
20120529,-87.90219766147167,0.0
20120530,-65.18346504273524,0.0
20120531,-44.229173504575066,0.0
20120601,-24.26197620630976,0.0
20120604,-6.96247031231147,0.0
20120605,10.270194640073802,0.0
20120606,12.959133867379444,0.0
20120607,15.581634139157046,57.31119522749262
20120608,31.95076116674586,56.05128818137504
20120611,34.98024445743074,55.045105098740976
20120612,19.10644626723781,54.933040470781734
20120613,3.534896082353035,55.98030652003395
20120614,-11.90041278336643,56.958833295161675
20120615,-13.778692793642204,57.850573587406345
20120618,-13.583921663910264,58.53256137842018
20120619,-27.306354989925715,59.09057621428773
20120620,-27.28618116956624,59.706517867876826
20120621,-27.177657712784878,60.30067669491179
20120625,-26.815251569532798,60.61855703136391
20120626,-27.45174322280418,61.12414590733182
20120627,-27.9324320799786,61.455689970505475
20120628,-28.553321143734724,61.60748049237625
20120629,-29.15070695815607,61.63761228695879
20120702,-43.2066869849099,61.49466714226993
20120703,-40.75861691317866,61.35947320248372
20120704,-43.13822279629187,61.17691226607194
20120705,-26.48645627818497,61.27011159387138
20120706,-10.102426754215369,61.35860871297011
20120709,-5.617621617764404,62.678893649244536
20120710,13.715994378818113,64.54740694048928
20120711,33.03393002461628,66.55290265243517
20120712,53.61973756493565,68.60190958368068
20120713,74.12553081551573,70.20749221259666
20120716,94.33059836413288,71.84634543606282
20120717,98.00409325708374,73.54709245978947
20120718,120.42707192706277,75.40618091310805
20120719,124.20627521359359,76.86215600082343
20120720,128.65411179299053,78.85453219299697
20120723,132.77762157503108,61.02410447799936
20120724,136.19155893795875,64.65106596946865
20120725,140.19324533199858,68.07167898637293
20120726,141.00739993015318,69.55519013379929
20120727,113.78203612222312,52.18672559708987
20120730,115.4374073981206,53.92293538965051
20120731,117.93033404059524,36.73137061485778
20120801,120.37760036376287,37.999853620366935
20120802,122.13934064156881,38.89290771243931
20120803,123.99358895639539,40.23151409410424
20120806,124.71490295573506,41.428997600226474
20120807,125.13331002741509,20.593968984025253
20120808,124.95791758821022,-0.19483468589376401
20120809,126.99685514376854,-19.396966238878093
20120810,157.25191935617906,-19.571279407407786
20120813,158.97298533444902,-38.83839684868368
20120814,159.315423239021,-39.215203528975934
20120815,159.50639193488362,-58.175029193200416
20120816,160.24709024829633,-76.80069261700824
20120817,159.47355002553022,-95.94314787483503
20120820,158.33791143245864,-95.95025707190067
20120821,157.18756482715975,-95.22609806410013
20120822,155.4918894184284,-94.38980218788566
20120823,153.1713297277014,-77.5996936504757
20120824,150.86040278008954,-75.06583567077942
20120827,148.42122201793603,-72.38479356955716
20120828,145.87027297946793,-55.619186488552295
20120829,143.64385773799626,-53.14535479747688
20120830,141.61619390370274,-50.970456811625624
20120831,140.78064051654368,-48.866939316176236
20120903,113.05767874688027,-45.25901603252465
20120904,85.3733197408547,-42.37900824985552
20120905,58.062063681436555,-39.590489919825394
20120906,31.377952282692423,-41.066949473849704
20120907,5.161279281044761,-28.429936640673382
20120910,-19.27676968266608,-26.253690163926024
20120911,-43.32237465263046,-38.202446992845914
20120912,-67.9934533553638,-35.89487196359761
20120913,-92.6153925561114,-33.10628248826282
20120914,-116.33917816073836,-30.178069503364107
20120917,-113.35942749178726,-28.615394900740064
20120918,-110.10945189974632,-27.000999647348635
20120919,-106.71077801765234,-25.358633985461005
20120920,-103.5458914440948,-35.61335540270328
20120921,-100.95287326817277,-45.52660914694641
20120924,-99.84726038494665,-44.876194297984945
20120925,-98.77976735730302,-44.262531384655325
20120926,-97.23001563635621,-43.62293180494477
20120927,-96.07058337227677,-43.183539780560054
20120928,-95.81545076747378,-43.09815635964046
20121008,-95.7646938795009,-43.109708835297724
20121009,-95.98678829449253,-43.16823236346663
20121010,-96.083625165205,-43.228167337786196
20121011,-96.02764627520207,-43.261551022227906
20121012,-96.12722405535159,-43.41907410158369
20121015,-97.42368435765556,-44.348156440731685
20121016,-98.47618116638482,-45.24340434375325
20121017,-99.4814962665663,-46.142002504842395
20121018,-100.41681524142896,-47.11081262226016
20121019,-77.1616582091015,-36.525090551071344
20121022,-53.79339918057315,-25.859751195027194
20121023,-30.247948626815866,-15.174041203522634
20121024,-5.909572196004288,-4.103840413311997
20121025,18.873314206182265,7.053766470534917
20121026,44.08154191497199,18.457166208967564
20121029,69.84305493841359,31.064952401096093
20121030,95.7305545578283,43.6775818585989
20121031,121.57401831194989,56.26942900559776
20121101,146.96022795313272,68.75395361228752
20121102,149.66966672103442,69.93583741497596
20121105,151.1128062168881,71.28756963167712
20121106,151.898232973135,72.48789912808131
20121107,148.2468264455741,72.36023379005692
20121108,144.2141714746487,72.27494548322008
20121109,139.48350577483296,71.89213395559369
20121112,135.9059711508098,71.28025453220803
20121113,132.06586966981615,70.55384470843293
20121114,128.25077264037378,69.70405976524441
20121115,124.93667023406508,69.04813483486548
20121116,119.88103166305112,68.35753185037967
20121119,115.99642025740395,67.4363044780896
20121120,112.4850964304346,66.5198686512884
20121121,112.58019804609849,53.36431941357846
20121122,112.65842615855684,40.139233819067414
20121123,113.49683413327291,26.82806009706804
20121126,113.39346228938973,13.209772456825528
20121127,113.4251236397999,-0.30332307042230866
20121128,113.22307321461612,-13.58467845160684
20121129,112.64282322199169,-26.946591936985925
20121130,112.35739570179871,-40.818603436133756
20121203,113.19793217427059,-55.35971536267466
20121204,90.37234561888653,-69.48870223964718
20121205,94.0903436062144,-71.49501952618755
20121206,97.43588271168898,-73.30544184876696
20121207,101.10445503705438,-75.05524628566276
20121210,74.67310141721414,-76.92348226761126
20121211,47.97094854400875,-79.02275612669278
20121212,21.467040235416384,-81.5307536823436
20121213,-3.9308090736048356,-83.55381713553507
20121214,-29.948129359535706,-85.33810703047492
20121217,-26.8002452446172,-86.50649591764488
20121218,-0.5886098343790763,-87.95305906889796
20121219,-2.4448888256397368,-87.56116294300189
20121220,-3.78894704230608,-71.03150821667428
20121221,-6.424210673481244,-55.5319248795527
20121224,21.256229616493886,-39.89100674368173
20121225,49.20452215761776,-24.022173127916588
20121226,77.20311861835438,-7.893828287643808
20121227,104.98038901110309,7.7594935957005475
20121228,133.22157597478036,23.64496877887992
20121231,131.42257706347814,39.91693537373197
20130104,130.41079367451312,55.6462313036709
20130107,130.6788947198691,69.94148430259636
20130108,131.01682962894853,68.01844982499551
20130109,132.0051674554185,67.32379402066792
20130110,132.99407064186204,66.53757511829674
20130111,133.50042813876107,65.68872761435009
20130114,134.00509588651352,64.8921926726284
20130115,134.5175332953389,64.17187793276656
20130116,134.42700457599622,63.237051787821464
20130117,134.29128490266106,62.05448081904101
20130118,134.5930357851477,61.44147531248334
20130121,137.2371448827869,48.83524851695038
20130122,139.7001657214783,36.00436963955116
20130123,145.37587754674993,21.08889020811654
20130124,150.3030368700303,6.334341305964716
20130125,155.6915464040631,-8.676296057395973
20130128,160.62064490588162,-23.409905636583808
20130129,165.05621634640866,-38.168476802428415
20130130,170.06798586525616,-52.965714879331095
20130131,174.74171908941616,-67.26400764335663
20130201,179.6257036517766,-83.00187306065556
20130204,182.42431293308704,-87.77716788076734
20130205,185.61560384853695,-92.49177597972019
20130206,186.62467054066602,-72.21271049033876
20130207,188.27673688045587,-75.20660363733354
20130208,191.2978754798896,-54.99111748723451
20130218,184.61385722922608,-38.797206601188016
20130219,177.96404320419745,-22.419432180280307
20130220,171.50948266194172,-5.883876767816391
20130221,163.649175418904,9.15031632605476
20130222,154.73560840458953,25.6925909700082
20130225,145.71951952602478,43.90519383319679
20130226,136.38714863019842,62.30913714861706
20130227,125.63655676530134,57.62304236408757
20130228,114.97227632171965,76.02223606259805
20130301,102.84105750542092,71.45138552100384
20130304,100.84630662192919,70.58622178179453
20130305,98.79866554723534,69.43591317134631
20130306,96.40408585975007,68.26334201501162
20130307,95.77550924693541,68.51997725715003
20130308,95.51536239579687,68.8258998577182
20130311,95.2491659161461,69.14518543684672
20130312,95.04394595418886,69.397064713065
20130313,95.07625337475413,69.74075069318351
20130314,95.0850286401154,69.99722912666358
20130315,95.12199952419203,70.30549173993288
20130318,98.65026276967066,54.28873770454063
20130319,102.03874658367793,38.542355919856206
20130320,105.33310650789106,22.596089852022953
20130321,77.31909357042318,2.006962178955041
20130322,47.21094828634764,-19.121953582531674
20130325,17.22745200908623,-39.63734530517374
20130326,-12.708184820169262,-60.16363367920748
20130327,0.8821155212108295,-79.2592497663399
20130328,-30.9681249471628,-97.24088246123672
20130329,-65.41700267768802,-114.96297365371495
20130401,-103.39749311080557,-115.87929805026974
20130402,-141.32088618699257,-117.25910682809766
20130403,-169.40020254492325,-116.08441946249411
20130408,-165.39468171966593,-110.31756115881016
20130409,-159.52800394432916,-104.05195372487768
20130410,-153.7820924714963,-98.03492030016724
20130411,-120.92245837586447,-91.82161600620115
20130412,-131.032076414316,-86.98670110696159
20130415,-101.16636727942009,-70.83284322750114
