trade_date,AD.SHF,AL.SHF,AO.SHF,CU.SHF,NI.SHF,PB.SHF,SN.SHF,ZN.SHF
20180102,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20180103,0.0,-35.370714276660195,0.0,85.76779163321567,12.193770058971538,-15.4797263997758,-26.082385818038656,-46.02131627448465
20180104,0.0,-40.871360589584725,0.0,57.991434225829096,14.886660886503039,-18.984314026859074,-31.946183698842916,2.7357810801695646
20180105,0.0,-40.33384087084161,0.0,51.08175205574242,16.179143741945275,-22.11026186069164,-37.13664430050499,22.540751179086218
20180108,0.0,-39.175875186388936,0.0,49.23148256227544,17.60307544417341,-24.170084391011258,-38.58739950477766,-1.960204802143696
20180109,0.0,-38.840641757407994,0.0,46.80236058773732,18.98991728229537,-25.559838153593713,-40.837409689600754,-14.44054946263868
20180110,0.0,-39.49267322312083,0.0,46.13178511717644,20.28383082328566,-25.73809208428493,-42.59360576081954,-19.04446298758515
20180111,0.0,-38.43736129918702,0.0,45.25943721988039,21.540785542473042,-26.314693844147772,-44.6473117075001,-6.465934148255837
20180112,0.0,-37.7796877355294,0.0,44.93268021903656,21.321855208178615,-26.796392414053333,-46.85513149029473,3.0362257090787628
20180115,0.0,-37.58753705956073,0.0,44.863560096283734,21.41249010594333,-27.458363896341616,-48.64212144704683,10.41955361081945
20180116,0.0,-35.13692752495959,0.0,43.73955416363932,20.765738526142357,-27.055896956072132,-50.594756678514855,15.135066872041724
20180117,0.0,-33.46482757518526,0.0,42.28815679120698,20.364342155320365,-26.26828892958551,-52.58230118277371,19.070828337684006
20180118,0.0,-32.375385740245534,0.0,41.33879251384176,20.215688689814012,-25.777491285401876,-53.53400068190919,22.374772091247543
20180119,0.0,-31.29941638419666,0.0,25.632290010842528,20.25583440820836,-16.075721789333855,-51.15793839602507,25.201245064603864
20180122,0.0,-30.600779043454963,0.0,13.128212390112296,20.167213079367965,-8.268312176165146,-49.466063534649784,27.654716132782045
20180123,0.0,-30.218053509096283,0.0,2.9084010028268454,20.13931423596523,-2.2022261247208315,-48.39937208373925,29.858138911876384
20180124,0.0,-30.078705625631006,0.0,-4.248025702886912,20.122073133285333,2.5993985981363683,-47.7479176838293,30.9137132826604
20180125,0.0,-29.786610141269094,0.0,1.804103947830903,18.86224356461066,6.587629545430976,-47.47129994157091,31.15976797875918
20180126,0.0,-29.54857179894835,0.0,6.776942078011768,17.904951568076648,9.816182572931472,-47.49610803142445,31.45678542089024
20180129,0.0,-29.445708129777582,0.0,10.896294655343645,17.17658246202632,12.291091174673157,-44.78006806017232,30.119689155552663
20180130,0.0,-29.258968298829032,0.0,14.071168389782313,16.55432507827583,14.18313259387653,-42.50210026917732,28.921137460181594
20180131,0.0,-29.11230998805667,0.0,16.63089861099229,16.025223824807085,15.855509705749569,-40.81075452107875,27.958274015157635
20180201,0.0,-28.95581135336414,0.0,18.815701865515916,15.588124849004318,17.16803640257298,-27.313577002761345,27.1921283236803
20180202,0.0,-28.847178564910422,0.0,20.392649288088805,15.159692288193861,18.23140799063836,-16.390452278291963,26.54865484931012
20180205,0.0,-28.881623963238223,0.0,21.628830376325272,14.70967773538184,19.07323858415735,-7.480060532088377,26.024603393569144
20180206,0.0,-28.787976495373602,0.0,22.70723667839277,14.333710710979874,19.865124253135843,-0.2226822236549338,25.59133866361646
20180207,0.0,-28.621880602122133,0.0,23.590347980166783,14.028564038785255,20.442734335613412,5.617560689519319,25.39008878252665
20180208,0.0,-28.772376426934137,0.0,24.184991212289315,13.745382944698717,20.887049077955897,9.966022011784911,25.22049796036601
20180209,0.0,-28.931387216504827,0.0,14.94801366362156,13.521347426974133,21.286479702549563,13.108026006531041,25.07252073200865
20180212,0.0,-28.83747037489875,0.0,7.391720158861618,13.327673833098727,21.62019768720767,15.642474813124332,24.908470445842987
20180213,0.0,-30.06864036516795,0.0,1.2479088444358808,13.249385438056429,22.273784004253404,17.70428133230443,24.766894814453053
20180214,0.0,-30.331117819225167,0.0,-3.698556319534829,13.120845071214841,22.844345409531357,19.164154904715446,24.42679196269647
20180222,0.0,-30.522084256839378,0.0,-7.751155260034396,13.005936532060149,23.367819842245027,20.235748338591463,24.01329367431046
20180223,0.0,-30.234624034322835,0.0,-10.744708093627661,12.873269611198499,23.986704055426735,21.40380893690886,23.633343713198823
20180226,0.0,-30.035934934959396,0.0,-13.208114564620384,12.791357273174956,24.50642981389189,22.3809450161544,23.323014570419502
20180227,0.0,-29.87349638246307,0.0,-15.215778169948063,12.73459599069776,25.371798370212865,23.14847976927908,23.06829054821302
20180228,0.0,-29.708671830371518,0.0,-16.99613848184991,12.694011179083606,25.911541621244098,23.78127249392413,22.92447350781429
20180301,0.0,-29.80116518678477,0.0,-19.11312344903196,13.496305138487022,26.346304781582404,24.262175247707123,23.016685292495833
20180302,0.0,-30.079411643247834,0.0,-20.902546088922488,13.953595232669421,26.687397517115,24.657482184711686,23.06644860688558
20180305,0.0,-30.23048297588438,0.0,-22.325636960844868,14.403595908082833,27.632183691514967,26.428662366476505,23.96728966690192
20180306,0.0,-30.404170599916863,0.0,-23.48523938211637,14.854642781439626,28.67009515684823,27.85290563785935,24.673219267324903
20180307,0.0,-30.268704004143682,0.0,-24.48222484073441,15.263249135213847,29.49130612456048,29.02681844594503,25.250856535939672
20180308,0.0,-30.232567800955604,0.0,-25.213672119251477,15.547217020664212,30.436134188506056,29.964186574686277,25.68531492424356
20180309,0.0,-30.074440365423637,0.0,-25.711089019515615,16.032369381252185,31.360150185921277,30.62059054234365,25.834117694721584
20180312,0.0,-29.964307746141156,0.0,-25.762318816541875,16.19139072338152,32.14998696680499,31.429646864911952,25.52851880389418
20180313,0.0,-29.780778265662217,0.0,-25.81366050427933,16.35588770266002,32.4348396006431,32.03146715014911,25.240175325356812
20180314,0.0,-29.56071226736716,0.0,-25.665564980573794,16.497115751646188,32.21537011875923,32.76809594899347,24.9773904654261
20180315,0.0,-29.357708078896348,0.0,-25.781952060384143,16.700993344508134,20.706175087203725,33.818239921395744,24.673945055767945
20180316,0.0,-29.188803979127474,0.0,-26.048005922285846,17.020315300511673,11.370265050205232,35.587268099468986,24.41594471882211
20180319,0.0,-29.27126307456706,0.0,-26.023298642392135,17.194897308121938,3.9247136309264237,37.190037268509194,24.22161346458641
20180320,0.0,-29.309284835192912,0.0,-26.108936914221722,17.368006702012362,-2.167727096184161,38.302909812789196,24.25222176036465
20180321,0.0,-30.063096700621585,0.0,-26.130655731992768,17.779881251586385,-7.910263985684427,41.2964250746659,24.59036637796254
20180322,0.0,-30.66253001683305,0.0,-25.87320209780509,18.129031852745328,-11.068163375189984,43.30817277308437,24.411348703789244
20180323,0.0,-31.71385046990281,0.0,-25.61578317496584,18.218231185937903,-13.23621525443424,42.0823005686828,15.54727988384168
20180326,0.0,-32.5908653527432,0.0,-25.098648594579885,18.189279102223008,-15.034307442533065,40.9184646635224,8.232920212945043
20180327,0.0,-32.966529459982176,0.0,-24.44591133892049,18.06524525759543,-16.422346007405643,40.14915628286196,2.507419481912551
20180328,0.0,-33.30044559716772,0.0,-23.99565627468551,17.959523784764322,-17.69280217810876,39.38076538537327,-2.2118254264832498
20180329,0.0,-33.461003873087144,0.0,-23.453548777852387,17.624428216820622,-18.729934940942695,38.455671362115694,-6.012255355879312
20180330,0.0,-33.58696214453635,0.0,-22.971394247670776,17.47245791825798,-19.63954043397703,36.6236022152367,-9.130061468065312
20180402,0.0,-33.039139321993986,0.0,-22.576640992651036,17.341609282391673,-20.43785134713399,34.953311716573154,-12.18098898261144
20180403,0.0,-32.74725584799599,0.0,-22.343996728039862,17.267041891757554,-21.018822645635794,33.62275755170936,-14.716291248490299
20180404,0.0,-32.79694063608279,0.0,-22.153816421625297,17.203981009114578,-21.4947665781119,32.533642705827376,-16.754162781327434
20180409,0.0,-32.291924971216865,0.0,-21.98522152100648,17.192794948879595,-21.91606650602358,31.690404845570832,-18.430852656767396
20180410,0.0,-32.09532869992212,0.0,-21.980078042907515,17.12178388067403,-22.281849574137368,20.791621996685638,-20.258305658907375
20180411,0.0,-31.93857948003984,0.0,-22.183839212263585,17.495441411709187,-22.584655750025266,11.84981224269147,-22.19174356050886
20180412,0.0,-32.414573482852376,0.0,-22.307255484609787,17.785031715532334,-23.065225037743954,4.577252196632166,-22.09226854585809
20180413,0.0,-32.19963263866783,0.0,-22.565249631402658,17.932187725932952,-23.661065252653724,-1.432413584376352,-22.033599510124464
20180416,0.0,-32.02177454322888,0.0,-22.780287450309917,18.0862656055766,-24.172444818764728,-6.268774437886661,-21.991574055765987
20180417,0.0,-31.28878916110038,0.0,-22.895202514568677,18.197678941897433,-24.612771164193546,-10.166988989893516,-21.967484379821986
20180418,0.0,-30.731970157886348,0.0,-23.08904599781524,18.376798108361754,-25.15220257910023,-13.32084357208851,-21.868473077829762
