,GMV
20180102,0.0
20180103,385.43184330177775
20180104,342.9318350330596
20180105,331.67689505278855
20180108,318.2999882146763
20180109,312.1856844421234
20180110,301.8701477245192
20180111,280.9068725068258
20180112,245.06418057096514
20180115,214.90192948594276
20180116,190.267942162034
20180117,178.60206180954998
20180118,170.9094032727419
20180119,168.40806990794826
20180122,179.23455047965498
20180123,191.80353139318942
20180124,198.75563495434744
20180125,203.19409263557077
20180126,210.11765939899195
20180129,219.67005792163832
20180130,230.5304587954821
20180131,237.39689295691744
20180201,245.081911935293
20180202,254.39753939494517
20180205,252.4750569791951
20180206,250.96973900586963
20180207,245.730599686692
20180208,240.56692409429292
20180209,227.77132569997408
20180212,213.7143979174509
20180213,203.34094574646969
20180214,201.16428489496488
20180222,198.9154902333674
20180223,187.7256415033493
20180226,186.91165358834326
20180227,194.83752110743163
20180228,198.2980152385566
20180301,198.25655026986252
20180302,196.2299258024151
20180305,192.0517023122998
20180306,192.48503028520832
20180307,189.95080828934724
20180308,182.73214866342556
20180309,178.09582264935236
20180312,178.18855687683362
20180313,177.97799629663587
20180314,178.0592832039644
20180315,179.91500338094914
20180316,184.53059186159481
20180319,189.40645240201067
20180320,197.15307271666015
20180321,206.23430705889456
20180322,214.20393230834236
20180323,220.81454170003258
20180326,227.98566254908255
20180327,236.89662881789587
20180328,239.43050992008705
20180329,243.5113659107425
20180330,240.52245684363567
20180402,242.52021593809695
20180403,244.27042223227528
20180404,243.02014687052701
20180409,238.01900745490778
20180410,226.5193980246481
20180411,216.09599769233168
20180412,199.72950326884703
20180413,185.2606589851317
20180416,185.68510243883054
20180417,184.0571291453718
20180418,189.5903101349435
20180419,178.98946339305053
20180420,170.91614551250586
20180423,163.50979300625858
20180424,164.37885121448113
20180425,170.91135582350674
20180426,175.90858960410858
20180427,182.35373112336026
20180502,192.33768804641932
20180503,201.0204508490958
20180504,205.63667985266977
20180507,209.00205334721494
20180508,209.3281780235879
20180509,216.46552980905213
20180510,223.3126089036825
20180511,217.27062238820753
20180514,212.84546580979756
20180515,210.05128697683713
20180516,190.9097625539098
20180517,198.02475367108852
20180518,187.18703538481793
20180521,179.08187337661872
20180522,174.92359991772295
20180523,174.65915471990115
20180524,169.96109929813593
20180525,164.73781478061187
20180528,178.40483930543928
20180529,184.10538708246168
20180530,187.69578953260702
20180531,196.29724498086594
20180601,207.85708928717517
20180604,215.9585062723503
20180605,223.68897809697074
