,A.DCE,AP.ZCE,B.DCE,C.DCE,CF.ZCE,CS.DCE,JD.DCE,LH.DCE,M.DCE,OI.ZCE,P.DCE,RM.ZCE,SR.ZCE,UR.ZCE,Y.DCE
20180124,-28.018466415159086,0.0,-20.97886146517244,25.218271245220524,5.512123752430021,16.182313150430275,-23.83904685544526,0.0,-17.349481317094504,-21.465357382384617,-18.137769037029503,-17.379853737330983,-44.80923776731848,0.0,-20.584369578935334
20180125,-26.80715091874373,0.0,-20.77933670402906,25.764283108506536,7.880655327314002,13.052336875538877,-24.12232917567238,0.0,-20.08849876744479,-21.69277709915251,-18.42726959637119,-18.665735378423424,-44.78894732361003,0.0,-21.007715307989866
20180126,-25.943901009396605,0.0,-20.665745196444767,26.215800211081078,9.886463035656638,15.423461751140131,-24.487110069050647,0.0,-22.375091827084624,-21.969743480668527,-18.76731494811784,-19.67269270651034,-45.01388367658147,0.0,-21.46387545753835
20180129,-25.352834205132392,0.0,-20.654105475708324,26.724676217446532,7.984477872445999,17.440202727221827,-24.53385721352975,0.0,-18.116210286840975,-22.305049931403758,-19.104677519548694,-15.941952279601768,-45.312329493879595,0.0,-21.94408987069436
20180130,-24.8968444563071,0.0,-20.505318971704195,27.418325040765392,6.444103208515618,14.116466535690137,-24.927433539774796,0.0,-20.062200847427523,-22.98482059212642,-19.79611101176563,-16.932090431612153,-46.11339385483349,0.0,-22.717400798471047
20180131,-24.633470004814942,0.0,-16.66110249319089,29.400520706621926,5.192853751067645,11.404095187651178,-25.50363350419388,0.0,-21.62062250417765,-23.455019953038057,-20.352342261994615,-17.739507962198065,-45.33141879623445,0.0,-23.25456660801163
20180201,-24.061005739867955,0.0,-16.557941378471817,30.097270889199777,4.175295720920497,9.222286978546041,-25.97333752758392,0.0,-22.74666076854523,-23.949125712453174,-20.77788960771928,-18.426831456886877,-45.28185842051395,0.0,-23.609229144615558
20180202,-23.61407273240908,0.0,-16.470488477287542,30.761213122124808,3.3447938089637175,12.001627512218558,-26.3390916544638,0.0,-23.238722059668195,-24.119297117419098,-21.061797171354126,-18.768601641151996,-45.31836640988033,0.0,-23.642023433599512
20180205,-23.149440126146786,0.0,-16.37298965379033,32.599922417334206,2.669167319520676,14.855630832877837,-26.441071881695667,0.0,-23.660981405805114,-24.299604644115735,-21.382899959029043,-19.103973122000372,-45.35744221747016,0.0,-23.91769169892004
20180206,-22.742714662408957,0.0,-16.30117498182358,34.106104751239165,2.117741611202496,17.197405222203273,-26.5184202677925,0.0,-24.028249270822275,-24.467552416899295,-22.007428178596964,-19.407510083167285,-45.40209635383212,0.0,-24.329399782259404
20180207,-22.41113172546185,0.0,-13.261170464468151,35.018850795530135,1.667789700139252,18.892571444050212,-26.55567032619645,0.0,-23.834815081544118,-24.59907676717226,-22.49553243664887,-19.43895000675605,-45.449025671116594,0.0,-24.526084246260517
20180208,-22.13341448769791,0.0,-10.78066450780432,35.96556410668082,1.30108934821992,20.392683875743202,-26.558145761780228,0.0,-23.749499836325477,-24.694082477891467,-22.869392813166705,-19.565772851684734,-45.00457841259402,0.0,-24.666984999554117
20180209,-21.837480639798574,0.0,-8.752906725898868,36.84397102361272,0.9986333421924921,21.737896715090667,-26.510243658858997,0.0,-23.903923869503465,-24.87480506325996,-23.497670576749375,-15.923551656513332,-43.944390002679576,0.0,-24.912172534096687
20180212,-21.722613661047458,0.0,-3.895373678672787,37.45963121524264,0.7495241203560687,22.85939031751025,-26.16989349725729,0.0,-19.465628251820476,-25.018809108295738,-23.435524391926883,-12.954133099881249,-42.477916969984896,0.0,-25.03866165798103
20180213,-22.291185389898953,0.0,0.07318199783181838,30.511738257374137,0.545849954084623,18.609554754098554,-26.085593971628857,0.0,-15.838405183335649,-25.327751880770414,-23.42328198298931,-10.528202755801352,-41.2611140915596,0.0,-25.1379108357568
20180214,-22.74137718770702,0.0,3.2470531510865404,24.83809325795724,4.079354166331446,15.137814252991781,-25.438233522922864,0.0,-12.873321256144585,-25.449788437323786,-23.484809299055772,-8.545203334145627,-40.27780478723415,0.0,-25.228469147391895
20180222,-22.74844798080286,0.0,5.778230137381896,20.199580941576386,8.202087463745356,12.299654704059172,-24.928030964254443,0.0,-10.47437970898479,-25.58910554241198,-23.63831446086551,-4.293047696944489,-39.51473076532226,0.0,-25.26238158284759
20180223,-23.828614194046374,0.0,7.37190601316491,16.405740311930373,11.991807382072356,9.976310951568609,-20.327942241519814,0.0,-5.630672020037064,-25.1243159975879,-19.262121949102635,-0.8189510456544677,-38.333638700539105,0.0,-20.585922696800132
20180226,-19.3928682896317,-0.7957785005511459,8.677036210894569,19.32828483084474,15.630490907780676,12.020761814409065,-16.5660396979402,0.0,-1.6714285305683405,-24.889056923292923,-15.682896619231963,2.020712614195516,-37.37655083081128,0.0,-16.758136565055104
20180227,-21.140959512914183,-1.4210309773118288,9.848876150520908,22.214366840371767,18.67225623596325,13.742119599420512,-16.865923111907875,0.0,1.5702631096817705,-24.704526820366745,-12.755678971550035,4.333732476167781,-36.52719191239112,0.0,-13.627886726682684
20180228,-22.68414355805515,-1.9307143917720941,10.811200227061203,18.29123298219861,21.229065836184255,15.139546181561274,-17.160521079078418,0.0,4.300126415824195,-24.57825312150358,-10.361874020820004,6.28895088267777,-36.01998418705992,0.0,-11.068315433969124
20180301,-18.457751146343597,-2.34442993533532,11.487781191047215,15.08205164623533,23.245826986317162,16.203205029670457,-17.478196899844004,0.0,6.45827958444192,-24.47400056021109,-8.403801601942632,7.944704665868257,-35.60739006671656,0.0,-8.974727323839089
20180302,-15.00263321090052,-2.6777904902147256,12.045112257074699,12.45511058053106,24.832198627835982,17.07180137813695,-17.727458854389226,0.0,8.039995439486475,-19.94319832826187,-6.808106151731624,9.073295114218627,-35.272556037094965,0.0,-7.265321784778328
20180305,-12.178112479458498,-2.9561760800256223,12.412546484585192,10.286960101509612,25.590112601415065,17.407373558662137,-17.32191698323217,0.0,9.324226231925467,-20.415548124860234,-5.502286593950697,10.044722932620378,-34.84782436610149,0.0,-5.866735783722876
20180306,-9.869073177105475,-3.1443109157726252,12.694580572651192,13.71964219895149,26.559234192916616,17.67803832138817,-16.987134522838613,0.0,10.390571319142392,-21.196532596339985,-8.399721541931365,10.823163819954859,-34.09098794366738,0.0,-0.10091331708413641
20180307,-7.982033520270091,-3.2979984048860347,13.108263610284947,16.009800794193318,26.665355401580058,17.8955198144771,-16.651246820572496,0.0,11.233542651302665,-21.749734013850706,-10.646828420188726,11.425623323751363,-33.98619888439402,0.0,-0.1637676573629798
20180308,-6.399346051489374,-3.4235966219520417,13.557032765098636,13.010231137912028,26.63790895344905,18.424978048407507,-16.378116578802164,0.0,11.97343273090237,-22.235995363803593,-12.330959869073984,11.925206704556084,-33.9429130684382,0.0,-0.2191178723436784
20180309,-10.212356749740964,-4.21651222647379,13.911719998811218,10.559096606246422,26.482016525940786,18.82479128418622,-16.155045779779094,0.0,12.681171920576531,-22.691596625252735,-13.576677771316026,12.425514576949356,-33.76440747320878,0.0,-0.2653176495860144
