trade_date,AG.SHF,AU.SHF
20180102,0.0,0.0
20180103,-138.55710058240615,362.6026700485713
20180104,-141.91774016440343,103.23398240180545
20180105,-155.17120163353607,8.896283854471173
20180108,-170.55118429008422,-43.92584277886545
20180109,-185.81617003895985,17.21563604042411
20180110,-182.7958718867177,-31.312601289245375
20180111,-181.11925527124217,-66.83165439480597
20180112,-97.48375778576668,-8.46020416747606
20180115,-44.85027887601209,37.146450071578606
20180116,-6.280867392423567,71.87670966053369
20180117,20.602812255667178,97.00341548489605
20180118,41.06678588353136,112.5078502582013
20180119,57.49873897882076,124.67071894528942
20180122,71.28618298220863,135.56535874678764
20180123,82.77603520779746,144.50173662091422
20180124,92.6012990633466,151.06043920694535
20180125,92.17829458912293,156.52785690795753
20180126,91.76569890535814,158.2016375019532
20180129,91.75438180197816,159.01109218868223
20180130,90.49747781275177,157.95833336669372
20180131,89.39196568856289,157.7852141598831
20180201,88.53592014975813,158.4934477213084
20180202,87.86749358970964,159.62612000206548
20180205,59.31683854888541,103.05247865474583
20180206,36.55678388159141,59.31662305952457
20180207,18.140397926397092,27.476014059609476
20180208,3.5631202594645193,1.0340498836936016
20180209,-8.272259661337014,-20.025054194172583
20180212,-18.36599453801004,-37.432575954302756
20180213,-26.37822585753379,-50.87184981249076
20180214,-32.98130278621104,-60.89761885859533
20180222,-38.154400110903524,-68.46987053797672
20180223,-42.22624735887379,-74.48410598535648
20180226,-45.310486798938385,-79.07010374911562
20180227,-47.87357814859623,-82.74631494795351
20180228,-49.817618028187205,-85.5076038735421
20180301,-53.22461919518366,-88.13529665184109
20180302,-55.969831554365534,-90.23462161671378
20180305,-58.05827904586789,-91.82878032619826
20180306,-60.32176564554698,-93.93468176711588
20180307,-61.966528046739604,-95.35258676314362
20180308,-63.31682339214451,-96.51967176967662
20180309,-64.38553524900664,-97.21038521699076
20180312,-68.72350527555491,-98.73536735179025
20180313,-73.48462835494976,-100.98154461612857
20180314,-78.09023333184022,-106.74436125822106
20180315,-85.60060164537252,-111.59270468829168
20180316,-91.56772750202005,-115.81864197660565
20180319,-94.8994252567014,-118.68348561577064
20180320,-98.14927362908199,-121.24075564299379
20180321,-100.91958827147299,-125.23288702053446
20180322,-102.54416053402494,-128.03541451067747
20180323,-104.32259416506703,-82.33390639888071
20180326,-107.15207591533331,-44.52196991505218
20180327,-109.21345710475306,-60.01224881645102
20180328,-110.32335688032605,-24.232697589492236
20180329,-108.15216972650052,-41.16088830168968
20180330,-106.14143769430791,-55.24093866476123
20180402,-104.51912475512403,-67.05165494027436
20180403,-102.8190200976387,-75.57147801884246
20180404,-101.93779639858343,-82.90247873649146
20180409,-101.22779719931782,-88.78387672764082
20180410,-100.78573783288186,-94.1465091630728
20180411,-100.16173445907702,-97.87203388079634
20180412,-99.59595543616263,-59.36413596926338
20180413,-98.70772722421457,-28.903674708119613
20180416,-97.57600246874601,-4.197688448695542
20180417,-96.7649321287525,16.363157749368817
20180418,-97.07931735307253,33.69066364823605
20180419,-65.4834310871222,48.032370098602144
20180420,-39.724968705026036,19.368805394314123
20180423,-18.07584209956485,-4.96294523307836
20180424,-28.039479995651266,-27.92696481309881
20180425,-36.201391990194686,-46.72110847883707
20180426,-42.92973960923482,-62.00331115507401
20180427,-49.00519623303146,-75.18516332816436
20180502,-54.899108203934,-90.92214337830204
20180503,-59.75799993590907,-104.01512918457456
20180504,-33.97461037325783,-55.46092492679667
20180507,-12.716453883846375,-12.632079977218185
20180508,4.747167893608613,22.460163543146546
20180509,-11.234734326674225,-14.951656149403556
20180510,-24.210514127324455,-45.53457116188957
20180511,-34.78692439854772,-73.87339169168264
20180514,-43.45002262823503,-98.75966401420162
20180515,-50.19377521042021,-123.13141440655875
20180516,-26.38963822119499,-136.98102865030282
20180517,-36.34852072004772,-147.69613026320445
20180518,-44.482431948487424,-155.59855186224976
20180521,-58.259864601191445,-163.53947501251707
20180522,-68.64194250838909,-169.31629972364289
20180523,-35.4480325050925,-174.86280545218486
20180524,-54.21979224867818,-175.07952734605567
20180525,-69.0032639816089,-173.47842719718344
20180528,-80.24927140761025,-171.4133055374671
20180529,-89.66912212266475,-169.25441560437264
20180530,-99.8865159819585,-167.23451966841301
20180531,-106.27669985424195,-165.50454318084
20180601,-110.87436535096127,-163.82126643180527
20180604,-114.75473250550367,-161.78673183043315
20180605,-117.94857147373723,-160.0442190062487
20180606,-120.20775773143265,-158.4043512950815
20180607,-121.99035981565709,-157.11332901297226
20180608,-124.11311115363404,-156.22995652309342
20180611,-80.64580765825865,-155.18028938823588
20180612,-42.24467729971395,-155.2699984490538
20180613,-9.612786523721354,-160.76286173185287
20180614,11.531068181779522,-166.43790425286593
20180615,28.897304343373975,-171.1602332434921
20180619,12.502244528686049,-170.2533705524234
20180620,-0.9659307862383717,-168.68491329711284
20180621,-12.012324607214138,-167.06817735680684
20180622,-20.838098318960927,-167.26322341263716
20180625,-28.08156216903977,-168.73161076265419
20180626,-34.108818334850085,-171.13234118621253
20180627,-16.772472883478798,-173.93458069311131
20180628,-2.619762305025855,-177.0567851125562
20180629,9.164608998864136,-110.33792639072182
20180702,18.870411814138613,-56.22252989997377
20180703,26.817878516127337,-9.502207606587989
20180704,33.30286279119675,28.30887011564461
20180705,38.640856017721696,59.54913852204823
20180706,43.067751575602045,84.92602336921391
20180709,46.68914380128298,33.32332559772803
20180710,50.13389004513818,-7.744900279578763
20180711,52.9505501715222,-40.56054531106679
20180712,55.24953369597859,-66.48564871203297
20180713,31.80719439936561,-89.64894983283592
20180716,12.526720151705755,-108.54685730705971
20180717,-30.885397356632915,-132.04784596954147
20180718,-53.54634642649686,-143.06953836113956
20180719,-71.8671362507169,-150.8286793978934
20180720,-92.30691969957796,-158.45904902782087
20180723,-107.41439210472284,-163.29168445173218
20180724,-120.28461615241872,-167.19109145838274
20180725,-128.81396796203967,-170.50760898704297
20180726,-135.99373191710387,-173.6879049212259
20180727,-141.34989707483737,-176.0777422662731
