trade_date,A.DCE,AP.ZCE,B.DCE,C.DCE,CF.ZCE,CS.DCE,JD.DCE,LH.DCE,M.DCE,OI.ZCE,P.DCE,RM.ZCE,SR.ZCE,UR.ZCE,Y.DCE
20180102,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20180103,-124.99217894415271,0.0,-60.06192373541652,40.050538113421126,-20.455553435048802,64.83570930824926,-11.891450125997993,0.0,165.334045451279,-15.577055977741264,-11.787531151009214,68.32165454326268,-29.507513771842937,0.0,-11.878734110521178
20180104,-121.89385052962825,0.0,-73.70021295908037,29.648496282726494,-24.529455156725422,38.59749192496447,-14.59746437969719,0.0,120.56212220422422,-18.450569657323747,-14.399303398262013,55.775806841059314,-31.624795273142922,0.0,-14.538825252660837
20180105,-107.86328257904097,0.0,-82.7624338056575,27.845362641290567,-24.716737612245748,31.385699037096582,-16.99578864585535,0.0,112.46588484393344,-20.480624825254466,-16.09553198821788,50.088809173470594,-32.216431601213316,0.0,-15.895835192825379
20180108,-103.8551179535263,0.0,-86.78783060164912,23.85427544764266,-25.771610624433944,26.166384316760528,-16.741648363103177,0.0,99.00043977286005,-19.73944374861771,-15.948706100599294,46.17021564154181,-33.213481156241485,0.0,-15.443118506682543
20180109,-89.47643004930241,0.0,-83.70741489013778,22.05430864488217,-27.274138825445565,23.604975081913953,-16.973983146822135,0.0,90.75751153041448,-19.838417375287516,-16.142593240234138,42.423672804093435,-34.98119035751939,0.0,-15.62822636556408
20180110,-80.36402791834855,0.0,-67.25006863440542,21.326983584182702,-28.790821522451356,12.577885068273742,-17.470851015394288,0.0,83.93152369833774,-20.23103811442391,-16.254830454118277,40.28627068153851,-36.25256548957227,0.0,-16.1141847625597
20180111,-68.96810149237506,0.0,-55.65014213846966,21.064952869623436,-13.243928691371531,4.782135800712047,-18.113500671844722,0.0,76.87147907518774,-20.68273917426348,-16.620480772341093,22.817474942853686,-37.88082724541035,0.0,-16.686868776914007
20180112,-60.666422230137314,0.0,-47.54008289240272,21.157241031040602,-2.781981767743545,-0.9095425939989168,-18.84978628278193,0.0,50.03588907233386,-20.688914165167116,-16.61586915144362,11.042764626171033,-39.718513643712285,0.0,-17.02838676562831
20180115,-54.231915814359844,0.0,-41.804688976648336,21.494351501563496,3.282398418352421,3.8669605015287503,-19.6677831182775,0.0,32.24946163294893,-20.87929166235514,-16.826428691757677,3.2646532147809513,-40.157075615921,0.0,-17.517677493745154
20180116,-47.2662617219225,0.0,-37.617269385927464,21.985674667781247,7.9695896386170775,7.709535812401042,-20.356222291190402,0.0,18.464074212062894,-20.891331275633224,-17.10188574127064,-2.8908954764500394,-40.843194127182166,0.0,-18.074459461027086
20180117,-42.1239833130618,0.0,-34.51606870961252,22.540902634893687,11.563582725190164,10.521950038231338,-21.065345565627382,0.0,7.9650043740518,-21.083324238395047,-17.342058329915783,-7.694046622418324,-41.514016474381066,0.0,-18.647680124301562
20180118,-38.30155753515514,0.0,-32.1468051117695,23.124309029869295,13.01447392252324,12.90134036735805,-21.652543500055845,0.0,-0.4778274654410719,-21.41746400763768,-17.59707036131283,-11.647374329398811,-42.41183094893862,0.0,-19.269884148517384
20180119,-34.615961142965645,0.0,-30.29131233402254,23.710085928083423,13.843657974752634,14.813547499263954,-22.268116170218338,0.0,-7.171569439666346,-21.394572107870193,-17.693137053068718,-14.57345316395794,-43.474826473498766,0.0,-19.742626188912908
20180122,-31.83162042599818,0.0,-28.797856598393306,24.352695724801844,14.416067904942867,16.48138124838107,-22.93584867594947,0.0,-12.698941485599782,-21.330866367446685,-17.791478568262903,-17.033536847271428,-44.27107625807565,0.0,-19.971817727272494
20180123,-29.705359871815965,0.0,-26.88343632926297,24.828599775232128,14.984723369304893,17.88692906598828,-23.634241572320914,0.0,-17.3267825533162,-21.411157874432927,-17.981634684886682,-19.173833228208284,-45.224558593941985,0.0,-20.28760498646093
20180124,-28.124274454995142,0.0,-25.466317756834886,25.31350471763739,15.487650629876395,9.864203897746652,-23.92907186901881,0.0,-20.396761725603337,-21.546418471002298,-18.20626392751962,-20.63793309198664,-44.978453938698316,0.0,-20.66210373340818
20180125,-26.908384585507417,0.0,-24.437195066348327,25.861578522648742,15.993422463953792,3.2702385944430894,-24.21342396753355,0.0,-22.58548593600253,-21.774697008310003,-18.496857747508102,-21.32842065427551,-44.958086870807655,0.0,-21.087048171724685
20180126,-26.04187472683104,0.0,-23.654320510607825,26.31480071995859,16.496392372891844,7.487437521355563,-24.57958240780272,0.0,-24.428295951737276,-22.05270931680483,-18.8381872356379,-21.854795777287883,-45.18387266622334,0.0,-21.544930949862465
20180129,-25.448575836804366,0.0,-23.101496418647116,26.82559842938785,9.965083439766634,10.998127272972155,-24.626506086702086,0.0,-14.525880030317113,-22.3892820080891,-19.176823812286184,-13.82519942333208,-45.48344552475412,0.0,-22.026958829359003
20180130,-24.990864102885613,0.0,-22.51342073250512,27.521866725922788,4.759475771021268,3.837946056404637,-25.021568701989107,0.0,-17.15668844754772,-23.07161973297878,-19.870868411813714,-15.222171362039386,-46.287534999522556,0.0,-22.80319006377345
20180131,-24.726495052544166,0.0,-15.101815238314714,29.51154789205146,0.516533862883473,-2.6880300552631575,-25.59994460951248,0.0,-19.271180166378276,-23.543594739708176,-20.429200195933824,-16.359998460086842,-45.50260691533944,0.0,-23.342384409085124
20180201,-24.151868951868817,0.0,-15.296822855117325,30.210929259719236,-2.9339347795760746,-6.693806288078393,-26.07142240814352,0.0,-20.848899866273975,-24.039566424299238,-20.856354565035193,-17.316138224623618,-45.45285938140224,0.0,-23.69838628194127
20180202,-23.703248160904714,0.0,-15.452108753052187,30.87737878284314,-5.855125828139803,-0.9748099399689869,-26.43855775720215,0.0,-21.70709048033049,-24.21038045911252,-21.14133426810686,-17.87594067435066,-45.48950523837123,0.0,-23.731304414228553
20180205,-23.23686093093875,0.0,-15.552314589457287,32.723031720986874,-8.173947532905713,4.276893980050584,-26.540923099300244,0.0,-22.42778279270175,-24.391368893382214,-21.46364965807222,-18.38919770973769,-45.52872861059021,0.0,-24.008013704363453
20180206,-22.828599522176958,0.0,-15.641754519635223,34.234901953652056,-10.089940517328355,8.574015894880636,-26.61856358136679,0.0,-23.038505367875306,-24.559950898759727,-22.09053632602042,-18.837911461607565,-45.57355137740357,0.0,-24.421276548931974
20180207,-22.495764406039115,0.0,-9.526821348445146,35.15109486289215,-11.65334282422185,11.863891140221643,-26.6559543096991,0.0,-23.04186303792151,-24.691971933379616,-22.580483845370598,-18.986996067711257,-45.62065791705986,0.0,-24.61870376584803
20180208,-22.216998405786853,0.0,-4.605135031358979,36.1013833118914,-12.8953760536846,14.666333688645242,-26.65843909343859,0.0,-23.117479233322264,-24.78733642062411,-22.955756056248877,-19.21024388049836,-45.17453226213479,0.0,-24.760136612236824
20180209,-21.919947002775707,0.0,-0.48227354035092607,36.98310741659089,-14.070801669789821,17.075626176473726,-26.610356094549005,0.0,-23.404183904649994,-24.968741480979944,-23.586406427869843,-11.806228311702252,-44.11034019064059,0.0,-25.006250065137586
20180212,-21.804646244042356,0.0,2.8793458070490074,37.601092567664196,-15.140112844156382,19.06653493720422,-26.268720645489974,0.0,-14.83977377900639,-25.113289338282527,-23.524025556183982,-6.0936034567957,-42.63832921611987,0.0,-25.13321685850107
20180213,-22.37536510897349,0.0,5.625440192791807,24.21165021064111,-16.019520901784528,11.062972005880736,-26.184102773830972,0.0,-7.826991073776426,-25.423398792355428,-23.511736915405116,-1.4617285819686738,-41.4169312422484,0.0,-25.23284083769531
20180214,-22.82725699667836,0.0,7.799835355843864,13.560625021996925,-9.454413171840672,4.628358011493576,-25.53429765384533,0.0,-2.0799935271342656,-25.545896203855175,-23.57349658125878,2.3296568189719506,-40.429908600137026,0.0,-25.32374113084013
20180222,-22.83435449169095,0.0,9.513677124006458,4.843759328030582,-2.848612175642925,-0.6282673700928534,-25.022168382563443,0.0,1.2572514723986692,-25.685739421600164,-23.727581435048627,4.611525271869332,-39.663952929911055,0.0,-25.35778163213171
20180223,-23.91859981005131,0.0,10.437266913589331,-2.3481636643358437,2.972953401204592,-5.075039612693892,-17.11991626791859,0.0,3.976183550803201,-25.219194660414658,-15.469054522725807,6.474619423705392,-38.478400626855425,0.0,-16.553520638741723
20180226,-14.217906161621665,-1.56854934182078,11.194447160242223,4.010211016097515,8.275199392912345,-0.276419137816686,-10.64602300189797,0.0,6.1979036416523705,-24.983047161281,-8.68146583944269,7.996894806753049,-37.517698441128076,0.0,-9.155772743931479
20180227,-16.927667112472303,-2.80097690830509,11.918556330439381,9.708062108906724,12.677711184463519,3.697544476680831,-12.035749748104825,0.0,8.01862521302143,-24.797820204780038,-3.1277253319114178,9.23249087961572,-36.665132030872215,0.0,-3.1163895244323703
20180228,-19.257816870507718,-3.8056076990777976,12.5147018593549,14.386915063881565,16.347718356982405,6.937308955553656,-13.221902848433576,0.0,9.58659190177798,-24.67106964996189,1.396770434171931,10.306737747208349,-36.15600890252032,0.0,1.7895137270758796
20180301,-10.353304166117464,-4.621077384558974,12.891353013410274,18.19819059607857,19.2747276150149,9.507591390222736,-14.269107642955115,0.0,10.794100326767548,-24.566423392633546,5.101977485170822,11.242122371400795,-35.74185667494602,0.0,5.802817832619891
20180302,-3.17839267444471,-5.278160327341359,13.203360832763776,21.213742202356674,21.605429123896773,11.608577127740988,-15.11507306968379,0.0,11.597509996641282,-15.821395173348455,7.808441225449917,11.780609267222154,-35.405758188811355,0.0,8.916498094294605
20180305,2.5911862832373007,-5.826882783863929,13.369781510281438,22.635565571446797,22.970181799601328,12.950853088735013,-15.195345376334336,0.0,12.245033967401934,-17.058945461270515,10.049947450346576,12.269502383102957,-34.97942257472913,0.0,11.477511091088338
20180306,7.226379582640232,-6.197713074679954,13.487306465132157,23.842341723599603,24.437046052266773,14.045037161397333,-15.257971679242697,0.0,12.790580744419016,-18.467392133645337,4.309188860136199,12.653144531577114,-34.21972805945197,0.0,14.106548289766526
20180307,10.913864114773684,-6.50064461873143,13.767099804377803,24.309588653728593,24.947764304242067,14.936203361479345,-15.24695950920912,0.0,13.20738966834454,-19.533580315315987,-0.2635013929508022,12.932499753852206,-34.114543278128956,0.0,7.134854950421159
20180308,16.041915412646897,-6.748209739649253,14.106751347643646,15.110674270868978,25.250884552927715,16.01812619004028,-15.239614076494341,0.0,13.598828868936787,-20.43964001486195,-3.849595046452438,13.16777899183876,-34.07109399900313,0.0,1.2181497418740266
