,GMV
20180102,0.0
20180103,144.96534510396336
20180104,198.23617650029658
20180105,241.3457193944148
20180108,277.9024063794732
20180109,261.26179825998804
20180110,282.45395792275764
20180111,299.5901837525764
20180112,229.82822584751574
20180115,135.5926331961555
20180116,105.31967920269338
20180117,123.02399107116923
20180118,108.72051364346628
20180119,99.2468282162592
20180122,139.8055024249997
20180123,172.88701855419345
20180124,199.41039123059883
20180125,212.63353146739203
20180126,220.5025349319369
20180129,226.64738610472014
20180130,228.68077505287366
20180131,230.92755335991467
20180201,233.64424287817334
20180202,236.43897503368194
20180205,192.35418082597465
20180206,156.45835550039374
20180207,127.24308540718594
20180208,92.3705139804687
20180209,43.54829875523803
20180212,12.053639221479543
20180213,29.050632736519034
20180214,54.375047630125394
20180222,74.2315924565362
20180223,90.13303034948079
20180226,102.56033160402512
20180227,112.69015736022396
20180228,120.57860162558376
20180301,129.2108135143254
20180302,136.18033579948482
20180305,141.60200313374986
20180306,147.39025484702324
20180307,151.61508145073847
20180308,155.08318373768836
20180309,157.62123856853543
20180312,164.10889807215148
20180313,171.62114198406397
20180314,182.389782506006
20180315,195.06514988704038
20180316,205.51705917172237
20180319,211.93134045743722
20180320,217.91455441394066
20180321,224.8154803584305
20180322,229.35895658512885
20180323,207.60268311217771
20180326,191.16498652907345
20180327,201.41080157268135
20180328,185.23306272631856
20180329,190.66684206890346
20180330,195.10811370504842
20180402,199.05453782418203
20180403,200.77141566111447
20180404,203.04373067764465
20180409,204.7975067079404
20180410,206.9199292891722
20180411,207.73462962561425
20180412,187.17292827321617
20180413,169.94519499198776
20180416,155.44997117770458
20180417,143.69831668842994
20180418,135.049136446662
20180419,89.82311036164802
20180420,73.60550325766314
20180423,60.34228350437705
20180424,63.03140728068971
20180425,65.24151898104596
20180426,67.09829564929903
20180427,69.1990422758281
20180502,100.70535386784215
20180503,126.73641317563896
20180504,102.85853571879576
20180507,83.26091207314812
20180508,67.22422545385605
20180509,103.31378314169558
20180510,132.7148793673887
20180511,145.38149034094158
20180514,157.44049757150128
20180515,171.29960609219177
20180516,161.6533894239929
20180517,182.4994448932695
20180518,198.67900821911047
20180521,220.49063204162644
20180522,236.73032603732116
20180523,229.53056505880932
20180524,244.86533443261501
20180525,255.0648534306942
20180528,261.8096880209765
20180529,267.0782134490437
20180530,273.6392583729752
20180531,276.9662443755685
20180601,278.7923154588168
20180604,279.74920496717573
20180605,280.47337794801876
20180606,280.49933364888756
20180607,280.5054768689721
20180608,281.3453511382636
20180611,257.0797139240249
20180612,238.11874574943485
20180613,227.98689049560107
20180614,220.97886499450414
20180615,215.32266818210363
20180619,217.41222076547558
20180620,207.3974181623997
20180621,198.87146921538258
20180622,193.405324402118
20180625,190.23860620271577
20180626,188.84552911193256
20180627,177.22906151373192
20180628,184.6208931450625
20180629,161.68315374487355
20180702,142.98863637141517
20180703,127.65366723863484
20180704,115.09720320855078
20180705,104.85004585624444
20180706,96.52872415214091
20180709,126.4590719327595
20180710,116.02293124284901
20180711,107.4677873728823
20180712,100.4452698490239
20180713,82.59196275027767
20180716,102.42214488175318
20180717,106.76795547843886
20180718,150.48633514423636
20180719,184.78143827891796
20180720,219.5543661031238
20180723,244.9869823550602
20180724,266.2492180438977
20180725,281.77607070456855
20180726,295.14598575398605
20180727,305.35662917063667
20180730,314.2068485418964
20180731,285.69755886383143
20180801,263.0968153240763
20180802,244.55978669921552
20180803,265.0278760190249
20180806,281.0514539734837
20180807,295.6014930999312
20180808,308.48439864565626
20180809,320.12240412320193
20180810,329.6715662979792
20180813,336.83677748263966
20180814,332.45672513429173
20180815,341.5289524340876
20180816,325.97716346794505
20180817,313.40661362647313
20180820,301.6703790639641
20180821,290.6299039012364
20180822,282.11679776600477
20180823,275.36326150742775
20180824,269.5982478052567
20180827,263.56704581956154
20180828,258.1231954451429
20180829,252.82564856613175
20180830,248.38044406685773
20180831,244.69436698910567
20180903,241.15196148929618
20180904,237.60175716036423
20180905,233.61830366170767
20180906,229.63152695882485
20180907,225.98400204103405
20180910,223.02672719984736
20180911,222.48302439605297
20180912,222.10086420055848
20180913,234.2576375194573
20180914,244.9667269346441
20180917,254.35688764563605
20180918,263.38524362992496
20180919,270.6736510995731
20180920,274.55697771202824
