,GMV
20180102,0.0
20180103,563.6146864527827
20180104,484.1532845393443
20180105,455.859589123337
20180108,425.9016441704157
20180109,420.54597127170814
20180110,399.1936355440069
20180111,362.28397454975044
20180112,323.9416972355094
20180115,300.5584231652109
20180116,269.78824744879336
20180117,247.2063042840192
20180118,238.8099206102392
20180119,237.28546204598808
20180122,243.99528242097884
20180123,255.2862837768687
20180124,259.47515170395104
20180125,263.07703558279644
20180126,271.885083369271
20180129,265.41446309345395
20180130,266.9145092889935
20180131,264.54915373319494
20180201,264.87873334532406
20180202,268.6800951405408
20180205,273.81081527870595
20180206,278.62579758224734
20180207,278.1506686653444
20180208,277.6818734791429
20180209,273.73764580825474
20180212,261.2470999699768
20180213,239.63377105513007
20180214,231.34132180029272
20180222,222.92799194919672
20180223,199.65794350402373
20180226,190.8100423352072
20180227,197.4248124452504
20180228,199.8639283177656
20180301,196.16214663781264
20180302,188.2145782546551
20180305,184.15454232206943
20180306,185.65390443974434
20180307,190.8159133171145
20180308,190.4588357662287
20180309,195.76622518806792
20180312,198.56725953740192
20180313,195.63863934321006
20180314,193.7235107199611
20180315,187.11497765856706
20180316,186.50864779580732
20180319,186.51995422616338
20180320,191.74085328780498
20180321,199.45248741208155
20180322,207.4164340277187
20180323,222.41519886752002
20180326,236.0992949212171
20180327,246.39466651658253
20180328,254.16075635731323
20180329,259.2600993999472
20180330,256.1195580358132
20180402,260.5583918274219
20180403,265.0662529059846
20180404,264.51033609396944
20180409,258.6961106595195
20180410,242.79712067591635
20180411,227.68032944075065
20180412,209.02589769755
20180413,194.1143283667265
20180416,200.87696284698316
20180417,204.25548675373906
20180418,219.34508986976107
20180419,219.12422708030965
20180420,214.3366475497968
20180423,209.65431888097822
20180424,211.90365314428684
20180425,220.4864482606934
20180426,227.88717496489633
20180427,236.35815473909435
20180502,243.71124747284537
20180503,251.38224779705916
20180504,265.126817153336
20180507,274.95769810219224
20180508,278.7950960013794
20180509,279.5055846049154
20180510,280.9712467616332
20180511,265.1524992156974
20180514,252.65541018020588
20180515,240.52221232819713
20180516,210.6140434006896
20180517,215.75278595691307
20180518,196.25639018752832
20180521,181.0301747176948
20180522,174.85690243539105
20180523,181.46944697634916
20180524,172.86504991476207
20180525,164.23979496863652
20180528,185.6593028720935
20180529,194.24979443456579
20180530,198.16462532489734
20180531,206.00702227684144
20180601,218.44054757045984
20180604,228.14213007900688
20180605,235.51341735534749
20180606,240.95772669096846
20180607,245.27565010185972
20180608,242.8847941137744
20180611,241.47552889396727
20180612,241.98618439738775
20180613,245.24923957863462
20180614,247.6082391101447
20180615,251.33651354655012
20180619,244.75467076177938
20180620,239.15941392363092
20180621,234.41201935485208
20180622,234.92577453595683
20180625,234.6310047319145
20180626,234.9738233605798
20180627,234.37228527557357
20180628,236.7350925333437
20180629,235.8247865639487
20180702,237.9581561031874
20180703,237.3838847284394
20180704,233.61971939768648
20180705,224.91210968158413
20180706,220.80226900368888
20180709,224.19047443767496
20180710,227.99810375577422
20180711,228.19683639835262
20180712,222.17542155865598
20180713,221.7986622372868
20180716,219.41677440903706
20180717,221.84471580401103
20180718,235.4650408864871
20180719,250.98815419280777
20180720,260.8946657867907
20180723,258.08627626145886
20180724,252.45268914268607
20180725,250.0885067411361
20180726,253.64231422097725
20180727,253.3973974682704
20180730,260.3512221163946
20180731,258.08518749123454
20180801,255.59914811094637
20180802,262.15152925658333
20180803,266.74576786753533
20180806,266.4783146824855
20180807,271.57461390083796
20180808,269.6211040344285
20180809,261.2626215967625
20180810,251.15040752145077
20180813,252.8369289223022
20180814,234.84300669938867
20180815,219.8896145791106
20180816,207.2131387572353
20180817,202.23844578796496
20180820,200.8093711143353
20180821,191.5153283620763
20180822,189.58884908267052
20180823,182.24199036642716
20180824,166.73719756659213
20180827,160.08830623936564
20180828,158.1481508801801
20180829,153.91639095238912
20180830,150.4607543102356
20180831,144.12479680730647
20180903,151.54441965486944
20180904,162.7673960293542
20180905,178.33210612668273
20180906,183.23466676198797
20180907,183.32821156668555
20180910,184.65314402956867
20180911,185.98917155441572
20180912,187.56660215538437
20180913,191.9101159255724
20180914,196.44977032472696
20180917,207.44316748267707
20180918,211.49670737881198
20180919,216.74748864806458
20180920,217.5831863193761
20180921,216.0154830424291
20180925,219.90820500850216
20180926,218.7529335195008
20180927,211.1370323155365
20180928,208.45074265373296
20181008,206.53024300168255
20181009,194.7651448548189
20181010,188.8798427183573
20181011,187.6832031733763
20181012,189.37837762367585
20181015,184.68102304634442
20181016,173.91570714165454
20181017,180.3000962177276
20181018,174.1869105581835
20181019,173.37469822740584
20181022,160.3466169169498
20181023,154.62348744261885
20181024,158.12530282386695
20181025,165.5614707628826
20181026,167.2407731993543
20181029,158.02241639436863
20181030,148.45098201629938
20181031,150.29964448811785
20181101,155.5548089086631
20181102,157.86738095543788
20181105,159.6468925794435
20181106,166.5865834926166
20181107,177.07959019152864
20181108,184.8066165436719
20181109,185.4790760693345
20181112,187.85848074357466
20181113,198.476119894156
20181114,206.19216622553733
20181115,211.7262159760872
20181116,207.49986283146552
20181119,209.3773738357248
20181120,207.17379847353934
20181121,205.36103265700933
20181122,205.61247946307665
20181123,208.34901271278804
20181126,207.76055888989623
20181127,201.69444191742184
20181128,201.2803545483716
20181129,200.08812509301669
20181130,211.72118786683538
20181203,216.4818522671548
20181204,219.6384398827399
20181205,218.33265228832832
20181206,216.21210386247668
20181207,219.33167183075216
20181210,217.48800032004522
20181211,218.221399118938
20181212,220.13169079298086
20181213,218.35411889748838
20181214,212.7786144223344
20181217,215.54766307330397
20181218,222.4042257897742
20181219,230.89672522571095
20181220,237.3406415657165
20181221,242.37107059137162
20181224,247.8399542398469
20181225,251.55268760502562
20181226,255.74212003428593
20181227,259.44491675786054
20181228,263.9516222646302
20190102,266.9097469191601
20190103,270.5043986242909
20190104,273.1990392506583
20190107,274.8087457209126
20190108,273.3677041737737
20190109,272.8891189123643
20190110,272.6124277731845
20190111,263.00421361239734
20190114,259.0837817202899
20190115,257.4537617889737
20190116,248.64104361160477
20190117,248.26400826985267
20190118,241.00379402221705
20190121,226.0704444156524
20190122,221.56686415558528
20190123,220.62860040183648
20190124,220.9837308046147
20190125,218.98841624264057
20190128,216.89923324831418
20190129,215.53006667110995
20190130,210.82606793472834
20190131,216.74495240275078
20190201,231.36781089485703
20190211,232.67351894825748
20190212,239.64133979895576
20190213,239.6377798875066
20190214,237.70683624093198
20190215,233.60530914329323
20190218,239.7032580495523
20190219,243.38288740118924
20190220,236.64743518568656
20190221,234.58645594240656
20190222,235.26123659325518
20190225,237.51928808861294
20190226,235.49630767371303
20190227,236.1958167058434
20190228,241.9148767946914
20190301,242.95120712020946
20190304,240.42750212739102
20190305,235.3307921813172
20190306,223.49603098697253
20190307,207.95773124242874
20190308,201.82339296250603
20190311,202.91737985501433
20190312,195.41835096561203
20190313,193.70337177662162
20190314,188.87064318480202
20190315,180.32086811963705
20190318,173.14092433139515
20190319,169.424285541763
20190320,163.20746012128788
20190321,153.3036704744512
20190322,154.46342576320882
20190325,155.5341729078687
20190326,167.78827984714027
20190327,187.1566845659914
20190328,202.875528845247
20190329,217.2220369467819
20190401,224.83831474572455
20190402,228.23905182898335
20190403,240.94445787784974
20190404,254.03287910350147
20190408,259.5119840518569
20190409,258.16255384534156
20190410,258.7519131894801
20190411,252.79205633605898
20190412,251.2065324781587
20190415,245.37413943629406
20190416,240.4989972971892
20190417,241.64519024187103
20190418,230.73408639346232
20190419,233.4857221019458
20190422,242.33151431103516
20190423,252.02243425320313
20190424,255.40756259524355
20190425,253.69063077540994
20190426,258.7045967367743
20190429,256.85709925817457
20190430,252.37513781784966
20190506,251.02130773355472
20190507,256.422895394362
20190508,262.1619231174178
20190509,261.71442703400976
20190510,262.0379970570149
20190513,255.69960552656903
20190514,249.07585253583264
20190515,243.06209155604557
20190516,238.3600055649079
20190517,230.2419625159412
20190520,223.7635370421525
20190521,221.8115329352538
20190522,211.5835346334055
20190523,210.07868786840362
20190524,215.00644891233452
20190527,218.98413520835933
20190528,216.19417584266034
20190529,208.1832353670582
20190530,201.88020025535891
20190531,196.79732575141423
20190603,189.73247588468686
20190604,183.8386886383526
20190605,187.2660729580063
20190606,186.24874050248877
20190610,185.437368923524
20190611,185.7775303959573
20190612,186.11082847239135
20190613,184.78779304911072
20190614,191.040614596936
20190617,196.85392265861063
20190618,201.79435817392985
20190619,200.1147447682303
20190620,201.39024590417037
20190621,200.82740806018094
20190624,200.2050044674024
20190625,206.47988938400582
20190626,211.60471650264168
20190627,216.1352193342633
20190628,221.89426493139626
20190701,218.22016049573642
20190702,212.7620955745756
20190703,196.32972373439594
20190704,191.96612067133816
20190705,189.3358424550299
20190708,187.69016427837408
20190709,178.33856423059459
20190710,177.28901598984032
20190711,177.94716038309306
20190712,185.66842628394667
20190715,194.97115111063852
20190716,207.18222804969946
20190717,216.88082882459528
20190718,228.78267097082283
20190719,238.9594143165569
