,A.DCE,AG.SHF,AP.ZCE,AU.SHF,B.DCE,C.DCE,CF.ZCE,CS.DCE,HC.SHF,I.DCE,J.DCE,JD.DCE,JM.DCE,LH.DCE,M.DCE,OI.ZCE,P.DCE,RB.SHF,RM.ZCE,SF.ZCE,SM.ZCE,SR.ZCE,SS.SHF,UR.ZCE,Y.DCE
20180212,-13.9576610177599,-0.7242610729611192,0.0,1.2119770440187037,-2.5029357052883032,24.069333576107184,0.4815996711907745,14.688086162329963,16.382161467552304,-7.513083491639879,-0.4356925068029454,-16.8152188316359,0.5203050815211825,0.0,-12.507456279252333,-16.07560038817158,-15.058275690945852,-4.732321517648436,-8.323556336653422,-3.881474345914147,10.451255402592672,-27.293785870286978,0.0,0.0,-16.08835645717733
20180213,-14.322991432387745,-2.4119363878474016,0.0,-2.2546162933208382,0.04702240413042939,19.605030329417044,0.3507307520427355,11.957394308168393,15.508883073029459,-7.330463098075423,-1.083536937653427,-16.761052964625634,1.247821614532221,0.0,-10.176818225485604,-16.274108659753136,-15.050409446273008,-4.93514022557462,-6.764797619875134,-4.0060599488666755,10.588063313129345,-26.511940629769274,0.0,0.0,-16.15212808251216
20180214,-14.612257936171703,-3.8000637308716794,0.0,-4.934480077808786,2.08636345039751,15.95948311890927,2.6211506365433985,9.726660115120112,14.632225632801992,-6.543248339938413,-0.5647504519075981,-16.345097599385873,2.254434563796734,0.0,-8.271631446826781,-16.352522100912893,-15.08994324429512,-5.303664594884614,-5.490639999721155,-3.3637794744482736,11.121448418315373,-25.880124488326096,0.0,0.0,-16.21031547358149
20180222,-14.61680120774567,-4.898836426634544,0.0,-7.025366393566915,3.7127474068556343,12.979050674224048,5.270174125605447,7.903027401467666,11.920871537662988,-5.896596418276772,1.1180769758314246,-16.01727174585807,3.342827487529549,0.0,-6.730214127569339,-16.442038995939367,-15.188576541671242,-7.063791399233497,-2.7584574039759753,-3.0441242825903845,11.36471563584771,-25.389818455382944,0.0,0.0,-16.2321055898982
20180223,-15.310851844678247,-5.771946710121611,0.0,-8.70658593507086,4.736748845791522,10.541354074253748,7.705223001289884,6.410184733868069,10.856327244465364,-4.729498602543531,3.6966413395158684,-13.061528019738969,4.8082706929113135,0.0,-3.6179353269441283,-16.143392847161863,-12.376695219251216,-5.9220824148727935,-0.5262092887966914,-2.8310284813464675,12.114927084646009,-24.63091886216455,0.0,0.0,-13.227290933916601
20180226,-12.460705050153365,-6.446602365334328,-0.5113199879732414,-10.028191652718974,5.575347974248062,12.419207556381734,10.043224864013029,7.723827399352818,12.278183169031143,-3.6068591164323167,6.343887077952031,-10.644352936462134,6.715947583667097,0.0,-1.0739606756860451,-15.99222934254872,-10.076897660815712,-3.444772677464193,1.298389877173392,-2.988986005326006,12.455026587837743,-24.015951056802084,0.0,0.0,-10.767782970969048
20180227,-13.583924617716285,-7.004875396040182,-0.9130700838555615,-11.097124678800062,6.328302701501079,14.273632396182117,11.997682555376322,8.829869647692158,13.655033628857725,-2.664799860691786,7.37638128542306,-10.837040202475386,8.494438315199,0.0,1.0089577863704844,-15.873661261174863,-8.196041503768043,-1.58743755760212,2.784599026058929,-3.2495139580236887,12.854460779009884,-23.47020347547037,0.0,0.0,-8.756470390142475
20180228,-14.575483005955581,-7.437086334530608,-1.2405623661570906,-11.932075150205039,6.946634982282923,11.75285964875403,13.640536506732658,9.72777294952656,14.389493441418864,-2.050960751053707,7.227235873715135,-11.026331354380416,9.213088466627443,0.0,2.763005768187788,-15.792525284091624,-6.657924656215818,-0.6949337801552015,4.040906216325239,-3.3690645364853866,13.563390302570713,-23.14430192392473,0.0,0.0,-7.111841939260073
20180301,-11.859854328340088,-8.081653942602175,-1.506391395984588,-12.674144174084724,7.38136571467724,9.690830376824447,14.936387407852326,10.41121693431145,14.875248308104231,-1.3387541205206013,7.682056155981991,-11.230450963971212,9.411515613052288,0.0,4.14970678041387,-15.72553878175544,-5.399783647156521,0.09399419627826908,5.104795230568839,-3.9587476997659765,14.09829444571424,-22.879193454035583,0.0,0.0,-5.7666265978664555
20180302,-9.639800808455705,-8.602226537995211,-1.720589083901058,-13.27312182054882,7.739473547171983,8.00291411219549,15.955695579787992,10.969325345312614,15.537979003587896,-1.0805348311601486,7.561034644197869,-11.390611887534712,9.298639846173705,0.0,5.166023420557237,-12.8143144383673,-4.374484549674294,0.48487884284912186,5.829960404141077,-5.376473371770963,14.079530575541378,-22.66404899878758,0.0,0.0,-4.668264152702905
20180305,-7.824931588652899,-9.00288520364993,-1.8994631252774532,-13.743373488055692,7.975564952835118,6.609789422235146,16.442686072226284,11.184944092478382,14.5372728334498,-2.0372937243865183,5.695055508105976,-11.130034774004935,8.357668419299426,0.0,5.9911938327887615,-13.11781835578724,-3.5354424794030663,-0.5357974713730677,6.454142208598021,-6.484219764167915,13.33136745843861,-22.391141659931574,0.0,0.0,-3.7696158771539543
20180306,-6.341280110897241,-9.419553627042268,-2.020347393808056,-14.25650173370104,8.15678330243626,8.815427005512797,17.065386032288014,11.358857189057396,13.619174038525117,-2.926858305597981,4.585299115796355,-10.914923454079192,7.649096415910436,0.0,6.6763638352372485,-13.619632579579086,-5.397162042985955,-0.9774644627525252,6.954322076330152,-6.361299497065668,13.399613626373487,-21.9048435378427,0.0,0.0,-0.0648409023893756
20180307,-5.128780534733982,-9.72727032837077,-2.1190978438776176,-14.62744067797761,8.42259144588463,10.286946862564532,17.13357321641012,11.498597876137556,11.09369906021371,-3.9608960347510704,2.799685397121258,-10.699101971387561,5.898698175841407,0.0,7.218007133119074,-13.975086945275638,-6.841019424367037,-2.2766011833505138,7.341426761895598,-5.553153007700465,11.406394727257151,-21.83751231377687,0.0,0.0,-0.10522736733305701
20180308,-4.111839593326451,-9.979768396213322,-2.199799796487763,-14.932041733328575,8.710943843798335,8.359601603158302,17.115937759409796,11.83879628262646,7.949514923490757,-5.41368372649163,0.7370972345649573,-10.523604704446559,3.7222973577076024,0.0,7.693416542069459,-14.287529600408396,-7.923142240694647,-3.9081042971337188,7.6624293626039375,-4.650490791306319,9.06161732697033,-21.80969942001483,0.0,0.0,-0.140792127173447
20180309,-6.561853740506262,-10.180576278567044,-2.709280257554577,-15.138934663664989,8.938844788534306,6.784648172795424,17.015770546921097,12.095692515395157,4.276917395799141,-6.740552170974583,-1.5069768305986864,-10.380272661428736,1.0931524465594056,0.0,8.148167699208974,-14.580271904156765,-8.723566557701579,-3.975111799329876,7.983897478565691,-3.2633284604819104,6.132526591889425,-21.695002329376358,0.0,0.0,-0.17047735934239447
20180312,-8.488089616909305,-10.899694935532855,-3.098936635405129,-15.461962149459358,9.139083432157525,5.496493575036375,13.866939879004605,12.049258654304383,1.3177620208510916,-7.942242500994187,-3.4194655260661597,-10.204322425963275,-1.9615888153130836,0.0,8.385443840523168,-14.778640532227314,-9.37718779894934,-3.556591567546433,8.200608085790012,-2.1415256800185145,3.900199403599734,-21.344704235676264,0.0,0.0,-3.15781556550553
20180313,-10.063859253941752,-11.682191663370102,-3.418881661565578,-15.886195832166887,9.279924065771848,4.442662254496364,8.391833213989017,11.999477193529705,-1.2932146874808235,-8.902501246402302,-4.3988899526436755,-10.056632363619398,-4.405417878509597,0.0,8.592722270304762,-14.616145115015403,-9.87155173601191,-2.8128165890421375,8.396170997747097,-0.8884250568511581,2.002576462827902,-21.018972308433376,0.0,0.0,-5.556934492915075
20180314,-11.381099891710747,-12.436171645372976,-3.787397527767566,-16.862038011215745,9.418756329332977,3.579753081578046,3.9389000374521728,11.994081510256832,-3.035159848547116,-9.299646418033616,-4.534399492417971,-9.909995034203808,-5.36177475095985,0.0,8.795004863153107,-14.47300225759363,-10.282721229369553,-1.6974524528485955,8.587034578312688,0.1704312937665151,0.18699024070124762,-20.764745640933103,0.0,0.0,-7.5627270684365495
20180315,-9.370345261318835,-13.652511581729334,-4.136499935133108,-17.681807586594797,9.591058753992561,2.873773236322488,0.19943563157574445,11.95883452421447,-4.4363758639296655,-9.57693251951522,-4.35665588355273,-9.791297735327543,-6.214728059013647,0.0,8.914954848124765,-14.348537113211187,-10.621013415740787,-0.664185315671749,8.66356400522217,1.0756843623379586,-2.027153896783441,-20.602248912578997,0.0,0.0,-9.157404939057969
20180316,-4.940292751630466,-14.619229647355528,-4.403527879897515,-18.394033512933586,9.683472040595408,2.2965552773347833,-2.865854419845687,11.914427337369812,-5.517745155544153,-9.869216959700513,-3.8661883970227167,-9.684198080044068,-6.837161835382815,0.0,8.997610331739622,-14.279340650601224,-10.89776888425376,0.0815082027520953,8.731814668902265,1.759314118661444,-3.7468172687220562,-20.653258046449007,0.0,0.0,-10.491256394856308
20180319,-1.312837151641274,-15.16180932817327,-4.62349435469964,-18.881812854003595,9.808193459274111,1.824206476669201,-5.367263020512701,11.879793751568794,-6.83647721451468,-9.943404345438989,-2.9979906488758346,-9.19024195125688,-7.531402496757835,0.0,8.99164582479888,-14.122047274475841,-11.293680983545949,0.4887424170451689,8.81981537264898,2.2460555228626116,-5.47211597037676,-21.004275964435177,0.0,0.0,-11.609146018434505
20180320,1.6410940367709679,-15.689662831374292,-4.804759234256935,-19.315073808582536,9.941803877842084,1.4344510993166009,-7.418094642016847,11.994574630747747,-7.909736986230287,-9.883092703736354,-2.0930003684875933,-8.774764754531274,-8.01555874148621,0.0,8.970179391891273,-13.968827748790542,-11.603380604117792,1.0204417876404797,8.89523915654367,2.799674012486523,-7.225550304553908,-21.27208847607738,0.0,0.0,-12.482023519178831
20180321,4.057892871531905,-16.13937947051686,-4.992280816096978,-19.97388842798016,10.127441223269733,1.1141809658235162,-9.043299034190655,12.187230350700787,-8.957793450862669,-9.791742300279946,-1.3784878211853726,-8.447419667161109,-8.347476592837172,0.0,8.9528264695036,-13.876735859699274,-11.85159327899595,1.2679984807011118,8.955039773257216,3.134365995316931,-9.08685540008029,-21.396971348263758,0.0,0.0,-13.153407460639546
20180322,6.207757649900719,-16.404480715996844,-5.181294851681081,-20.438629157366023,10.351524361441669,0.8525797921006233,-10.409466117762113,12.290180576898324,-9.627876474020391,-9.616715039276373,-0.7235158694073596,-8.162613413214682,-8.670162199643272,0.0,9.399268260926059,-13.769745600888125,-12.029363067727074,1.625274109048619,9.555494126390078,3.312657066061015,-10.511143594044931,-21.46023445811223,0.0,0.0,-13.60395580643475
20180323,7.817832502233002,-16.693344350265303,-5.66735871021271,-16.654943319800005,10.875679561563253,3.872610020809339,-11.539511112225677,12.375437164655597,-9.562358215092114,-9.269696095067847,0.0070597601694765205,-8.030162855504615,-8.46060311944693,0.0,9.66639139487533,-14.001941668290069,-12.709647417147881,1.876756468561335,9.872740356986185,3.22556423086165,-12.15342283428664,-22.019442950023503,0.0,0.0,-14.46203759195414
20180326,9.135756239103548,-17.149849943824677,-6.094695172550483,-13.557965907336401,11.171016822543725,6.4835503010249935,-12.743826137174985,12.91037889083556,-9.635482191946915,-8.877955826402285,0.6352472348896046,-7.928803142646395,-8.398162540869256,0.0,9.817433370943187,-14.21981799762003,-13.36392152972262,1.881739056181344,10.11582679802821,2.782179703476954,-13.36369967333714,-22.506380822155723,0.0,0.0,-15.211973246468485
20180327,10.18871067498235,-17.482722861735205,-6.447561346835449,-14.870931002530417,11.331873478212142,8.495285451002925,-13.748443299523762,13.354934536790589,-9.443193994813175,-8.476120432072996,1.2091912052514189,-7.833209091412717,-8.325354704495142,0.0,9.866279525589164,-14.36202583368715,-13.896694217270632,1.941129850719537,10.21454776781931,2.634255197261478,-14.195154949730922,-22.946382704250915,0.0,0.0,-15.632626691908504
20180328,11.019222096864274,-17.662695294659326,-6.735181582355256,-12.092245100146085,11.461984887869622,10.145167643838544,-14.29875051025607,13.24261288498721,-9.294885180307093,-8.145476873551157,1.6276216018820926,-7.746928818356592,-8.246084458936673,0.0,9.935820343030478,-14.521435327556436,-14.460299946810014,1.7435934797929304,10.370705850017131,2.4320981837913935,-14.877207172454026,-23.294696212012134,0.0,0.0,-16.075796470612474
20180329,11.715273721807497,-17.31667993198188,-6.921612309172178,-13.311116410230843,11.710547529054022,11.493649197966606,-14.790961742144196,13.084845356929723,-9.005507547351174,-7.822330596646673,2.1040045776078546,-7.477409565068169,-8.005877243247511,0.0,10.048725636066608,-14.54615874782087,-14.751474169300481,1.6871200710503456,10.474726236639816,2.2196033580517,-15.4539887081694,-23.349449534025368,0.0,0.0,-16.220303720409586
20180330,12.387291282053381,-16.996043355265233,-7.13057972037451,-14.345177312311495,11.885448521606582,9.342388444476649,-15.141102589912398,12.962470514300854,-8.447668649239164,-7.500260505566608,2.2220493143325433,-7.151002938777294,-7.660786682531466,0.0,9.668351707106051,-14.528028502171969,-14.927698930928228,1.732597989345625,10.22609409058987,2.208902153413416,-14.841758719095763,-23.24916892966227,0.0,0.0,-15.967585990574335
20180402,12.93137747909482,-16.73736166336147,-7.235536079938737,-15.237793425582245,12.03718799849909,11.979452825416088,-15.868641979086387,13.248253484635324,-7.962722150703085,-7.216855354653282,2.2296743950897437,-6.912426141220853,-7.337316668815468,0.0,9.3609769924144,-14.347588133667507,-14.77195618827321,1.6659118679649714,10.013557035492836,2.310643721224357,-14.402593640780768,-23.233255892855492,0.0,0.0,-15.479132819326818
20180403,13.353609989362251,-16.466001606625067,-7.453820520741742,-15.784944407282005,11.971972744256645,14.36985578153865,-16.578697372928513,13.483101227092467,-7.531641351894105,-6.983166430095035,2.1367613617949344,-6.72191345093885,-6.989969127263666,0.0,9.108602577547863,-14.202513150126606,-14.641515864878036,1.598648545543965,9.835146833979682,2.3128009535552336,-14.150661677164571,-23.511147594015995,0.0,0.0,-15.083929663649373
20180404,13.517695831923067,-16.32563905699364,-7.4676345103548085,-16.290320615274055,11.903222652395025,16.16613682061368,-17.652436857756985,13.521598574131529,-7.118952738282468,-6.762320174520383,1.979019373349979,-6.555984603830939,-6.593859582742344,0.0,8.844567997035137,-14.180316197029681,-14.538147072153011,1.4665295570356984,9.617345521178986,2.181295237471435,-14.343582880686277,-23.696602751298766,0.0,0.0,-12.296938264469123
20180409,13.3257433084896,-16.212559361998764,-7.4438212703094,-16.68511838197404,11.62590532525314,17.856307777044726,-18.575787626539405,13.431216667762783,-6.394185280993397,-6.519796345930615,1.8245735150114961,-6.363575555955049,-6.255503890449041,0.0,8.498690746580452,-14.146219756694107,-11.84275948802956,1.46260930887455,9.227793847749759,2.2811201496793654,-14.160789412129297,-23.868751405082584,0.0,0.0,-10.016179032376645
20180410,13.366608101577668,-16.142281597174005,-7.440592857731012,-17.096331811672236,11.0654108303754,14.52229040725612,-19.663836623541325,13.315304210058049,-5.682922343322288,-6.26319839675165,1.6690145028907142,-6.206551639222855,-5.979740176666698,0.0,8.138851676196756,-11.523399476690749,-9.632014243703425,1.4416456826025297,8.891739773730952,2.398413469803291,-13.838844654746765,-24.092385905520715,0.0,0.0,-8.148019643412882
20180411,13.433495639291294,-16.042761281306973,-7.576130955877208,-17.32672163643616,10.605643018263486,11.78997212003375,-20.931212836266894,10.846511059237649,-5.169652350269091,-6.042407847752296,1.5745833915771386,-6.095369206382225,-5.92439238895456,0.0,7.877989312261569,-9.37757502850402,-7.824206538563245,1.348928292347407,8.634940048804374,2.383245058857471,-13.989452028636151,-24.6796537062496,0.0,0.0,-6.621153946459053
20180412,13.461914781876846,-15.952488242638742,-6.171266667491796,-14.114062740861394,10.210286271665858,4.7309445911998464,-21.930406536204636,8.826009420384882,-4.609488973631858,-5.834616778998571,1.5095802429383642,-6.005398182857689,-5.966089063697151,0.0,7.647462321434913,-7.61921431385166,-9.135323794109064,1.2566081956915534,8.404241521160229,2.3464712062406283,-13.832474003218504,-24.791472231478117,0.0,0.0,-5.373683187214747
20180413,13.48500541066403,-15.810497530009444,-3.5781138384827558,-11.488673972874226,9.896200233766745,-1.0118870667644888,-22.372472195623605,7.174622744875027,-3.975173582428235,-5.65288070340445,1.3034228559411845,-5.932831220098062,-6.142880944536494,0.0,7.459197362033405,-6.180483294805367,-10.174985110526773,1.2366926891284202,8.215000449822028,2.7978689930265586,-12.126232461993403,-24.89239204785114,0.0,0.0,-4.35314427647589
20180416,13.220181422648082,-15.629448266036063,-1.3891101505433483,-9.341280818116934,9.604089408933335,-5.6222770487969775,-22.73707629693323,5.823239835745596,-3.6629641527196464,-5.537357616553182,1.1266106384600334,-5.8745739948672036,-6.372604712215531,0.0,7.303154165242254,-7.8345968454155335,-10.978040918843464,1.027856220919468,8.086803740144799,2.9697159558109365,-10.94566165119405,-24.69930789131165,0.0,0.0,-5.899150687379198
20180417,13.211780797684167,-15.499720479342713,0.44029626800838445,-7.583279849899227,9.390498041739983,-9.528842945257857,-23.1056934885533,4.717126401317583,-3.267185642589898,-5.426346854572741,0.8905370911917859,-5.8261256100068595,-6.4200300677777875,0.0,7.15748503261921,-9.19103099703747,-11.581994954314009,0.8944518084250768,7.964353077202915,3.4131032338961975,-9.420032963439729,-24.34378843516837,0.0,0.0,-4.7834251053265255
