,A.DCE,AG.SHF,AP.ZCE,AU.SHF,B.DCE,C.DCE,CF.ZCE,CS.DCE,HC.SHF,I.DCE,J.DCE,JD.DCE,JM.DCE,LH.DCE,M.DCE,OI.ZCE,P.DCE,RB.SHF,RM.ZCE,SF.ZCE,SM.ZCE,SR.ZCE,SS.SHF,UR.ZCE,Y.DCE
20190704,7.782070519747094,12.29964021145897,6.110350551436896,9.41655975786692,8.010743696953096,23.332219110610318,-7.587774675355979,1.646754429337072,-0.25061950130945876,2.98986214268934,-3.838617144009097,10.09350719060276,3.3459175687565494,0.0,8.688646220277276,11.731150655266607,-15.59614561012064,2.100854451305971,7.098758250992731,-3.8554550736972972,18.224737952590175,-13.018922465547334,0.0,0.0,2.64898123356106
20190705,3.7019958606839882,12.191592360437719,6.422145708881042,9.015954151816457,8.301810397796723,23.9739354344736,-7.786368627440067,-3.442563657070806,-0.694700645557912,1.6731492352295223,-3.664860383343155,9.948210197874982,2.1931961323560913,0.0,9.062665377766033,9.541835219873587,-16.248003363714336,1.0808182505784512,7.27254615470961,-4.085335674948721,18.23991413225094,-10.618442927832655,0.0,0.0,5.33544116234146
20190708,0.47285077213412335,12.065386784292821,6.495968376612851,8.682183999566522,8.515330747962246,24.84932560437237,-7.88714718959453,-8.036645385075674,-0.956026907810947,1.0846687125465786,-3.599300405508793,9.843819434625303,1.2171669036001485,0.0,9.32157157431777,4.775019706121511,-16.818578124310864,0.32533354271814013,7.414001109222399,-4.207962747661485,16.81765428679598,-8.6552419527125,0.0,0.0,7.513049085329666
20190709,-2.181921864008197,12.023708557161719,6.572183074957976,8.392556894655602,8.665156583985153,15.344482125471638,-7.770115625940595,-11.664052967681346,-0.7663426861760151,0.9157378743176044,-3.6437598633904913,9.680510209580037,0.6654285657516836,0.0,9.533900955569864,0.9299080978084029,-16.904786484509465,0.5149771864892552,7.500063613800397,-4.8495213429714985,15.343193210710654,-8.688623870168877,0.0,0.0,9.154060968306936
20190710,-4.484480001670131,12.094133764606264,6.647294727035426,8.166111407609156,8.7792099514655,7.673403680953448,-7.68910850816668,-14.822405944960746,-0.8918382388354504,0.7827677557957659,-4.118663364850292,9.541851239782893,-0.5771711435257918,0.0,9.671193133014382,-2.2204298372208298,-17.11766881912143,0.2922789034352631,7.553441848078424,-5.124340637850352,13.720504657395352,-7.079490972516689,0.0,0.0,10.635410431005255
20190711,-6.427396379220958,12.090085206210242,6.799737074911924,7.934103859931765,9.044893540290142,1.3110265795239435,-7.625124714166301,-17.43346766926761,-1.114915195005817,0.3949768323679907,-4.6183594451740735,9.463887471955625,-0.6998327709599451,0.0,9.991227828857458,-4.8969747158081045,-17.41327544203052,0.017457765922974315,7.76004162734206,-5.112356213722343,12.260684699652924,-4.111893354860432,0.0,0.0,12.05932718409786
20190712,-7.9270377021438385,12.184109486506976,6.968196663942792,7.757478879930941,9.263111017011036,-4.283022094771956,-7.572754040431621,-19.50585804942923,-1.7193046303564947,0.15078452480090604,-4.845038152654294,9.330309911321928,-0.5492123566257308,0.0,10.207902135228801,-7.068263405480552,-17.75528274945803,-1.2264209616108495,7.9281087594290325,-3.8656450297305756,10.87160128931651,-1.6832552972168449,0.0,0.0,9.80639851093262
20190715,-9.163588488014513,12.362038973684854,7.098044904038954,7.646392608850968,9.56003021172127,-8.656328467084,-7.531056473960788,-21.57169957595945,-1.5464113801664015,0.31586090452290266,-4.517473635815055,9.191580655917313,-0.23935810914413028,0.0,10.469785549034336,-8.258378415319223,-17.500398454723385,-1.0564082957378886,8.00172186092759,-2.6239482650248105,9.647218169159915,0.3068462666365031,0.0,0.0,7.967419320625635
20190716,-9.977073918578379,12.417248265317497,7.327156878854951,7.55866000765673,9.765223094430263,-12.254106234973158,-7.499034675168835,-23.673423858319193,-1.3831841674280207,0.46987556981308387,-4.022400230513156,9.116608335301025,1.5340772596447803,0.0,10.605092003583929,-9.230277542085204,-17.295968821363957,-0.7611093143959254,7.994886289529299,-1.8033685235718815,8.763932791934005,1.920636077321464,0.0,0.0,6.463503506458014
20190717,-10.646755933136994,12.311561798517348,5.9674095272777485,7.486595563107377,10.177935756729804,-15.258340525321,-7.7205975193261684,-25.413050481368956,-0.9629752039991197,0.36313122008058074,-3.042608985311106,9.047733252613833,2.9307842606256185,0.0,10.875758276547076,-10.618583585512658,-17.109073320175423,-0.22249593842031293,8.05244928262839,-1.182149714028396,7.396986179501436,3.239809439060902,0.0,0.0,5.227239009117272
20190718,-11.194656083202302,12.09930998729405,4.854107879220295,7.503401701202623,10.507825131936748,-17.56306051181047,-7.91772929854759,-26.250403452521947,-1.3241648571773956,0.040842746591059374,-2.2384530134971814,8.87140662555804,4.24277751406445,0.0,11.100161158278535,-11.780397111731318,-16.958535653009328,-1.3974473821913347,8.107672681893076,-0.8971983241747551,6.193197726132706,4.319126595233849,0.0,0.0,7.577070411362013
20190719,-11.626771144130258,11.581504735159163,3.9405641473624957,7.495533697446579,10.707720630959024,-19.73992413536905,-8.147298856920134,-26.706194954202267,-1.1262965865721855,0.22769006875832837,-1.5638217271110486,8.885928796272589,5.778723624307312,0.0,11.281901252787153,-12.69272883773582,-16.835695501848505,-1.8489809341685113,8.242690947644848,-0.5047001623701269,5.664063273532119,5.244327348298395,0.0,0.0,9.48937672362649
20190722,-11.980270534470124,11.122307756169477,3.194346366012199,7.477565804625163,10.729733975836421,-21.49207738330391,-8.202920287400733,-27.03879258330493,-1.5105018952995373,-0.0963451967544262,-1.5030220570654487,9.02131771570589,5.234604788319922,0.0,11.404511873543502,-13.439177232308461,-16.718832525875584,-3.1665838684234746,6.712944125977466,-0.8985089133028205,4.56403042746322,6.038447488571343,0.0,0.0,7.825243531396832
20190723,-12.364554392966488,10.74675369784943,1.2478952573061508,7.5324849231063045,10.760363542988404,-22.869400973242435,-8.236575126479465,-27.167032662628685,-1.8209558073094838,-0.44095516679839564,-1.361921436395435,9.142853222452409,4.383514526494651,0.0,9.291521407172375,-14.051377398661328,-16.507507337092008,-4.664042913529272,5.461607576365103,-1.4045518044752694,3.5120330881687534,6.6627299783558,0.0,0.0,6.463494767881582
20190724,-12.798385228129074,10.52462321931723,-0.34522965522682036,7.648678829461703,8.765711671429067,-23.88754282573921,-8.25262183587728,-27.030230657787182,-2.6625656651923615,-0.9591740266368581,-1.6128817088364769,9.239778863980288,4.75500078952016,0.0,5.463045978191744,-14.57126533190392,-16.248329348767605,-6.600809246864777,4.43806436776889,-1.9039899084465435,2.42440069653477,7.103530003817749,0.0,0.0,5.349229972663391
20190725,-13.149989803744708,10.348000550946995,-1.6993691142545222,7.746134744546563,5.231675158819398,-24.72056797778202,-8.265163784359348,-26.882774910939187,-2.8488327443569723,-1.3499133879333636,-1.79611088357806,9.399972743372688,5.597495347440429,0.0,2.348234372480365,-15.049608258456697,-16.131597146028668,-7.513231143434397,1.9928331143885074,-2.264845551904934,1.8034192384717938,7.4549838156857104,0.0,0.0,0.9933728412639875
20190726,-13.430868838148816,10.191090715128023,-2.8499555752774706,7.823697266454009,2.4413166430431343,-25.601405430066148,-8.247901924509998,-27.02173666941589,-3.359785813269964,-1.3795342377766897,-1.534374670923787,9.107315319852251,5.644677246352783,0.0,-0.19813436031239334,-15.444240743890571,-15.99203998612127,-8.435419289297906,-0.023845710927166183,-2.380665937877108,0.8769732032477734,7.685848757643869,0.0,0.0,4.305303236267178
20190729,-14.104823496732719,10.146524228183546,-3.793555733774043,8.128157107667388,0.1254182892146769,-26.560839400321054,-8.347212502472955,-26.753874247602795,-4.552500238638122,-1.6355167469283596,-1.4196631569846219,7.4266958567351855,4.571761153055957,0.0,-2.3319804599152962,-15.77845271114455,-15.854090068827151,-10.146204144975199,-1.8359155867109194,-2.4204697170729217,0.17123778765639225,7.858432533914005,0.0,0.0,7.038571044173583
20190730,-14.655058331474496,10.109934959172165,-4.55194550953946,8.409311099865795,-1.7197379680349811,-27.254545734677425,-6.800053553507047,-26.498572000308027,-5.930909774103674,-1.4899601871735104,-1.6397864458714915,6.0514418449462575,3.7875586825016847,0.0,-4.174524334513168,-16.022435760862663,-15.921652786074516,-11.471220745668276,-3.335380517848346,-2.452491316077796,-0.6610470444220101,7.910910643245818,0.0,0.0,9.289418504688564
20190731,-15.191775962006167,10.10828416730926,-5.187544486632912,9.170306127133957,-3.2676546999841953,-27.784674720701993,-7.193509909885055,-26.23331094665311,-6.765220224886617,-1.7423969402704178,-1.9350363958804953,6.291692612265766,3.141680192500279,0.0,-5.670162013038575,-16.211766081520576,-16.117511435671915,-12.450823219318716,-4.537099875680497,-2.306490324840881,-1.277604710374678,7.941006587905803,0.0,0.0,11.144054211242134
20190801,-15.630819306190693,9.816342636346343,-5.765737883922144,9.619037809647091,-4.454133159157082,-28.210149829026637,-7.514122354249601,-26.08385133183377,-7.8520996007584625,-2.4704959699261257,-2.7124790342786453,5.123101320254624,1.4862116527127358,0.0,-6.849860594038923,-16.544659411605707,-16.22190149687368,-13.672514947631447,-5.483875877056418,-1.9537245645522638,-1.8064685843167498,7.971446341318913,0.0,0.0,12.58090012249876
20190802,-16.234452710075427,9.556289226768337,-4.68988578621674,9.641661433411329,-3.615781520054071,-28.428528562429484,-7.663365689910602,-25.915709772753914,-9.308981886772655,-3.8405670462450088,-3.7003842469359003,5.565189566991521,0.9367101809536398,0.0,-7.634773619692805,-16.913602823313695,-16.20096813280284,-14.924478824303405,-6.179268435354003,-1.5844459037744543,-2.836183052137727,8.342355870704194,0.0,0.0,13.682373867945012
20190805,-16.81764341793955,9.089737429197662,-2.030966299268218,9.388317754009565,-2.9324006961981692,-28.604726250053766,-7.6183622520037595,-25.734273116004182,-11.216128052744537,-5.488418318389364,-4.77564003666331,4.528831042772022,0.2928024601453823,0.0,-6.210750321412113,-17.035843012854993,-13.207874131943234,-16.09027561273355,-5.027225193117393,-1.1287046425176572,-4.20353302306594,8.667794878125367,0.0,0.0,13.792981233311263
20190806,-17.185029095448996,8.691491842861444,-0.14307218101484365,9.225511759180069,-2.3726254421859676,-29.11801112863038,-7.7586361760854965,-25.7544658018796,-13.364409153316341,-6.913777819343644,-5.684767700024386,4.935629834675269,0.34758101330875824,0.0,-7.0318874543027325,-17.309013730952532,-10.750529495464466,-17.18669632763209,-5.698394078321175,-0.7086549848618034,-5.6952927247766265,9.124383882083118,0.0,0.0,14.046096518030337
20190807,-17.363261684651885,8.334980248274853,1.343232750942677,9.035520462581205,-1.914668394084884,-29.62169258857085,-7.877478496807972,-25.27353819274126,-15.116372356759602,-7.865508999403991,-6.43876642728129,4.015587928477751,-1.1967687010316237,0.0,-5.717139073175075,-17.53244532412892,-8.74028006251437,-18.02747417381591,-4.6334987274446755,-0.2579310273875172,-6.791073524990831,9.499896227222397,0.0,0.0,14.271728023644966
20190808,-17.40403150728282,8.014112713296356,1.0719959823140561,8.937671203772748,-1.5399269804708213,-27.934735531797518,-7.976048389804299,-24.847430671724464,-16.602701883210365,-8.65302766968513,-7.050880682508534,3.2640240294475786,-1.2738478784317588,0.0,-6.624164695020845,-14.284686327126295,-7.095853384163183,-18.647597118521062,-5.340181846098177,0.06957467616311941,-8.004215535015701,9.793396101249838,0.0,0.0,14.326564588994948
20190809,-17.456518747906784,7.7584332341020215,0.8498241437950814,8.901094275227017,-1.2333246835028897,-26.586802738464996,-8.057116135613379,-24.49716779094073,-18.06972913182035,-9.246284539726068,-7.434078681875076,2.6488973182224167,-0.3062211027145493,0.0,-7.3520971224343405,-11.629593819520109,-5.760388098720743,-18.374910908550902,-5.9065261157941364,0.6912828441759535,-9.595387685377741,9.898785113548264,0.0,0.0,13.850869534336193
20190812,-17.601659980143335,7.528748119618091,0.6680376901714558,8.84426363418385,0.5059724178432778,-25.626626552939275,-8.106668984653295,-24.23969314806813,-17.854385627500772,-9.842344055912866,-7.246633437110196,2.144989417582952,-0.5467659954697218,0.0,-8.102591219191392,-9.44329123612436,-2.2131481352914633,-17.75010800943939,-6.500146957414382,1.2719918130215249,-10.479916577766428,9.963047578889274,0.0,0.0,13.494042193166871
20190813,-18.434526803140358,7.251527802383149,0.5194923981986538,8.701309548890723,1.9802351224344392,-24.827343461874847,-8.148982574141808,-24.015146931507267,-17.90517721831655,-10.359335760319443,-7.197572816471753,1.7326630375886947,-0.047288791115647814,0.0,-8.71626680701318,-4.138215934995557,0.7766398578748941,-17.21064565137711,-5.285788154188856,1.7196816153094625,-11.603934224099186,10.053704295406884,0.0,0.0,13.270714370277476
20190814,-18.537577138026716,6.895828250784117,0.3981984840520946,8.397895421281444,2.995369724814569,-24.164803405788476,-8.109686851997697,-23.818711614185712,-17.528287892911962,-10.702137647864689,-7.340367738023593,1.3953075705550324,-3.1019514263362296,0.0,-7.096336568712899,-0.24243822784933644,3.1289578547091463,-16.778388482134993,-4.295531431793758,2.2015230852100935,-13.031826342907676,10.081885523129909,0.0,0.0,12.970582324544155
20190815,-18.502823623134127,6.619663998000907,1.757743673934765,8.143049473919305,3.8361939314111924,-23.789202600615138,-8.074062237088636,-23.813809093725666,-16.893897967472984,-10.91678319289598,-7.411304594212914,1.1181190347068914,-6.4414595177170595,0.0,-7.67379969860296,2.9468090297527416,4.9106133132194545,-16.270082761581875,-5.084996025385661,2.393193494431575,-14.169604005217183,10.05267099099764,0.0,0.0,12.72084076627329
20190816,-18.471995241284755,6.443735800287593,1.411530823018902,7.947633096781067,4.524874808979653,-23.613205219113333,-8.043008220013313,-24.181876805782327,-16.23850115388593,-11.044216304405685,-7.483551899351172,-0.35499171114592853,-6.080766642180342,0.0,-8.145648441149012,5.692872429298449,6.355403050531261,-15.801411836044874,-5.730591415935024,2.7589130004997586,-15.340282285275919,10.021018848132536,0.0,0.0,12.55902676034107
20190819,-18.409383703387455,6.294987662755191,1.1280856538969861,7.803380267335812,5.164696374529805,-23.042101299890817,-8.134455383610984,-24.53883958226876,-15.425497604998633,-11.152249816978742,-7.616216948713959,-0.2672502089250492,-4.386852128688341,0.0,-8.645749067086962,7.942268935662618,7.406859229925917,-15.21076795770646,-6.379412936787032,2.8255687522535307,-15.390895343059388,9.99692825862475,0.0,0.0,12.357739248106306
20190820,-18.320192408248378,6.171209218979423,0.8917743912687369,7.690009314011955,5.6888850955839,-22.574145401172075,-8.22508394242262,-24.473399078847546,-14.900449606401057,-11.179912288452247,-7.552526565751688,-0.19543010110714248,-2.799180897334333,0.0,-9.064416458427688,9.75096613282614,8.26474979523607,-14.688035503861617,-6.9258316477556905,2.6811349365663983,-14.515651010518031,9.994723109409687,0.0,0.0,12.193808984060814
20190821,-18.273751146277718,6.071720096769849,-0.9534327617136833,7.596488928527271,6.123156441611326,-21.88133381378308,-8.361443421270309,-24.57347311478715,-14.355487553001735,-11.124839076377516,-7.644570202304264,-0.13785214800580003,-3.6052605346636555,0.0,-7.379092919607278,11.173233284017202,8.929898065353761,-14.270823364746096,-7.449988830923465,2.6141537998833235,-13.763079712112761,10.089292122909072,0.0,0.0,12.00291050533809
20190822,-18.241417358329493,5.991506993240773,-2.461092928912106,7.520571018327586,6.503317992719051,-21.292691333686346,-8.397452159598567,-24.39634902629603,-13.931319894746824,-10.86325235777912,-7.818564324344498,-0.09076287114469611,-2.9738151897875267,0.0,-6.0012322481683675,12.185679362201194,9.234346130555899,-13.987546301726203,-7.838484475141978,2.566972342320635,-13.062184556590044,10.115992943540515,0.0,0.0,11.844208830265169
20190823,-17.666078481380566,5.928232422034879,-1.982732399095441,7.466000105795544,6.90533708098309,-20.658538483000097,-8.469304481517785,-24.04517964307154,-13.376932944360554,-10.502728182042514,-8.065917443761336,-0.05248988279426212,-3.3433120996452996,0.0,-2.894393039080642,13.029079706480076,9.48009019862453,-13.512700201306876,-8.22979336473801,2.430970372356276,-12.096115080382036,10.238062351751042,0.0,0.0,11.703918686170226
20190826,-14.406997067580177,5.759370613182166,-1.591338310327305,7.28112161768158,7.24753351513128,-20.189702018379844,-8.3551316116211,-24.080877813577576,-13.337418369139398,-10.187700340608997,-8.304737975085985,-0.019710929271638974,-6.978382605691469,0.0,-0.3179062771475491,13.614130147729133,9.543823026922263,-13.198370488965933,-6.700154586365499,2.1386918627727325,-12.25911616689894,10.347490602974991,0.0,0.0,11.562153805049908
20190827,-11.742282428418534,5.621307636451929,-1.2733141574322322,7.127555683794771,7.3175673816008775,-19.693798519353642,-8.242748773275345,-23.858130312127628,-13.527746691814952,-10.015592202399722,-8.406855970655622,0.006706674460412369,-10.44044589669742,0.0,1.6423990745667798,13.646784950062944,9.336691490923625,-12.88053887858142,-5.451039551448047,1.8699793473882826,-12.119145804029438,10.386922907925086,0.0,0.0,11.17828931697917
20190828,-9.562041305763904,5.482975218570603,-1.0130935265660372,6.9984859354183735,7.3771395557303245,-19.3464364468577,-8.106235491952612,-23.902766081289712,-13.299266060985273,-9.72650018087614,-8.069364280254838,0.02838675380038478,-12.758715804606263,0.0,3.2358319781989606,13.658706502855608,9.17009276387866,-12.340815350243185,-2.7930050290898727,1.5579028306271818,-12.096588532152982,10.472178624809066,0.0,0.0,10.874033240749688
20190829,-7.778193100438263,5.4338358117457,-0.799787307719469,6.973360216671967,7.46793588815957,-19.080408471003523,-7.993672248908821,-23.91138606383315,-13.287356911267521,-9.458826081776264,-7.981232467601675,0.046327246723035516,-15.421342418049202,0.0,4.592295780589444,13.615746201238682,9.008342529762382,-11.958819122631994,-0.5457384986633024,1.1337033851098575,-12.570235558868438,10.53653300044389,0.0,0.0,10.646949311837178
20190830,-6.318440811203112,5.350073277220122,-0.6247419681654909,6.923796661428807,7.628621928839749,-18.812508350337048,-7.992680791750194,-23.88687756145188,-12.729334792131308,-8.868297750049145,-7.750197406052945,0.06090875725485845,-16.18158956095708,0.0,5.598688560283135,13.570700122525276,8.801907311288833,-11.34036894329445,1.1901982413580918,1.2515812626798073,-12.364283962580433,10.591721574215367,0.0,0.0,10.382530396547612
20190902,-5.128393447294622,5.352120218114242,-2.14470920348197,6.993637320226413,7.723683296538301,-18.592893831693797,-8.28553301427414,-23.86821349605849,-11.890737496722245,-8.241925070608936,-7.333391264821457,0.0741741113321139,-16.0236092231368,0.0,6.497857082585548,13.574473288918352,8.622812699233693,-10.649197308226578,2.6767070780374325,1.1931001716199146,-11.840680786869513,10.696877460984688,0.0,0.0,10.315743987677795
20190903,-1.9387619018992726,5.365843351252116,-3.6991601514214905,7.050781491191105,7.797364138053568,-18.363437981334187,-8.504288145024594,-23.860347231455915,-11.175375015674287,-7.649231531981664,-7.1049845235679205,-1.3932076466097907,-16.423607278726404,0.0,7.2321340573568245,13.47683696372478,8.460389968017463,-10.062189923850203,3.902500952545085,1.0931529579723265,-11.069967914496562,10.73911546150701,0.0,0.0,10.237104047795977
20190904,0.682251049650015,5.298773361042869,-5.016521935943362,7.149216141458269,7.857452216557584,-18.133556513120975,-8.662243549045611,-24.127007112873734,-10.480320135701355,-7.155294231656442,-6.651098086479409,-2.610667132507478,-15.470814068847368,0.0,7.799205070530323,13.373222663345134,8.327896442977336,-9.459384585510481,4.898632409519741,1.004294787218882,-10.509816142849118,10.809613318231532,0.0,0.0,10.062552676969425
20190905,2.7234877563225863,5.254532149945613,-5.78130880928729,7.233535669371833,7.841839235945223,-18.714968980823485,-8.78245164186485,-24.350541954980994,-9.972225427994502,-6.677335141443069,-6.185810108191085,-3.8589390198027163,-13.690693072207287,0.0,8.160000375976013,13.27116882094796,8.153754829207982,-8.853355168206644,5.604519714907095,0.8051074563074533,-10.040562692090614,10.874816581373388,0.0,0.0,9.925397976958275
20190906,2.1919851698564643,5.051693856625024,-6.435321802215595,7.100551617135933,7.619952278812227,-19.029409980053416,-8.767435808410742,-24.472187273143817,-9.780992937427316,-6.329749304948464,-5.838828652300583,-4.732391378052629,-12.491635625130167,0.0,8.399149610694579,13.206696256297336,8.12734026903703,-8.443355907695405,6.060429341780058,0.7227354959321818,-9.489849034361677,11.190654015926624,0.0,0.0,10.20972619785038
20190909,1.7574468241953585,4.865041982963126,-6.58842097010849,6.994660327287877,7.440487933020918,-19.29864891255515,-8.757358424712622,-24.606983849646106,-8.718008809222338,-5.8157206306490234,-5.127057787039469,-5.448744146026424,-9.28059380753249,0.0,6.840831352646472,13.165100305868672,8.10742623343672,-7.737767085167104,4.93130351126521,0.5249086308659626,-9.276184001514046,11.474648850614525,0.0,0.0,10.442412437851571
20190910,1.4012336867050967,4.740959525688405,-6.744272362730147,6.948976840478614,7.30727804991904,-19.53472989680567,-8.754262800706893,-24.732073065862824,-7.789545740848425,-5.427289024110602,-4.466218949033001,-6.023566429138028,-6.941869042886499,0.0,7.418881933329547,13.278784393576734,8.085900469564882,-7.107865672126619,5.623669710056654,0.426439487579445,-8.712495587331462,11.598976195473842,0.0,0.0,10.67479269226
20190911,1.1087450367873686,4.684399776106062,-6.877902686382334,7.034155804330947,7.276463458757899,-19.713509151638018,-8.81320474280869,-24.884346461855817,-6.983780598248801,-5.019938647817063,-3.688350230519105,-6.49944893303581,-4.447886163736929,0.0,7.9785123035362995,13.487879811937034,8.058535641088035,-6.499457261346183,4.570099137699918,0.253219071508431,-8.749231465967148,11.690342341607531,0.0,0.0,10.921708464686784
20190912,0.8689501920480475,4.639952321248937,-6.958376077419544,7.139053645504201,7.25374360178177,-19.859780992401788,-8.878298268088534,-25.068129089737333,-5.9356545044332965,-4.538549876148854,-2.5929116495138613,-6.898356927192034,-1.4009500867648115,0.0,8.438813547754732,13.65282765503209,8.014564433788099,-5.689669987841169,3.7084186388315103,0.10030438816587378,-8.800885736822135,11.788005950569064,0.0,0.0,11.123133509080493
20190916,0.6727991397477103,4.59294714702628,-7.006261127182824,7.225127608715344,7.236797085609383,-19.994375297010237,-8.91660444379888,-25.216504980194852,-4.978585872505066,-4.129067818422214,-1.7713974548862776,-7.014551867176643,1.2712731121313914,0.0,8.80810581126519,13.780885334754155,7.906788607019868,-4.84920358040819,3.0034345601030434,-0.17472232481019945,-8.896780504516913,11.86482820300394,0.0,0.0,11.260419658609235
20190917,2.5283365304828784,4.558694832962386,-7.052635739043998,7.295763010165152,7.216448056000853,-20.675386669962734,-8.947813467363174,-25.330951069449718,-4.297774659662275,-3.7726366537555545,-1.3447607654017453,-5.712381458049858,2.6576747168165165,0.0,9.11373647138805,13.885550965662029,7.741271387905997,-4.145343496293327,4.113594694864107,-0.14418058810723017,-9.073872524325742,11.817210876402646,0.0,0.0,11.213396723909822
20190918,4.048423750414072,4.5314664370060385,-7.074817781099577,7.354529188619273,7.204684002636731,-21.184059544903995,-8.928806248895054,-25.607528659989576,-3.7994362402930295,-3.468668200154906,-0.8320429764794688,-6.111409256600764,2.757682134456395,0.0,9.36922254549446,14.006818926966483,7.513654021277839,-3.6406735146870877,5.0325389385752635,-0.16280074278108386,-9.525296340117112,11.717409679847362,0.0,0.0,11.102719772866543
20190919,3.2761084588247873,4.503941327462129,-7.077821582247634,7.402464558962516,7.193418484189268,-22.25000615943558,-8.958861602247712,-25.303701998350572,-3.835803158893713,-3.3288765118337156,-0.5263733799172845,-4.972798255200643,1.4614914918725737,0.0,9.587043371973975,14.111180728825207,7.3115488182140185,-3.550410054171686,5.79325991354454,-0.2656175972300927,-9.999873780958538,11.64564337625365,0.0,0.0,10.964489547893717
20190920,2.6451113501615984,4.480128486476918,-7.062368077486825,7.442975362786239,7.1701837200166425,-22.938223943740578,-9.027153228303913,-25.22325415942517,-4.060795689806664,-3.2400416917682215,-0.5548724934131972,-2.586388169831986,-1.4163578630890659,0.0,9.856030161250771,14.500445248439924,7.2066693862980165,-3.540670173869332,6.491954385812472,-0.6124333213691647,-10.431861696435602,11.746578131204542,0.0,0.0,10.872992611512041
20190923,2.125584112487532,4.439369392165292,-7.0193880391295105,7.454281719222398,7.149135959442407,-23.893233452251014,-9.092825974827647,-25.400645968722014,-3.5924884864666815,-3.0851996114798976,-0.11392694590119615,-0.47398035199967903,-3.8241067038637024,0.0,10.128306695374507,14.67187015958932,7.124942709891216,-3.0480849157280616,7.080713991576155,-1.0538811803037336,-10.794767782666055,11.833816170143763,0.0,0.0,10.777339964965718
20190924,1.6980949069534865,4.476221752669687,-6.9707859846112665,7.822020404402693,7.138857790393294,-24.66268420716349,-9.664144580251042,-25.544338172414683,-3.057978062642781,-3.088124320782935,-0.7783686489792011,1.2797500998064182,-6.360792548110137,0.0,10.383778916905925,14.654611080570525,7.092444439326621,-2.657106052035877,7.626085104014707,-1.2932465510835631,-11.516515661019362,11.946719081220833,0.0,0.0,10.721513012847097
20190925,1.3479451846139132,4.506962818929501,-7.036166601806843,8.109964327742226,7.22221592713077,-25.86784931606201,-10.156884747671834,-26.043768378957648,-2.450632316942096,-3.1022814237277343,-1.3707726445458484,2.677506548803243,-8.094450695979425,0.0,10.571241046705282,14.946158982868358,7.1434789718268386,-2.1619180698726104,8.129193391883723,-1.3724904449311053,-12.30574455914279,12.275706992870084,0.0,0.0,10.868543840774473
20190926,1.062494014008622,4.526223613623446,-7.080300479089704,8.29537654361442,7.253492474063082,-26.66505106247542,-10.56371954161444,-26.2827419350045,-2.2926116116289825,-3.0320917599060784,-2.0174650028634846,3.8195537964247754,-9.703623090841019,0.0,10.752231969001235,15.397478042102106,7.196011496597772,-1.9365206077523591,8.570605393012071,-1.5635301772531522,-12.976802329184574,12.497779648460186,0.0,0.0,10.98796167825473
20190927,-1.2699402014197376,4.539564105049717,-7.148833351787553,6.755117562460129,7.311027857661088,-27.408069159151832,-10.541820537072233,-25.93090902662216,-2.2997144109385994,-2.923294834310896,-2.7427906172549155,4.746906760796825,-11.481066592973065,0.0,10.997506459030214,15.431006585635462,7.2392025005992835,-1.7887872073999256,8.955893925857431,-2.214288537122602,-14.02606908526195,12.715158318957327,0.0,0.0,10.911904096194078
20190930,-3.1807140176356583,4.555555454661996,-7.243114465455213,5.493037512262161,7.302024016830006,-28.419742535208442,-10.538297998162335,-25.586324028433854,-2.161527557299909,-2.737121341656712,-3.461417556249629,5.399419190280472,-12.73203667953595,0.0,11.269072097758889,15.46144449847,7.311304413299819,-1.4884722498714889,9.265895181917093,-2.9302911845545676,-14.819502462286989,12.856697760669494,0.0,0.0,10.89371729768331
20191008,-5.064417165353253,4.565812374487373,-6.947192705964893,4.460418425174298,7.521237093880004,-29.246717597585818,-10.450050409557486,-25.30478448066792,-2.428967603598806,-2.5293708075469348,-4.04874761275091,5.829148068868362,-13.33761929116685,0.0,11.552455479114512,15.420060238428164,7.429106612698294,-1.5682973501454036,9.588019217486417,-3.419855784817404,-16.562209184358565,12.906192404737599,0.0,0.0,10.806846381018898
20191009,-6.453745898577222,4.5315069472859175,-6.704315346175475,5.354599277133362,7.625205846339999,-29.793184929241416,-10.336072718714094,-24.80902700048285,-2.5101301475300213,-2.4391730676444703,-4.771316087781059,6.211258116914668,-13.958337343982336,0.0,11.594637478044922,15.131121193133435,7.474693986990112,-1.5874971738333146,9.68685343121637,-3.671325867548882,-19.233967571695445,13.079787622363789,0.0,0.0,10.69570660000288
20191010,-7.590847703138741,4.608112771808782,-6.504186636719513,4.413209095796459,6.21177387802793,-30.03120954636794,-10.257029132506142,-24.483817262717228,-2.8735521647032605,-2.1842571632546277,-5.38765033926524,6.477068799418518,-14.35418677445482,0.0,11.662190546751793,14.955773088608893,7.515228493021173,-1.7906232573814065,9.811881273509437,-3.590682472845574,-20.9025602621753,13.232964571640716,0.0,0.0,10.817121114476207
20191011,-8.484268485107185,4.6762110835172255,-6.37436082823593,1.881913147441138,6.4166752126948134,-29.89804208798601,-10.204852175968027,-24.13957003561413,-3.4534738840784973,-1.9134180022372698,-5.859002646408361,6.693460849747353,-14.60931741202512,0.0,11.817781658943781,14.811418611933728,7.604043405237866,-2.0434587362315897,10.057867144028899,-3.7422828571753826,-22.292012952558725,13.20876310940765,0.0,0.0,10.892884745686015
