ts_code,trade_date,pre_close,pre_settle,open,high,low,close,settle,change1,change2,vol,amount,oi,oi_chg
A.DCE,20140528,4552.0,4555.0,4549.0,4674.0,4538.0,4651.0,4636.0,96.0,81.0,709724.0,3290845.81,441394.0,
A1407.DCE,20140528,4532.0,4532.0,4713.0,4713.0,4651.0,4658.0,4681.0,126.0,149.0,24.0,112.35,6.0,-2.0
A1409.DCE,20140528,4517.0,4513.0,4515.0,4604.0,4506.0,4572.0,4568.0,59.0,55.0,207236.0,946861.21,247392.0,1638.0
A1411.DCE,20140528,4529.0,4508.0,4549.0,4681.0,4549.0,4615.0,4604.0,107.0,96.0,46.0,211.82,204.0,-14.0
A1501.DCE,20140528,4552.0,4555.0,4549.0,4674.0,4538.0,4651.0,4636.0,96.0,81.0,709724.0,3290845.81,441394.0,112732.0
A1503.DCE,20140528,4610.0,4622.0,4622.0,4719.0,4622.0,4703.0,4696.0,81.0,74.0,24.0,112.71,80.0,4.0
A1505.DCE,20140528,4669.0,4681.0,4657.0,4782.0,4651.0,4770.0,4752.0,89.0,71.0,44290.0,210469.64,65062.0,19654.0
A1507.DCE,20140528,4700.0,4700.0,,,,4740.0,4740.0,40.0,40.0,0.0,0.0,10.0,0.0
A1509.DCE,20140528,4755.0,4759.0,4741.0,4863.0,4741.0,4852.0,4836.0,93.0,77.0,3914.0,18931.73,9114.0,1300.0
A1511.DCE,20140528,4701.0,4701.0,,,,4778.0,4778.0,77.0,77.0,0.0,0.0,0.0,0.0
AG.SHF,20140528,4086.0,4107.0,4066.0,4076.0,4046.0,4066.0,4065.0,-41.0,-42.0,942616.0,5748664.191,451574.0,
AG1406.SHF,20140528,4120.0,4134.0,4100.0,4138.0,4098.0,4130.0,4119.0,-4.0,-15.0,93800.0,579563.868,113854.0,-22422.0
AG1407.SHF,20140528,4106.0,4117.0,4090.0,4115.0,4077.0,4115.0,4087.0,-2.0,-30.0,524.0,3212.613,1554.0,166.0
AG1408.SHF,20140528,4100.0,4118.0,4021.0,4109.0,4021.0,4084.0,4072.0,-34.0,-46.0,350.0,2137.917,874.0,26.0
AG1409.SHF,20140528,4094.0,4105.0,4066.0,4081.0,4057.0,4072.0,4069.0,-33.0,-36.0,1408.0,8594.058,3320.0,-26.0
AG1410.SHF,20140528,4111.0,4114.0,4105.0,4105.0,4053.0,4074.0,4062.0,-40.0,-52.0,132.0,804.405,560.0,-24.0
AG1411.SHF,20140528,4089.0,4102.0,4068.0,4074.0,4058.0,4059.0,4066.0,-43.0,-36.0,54.0,329.376,346.0,20.0
AG1412.SHF,20140528,4086.0,4107.0,4066.0,4076.0,4046.0,4066.0,4065.0,-41.0,-42.0,942616.0,5748664.191,451574.0,5630.0
AG1501.SHF,20140528,4097.0,4105.0,4081.0,4081.0,4051.0,4066.0,4064.0,-39.0,-41.0,434.0,2646.231,1100.0,218.0
AG1502.SHF,20140528,4098.0,4103.0,4080.0,4080.0,4059.0,4065.0,4065.0,-38.0,-38.0,68.0,414.687,566.0,36.0
AG1503.SHF,20140528,4097.0,4102.0,4097.0,4097.0,4058.0,4072.0,4064.0,-30.0,-38.0,150.0,914.601,668.0,96.0
AG1504.SHF,20140528,4123.0,4124.0,4093.0,4093.0,4070.0,4072.0,4075.0,-52.0,-49.0,56.0,342.327,146.0,42.0
AG1505.SHF,20140528,4107.0,4131.0,4090.0,4094.0,4065.0,4084.0,4074.0,-47.0,-57.0,56.0,342.222,68.0,36.0
AGL.SHF,20140528,4120.0,4134.0,4100.0,4138.0,4098.0,4130.0,4119.0,-4.0,-15.0,93800.0,579563.868,113854.0,
AL.DCE,20140528,4532.0,4532.0,4713.0,4713.0,4651.0,4658.0,4681.0,126.0,149.0,24.0,112.35,6.0,
AL.SHF,20140528,13430.0,13470.0,13470.0,13525.0,13430.0,13475.0,13470.0,5.0,0.0,72402.0,487765.54,129274.0,
AL1406.SHF,20140528,13290.0,13320.0,13330.0,13395.0,13315.0,13360.0,13360.0,40.0,40.0,5106.0,34111.01,46646.0,-1630.0
AL1407.SHF,20140528,13380.0,13395.0,13410.0,13465.0,13375.0,13430.0,13420.0,35.0,25.0,15462.0,103783.02,83398.0,-1996.0
AL1408.SHF,20140528,13430.0,13470.0,13470.0,13525.0,13430.0,13475.0,13470.0,5.0,0.0,72402.0,487765.54,129274.0,7692.0
AL1409.SHF,20140528,13465.0,13470.0,13505.0,13560.0,13460.0,13515.0,13510.0,45.0,40.0,13298.0,89834.845,55574.0,4198.0
AL1410.SHF,20140528,13495.0,13500.0,13520.0,13580.0,13500.0,13540.0,13540.0,40.0,40.0,2508.0,16980.34,15982.0,618.0
AL1411.SHF,20140528,13540.0,13545.0,13565.0,13625.0,13545.0,13560.0,13585.0,15.0,40.0,282.0,1915.865,2624.0,-20.0
AL1412.SHF,20140528,13565.0,13570.0,13595.0,13645.0,13570.0,13600.0,13615.0,30.0,45.0,328.0,2233.375,878.0,6.0
AL1501.SHF,20140528,13605.0,13610.0,13640.0,13675.0,13620.0,13650.0,13640.0,40.0,30.0,278.0,1896.385,486.0,30.0
AL1502.SHF,20140528,13615.0,13615.0,13650.0,13675.0,13635.0,13635.0,13645.0,20.0,30.0,18.0,122.845,166.0,-4.0
AL1503.SHF,20140528,13745.0,13755.0,13745.0,13770.0,13720.0,13750.0,13740.0,-5.0,-15.0,44.0,302.355,160.0,12.0
AL1504.SHF,20140528,13895.0,13895.0,13765.0,13765.0,13760.0,13760.0,13760.0,-135.0,-135.0,4.0,27.525,20.0,0.0
AL1505.SHF,20140528,13760.0,13760.0,,,,13760.0,13760.0,0.0,0.0,0.0,0.0,16.0,0.0
ALL.SHF,20140528,13290.0,13320.0,13330.0,13395.0,13315.0,13360.0,13360.0,40.0,40.0,5106.0,34111.01,46646.0,
AU.SHF,20140528,259.1,259.9,257.5,257.9,254.8,255.15,256.15,-4.75,-3.75,276772.0,7089977.1,207414.0,
AU1406.SHF,20140528,258.8,259.5,257.0,258.0,255.15,255.95,256.45,-3.55,-3.05,12712.0,326042.77,15106.0,-2958.0
AU1407.SHF,20140528,259.05,259.45,257.8,257.8,255.0,255.7,256.45,-3.75,-3.0,52.0,1333.63,32.0,-4.0
AU1408.SHF,20140528,259.3,259.75,257.65,257.7,255.65,255.95,256.45,-3.8,-3.3,284.0,7283.2,198.0,2.0
AU1410.SHF,20140528,259.7,259.7,255.8,256.4,255.8,255.9,255.95,-3.8,-3.75,20.0,511.98,64.0,12.0
AU1412.SHF,20140528,259.1,259.9,257.5,257.9,254.8,255.15,256.15,-4.75,-3.75,276772.0,7089977.1,207414.0,15294.0
AU1502.SHF,20140528,260.75,260.75,256.05,256.05,256.05,256.05,256.05,-4.7,-4.7,2.0,51.21,34.0,0.0
AU1504.SHF,20140528,260.0,260.0,256.35,256.35,256.35,256.35,256.35,-3.65,-3.65,2.0,51.27,32.0,2.0
AUL.SHF,20140528,258.8,259.5,257.0,258.0,255.15,255.95,256.45,-3.55,-3.05,12712.0,326042.77,15106.0,
B.DCE,20140528,4222.0,4234.0,4235.0,4240.0,4202.0,4240.0,4227.0,6.0,-7.0,20.0,84.55,404.0,
