ts_code,trade_date,pre_close,pre_settle,open,high,low,close,settle,change1,change2,vol,amount,oi,oi_chg
A.DCE,20120316,4509.0,4506.0,4525.0,4527.0,4492.0,4503.0,4513.0,-3.0,7.0,92752.0,418593.17,220532.0,
A1205.DCE,20120316,4394.0,4394.0,4405.0,4417.0,4388.0,4398.0,4404.0,4.0,10.0,594.0,2616.24,17914.0,-152.0
A1207.DCE,20120316,4433.0,4433.0,,,,4433.0,4433.0,0.0,0.0,0.0,0.0,106.0,0.0
A1209.DCE,20120316,4509.0,4506.0,4525.0,4527.0,4492.0,4503.0,4513.0,-3.0,7.0,92752.0,418593.17,220532.0,-1358.0
A1211.DCE,20120316,4513.0,4520.0,4535.0,4540.0,4508.0,4508.0,4527.0,-12.0,7.0,6.0,27.17,176.0,-2.0
A1301.DCE,20120316,4538.0,4536.0,4558.0,4567.0,4522.0,4535.0,4547.0,-1.0,11.0,46996.0,213720.98,209430.0,7574.0
A1303.DCE,20120316,4555.0,4555.0,,,,4555.0,4555.0,0.0,0.0,0.0,0.0,56.0,0.0
A1305.DCE,20120316,4589.0,4589.0,4589.0,4616.0,4573.0,4583.0,4592.0,-6.0,3.0,5552.0,25498.7,75338.0,588.0
A1307.DCE,20120316,4606.0,4614.0,4623.0,4623.0,4606.0,4606.0,4617.0,-8.0,3.0,6.0,27.71,140.0,-2.0
A1309.DCE,20120316,4669.0,4663.0,4669.0,4669.0,4629.0,4660.0,4652.0,-3.0,-11.0,14.0,65.13,26.0,4.0
AL.DCE,20120316,4394.0,4394.0,4405.0,4417.0,4388.0,4398.0,4404.0,4.0,10.0,594.0,2616.24,17914.0,
AL.SHF,20120316,16170.0,16155.0,16190.0,16190.0,16150.0,16150.0,16165.0,-5.0,10.0,2702.0,21845.08,48770.0,
AL1204.SHF,20120316,16045.0,16030.0,16070.0,16080.0,16020.0,16025.0,16040.0,-5.0,10.0,1286.0,10316.36,37658.0,-326.0
AL1205.SHF,20120316,16170.0,16155.0,16190.0,16190.0,16150.0,16150.0,16165.0,-5.0,10.0,2702.0,21845.08,48770.0,-684.0
AL1206.SHF,20120316,16280.0,16275.0,16300.0,16310.0,16260.0,16260.0,16290.0,-15.0,15.0,6044.0,49231.105,40270.0,1678.0
AL1207.SHF,20120316,16380.0,16370.0,16405.0,16415.0,16370.0,16370.0,16390.0,0.0,20.0,944.0,7737.715,24036.0,600.0
