ts_code,trade_date,pre_close,pre_settle,open,high,low,close,settle,change1,change2,vol,amount,oi,oi_chg
A.DCE,20230522,5050.0,5073.0,5051.0,5093.0,5034.0,5064.0,5061.0,-9.0,-12.0,165076.0,835511.97,114317.0,
A2307.DCE,20230522,5050.0,5073.0,5051.0,5093.0,5034.0,5064.0,5061.0,-9.0,-12.0,165076.0,835511.97,114317.0,-7577.0
A2309.DCE,20230522,4862.0,4892.0,4866.0,4890.0,4832.0,4850.0,4857.0,-42.0,-35.0,41421.0,201219.31,48315.0,3539.0
A2311.DCE,20230522,4781.0,4805.0,4781.0,4806.0,4756.0,4787.0,4781.0,-18.0,-24.0,21563.0,103102.48,42872.0,-261.0
A2401.DCE,20230522,4754.0,4785.0,4761.0,4781.0,4733.0,4762.0,4758.0,-23.0,-27.0,1253.0,5962.75,7433.0,225.0
A2403.DCE,20230522,4749.0,4776.0,4751.0,4766.0,4722.0,4743.0,4748.0,-33.0,-28.0,320.0,1519.58,4952.0,41.0
A2405.DCE,20230522,4734.0,4753.0,4736.0,4751.0,4727.0,4743.0,4740.0,-10.0,-13.0,43.0,203.84,97.0,40.0
AG.SHF,20230522,5435.0,5398.0,5419.0,5494.0,5394.0,5445.0,5445.0,47.0,47.0,541907.0,4426803.86,189753.0,
AG2306.SHF,20230522,5435.0,5398.0,5419.0,5494.0,5394.0,5445.0,5445.0,47.0,47.0,541907.0,4426803.86,189753.0,-18264.0
AG2307.SHF,20230522,5443.0,5412.0,5428.0,5505.0,5406.0,5457.0,5455.0,45.0,43.0,92797.0,759426.82,203442.0,3757.0
AG2308.SHF,20230522,5453.0,5420.0,5440.0,5515.0,5414.0,5465.0,5463.0,45.0,43.0,437669.0,3586763.18,380519.0,10140.0
AG2309.SHF,20230522,5464.0,5430.0,5450.0,5525.0,5425.0,5474.0,5473.0,44.0,43.0,94053.0,772242.66,73445.0,-601.0
AG2310.SHF,20230522,5472.0,5442.0,5456.0,5532.0,5433.0,5484.0,5482.0,42.0,40.0,8367.0,68811.76,4708.0,-22.0
AG2311.SHF,20230522,5482.0,5452.0,5464.0,5540.0,5444.0,5490.0,5490.0,38.0,38.0,1339.0,11028.24,2956.0,65.0
AG2312.SHF,20230522,5486.0,5455.0,5472.0,5545.0,5447.0,5497.0,5496.0,42.0,41.0,114916.0,947517.37,186569.0,5671.0
AG2401.SHF,20230522,5502.0,5472.0,5493.0,5559.0,5465.0,5512.0,5508.0,40.0,36.0,2242.0,18525.9,16826.0,112.0
AG2402.SHF,20230522,5513.0,5477.0,5497.0,5566.0,5470.0,5517.0,5518.0,40.0,41.0,886.0,7333.47,1423.0,412.0
