Factor,Parameters,Mode,SharpRatio,POT
IntradayAmplitude,{'N': 10},RAW,0.1359,20.858
IntradayAmplitude,{'N': 10},STATE_MACHINE,0.014,1.7149
IntradayAmplitude,{'N': 20},RAW,0.1818,29.8959
IntradayAmplitude,{'N': 20},STATE_MACHINE,0.0196,2.3946
IntradayAmplitude,{'N': 30},RAW,0.1864,28.2167
IntradayAmplitude,{'N': 30},STATE_MACHINE,0.0097,1.1852
IntradayAmplitude,{'N': 40},RAW,0.194,28.7139
IntradayAmplitude,{'N': 40},STATE_MACHINE,0.0083,1.0148
IntradayAmplitude,{'N': 50},RAW,0.1997,29.2491
IntradayAmplitude,{'N': 50},STATE_MACHINE,0.0116,1.4211
IntradayAmplitude,{'N': 60},RAW,0.1942,28.2342
IntradayAmplitude,{'N': 60},STATE_MACHINE,0.0078,0.9654
