Factor,Parameters,Mode,SharpRatio,POT
BuyingSellingPressure,{'N': 10},RAW,0.2922,8.1202
BuyingSellingPressure,{'N': 10},STATE_MACHINE,0.3627,7.9429
BuyingSellingPressure,{'N': 20},RAW,0.405,15.1043
BuyingSellingPressure,{'N': 20},STATE_MACHINE,0.3926,11.5848
BuyingSellingPressure,{'N': 30},RAW,0.5908,26.3109
BuyingSellingPressure,{'N': 30},STATE_MACHINE,0.5791,20.4876
BuyingSellingPressure,{'N': 40},RAW,0.6384,31.1062
BuyingSellingPressure,{'N': 40},STATE_MACHINE,0.5469,20.8047
BuyingSellingPressure,{'N': 50},RAW,0.4733,24.9083
BuyingSellingPressure,{'N': 50},STATE_MACHINE,0.453,17.7338
BuyingSellingPressure,{'N': 60},RAW,0.3622,20.0506
BuyingSellingPressure,{'N': 60},STATE_MACHINE,0.5397,22.1491
