Factor,Parameters,Mode,SharpRatio,POT
PriceOiDivergence,{'N': 10},RAW,0.2513,8.1033
PriceOiDivergence,{'N': 10},STATE_MACHINE,0.4631,6.7382
PriceOiDivergence,{'N': 20},RAW,0.0795,3.0278
PriceOiDivergence,{'N': 20},STATE_MACHINE,-0.0638,-1.3468
PriceOiDivergence,{'N': 30},RAW,-0.0119,-0.5432
PriceOiDivergence,{'N': 30},STATE_MACHINE,-0.0852,-2.3378
PriceOiDivergence,{'N': 40},RAW,-0.1753,-9.4728
PriceOiDivergence,{'N': 40},STATE_MACHINE,-0.0783,-2.4818
PriceOiDivergence,{'N': 50},RAW,0.1065,6.3467
PriceOiDivergence,{'N': 50},STATE_MACHINE,0.1939,7.9014
PriceOiDivergence,{'N': 60},RAW,0.3259,21.2015
PriceOiDivergence,{'N': 60},STATE_MACHINE,0.5155,23.5823
