Factor,Parameters,Mode,SharpRatio,POT
AmihudIlliquidity,{'N': 10},RAW,0.0337,13.8109
AmihudIlliquidity,{'N': 10},STATE_MACHINE,-0.0183,-2.1852
AmihudIlliquidity,{'N': 20},RAW,-0.089,-52.7581
AmihudIlliquidity,{'N': 20},STATE_MACHINE,-0.0804,-10.015
AmihudIlliquidity,{'N': 30},RAW,-0.1668,-64.1829
AmihudIlliquidity,{'N': 30},STATE_MACHINE,-0.0893,-11.1197
AmihudIlliquidity,{'N': 40},RAW,-0.22,-92.9082
AmihudIlliquidity,{'N': 40},STATE_MACHINE,-0.0864,-10.7505
AmihudIlliquidity,{'N': 50},RAW,-0.2646,-127.0966
AmihudIlliquidity,{'N': 50},STATE_MACHINE,-0.0787,-9.8051
AmihudIlliquidity,{'N': 60},RAW,-0.3022,-248.6852
AmihudIlliquidity,{'N': 60},STATE_MACHINE,-0.0806,-10.0473
