Factor,Parameters,Mode,SharpRatio,POT
PriceVolumeCorrelation,{'N': 10},RAW,0.1373,3.5109
PriceVolumeCorrelation,{'N': 10},STATE_MACHINE,-0.063,-1.2971
PriceVolumeCorrelation,{'N': 20},RAW,0.0007,0.0257
PriceVolumeCorrelation,{'N': 20},STATE_MACHINE,-0.153,-4.7069
PriceVolumeCorrelation,{'N': 30},RAW,0.0145,0.6798
PriceVolumeCorrelation,{'N': 30},STATE_MACHINE,-0.1033,-3.7716
PriceVolumeCorrelation,{'N': 40},RAW,-0.0405,-2.1344
PriceVolumeCorrelation,{'N': 40},STATE_MACHINE,-0.1508,-5.9382
PriceVolumeCorrelation,{'N': 50},RAW,-0.1233,-6.8841
PriceVolumeCorrelation,{'N': 50},STATE_MACHINE,-0.1401,-5.6936
PriceVolumeCorrelation,{'N': 60},RAW,-0.2967,-17.9196
PriceVolumeCorrelation,{'N': 60},STATE_MACHINE,-0.3289,-14.2727
