Factor,Parameters,Mode,SharpRatio,POT
NoiseFader,{'N': 10},RAW,-0.3569,-6.5652
NoiseFader,{'N': 10},STATE_MACHINE,-0.4853,-12.3316
NoiseFader,{'N': 20},RAW,-0.7104,-20.7426
NoiseFader,{'N': 20},STATE_MACHINE,-0.7651,-31.0135
NoiseFader,{'N': 30},RAW,-0.7157,-25.2362
NoiseFader,{'N': 30},STATE_MACHINE,-0.7731,-36.0362
NoiseFader,{'N': 40},RAW,-0.6291,-25.344
NoiseFader,{'N': 40},STATE_MACHINE,-0.6927,-35.3328
NoiseFader,{'N': 50},RAW,-0.5023,-20.8236
NoiseFader,{'N': 50},STATE_MACHINE,-0.5582,-29.0338
NoiseFader,{'N': 60},RAW,-0.4076,-17.3629
NoiseFader,{'N': 60},STATE_MACHINE,-0.4545,-24.0731
