Factor,Parameters,Mode,SharpRatio,POT
BuyingSellingPressure,{'N': 10},RAW,0.5323,17.7437
BuyingSellingPressure,{'N': 10},STATE_MACHINE,0.5923,15.2239
BuyingSellingPressure,{'N': 20},RAW,0.4498,21.4053
BuyingSellingPressure,{'N': 20},STATE_MACHINE,0.3263,11.9629
BuyingSellingPressure,{'N': 30},RAW,0.4758,27.6319
BuyingSellingPressure,{'N': 30},STATE_MACHINE,0.3633,15.3344
BuyingSellingPressure,{'N': 40},RAW,0.5552,37.6522
BuyingSellingPressure,{'N': 40},STATE_MACHINE,0.4904,24.2857
BuyingSellingPressure,{'N': 50},RAW,0.4964,37.2603
BuyingSellingPressure,{'N': 50},STATE_MACHINE,0.406,22.0934
BuyingSellingPressure,{'N': 60},RAW,0.3932,32.0092
BuyingSellingPressure,{'N': 60},STATE_MACHINE,0.2311,13.5321
