,dailyPnl,Ferrous,cumulativePnl
20100310,-0.058080078192328785,-0.058080078192328785,-0.007924116280030376
20100311,-0.014684949810221688,-0.014684949810221688,-0.022609066090252063
20100312,-0.03155216706290974,-0.03155216706290974,-0.054161233153161806
20100315,-0.011401425969249935,-0.011401425969249935,-0.06556265912241174
20100316,-0.5591284018773844,-0.5591284018773844,-0.6246910609997962
20100317,0.06313519253009807,0.06313519253009807,-0.5615558684696982
20100318,0.05791834963808492,0.05791834963808492,-0.5036375188316132
20100319,-0.03809859139249034,-0.03809859139249034,-0.5417361102241036
20100322,-0.01419145526913515,-0.01419145526913515,-0.5559275654932387
20100323,0.02732252927688781,0.02732252927688781,-0.5286050362163509
20100324,0.014914138342868536,0.014914138342868536,-0.5136908978734823
20100325,0.006098632029433492,0.006098632029433492,-0.5075922658440488
20100326,-0.0008357340780482696,-0.0008357340780482696,-0.5084279999220971
20100329,0.027126139687330436,0.027126139687330436,-0.4813018602347666
20100330,-0.13037453846155447,-0.13037453846155447,-0.6116763986963211
20100331,-0.021454967461771147,-0.021454967461771147,-0.6331313661580922
20100401,-0.008711828268308956,-0.008711828268308956,-0.6418431944264011
20100402,0.1650679055040977,0.1650679055040977,-0.4767752889223035
20100406,0.20866989220012544,0.20866989220012544,-0.26810539672217804
20100407,0.12914604077905092,0.12914604077905092,-0.1389593559431271
20100408,-0.17221433653310889,-0.17221433653310889,-0.311173692476236
20100409,0.14994247655871393,0.14994247655871393,-0.16123121591752207
20100412,0.07693429051650923,0.07693429051650923,-0.08429692540101284
20100413,0.02351038893621811,0.02351038893621811,-0.06078653646479473
20100414,-0.05766610441174765,-0.05766610441174765,-0.11845264087654239
20100415,-0.061586343612284614,-0.061586343612284614,-0.180038984488827
20100416,0.02761663749003541,0.02761663749003541,-0.1524223469987916
20100419,-0.10215098138681597,-0.10215098138681597,-0.25457332838560753
20100420,0.019856728355126932,0.019856728355126932,-0.23471660003048062
20100421,0.0086446760129776,0.0086446760129776,-0.226071924017503
20100422,0.013570387965755827,0.013570387965755827,-0.21250153605174718
20100423,-0.011645810147546462,-0.011645810147546462,-0.22414734619929363
20100426,0.018640167054699387,0.018640167054699387,-0.20550717914459424
20100427,0.22853417751617222,0.22853417751617222,0.023026998371577984
20100428,0.44395315146336284,0.44395315146336284,0.46698014983494085
20100429,0.028083871657093303,0.028083871657093303,0.49506402149203416
20100430,-0.30918928060440076,-0.30918928060440076,0.1858747408876334
20100504,-0.18421390008903613,-0.18421390008903613,0.0016608407985972684
20100505,0.07476978779011993,0.07476978779011993,0.0764306285887172
20100506,0.10170920153810144,0.10170920153810144,0.17813983012681864
20100507,0.48036869357577394,0.48036869357577394,0.6585085237025926
20100510,0.04797135130173044,0.04797135130173044,0.7064798750043231
20100511,0.19684717122380632,0.19684717122380632,0.9033270462281294
20100512,0.309874462737002,0.309874462737002,1.2132015089651313
20100513,0.029008542020587016,0.029008542020587016,1.2422100509857184
20100514,0.17239931572788278,0.17239931572788278,1.414609366713601
20100517,1.008871428166553,1.008871428166553,2.423480794880154
20100518,-0.139816945847842,-0.139816945847842,2.2836638490323122
20100519,-0.08304121156974617,-0.08304121156974617,2.200622637462566
20100520,-0.16282110244726575,-0.16282110244726575,2.0378015350153
20100521,0.118785312773431,0.118785312773431,2.156586847788731
20100524,-0.43113225470966315,-0.43113225470966315,1.725454593079068
20100525,0.23726017999469393,0.23726017999469393,1.9627147730737617
20100526,-0.03465998023316301,-0.03465998023316301,1.9280547928405987
20100527,0.00831873520943315,0.00831873520943315,1.9363735280500318
20100528,0.05731728424064147,0.05731728424064147,1.9936908122906734
20100531,0.16427270950740033,0.16427270950740033,2.1579635217980737
20100601,0.14883247262549354,0.14883247262549354,2.306795994423567
20100602,-0.029208478170857425,-0.029208478170857425,2.27758751625271
20100603,-0.06348227796660541,-0.06348227796660541,2.2141052382861046
20100604,0.08278964703367915,0.08278964703367915,2.2968948853197837
20100607,0.6832075435832308,0.6832075435832308,2.9801024289030145
20100608,-0.19329704411726212,-0.19329704411726212,2.7868053847857523
20100609,-0.18503118403013302,-0.18503118403013302,2.6017742007556195
20100610,0.09439306213505806,0.09439306213505806,2.6961672628906777
20100611,-0.11018448962409243,-0.11018448962409243,2.5859827732665854
20100617,-0.003257832902094669,-0.003257832902094669,2.582724940364491
20100618,0.06953989645829574,0.06953989645829574,2.652264836822787
20100621,-0.20386211641713475,-0.20386211641713475,2.448402720405652
20100622,0.06155782047901225,0.06155782047901225,2.5099605408846646
20100623,0.11693978143669065,0.11693978143669065,2.6269003223213554
20100624,-0.04029379779068133,-0.04029379779068133,2.586606524530674
20100625,0.02617787671496271,0.02617787671496271,2.6127844012456367
20100628,0.06873799726625864,0.06873799726625864,2.6815223985118952
20100629,0.07196391417765222,0.07196391417765222,2.7534863126895472
20100630,0.012235924765487249,0.012235924765487249,2.7657222374550345
20100701,0.030369991696236408,0.030369991696236408,2.796092229151271
20100702,-0.019595222070637085,-0.019595222070637085,2.776497007080634
20100705,-0.01896840138088607,-0.01896840138088607,2.757528605699748
20100706,0.029905678757775372,0.029905678757775372,2.787434284457523
20100707,-0.0012023576048454407,-0.0012023576048454407,2.7862319268526776
20100708,0.037059217277868824,0.037059217277868824,2.8232911441305464
20100709,-0.0209370097843432,-0.0209370097843432,2.8023541343462033
20100712,0.020491544485773075,0.020491544485773075,2.8228456788319765
20100713,0.06768649953832814,0.06768649953832814,2.8905321783703046
20100714,0.04702452988818465,0.04702452988818465,2.9375567082584895
20100715,-0.017395172250682156,-0.017395172250682156,2.9201615360078073
20100716,-0.09035774908929843,-0.09035774908929843,2.8298037869185086
20100719,-0.5544732034855175,-0.5544732034855175,2.275330583432991
20100720,-0.4561871346597819,-0.4561871346597819,1.8191434487732092
20100721,0.0779848379498795,0.0779848379498795,1.8971282867230888
20100722,0.022169816202844417,0.022169816202844417,1.919298102925933
20100723,-0.18069487831599476,-0.18069487831599476,1.7386032246099383
20100726,0.029018455224848687,0.029018455224848687,1.767621679834787
20100727,0.1262432266706836,0.1262432266706836,1.8938649065054707
20100728,-0.05274260068218321,-0.05274260068218321,1.8411223058232875
20100729,0.005319694396068244,0.005319694396068244,1.8464420002193558
20100730,-0.01952524272373917,-0.01952524272373917,1.8269167574956167
20100802,0.02444520009790549,0.02444520009790549,1.851361957593522
20100803,-0.035139129953386444,-0.035139129953386444,1.8162228276401355
20100804,0.04494817397203087,0.04494817397203087,1.8611710016121663
20100805,-0.04686866938800238,-0.04686866938800238,1.8143023322241638
20100806,0.037170829000750215,0.037170829000750215,1.851473161224914
20100809,0.17080869785674452,0.17080869785674452,2.0222818590816587
20100810,-0.0648216914502723,-0.0648216914502723,1.9574601676313863
20100811,0.012504621541063427,0.012504621541063427,1.9699647891724497
20100812,-0.19588382441816315,-0.19588382441816315,1.7740809647542866
20100813,0.11338175816962491,0.11338175816962491,1.8874627229239114
20100816,0.09317399286909286,0.09317399286909286,1.9806367157930043
20100817,0.020755699157882244,0.020755699157882244,2.0013924149508866
20100818,-0.021091332706435036,-0.021091332706435036,1.9803010822444516
20100819,0.014370462094096976,0.014370462094096976,1.9946715443385485
20100820,-0.1971309473928964,-0.1971309473928964,1.7975405969456522
20100823,-0.18745427057037253,-0.18745427057037253,1.6100863263752796
20100824,-0.08775404305258476,-0.08775404305258476,1.5223322833226949
20100825,-0.03405502110098321,-0.03405502110098321,1.4882772622217117
20100826,0.05100381572405267,0.05100381572405267,1.5392810779457644
20100827,-0.007342383116618348,-0.007342383116618348,1.531938694829146
20100830,-0.16021780729373708,-0.16021780729373708,1.371720887535409
20100831,0.08571334811232934,0.08571334811232934,1.4574342356477383
20100901,-0.15813143758895634,-0.15813143758895634,1.299302798058782
20100902,-0.08216682296001611,-0.08216682296001611,1.2171359750987658
20100903,0.053414118543239394,0.053414118543239394,1.270550093642005
20100906,-0.29021712275915695,-0.29021712275915695,0.9803329708828481
20100907,0.025282602880055297,0.025282602880055297,1.0056155737629033
20100908,0.049042231988200506,0.049042231988200506,1.0546578057511038
20100909,0.16700572815621365,0.16700572815621365,1.2216635339073174
20100910,-0.0965495714057366,-0.0965495714057366,1.125113962501581
20100913,0.022683112378006975,0.022683112378006975,1.1477970748795878
20100914,0.11060603775510058,0.11060603775510058,1.2584031126346884
20100915,0.0017854337540880432,0.0017854337540880432,1.2601885463887765
20100916,0.09081488791790195,0.09081488791790195,1.3510034343066786
20100917,0.012581461753879407,0.012581461753879407,1.3635848960605579
20100920,-0.04813009869850018,-0.04813009869850018,1.3154547973620576
20100921,0.1914800659928574,0.1914800659928574,1.506934863354915
20100927,0.1733567658311112,0.1733567658311112,1.6802916291860264
20100928,0.024767596304624148,0.024767596304624148,1.7050592254906505
20100929,0.043758229694546374,0.043758229694546374,1.748817455185197
20100930,-0.09682577752257514,-0.09682577752257514,1.6519916776626218
20101008,-0.06985538285587331,-0.06985538285587331,1.5821362948067486
20101011,-0.2816343181129352,-0.2816343181129352,1.3005019766938133
20101012,0.1740758950783804,0.1740758950783804,1.4745778717721936
20101013,-0.09694737097923418,-0.09694737097923418,1.3776305007929595
20101014,0.14476601827485808,0.14476601827485808,1.5223965190678175
20101015,-0.12038357132662014,-0.12038357132662014,1.4020129477411973
20101018,-0.12689725615896727,-0.12689725615896727,1.2751156915822301
20101019,0.20285758968352205,0.20285758968352205,1.4779732812657522
20101020,0.4596376729843505,0.4596376729843505,1.9376109542501028
20101021,-0.045439918618525574,-0.045439918618525574,1.8921710356315773
20101022,0.11332111296607941,0.11332111296607941,2.0054921485976567
20101025,-0.8287837253250895,-0.8287837253250895,1.1767084232725673
20101026,0.2905290640924275,0.2905290640924275,1.467237487364995
20101027,-0.08002804152759432,-0.08002804152759432,1.3872094458374007
20101028,-0.1607089878018057,-0.1607089878018057,1.226500458035595
20101029,-0.00893362191449895,-0.00893362191449895,1.217566836121096
20101101,-0.4304079409162155,-0.4304079409162155,0.7871588952048806
20101102,0.08567716961818225,0.08567716961818225,0.8728360648230629
20101103,-0.05104728024605213,-0.05104728024605213,0.8217887845770108
20101104,-0.21549274953382286,-0.21549274953382286,0.6062960350431879
20101105,-0.2507588442684009,-0.2507588442684009,0.35553719077478696
20101108,-0.0012969829123365816,-0.0012969829123365816,0.35424020786245036
20101109,-0.06747546253508203,-0.06747546253508203,0.28676474532736834
20101110,-0.01946675179905483,-0.01946675179905483,0.2672979935283135
20101111,0.01644851042812998,0.01644851042812998,0.2837465039564435
20101112,-0.16534571437948753,-0.16534571437948753,0.11840078957695599
20101115,0.041962081208591615,0.041962081208591615,0.16036287078554762
20101116,-0.017248235860428972,-0.017248235860428972,0.14311463492511864
20101117,-0.03440781209044494,-0.03440781209044494,0.1087068228346737
20101118,-0.0015553842774092734,-0.0015553842774092734,0.10715143855726443
20101119,-0.01072183052934821,-0.01072183052934821,0.09642960802791622
20101122,0.000126763010892494,0.000126763010892494,0.09655637103880872
20101123,0.007448834146252371,0.007448834146252371,0.1040052051850611
20101124,-0.04301651461768244,-0.04301651461768244,0.060988690567378656
20101125,0.00850431436890301,0.00850431436890301,0.06949300493628166
20101126,0.005978565418828115,0.005978565418828115,0.07547157035510978
20101129,0.004549780766526136,0.004549780766526136,0.08002135112163591
20101130,-0.020497123567608317,-0.020497123567608317,0.0595242275540276
20101201,0.039615458227824966,0.039615458227824966,0.09913968578185256
20101202,0.00788618140414092,0.00788618140414092,0.10702586718599348
20101203,0.0564833299873603,0.0564833299873603,0.16350919717335377
20101206,-0.013140427632423556,-0.013140427632423556,0.1503687695409302
20101207,0.06611822943598597,0.06611822943598597,0.21648699897691617
20101208,-0.08256046763584363,-0.08256046763584363,0.13392653134107255
20101209,0.0031748274529272095,0.0031748274529272095,0.13710135879399976
20101210,0.016283932911132806,0.016283932911132806,0.15338529170513257
20101213,0.08322438176857674,0.08322438176857674,0.23660967347370931
20101214,0.005769343865908084,0.005769343865908084,0.2423790173396174
20101215,-0.02186956359870086,-0.02186956359870086,0.22050945374091652
20101216,-0.012075617600096789,-0.012075617600096789,0.20843383614081973
20101217,0.06533837903324208,0.06533837903324208,0.2737722151740618
20101220,0.029984407184734108,0.029984407184734108,0.3037566223587959
20101221,0.06793507941853338,0.06793507941853338,0.3716917017773293
20101222,-0.09574374965704138,-0.09574374965704138,0.2759479521202879
20101223,-0.0728361839915778,-0.0728361839915778,0.20311176812871007
20101224,-0.0272515913302435,-0.0272515913302435,0.17586017679846658
20101227,-0.03085285436762183,-0.03085285436762183,0.14500732243084474
20101228,0.0010787004833163376,0.0010787004833163376,0.1460860229141611
20101229,-0.017088828150255756,-0.017088828150255756,0.12899719476390534
20101230,0.008147776555070785,0.008147776555070785,0.13714497131897613
20101231,-0.008604128669718603,-0.008604128669718603,0.12854084264925753
20110104,0.006719331135677027,0.006719331135677027,0.13526017378493455
20110105,-0.045555290128524877,-0.045555290128524877,0.08970488365640966
20110106,0.037341904873559,0.037341904873559,0.12704678852996865
20110107,-0.04655181176801159,-0.04655181176801159,0.08049497676195705
20110110,0.14408975927119894,0.14408975927119894,0.22458473603315598
20110111,0.03738760741111439,0.03738760741111439,0.2619723434442704
20110112,0.018766542269185022,0.018766542269185022,0.2807388857134554
20110113,0.07006237149890365,0.07006237149890365,0.35080125721235905
20110114,0.22274523392402787,0.22274523392402787,0.5735464911363869
20110117,0.0872940926832164,0.0872940926832164,0.6608405838196033
20110118,-0.034559021596658954,-0.034559021596658954,0.6262815622229444
20110119,0.10681321506978214,0.10681321506978214,0.7330947772927265
20110120,-0.07786476431210491,-0.07786476431210491,0.6552300129806217
20110121,0.1935996289498053,0.1935996289498053,0.848829641930427
20110124,0.09088633566922329,0.09088633566922329,0.9397159775996503
20110125,0.012526717114770308,0.012526717114770308,0.9522426947144206
20110126,-0.11497034099204016,-0.11497034099204016,0.8372723537223804
20110127,-0.12470673332972283,-0.12470673332972283,0.7125656203926576
20110128,0.03980001084482953,0.03980001084482953,0.7523656312374871
20110131,0.40766137069034253,0.40766137069034253,1.1600270019278296
20110201,0.1713044104695515,0.1713044104695515,1.3313314123973812
20110209,0.0,0.0,1.3313314123973812
20110210,0.39116148026891834,0.39116148026891834,1.7224928926662995
20110211,-0.1259764262908537,-0.1259764262908537,1.5965164663754456
20110214,-0.08221027789427346,-0.08221027789427346,1.5143061884811722
20110215,0.023018696422329173,0.023018696422329173,1.5373248849035013
20110216,-0.3108117683615176,-0.3108117683615176,1.2265131165419838
20110217,-0.4727653824185423,-0.4727653824185423,0.7537477341234415
20110218,-0.18218723646650706,-0.18218723646650706,0.5715604976569345
20110221,0.15690075187849528,0.15690075187849528,0.7284612495354298
20110222,-0.025186488996884512,-0.025186488996884512,0.7032747605385453
20110223,0.07714157316903893,0.07714157316903893,0.7804163337075842
20110224,0.15096217699242545,0.15096217699242545,0.9313785107000097
20110225,0.10546999269581618,0.10546999269581618,1.036848503395826
20110228,-0.17109679224511273,-0.17109679224511273,0.8657517111507131
20110301,0.4095623672208005,0.4095623672208005,1.2753140783715136
20110302,-0.07432885432370591,-0.07432885432370591,1.2009852240478076
20110303,0.269878740093356,0.269878740093356,1.4708639641411636
20110304,-0.025231797149694684,-0.025231797149694684,1.445632166991469
20110307,-0.13969497118299157,-0.13969497118299157,1.3059371958084773
20110308,0.5292392406489574,0.5292392406489574,1.8351764364574348
20110309,0.018896896431315615,0.018896896431315615,1.8540733328887504
20110310,0.8960669002240109,0.8960669002240109,2.750140233112761
20110311,0.23399503639306013,0.23399503639306013,2.9841352695058214
20110314,-0.8069287872476977,-0.8069287872476977,2.1772064822581236
20110315,-0.43115541415353653,-0.43115541415353653,1.746051068104587
20110316,-0.5952073021605488,-0.5952073021605488,1.1508437659440383
20110317,0.14900871962443202,0.14900871962443202,1.2998524855684703
20110318,0.5924849062431018,0.5924849062431018,1.892337391811572
20110321,1.0013855576860775,1.0013855576860775,2.8937229494976497
20110322,0.04897644329319582,0.04897644329319582,2.9426993927908454
20110323,-0.7674140126090169,-0.7674140126090169,2.1752853801818284
20110324,0.10182759417736814,0.10182759417736814,2.2771129743591967
20110325,-0.11730482034865347,-0.11730482034865347,2.1598081540105434
20110328,-0.43167893415686526,-0.43167893415686526,1.7281292198536782
20110329,-0.2997251489680509,-0.2997251489680509,1.4284040708856272
20110330,0.16699424869405047,0.16699424869405047,1.5953983195796777
20110331,0.0,0.0,1.5953983195796777
20110401,0.10401471909049138,0.10401471909049138,1.6994130386701691
20110406,-0.6189571500772858,-0.6189571500772858,1.0804558885928834
20110407,-0.06694288677268133,-0.06694288677268133,1.013513001820202
20110408,-0.11094895297256513,-0.11094895297256513,0.902564048847637
20110411,-0.05141012440336834,-0.05141012440336834,0.8511539244442686
20110412,0.043558513377815605,0.043558513377815605,0.8947124378220842
20110413,-0.030789214710515444,-0.030789214710515444,0.8639232231115688
20110414,0.012554162881098584,0.012554162881098584,0.8764773859926673
20110415,0.013941640320629091,0.013941640320629091,0.8904190263132964
20110418,0.0064611705693283766,0.0064611705693283766,0.8968801968826248
20110419,0.014564655806313245,0.014564655806313245,0.911444852688938
20110420,-0.027927068071583346,-0.027927068071583346,0.8835177846173548
20110421,-0.03795923476141673,-0.03795923476141673,0.845558549855938
20110422,-0.007562368200055464,-0.007562368200055464,0.8379961816558825
20110425,0.004694441409453064,0.004694441409453064,0.8426906230653356
20110426,0.029835955339619462,0.029835955339619462,0.8725265784049551
20110427,-0.026141933757196804,-0.026141933757196804,0.8463846446477583
20110428,0.06864417603784294,0.06864417603784294,0.9150288206856012
20110429,0.035106884034494024,0.035106884034494024,0.9501357047200952
20110503,0.16847462320388812,0.16847462320388812,1.1186103279239834
20110504,-0.05762793692486372,-0.05762793692486372,1.0609823909991196
20110505,-0.14180782261816116,-0.14180782261816116,0.9191745683809585
20110506,-0.5954282551194522,-0.5954282551194522,0.32374631326150627
20110509,0.16339883088123858,0.16339883088123858,0.48714514414274485
20110510,0.10835639014806343,0.10835639014806343,0.5955015342908083
20110511,-0.12061421149744155,-0.12061421149744155,0.47488732279336676
20110512,-0.14782880181481847,-0.14782880181481847,0.32705852097854826
20110513,0.20457798145997036,0.20457798145997036,0.5316365024385186
20110516,-0.04243703562949244,-0.04243703562949244,0.48919946680902615
20110517,0.005196370699347253,0.005196370699347253,0.4943958375083734
20110518,-0.017721528722047627,-0.017721528722047627,0.4766743087863258
20110519,0.00011438646065248896,0.00011438646065248896,0.47678869524697826
20110520,0.0189897966644115,0.0189897966644115,0.4957784919113898
20110523,0.00922351891807187,0.00922351891807187,0.5050020108294616
20110524,-0.005471508746313633,-0.005471508746313633,0.499530502083148
20110525,-0.07173999110121447,-0.07173999110121447,0.4277905109819335
20110526,-0.010197245420159803,-0.010197245420159803,0.4175932655617737
20110527,-0.07531603484612683,-0.07531603484612683,0.34227723071564686
20110530,-0.2420893785471366,-0.2420893785471366,0.10018785216851026
20110531,-0.012111751063351724,-0.012111751063351724,0.08807610110515854
20110601,0.005646028923191937,0.005646028923191937,0.09372213002835048
20110602,-0.12810551151201263,-0.12810551151201263,-0.034383381483662157
20110603,-0.1275104383976154,-0.1275104383976154,-0.16189381988127755
20110607,0.04362895857973492,0.04362895857973492,-0.11826486130154262
20110608,-0.03361524331957506,-0.03361524331957506,-0.15188010462111767
20110609,0.030863671407305362,0.030863671407305362,-0.12101643321381231
20110610,0.006266988866644945,0.006266988866644945,-0.11474944434716736
20110613,0.057819965255137,0.057819965255137,-0.056929479092030354
20110614,-0.08775812222889177,-0.08775812222889177,-0.14468760132092212
20110615,0.1693047663015814,0.1693047663015814,0.024617164980659273
20110616,0.288000099860025,0.288000099860025,0.3126172648406843
20110617,0.4242704411550254,0.4242704411550254,0.7368877059957097
20110620,0.8427981806741003,0.8427981806741003,1.57968588666981
20110621,-0.5073879285247147,-0.5073879285247147,1.0722979581450953
20110622,0.3304293308776987,0.3304293308776987,1.402727289022794
20110623,-1.0078843630795005,-1.0078843630795005,0.3948429259432935
20110624,0.36092011678822317,0.36092011678822317,0.7557630427315167
20110627,0.16904737182247695,0.16904737182247695,0.9248104145539937
20110628,0.08039320858221119,0.08039320858221119,1.005203623136205
20110629,-0.07379400700735231,-0.07379400700735231,0.9314096161288526
20110630,-0.6186977559227306,-0.6186977559227306,0.31271186020612207
20110701,0.6388054654697094,0.6388054654697094,0.9515173256758315
20110704,-1.3109066187684029,-1.3109066187684029,-0.3593892930925714
20110705,0.07508751704036722,0.07508751704036722,-0.2843017760522042
20110706,-0.9181556606277798,-0.9181556606277798,-1.202457436679984
20110707,0.8128012057690743,0.8128012057690743,-0.38965623091090973
20110708,0.0829164965619184,0.0829164965619184,-0.3067397343489913
20110711,-0.20075966778332743,-0.20075966778332743,-0.5074994021323187
20110712,0.14751375815507767,0.14751375815507767,-0.35998564397724103
20110713,-0.37559509429012405,-0.37559509429012405,-0.7355807382673651
20110714,0.11977483683219498,0.11977483683219498,-0.6158059014351702
20110715,0.042929393823372755,0.042929393823372755,-0.5728765076117974
20110718,0.002592483009543004,0.002592483009543004,-0.5702840246022545
20110719,0.03130861877339971,0.03130861877339971,-0.5389754058288547
20110720,0.1803193195386184,0.1803193195386184,-0.3586560862902363
20110721,0.26190112523328424,0.26190112523328424,-0.09675496105695208
20110722,0.05685560191091242,0.05685560191091242,-0.03989935914603966
20110725,-0.23606606218675166,-0.23606606218675166,-0.27596542133279134
20110726,0.025485124664672988,0.025485124664672988,-0.25048029666811833
20110727,0.2471178698757068,0.2471178698757068,-0.003362426792411527
20110728,0.06946082431593735,0.06946082431593735,0.06609839752352582
20110729,-0.029057141899007963,-0.029057141899007963,0.03704125562451786
20110801,0.27078448951385303,0.27078448951385303,0.3078257451383709
20110802,0.046340382428906896,0.046340382428906896,0.35416612756727783
20110803,0.02449270537513667,0.02449270537513667,0.3786588329424145
20110804,-0.6472183940218307,-0.6472183940218307,-0.2685595610794162
20110805,-0.5360180601381439,-0.5360180601381439,-0.8045776212175602
20110808,0.7259352436897614,0.7259352436897614,-0.07864237752779879
20110809,1.3825151476689084,1.3825151476689084,1.3038727701411097
20110810,-0.10142944727776676,-0.10142944727776676,1.2024433228633429
20110811,0.20191592862236568,0.20191592862236568,1.4043592514857086
20110812,0.15713132928886386,0.15713132928886386,1.5614905807745725
20110815,1.0299882079360163,1.0299882079360163,2.591478788710589
20110816,1.1018496978198844,1.1018496978198844,3.693328486530473
20110817,0.4152716464929844,0.4152716464929844,4.108600133023457
20110818,0.6003248117022713,0.6003248117022713,4.708924944725728
20110819,1.0510776038111214,1.0510776038111214,5.76000254853685
20110822,0.3804971660690559,0.3804971660690559,6.140499714605905
20110823,2.6836381336484867,2.6836381336484867,8.824137848254392
20110824,-1.0033603504232511,-1.0033603504232511,7.82077749783114
20110825,-0.7909668678406627,-0.7909668678406627,7.029810629990478
20110826,0.08040106031318586,0.08040106031318586,7.110211690303664
20110829,0.16233304073876326,0.16233304073876326,7.2725447310424265
20110830,-0.18698486422554453,-0.18698486422554453,7.085559866816882
20110831,-0.6682105625356096,-0.6682105625356096,6.417349304281273
20110901,0.08488350869311806,0.08488350869311806,6.502232812974391
20110902,0.4273968066846405,0.4273968066846405,6.929629619659032
20110905,0.03524083531399935,0.03524083531399935,6.964870454973031
20110906,-0.423628773239402,-0.423628773239402,6.541241681733629
20110907,-0.2107509894084613,-0.2107509894084613,6.330490692325168
20110908,0.3104379609039723,0.3104379609039723,6.640928653229141
20110909,-0.013366635873166673,-0.013366635873166673,6.627562017355974
20110913,0.23589606066974528,0.23589606066974528,6.863458078025719
20110914,0.36689096463034887,0.36689096463034887,7.2303490426560675
20110915,0.046154865010244184,0.046154865010244184,7.276503907666312
20110916,-0.05766816032192142,-0.05766816032192142,7.21883574734439
20110919,1.826800033054576,1.826800033054576,9.045635780398966
20110920,0.2731264552783639,0.2731264552783639,9.31876223567733
20110921,-0.6330866754766937,-0.6330866754766937,8.685675560200636
20110922,1.590617460667149,1.590617460667149,10.276293020867785
20110923,1.4681302210534164,1.4681302210534164,11.7444232419212
20110926,2.523350988841853,2.523350988841853,14.267774230763054
20110927,-1.107398051209798,-1.107398051209798,13.160376179553257
20110928,0.8334793831807623,0.8334793831807623,13.99385556273402
20110929,2.1943533314952783,2.1943533314952783,16.188208894229298
20110930,-0.7305511102387194,-0.7305511102387194,15.457657783990578
20111010,0.13414192033976968,0.13414192033976968,15.591799704330349
20111011,-0.17141216352926517,-0.17141216352926517,15.420387540801084
20111012,-0.4243666340857973,-0.4243666340857973,14.996020906715286
20111013,0.3503856815240969,0.3503856815240969,15.346406588239383
20111014,0.09725858400772251,0.09725858400772251,15.443665172247105
20111017,1.8981271508553423,1.8981271508553423,17.341792323102446
20111018,1.2931506499670729,1.2931506499670729,18.63494297306952
20111019,0.47407476028192835,0.47407476028192835,19.10901773335145
20111020,2.546168123902809,2.546168123902809,21.65518585725426
20111021,-0.7816266647730027,-0.7816266647730027,20.873559192481256
20111024,-1.5929908642962247,-1.5929908642962247,19.28056832818503
20111025,0.21412722190203215,0.21412722190203215,19.494695550087062
20111026,-0.10323882242402366,-0.10323882242402366,19.391456727663037
20111027,-0.0573157304207414,-0.0573157304207414,19.334140997242297
20111028,-0.40226971676928164,-0.40226971676928164,18.931871280473015
20111031,0.25218507466617945,0.25218507466617945,19.184056355139194
20111101,0.2504363026014141,0.2504363026014141,19.43449265774061
20111102,0.07438878908555006,0.07438878908555006,19.50888144682616
20111103,0.25680006242976516,0.25680006242976516,19.765681509255923
20111104,-0.7191708124353582,-0.7191708124353582,19.046510696820565
20111107,0.10394442385084962,0.10394442385084962,19.150455120671413
20111108,-0.30168512475211595,-0.30168512475211595,18.848769995919298
20111109,-0.06257485664191179,-0.06257485664191179,18.786195139277385
20111110,0.6920385667379623,0.6920385667379623,19.47823370601535
20111111,-1.4595826613999103,-1.4595826613999103,18.01865104461544
