trade_date,"{'fast_n': 6, 'slow_n': 13, 'signal_n': 5}","{'fast_n': 8, 'slow_n': 17, 'signal_n': 9}","{'fast_n': 12, 'slow_n': 26, 'signal_n': 9}","{'fast_n': 19, 'slow_n': 39, 'signal_n': 9}","{'fast_n': 24, 'slow_n': 52, 'signal_n': 18}"
20100104,0.0,0.0,0.0,0.0,0.0
20100105,0.0,0.0,0.0,0.0,0.0
20100106,0.0,0.0,0.0,0.0,0.0
20100107,-0.1661368550680113,-0.1661368550680113,-0.1661368550680113,-0.1661368550680113,-0.1661368550680113
20100108,-4.997270572128145,-4.997270572128145,-4.997270572128145,-4.997270572128145,-4.997270572128145
20100111,2.446611024232912,2.446611024232912,3.7941860408569807,3.7941860408569807,3.7941860408569807
20100112,-0.9571218703211334,-0.9571218703211334,-1.3686205022090934,-1.3686205022090934,-1.3686205022090934
20100113,-2.104677028054963,-3.7544498492573175,-5.01396693314917,-5.01396693314917,-5.01396693314917
20100114,0.16739819799051855,0.3648410320653266,0.5155785271999629,0.5155785271999629,0.5155785271999629
20100115,-0.03863046107050255,-0.1687461035891869,-0.26808273498938784,-0.26808273498938784,-0.26808273498938784
20100118,-0.02443691905684393,0.033392308294575554,0.07754196263564733,0.07754196263564733,0.07754196263564733
20100119,-0.3034370885741646,-0.07807976480919954,0.0939690140373674,0.0939690140373674,0.0939690140373674
20100120,0.20781245632274598,0.1234699218421997,0.05907871493677586,0.05907871493677586,0.05907871493677586
20100121,0.009029757671743972,0.025080388166353672,0.018450414455100185,0.018450414455100185,0.018450414455100185
20100122,-0.21539831886182192,1.3030372622621151,1.0916333698159715,1.0916333698159715,1.0916333698159715
20100125,-0.02559281705710208,-0.14793202043510095,-0.1308993691231989,-0.1308993691231989,-0.1308993691231989
20100126,0.4272280619873534,1.083629104649901,0.9922417997489869,0.9922417997489869,0.9922417997489869
20100127,-0.06122526970102713,-0.1130287360623128,-0.10581640873863903,-0.10581640873863903,-0.10581640873863903
20100128,1.2054280617523396,1.857735967783145,1.7669185290174965,1.7669185290174965,1.7669185290174965
20100129,1.4324498491026227,1.9829062707389322,1.9062690846755261,1.9062690846755261,1.9062690846755261
20100201,0.28299202108254207,0.36448551806097196,0.35313960211665774,0.35313960211665774,0.35313960211665774
20100202,0.23878869008776754,0.29109402211978597,0.28381182264770044,0.28381182264770044,0.28381182264770044
20100203,-1.7409561185556093,-2.0345843738936806,-1.993704038315209,-1.993704038315209,-1.993704038315209
20100204,0.9440986511441397,1.0721923403588844,1.054358521898348,1.054358521898348,1.054358521898348
20100205,0.672691997876304,1.2108084351753476,1.1941491310694727,1.1941491310694727,1.1941491310694727
20100208,-0.05101972228207578,-0.08065569877631319,-0.07973821194507988,-0.07973821194507988,-0.07973821194507988
20100209,-0.10049684319722874,-0.29811987726606803,-0.2953423992159138,-0.2953423992159138,-0.2953423992159138
20100210,-0.08297307621788198,-0.8493686781950435,-0.8428723155860831,-0.8428723155860831,-0.8428723155860831
20100211,0.089276461873816,-0.5482552630816063,-0.8594476478201576,-0.8594476478201576,-0.8594476478201576
20100212,0.15393136843149208,-0.19904639605654184,-0.5803467025192915,-0.5803467025192915,-0.5803467025192915
20100222,0.41278022252714547,-0.10847154214759074,-0.6715479668141757,-1.0424792226894282,-1.0424792226894282
20100223,-0.06605939918262506,-0.011564628598476111,0.04730274157281876,0.1318918910348579,0.1318918910348579
20100224,-0.4720034289830982,-0.2002630033850622,0.0932815707586776,0.5150888603277889,0.8002798702331972
20100225,-0.14197866915962593,-0.08215483549033097,-0.017530804158034288,0.07533034845164582,0.21424894391051652
20100226,-0.007385166957789189,-0.0050419412582595165,-0.00251069774313905,0.0011265589476609488,0.010215904386695807
20100301,0.5516078089877393,0.4193253563920024,0.2764287073989507,0.07109413980870435,-0.7114118303525947
20100302,-1.1871518329712394,-0.9670218475503821,-0.7292288777174084,-0.387533554693925,1.453080202176375
20100303,0.20020182782485166,0.2994129319917085,0.24426191116946924,0.1650129498222664,-0.41214382750821804
20100304,0.042950473649864894,0.1540374469715033,0.1322925231107519,0.10104627227356593,-0.19848494228916636
20100305,-0.010236226298411737,0.41524575506437,0.37053793065506335,0.30629526396081497,-0.5066303388330112
20100308,0.27392776887276266,1.1973260044128187,1.1002992724178182,0.9608772341875385,-1.3956525308082488
20100309,-0.10262908525437549,-0.2554425342981842,-0.23938555151985608,-0.21631255688474493,0.17367025584262594
20100310,0.26872312975444507,0.5065413407169185,0.4815524216021977,0.44564472931461757,-0.16127184386179452
20100311,-0.6428970540184255,-1.0080803350583984,-0.9697084398405164,-0.9145701523599945,0.017384489015522794
20100312,0.29635325447446026,0.4132468915358544,0.4009642087684963,0.3833146741387074,0.08499990108449704
20100315,-1.0221261483964272,-1.3088096333740362,-1.2786861605388875,-1.2354003990286748,-0.5037787221826694
20100316,0.16617098790723003,0.3952033806624704,0.3879485495022942,0.3775237590701024,0.20132256979522067
20100317,0.11801515688048725,0.8496138142722935,0.8371088172427813,0.8191398293353247,0.515425614651187
20100318,0.05917662484324422,-0.6994778028177105,-0.6912029737589807,-0.6793125028582941,-0.47833818808745376
20100319,-0.16906635675799067,0.6438085504141416,0.6376732962015877,0.6288572758143478,0.4798477310175159
20100322,0.4218287850804158,-1.0427740584436163,-1.0347493722980103,-1.0232183429046233,-0.8283193561197858
20100323,0.06238631517656775,-0.07366316415859393,-0.11932156361846866,-0.11825042644834408,-0.10014592406240928
20100324,0.231565547706867,-0.1155805186719524,-0.3768424545461461,-0.37410932350457227,-0.3279135804724349
20100325,-0.047478439318881946,0.003626979008134041,0.0688655089599778,0.06846314863171828,0.06166240104667014
20100326,-0.4384184429144646,-0.08766435101284575,0.36009015485642704,0.5824437322046291,0.5357678586567025
20100329,-0.7084320142097268,-0.27606516971594913,0.6118784585301756,0.8859688164750533,0.8284324950867685
20100330,0.025011872592838717,0.003480782798122281,-0.040737209945511325,-0.05438641590090012,-0.05152121076770066
20100331,0.05004683823674673,-0.05135291223435978,-0.2595956660051378,-0.3238760201906837,-0.31038245863272423
20100401,0.10701735210897836,0.4372523821354992,1.1154498305985874,1.324795756953977,1.2808504150221232
20100402,0.04821331316118513,0.08590823680145526,0.16332159004501964,0.1872175368430752,0.18220136303397397
20100406,0.22674393622503922,0.31895916692414883,0.5083398457835318,0.5667978564107833,0.554526505778866
20100407,0.015575171234169764,0.01940601726526914,0.027273353457731502,0.029701842073978427,0.029192060181029548
20100408,-0.9089229577650206,-1.0592941625238383,-1.3681086677008343,-1.4634335009109347,-1.4434231646080284
20100409,0.3947430162965224,0.4420318004609176,0.5391478839928157,0.5691256677740224,0.5628328108669916
20100412,0.14809257305941717,0.34177708990369987,0.39863136199140703,0.4161811334988565,0.41249713198448495
20100413,-0.05185581873149695,-0.4994069940245258,-0.5633865549523994,-0.5831357599672659,-0.5789900592012178
20100414,-0.05086763249177121,0.3164176495416128,0.34723738398061527,0.3567508167880985,0.3547537821911088
20100415,-0.011165012214501018,0.031745534134299126,0.03413410946647543,0.03487141468152343,0.03471664152520981
