Factor,Parameters,Mode,SharpRatio,POT
ShortTermReversal,{'N': 10},RAW,-0.0213,-0.8354
ShortTermReversal,{'N': 10},STATE_MACHINE,-0.3216,-7.0574
ShortTermReversal,{'N': 20},RAW,-0.1808,-8.9537
ShortTermReversal,{'N': 20},STATE_MACHINE,-0.4399,-12.2605
ShortTermReversal,{'N': 30},RAW,-0.4072,-22.9524
ShortTermReversal,{'N': 30},STATE_MACHINE,-0.6715,-21.073
ShortTermReversal,{'N': 40},RAW,-0.4674,-28.8746
ShortTermReversal,{'N': 40},STATE_MACHINE,-0.611,-19.8488
ShortTermReversal,{'N': 50},RAW,-0.4188,-26.3765
ShortTermReversal,{'N': 50},STATE_MACHINE,-0.6115,-20.6145
ShortTermReversal,{'N': 60},RAW,-0.3069,-19.5874
ShortTermReversal,{'N': 60},STATE_MACHINE,-0.4227,-14.3384
