Factor,Parameters,Mode,SharpRatio,POT
DualMACrossover,"{'fast_n': 5, 'slow_n': 20}",RAW,0.1448,6.5131
DualMACrossover,"{'fast_n': 5, 'slow_n': 20}",STATE_MACHINE,0.3745,10.1019
DualMACrossover,"{'fast_n': 10, 'slow_n': 40}",RAW,0.4774,28.448
DualMACrossover,"{'fast_n': 10, 'slow_n': 40}",STATE_MACHINE,0.6834,23.6592
DualMACrossover,"{'fast_n': 10, 'slow_n': 60}",RAW,0.5035,33.8317
DualMACrossover,"{'fast_n': 10, 'slow_n': 60}",STATE_MACHINE,0.6658,24.3913
DualMACrossover,"{'fast_n': 20, 'slow_n': 40}",RAW,0.5831,34.0699
DualMACrossover,"{'fast_n': 20, 'slow_n': 40}",STATE_MACHINE,0.9229,32.2567
DualMACrossover,"{'fast_n': 20, 'slow_n': 60}",RAW,0.5593,37.4831
DualMACrossover,"{'fast_n': 20, 'slow_n': 60}",STATE_MACHINE,0.7295,27.1758
DualMACrossover,"{'fast_n': 30, 'slow_n': 60}",RAW,0.5727,37.0092
DualMACrossover,"{'fast_n': 30, 'slow_n': 60}",STATE_MACHINE,0.6737,24.6623
