Factor,Parameters,Mode,SharpRatio,POT
PriceVolumeCorrelation,{'N': 10},RAW,0.1277,3.0694
PriceVolumeCorrelation,{'N': 10},STATE_MACHINE,0.0271,0.561
PriceVolumeCorrelation,{'N': 20},RAW,0.0925,2.9784
PriceVolumeCorrelation,{'N': 20},STATE_MACHINE,0.0796,2.1765
PriceVolumeCorrelation,{'N': 30},RAW,0.2558,9.6229
PriceVolumeCorrelation,{'N': 30},STATE_MACHINE,0.1668,5.2732
PriceVolumeCorrelation,{'N': 40},RAW,0.2768,11.5123
PriceVolumeCorrelation,{'N': 40},STATE_MACHINE,0.2168,7.5717
PriceVolumeCorrelation,{'N': 50},RAW,0.2179,9.7999
PriceVolumeCorrelation,{'N': 50},STATE_MACHINE,0.1115,4.1431
PriceVolumeCorrelation,{'N': 60},RAW,0.177,8.3745
PriceVolumeCorrelation,{'N': 60},STATE_MACHINE,0.0876,3.3448
