,Kurtosis_{'N': 30},Kurtosis_{'N': 10},Kurtosis_{'N': 20},OvernightVsIntraday_{'N': 20},OvernightVsIntraday_{'N': 30},OvernightVsIntraday_{'N': 40},Skewness_{'N': 60},Skewness_{'N': 50},Skewness_{'N': 40},NoiseFader_{'N': 10},NoiseFader_{'N': 60},NoiseFader_{'N': 20},ShortTermReversal_{'N': 10},ShortTermReversal_{'N': 20},ShortTermReversal_{'N': 60},AmihudIlliquidity_{'N': 60},AmihudIlliquidity_{'N': 30},AmihudIlliquidity_{'N': 50},BuyingSellingPressure_{'N': 30},BuyingSellingPressure_{'N': 40},BuyingSellingPressure_{'N': 50},BollingerBands_{'N': 60},BollingerBands_{'N': 50},BollingerBands_{'N': 40},DonchianChannel_{'N': 50},DonchianChannel_{'N': 60},DonchianChannel_{'N': 40},"DualMACrossover_{'fast_n': 20, 'slow_n': 40}","DualMACrossover_{'fast_n': 30, 'slow_n': 60}","DualMACrossover_{'fast_n': 20, 'slow_n': 60}","MACD_{'fast_n': 24, 'slow_n': 52, 'signal_n': 18}","MACD_{'fast_n': 19, 'slow_n': 39, 'signal_n': 9}","MACD_{'fast_n': 12, 'slow_n': 26, 'signal_n': 9}",MovingAverageBias_{'N': 60},MovingAverageBias_{'N': 50},MovingAverageBias_{'N': 40},RSI_{'N': 40},RSI_{'N': 50},RSI_{'N': 30},TimeSeriesMomentum_{'N': 40},TimeSeriesMomentum_{'N': 50},TimeSeriesMomentum_{'N': 30},ATR_{'N': 20},ATR_{'N': 10},ATR_{'N': 60},DownsideUpsideVolatility_{'N': 50},DownsideUpsideVolatility_{'N': 40},DownsideUpsideVolatility_{'N': 60},HistoricalVolatility_{'N': 10},HistoricalVolatility_{'N': 20},HistoricalVolatility_{'N': 60},IntradayAmplitude_{'N': 10},IntradayAmplitude_{'N': 20},IntradayAmplitude_{'N': 60},VIXFix_{'N': 10},VIXFix_{'N': 20},VIXFix_{'N': 30},CMF_{'N': 40},CMF_{'N': 30},CMF_{'N': 20},OBV_{'N': 50},OBV_{'N': 30},OBV_{'N': 20},OpenInterestROC_{'N': 50},OpenInterestROC_{'N': 60},OpenInterestROC_{'N': 20},PriceOiDivergence_{'N': 30},PriceOiDivergence_{'N': 40},PriceOiDivergence_{'N': 60},PriceVolumeCorrelation_{'N': 40},PriceVolumeCorrelation_{'N': 30},PriceVolumeCorrelation_{'N': 50},VolumeMomentum_{'N': 60},VolumeMomentum_{'N': 10},VolumeMomentum_{'N': 20}
Kurtosis_{'N': 30},1.0,0.5870776206078694,0.8747246345144364,-0.09428997824882847,-0.152290601650538,-0.169810492205587,0.08332010858894892,0.053064445225073406,0.09404194588868445,0.013210931612215749,0.06852416549789014,0.12092321782328205,0.061908596266650344,0.10555721935770876,0.128860639980219,-0.26453030633748453,-0.2588929622860358,-0.2617812265855612,-0.15541947001071804,-0.16369247131226577,-0.19811154699180736,-0.0849678959522568,-0.08795358661548902,-0.09422584289414952,-0.046817642895026775,-0.051633550281779364,-0.04006082907592105,-0.06781259962418357,-0.06626621209359565,-0.08391162081752163,-0.09968975059891115,-0.06366941768693586,-0.030003566145446935,-0.09160622723394928,-0.08207396376789504,-0.07702160934703962,-0.030273229330973362,-0.0692249807725102,-0.050883045673526375,-0.09113630411352286,-0.11996972313462445,-0.09865084116524045,-0.567097959805268,-0.5723755859525558,-0.5631047631556698,-0.014582016835810547,0.029824347338894,0.0008626346596058223,-0.5834312510249785,-0.5863298775702468,-0.5790852780202462,-0.5676661789780679,-0.5631882711528925,-0.5605521061708562,-0.5615678981928177,-0.5380130808377832,-0.5419447030928062,-0.13554290064673602,-0.13408830566824548,-0.13094651136535948,-0.005984991341263461,-0.04948396243236859,-0.039054830749767025,-0.30721383906593214,-0.3824817103223772,0.31645765483227883,-0.08449249214156937,-0.2232139931615651,0.3469546947876076,-0.20178365424825495,-0.18709593339747752,-0.22937853049339574,0.39060540125279014,-0.012631902742793188,0.3523933205603316
Kurtosis_{'N': 10},0.5870776206078694,1.0,0.746257054628268,-0.011205377356411262,-0.0659601147013708,-0.08078482315141573,0.07090863866785785,0.04684774572701117,0.06087916464553064,0.020242473606057278,0.058022945606010595,0.11790240607668269,0.0434061324739469,0.07843719024262735,0.08733575775157232,-0.14204964603018785,-0.1480850885428447,-0.14726490571713768,-0.10872780285174029,-0.14482749668599793,-0.16275171982729025,-0.05397448247218129,-0.07452935734555906,-0.07140533249695533,-0.0751056005351548,-0.07297724791066186,-0.07259526904294879,-0.05387794153802383,-0.04207407589169297,-0.060361072883631066,-0.10244199258048554,-0.07066466768605607,-0.03515108741965229,-0.06470132075929881,-0.058404771123752204,-0.05595645407299505,-0.04560003735544511,-0.06220989652520814,-0.05412227073356809,-0.06295677184095835,-0.07724816260475428,-0.0694868100963815,-0.4121270158959909,-0.4153503984222622,-0.4246721867023294,-0.012047878176438778,0.009911896653265398,-0.001999211501497591,-0.4338209965293136,-0.43052788540329173,-0.4272899693565647,-0.41190991488793927,-0.4102010582993931,-0.4237694989094197,-0.40272472367847684,-0.3770970928955327,-0.3751054695350212,-0.11350810266262622,-0.08651658202538746,-0.043503109005535404,-0.0023131471374040497,-0.036328956756219895,-0.05827132189117268,-0.23310811881410082,-0.2908791897146215,0.2442303260521764,-0.10473753137451038,-0.1391224638301797,0.18817240123225776,-0.10549609833649094,-0.10296088734773129,-0.11320407377782679,0.2181597149594257,0.07850921896988651,0.36360756847697584
Kurtosis_{'N': 20},0.8747246345144364,0.746257054628268,1.0,-0.08171882434113105,-0.13032807734104007,-0.14502135064725755,0.08035255451753215,0.051841947410864724,0.08645370478256453,0.018761823621622715,0.07086221685923755,0.11312146278293726,0.0671222938721273,0.10021002487481956,0.11149656637945991,-0.183207150438435,-0.18346695372520855,-0.18645761858214394,-0.14345948302163064,-0.16209544813061552,-0.19294441897496484,-0.07560785899691641,-0.0948771663823856,-0.09610626211241528,-0.059270412470932926,-0.06097733959105055,-0.05595809281138218,-0.06368354305974486,-0.05392947166780275,-0.0727850923891324,-0.12345566027632043,-0.09034508967003926,-0.05239726784623901,-0.08587332658730992,-0.07907717532210883,-0.0768551194449217,-0.039444331500069804,-0.07020182670467259,-0.056163714131191984,-0.08286614322386203,-0.10620950782032879,-0.09330199054248962,-0.5096862662941748,-0.5141898783928546,-0.5089997321742503,-0.014083143499676433,0.025920199651486255,0.00136376717990726,-0.5332134048108191,-0.5373774094078755,-0.5180476163258472,-0.5094398523180546,-0.5060209513450235,-0.5075525492991393,-0.5007709246437563,-0.47867945156407826,-0.47734202476163,-0.129945249711996,-0.11645481267504537,-0.10161641836991374,-0.00046750223765684853,-0.05283084045990068,-0.055578434718853834,-0.2873806707188053,-0.3518045108505113,0.2977845525079478,-0.0747220066171928,-0.17467565565806656,0.2962820329689267,-0.17999190866577233,-0.16609090453831946,-0.19565507341092644,0.3439217529607141,0.0022496669923352604,0.35637451652407337
OvernightVsIntraday_{'N': 20},-0.09428997824882847,-0.011205377356411262,-0.08171882434113105,1.0,0.8724581109706693,0.7473845078769052,0.04257512901442632,0.008823787102335029,-0.006501167942931203,-0.4072782045312004,-0.26073137955345727,-0.44004192134734765,-0.5367065994080911,-0.5798863331770815,-0.37123954705136525,0.02589302211895437,0.0238029571115646,0.021851006664034365,0.5970553163396909,0.5342425821021559,0.45825247543464886,0.49339473380839316,0.4884980925742411,0.4695259387696697,0.4862698993578167,0.46508411082069534,0.5040202811344405,0.4329689793623029,0.27868674369844354,0.35965413730776224,0.3949183440667487,0.3796037125117237,0.31663710426720737,0.5026145790545951,0.5295372666842849,0.5561636232495676,0.4547534519193399,0.4004469138988404,0.49975355678789596,0.4619232661452471,0.4054165216445473,0.5207684785715043,0.0647773657219129,0.08589275186283266,0.013558669598276054,0.25193908674400745,0.2847543577854292,0.2513541147069712,0.09162365804894963,0.08823941367422694,0.05628122151054359,0.09809291044606265,0.0839069457487827,0.045450658676491264,-0.07692308453000689,-0.14862269137758188,-0.16513731646827756,0.4787221176965213,0.5320757268507773,0.579548973769201,0.004793239002931845,-0.0007802236713576671,-0.007407349889706384,0.038220171259021635,0.01915669687209278,-0.054791180847399736,0.06047491515699894,0.048660557136219716,-0.04016331234838895,0.1997230715466255,0.2468065880185369,0.15087262663378412,0.039041405789816255,0.1204029292084607,0.011402821148913054
OvernightVsIntraday_{'N': 30},-0.152290601650538,-0.0659601147013708,-0.13032807734104007,0.8724581109706693,1.0,0.9242199019678847,-0.013573636660490935,-0.038577148380156176,-0.05627596855248419,-0.322160801972144,-0.2472735121624138,-0.388083575371179,-0.43685069185855796,-0.5234807850270803,-0.41947423135813783,0.06073343240274814,0.06530329385126284,0.05896932998193982,0.6160105658132667,0.5867178648375877,0.5364679773082881,0.42297878427013746,0.42451175788824785,0.40997683483318226,0.4656244935533824,0.4507174237425136,0.474531983183082,0.5032113570486626,0.3625388319033045,0.44004000027442,0.35410653786578195,0.28211002310798466,0.19392331775629104,0.5075383949163831,0.5218557342105259,0.5306793709855222,0.460367486391215,0.42362171481208044,0.5061314324922378,0.49243635820962456,0.4487762106603122,0.5467597518087616,0.13547446372374441,0.15311082442242868,0.07974813034336584,0.24270589899644657,0.26595061512639556,0.23583556094417943,0.16065403188781074,0.15663058044554562,0.12863450652309955,0.1609699675518469,0.14972083094129585,0.1088349787885684,0.022736253320919005,-0.052581421941924604,-0.0803817778401156,0.5435259971475618,0.5673072913269158,0.4953450274182439,-0.009049738943908502,-0.01850841629886819,-0.01881164805086753,0.04603955140939138,0.026402631609837496,-0.12138430754210726,0.05495724912213234,0.13006074655575944,-0.05269898367503349,0.18560712956882294,0.23462552745406684,0.1481248019985606,0.04034716048749861,0.03911156803557217,-0.06021477668421865
OvernightVsIntraday_{'N': 40},-0.169810492205587,-0.08078482315141573,-0.14502135064725755,0.7473845078769052,0.9242199019678847,1.0,-0.01892729934878105,-0.04001868690278396,-0.06688887630884588,-0.2643784166046449,-0.265806248368372,-0.3149325759770382,-0.36442411614912484,-0.4556185040917277,-0.4586664623182961,0.08438952369734422,0.0911860364191028,0.08339486432762803,0.5460051676020353,0.5859324537438753,0.5627783051953404,0.3720831122484233,0.37400516037842296,0.36258690123297094,0.4322524807811593,0.4294897223880945,0.4247965534388195,0.4965339610159114,0.43112318410310163,0.47819827079245303,0.2708440305136283,0.19279309782739004,0.12061314058604967,0.4939481311905762,0.49288463434822627,0.4806941010777078,0.46648053222544594,0.4415944670010547,0.4623296242133442,0.5060825697133531,0.47683335264215526,0.5033396375202298,0.16661056737392907,0.18175587254935288,0.10819767415468742,0.2516839072951596,0.26497938863545684,0.24565268646008293,0.18963678228505376,0.18582771148630453,0.16014066278916744,0.18683620256274905,0.17759801857379448,0.1352462495838689,0.07365620513459684,0.0062213506479356475,-0.023002438630345824,0.5498587196281944,0.5067023346394015,0.41183122099253583,0.019035076644898005,-0.024454825713052967,-0.03048025641296291,0.041675327743428824,0.027911278676065167,-0.13501463912617945,0.03248318911995804,0.14975613228941495,-0.06599451260746626,0.19731551335559683,0.2087104459659396,0.17213172469484828,0.044913465521879595,-0.0014660419165019615,-0.07769964778960178
Skewness_{'N': 60},0.08332010858894892,0.07090863866785785,0.08035255451753215,0.04257512901442632,-0.013573636660490935,-0.01892729934878105,1.0,0.9467935316160896,0.8406938468830374,-0.23484998906420335,-0.3781642700522056,-0.22163567323826436,-0.3103775629459781,-0.27943641424272014,-0.2910972233213635,-0.09701538495433926,-0.11528928595935423,-0.1053216648353203,0.027350883516534485,0.03077399062331154,0.04632817645946199,0.34798297555619584,0.29723064328023774,0.30250136139209655,0.2787299449954875,0.3057454265498958,0.26043799338942974,0.23920623764485466,0.24206851405174365,0.2504118820457207,0.20102186556424526,0.20584432194524796,0.19606542522762996,0.3118306700462469,0.30881272114724234,0.3100054904716291,0.3227509510012766,0.3562402253915025,0.30399065328337715,0.28165792564666753,0.2893717619392129,0.29024321081433907,0.049821617774509545,0.05838194259255188,0.017301413736343,0.7593728026925067,0.666099351827366,0.8205279292075264,0.04473375031884481,0.04227808078472361,0.01249191837229503,0.07527919971945411,0.06777376051991442,0.038759525691481604,-0.03852820378067338,-0.06154502046158273,-0.07641091948439188,0.03482512908625412,0.03620662331687199,0.06758798328922036,0.011198739189263892,0.018452404488597078,0.016266929197429145,-0.002008585692649561,0.029867494448339613,-0.025855602636442772,0.028940554153007052,0.08605842506760501,0.002362243247069928,0.48453075232562914,0.44036194483437113,0.5266757091177067,0.031448267752534384,0.10906294952746098,0.0864935194528268
Skewness_{'N': 50},0.053064445225073406,0.04684774572701117,0.051841947410864724,0.008823787102335029,-0.038577148380156176,-0.04001868690278396,0.9467935316160896,1.0,0.9156751636682849,-0.22886145402985844,-0.3736281591092127,-0.2172482821424912,-0.28936713008962855,-0.25806535536180586,-0.2715691346195526,-0.0752748378744855,-0.09616903384737617,-0.08440907690979582,0.010019438032729944,0.019088865509892004,0.046195696876802916,0.3299217161747266,0.28068547979982733,0.2841382872063774,0.28344225664895656,0.30671993230014594,0.2550419577375562,0.22712448369624455,0.24800746995190828,0.24895081924014242,0.19038167945872778,0.18672975677269227,0.1752799389031116,0.2990799820638857,0.2949145505204356,0.2897249595850633,0.32585753812770496,0.3729484684899638,0.2913756550502356,0.27658228669992624,0.29599281628944785,0.27171388470680635,0.0763863272945456,0.08451793660457368,0.04966750956920118,0.8087314247103975,0.7147130320527831,0.7825472299532718,0.06992811699415005,0.06712837384341093,0.043737231187266766,0.10048663533644686,0.09311898569887751,0.0698422223421799,-0.0015955344410624266,-0.02206943301949683,-0.03710139064606743,0.03460344185468018,0.029012547893814692,0.056866089301982434,0.02315213182331305,0.00017562138207622777,0.040853369227785444,0.03115652405626601,0.06505156820841118,-0.021226054121309672,0.02148028037446315,0.09219715255470486,-0.005495987281966643,0.5290103256333175,0.47833485719207824,0.5597538440964547,0.019861796001251365,0.09974187900690495,0.06063727647738417
Skewness_{'N': 40},0.09404194588868445,0.06087916464553064,0.08645370478256453,-0.006501167942931203,-0.05627596855248419,-0.06688887630884588,0.8406938468830374,0.9156751636682849,1.0,-0.22515889221643515,-0.33064776655352646,-0.2188947687843965,-0.26100830752870974,-0.2301530899105121,-0.23343088196965384,-0.06849638081774578,-0.09388574961458991,-0.07949933820513923,0.0033556670209137075,0.01619716978237918,0.02757143642668926,0.2942743840713733,0.245493042137426,0.2517209674320302,0.29762397481778474,0.3094337812444169,0.274405342492331,0.24544475165501903,0.24628219400931248,0.2464774965577648,0.1849992063989648,0.16524178870489506,0.14359545259366782,0.2831073752778757,0.28625130946229216,0.27916046976274467,0.35667754194823037,0.35172018254663906,0.30338291695240416,0.2886006075799548,0.2680990436082682,0.26938410128784607,0.0411564070093892,0.048136646433409175,0.01540050386228072,0.7600141049011139,0.7931248977059941,0.706987151909086,0.03296514693798448,0.03163613045531602,0.0075503328176831,0.06288256065386899,0.05628408902460533,0.034638614157089465,-0.027205672138877906,-0.04197633891062898,-0.06462229195989116,0.048090739120972954,0.03673821974594415,0.05527653799710193,0.020225005127305885,-0.0059696250444162295,0.05566454495234189,0.028779947557785564,0.04735827671712311,0.030507334539217657,0.014343198985417482,0.07073925685687997,0.023428687630572414,0.5211134331331767,0.4917386600349951,0.48379151260249115,0.053112414649192856,0.09694796340602364,0.08993574284366372
NoiseFader_{'N': 10},0.013210931612215749,0.020242473606057278,0.018761823621622715,-0.4072782045312004,-0.322160801972144,-0.2643784166046449,-0.23484998906420335,-0.22886145402985844,-0.22515889221643515,1.0,0.49970727614674415,0.7641900996783941,0.7902322933174468,0.7090293034828163,0.4943375515009193,0.0650494951764566,0.07127668669078467,0.07295486716993167,-0.5308195015802178,-0.4810758633821207,-0.44046911025637486,-0.6614914531704422,-0.6538558063631703,-0.6694776912384068,-0.760528757603341,-0.7337443330631934,-0.7907806975595212,-0.4830752049684171,-0.36982746054222815,-0.43385407705329465,-0.45033321479459487,-0.48604357440620777,-0.47144041304295053,-0.6505714874505583,-0.6796913604611993,-0.7117184346612411,-0.6458460640827428,-0.598950524649695,-0.7038852102917125,-0.5849467152474264,-0.5398188685561048,-0.6374195142484212,-0.08604192077489771,-0.09707760377571194,-0.06117293387773767,-0.4990297898912717,-0.5382287317206853,-0.4708539109079149,-0.09642643193132598,-0.0981852241877983,-0.08665151893883478,-0.11805479943604555,-0.11432415129042141,-0.10208312314602548,0.164934426052103,0.23882540481012088,0.24923117757466487,-0.4228862545082564,-0.48054525692350425,-0.5729714410493554,-0.04227232965263427,-0.02092729123853795,0.017306025598438884,-0.044506813031696756,-0.04514555487707232,0.03517550992447879,-0.06050256087965555,-0.04303198329799389,-0.002109992731710186,-0.35044865810662706,-0.3881133127921503,-0.30370902202161626,-0.02105501837892127,-0.09306418752472088,-0.048248802562828826
