,AU.SHF,AG.SHF
20100603,56.603278270356796,0.0
20100604,56.43952863773006,0.0
20100607,57.01687599802349,0.0
20100608,57.325065084892955,0.0
20100609,56.9782727711724,0.0
20100610,57.27669122517053,0.0
20100611,57.506655391098235,0.0
20100617,57.58365508671919,0.0
20100618,57.30970935266636,0.0
20100621,57.61082539221105,0.0
20100622,57.72165959191752,0.0
20100623,57.590412824172,0.0
20100624,57.657351114409295,0.0
20100625,57.7461701278783,0.0
20100628,57.72302165892371,0.0
20100629,58.03195989830463,0.0
20100630,57.52841016994919,0.0
20100701,57.08739678513804,0.0
20100702,56.71906438161744,0.0
20100705,55.01548851267534,0.0
20100706,53.58369951736387,0.0
20100707,52.40130346354415,0.0
20100708,34.209352029660124,0.0
20100709,36.515533050976806,0.0
20100712,20.702110501390703,0.0
20100713,7.887910832280242,0.0
20100714,-2.53564474910455,0.0
20100715,-10.784714212327966,0.0
20100716,-17.772924099089437,0.0
20100719,-23.69079590531573,0.0
20100720,-28.767654683196838,0.0
20100721,-33.61391468246359,0.0
20100722,-17.436865364777066,0.0
20100723,-24.34173618502751,0.0
20100726,-29.858596819660576,0.0
20100727,-34.58653869006055,0.0
20100728,-38.88516020821217,0.0
20100729,-42.05323005965259,0.0
20100730,-44.535714861611595,0.0
20100802,-48.873181530885326,0.0
20100803,-51.720349029430736,0.0
20100804,-54.108163501404746,0.0
20100805,-56.38225574974107,0.0
20100806,-59.224534156411984,0.0
20100809,-61.62574700930733,0.0
20100810,-63.651915598566674,0.0
20100811,-65.11590329702545,0.0
20100812,-67.30431619326127,0.0
20100813,-69.12446653858206,0.0
20100816,-69.48615589291312,0.0
20100817,-70.48642279969559,0.0
20100818,-71.6201152171297,0.0
20100819,-72.52905413364266,0.0
20100820,-73.39961624995374,0.0
20100823,-74.61625529775418,0.0
20100824,-75.6339721139279,0.0
20100825,-76.45271354265775,0.0
20100826,-79.59621221532291,0.0
20100827,-48.11525910188531,0.0
20100830,-22.623759090131596,0.0
20100831,-0.4277868307750741,0.0
20100901,17.78899003596388,0.0
20100902,31.666581768315826,0.0
20100903,42.71350745522179,0.0
20100906,51.90064087682054,0.0
20100907,59.53404913428528,0.0
20100908,67.62432905116789,0.0
20100909,73.74487880803842,0.0
20100910,77.93832252876064,0.0
20100913,82.88003219824026,0.0
20100914,86.97449663569577,0.0
20100915,90.30857887165212,0.0
20100916,90.71840351904619,0.0
20100917,91.07095064161317,0.0
20100920,90.91561231541488,0.0
20100921,90.82861188587734,0.0
20100927,90.76294343799074,0.0
20100928,90.19354493678159,0.0
20100929,89.23289185204794,0.0
20100930,87.59933368873291,0.0
20101008,86.28003588519552,0.0
20101011,85.21040658973543,0.0
20101012,83.62295515077325,0.0
20101013,82.3775019256348,0.0
20101014,81.17945372302637,0.0
20101015,79.37534160588646,0.0
20101018,77.8683262641644,0.0
20101019,75.07767766626928,0.0
20101020,73.06874169702749,0.0
20101021,69.86747833973646,0.0
20101022,67.2431214408592,0.0
20101025,64.80022511468451,0.0
20101026,62.5012953747649,0.0
20101027,60.46612334265976,0.0
20101028,58.79217218916078,0.0
20101029,57.42031552397167,0.0
20101101,56.331585174684335,0.0
20101102,55.204637302496344,0.0
20101103,54.354498055360295,0.0
20101104,53.78223242920804,0.0
20101105,53.30366854696492,0.0
20101108,52.00599877950845,0.0
20101109,51.32855460506892,0.0
20101110,49.68207615785234,0.0
20101111,47.95902004299132,0.0
20101112,46.76990661911331,0.0
20101115,45.3897087280794,0.0
20101116,44.23466942080527,0.0
20101117,43.27757179309887,0.0
20101118,42.52227465403813,0.0
20101119,41.709495349005586,0.0
20101122,41.12083376868914,0.0
20101123,40.92798950600855,0.0
20101124,40.83441729607018,0.0
20101125,40.68454698843714,0.0
20101126,40.53668804735286,0.0
20101129,40.39028529235732,0.0
20101130,40.562086829722915,0.0
20101201,40.69142471111576,0.0
20101202,40.30550137258057,0.0
20101203,39.99290380896987,0.0
20101206,40.25757672394293,0.0
20101207,40.25172769860909,0.0
20101208,41.35185356099543,0.0
20101209,41.68769089979548,0.0
20101210,41.99024022371886,0.0
20101213,42.70522698632013,0.0
20101214,43.74239908278564,0.0
20101215,44.479424979203415,0.0
20101216,45.421451098897954,0.0
20101217,46.52307188561441,0.0
20101220,47.41046854382437,0.0
20101221,48.00864984014057,0.0
20101222,48.49670973546509,0.0
20101223,49.1519334469612,0.0
20101224,49.729382231013886,0.0
20101227,50.33772098464707,0.0
20101228,50.847817175147945,0.0
20101229,51.225190374634224,0.0
20101230,52.84826638910866,0.0
20101231,54.1603985972379,0.0
20110104,55.30563109881233,0.0
20110105,57.01307241758378,0.0
20110106,36.6464580201664,0.0
20110107,17.742275161342558,0.0
20110110,2.3936383410263207,0.0
20110111,-9.972647498808833,0.0
20110112,3.80852063993024,0.0
20110113,15.647032621549096,0.0
20110114,26.52802859739218,0.0
20110117,35.105847253856545,0.0
20110118,16.416323717743552,0.0
20110119,26.056053283588952,0.0
20110120,33.76072226586344,0.0
20110121,15.416937687904253,0.0
20110124,0.7311206735612141,0.0
20110125,-11.11416042486128,0.0
20110126,-20.370482800394544,0.0
20110127,-28.104458949065314,0.0
20110128,-34.91948122057134,0.0
20110131,-39.74141750907175,0.0
20110201,-42.9912324318968,0.0
20110209,-45.499697692688216,0.0
20110210,-48.66076973385864,0.0
20110211,-51.267345171843786,0.0
20110214,-53.48069351381032,0.0
20110215,-55.54434761608551,0.0
20110216,-57.22189604440698,0.0
20110217,-58.42510961073453,0.0
20110218,-59.44464031210943,0.0
20110221,-60.42393284707459,0.0
20110222,-62.24206310128625,0.0
20110223,-63.825821171605575,0.0
20110224,-65.2216487973652,0.0
20110225,-66.78802107797272,0.0
20110228,-68.68049020203625,0.0
20110301,-70.19404070497602,0.0
20110302,-41.616938172435994,0.0
20110303,-49.82048358072814,0.0
20110304,-55.93996100651467,0.0
20110307,-66.36285031420243,0.0
20110308,-74.14062943376491,0.0
20110309,-78.83663948677395,0.0
20110310,-44.885839524942746,0.0
20110311,-17.151827560721706,0.0
20110314,2.5443524477131985,0.0
20110315,18.34323685714222,0.0
20110316,-0.7220910860843883,0.0
20110317,-16.037584949639673,0.0
20110318,-28.463915176741253,0.0
20110321,-8.72137222149838,0.0
20110322,6.516519495733246,0.0
20110323,18.920787535713767,0.0
20110324,29.069911296189936,0.0
20110325,37.46261179135421,0.0
20110328,44.53499390664896,0.0
20110329,49.72489610381029,0.0
20110330,54.01059236656159,0.0
20110331,57.672110668018085,0.0
20110401,60.83258799494447,0.0
20110406,63.58295469324377,0.0
20110407,65.90730220794343,0.0
20110408,68.21121587257147,0.0
20110411,69.75276808899567,0.0
20110412,71.07974315134211,0.0
20110413,73.40402319130696,0.0
20110414,75.55148855271018,0.0
20110415,77.81448651371817,0.0
20110418,80.78324553971278,0.0
20110419,83.45050041808074,0.0
20110420,86.34656866848684,0.0
20110421,89.65493644687847,0.0
20110422,92.66931481240242,0.0
20110425,95.16594880247045,0.0
20110426,97.19000157500192,0.0
20110427,96.2589269811731,0.0
20110428,97.63432723661468,0.0
20110429,96.63463539916656,0.0
20110503,95.57889733702036,0.0
20110504,94.61699858737907,0.0
20110505,92.64906879969124,0.0
20110506,92.38744661344309,0.0
20110509,90.79310705593072,0.0
20110510,89.83080820819784,0.0
20110511,88.94964247100478,0.0
20110512,88.05296625898262,0.0
20110513,85.77203886878539,0.0
20110516,82.99606589139006,0.0
20110517,80.16733061163293,0.0
20110518,77.966598550594,0.0
20110519,76.18442454071757,0.0
20110520,75.1541402584934,0.0
20110523,74.28809757521151,0.0
20110524,73.5480665630679,0.0
20110525,72.57528612766563,0.0
20110526,72.57969212430604,0.0
20110527,72.57905454400327,0.0
20110530,73.94324650472117,0.0
20110531,74.84154892155121,0.0
20110601,75.57633091797284,0.0
20110602,76.37338084676394,0.0
20110603,76.7387474272954,0.0
20110607,78.27431770921339,0.0
20110608,79.44995958908785,0.0
20110609,80.21394287961688,0.0
20110610,81.12356488932132,0.0
20110613,84.41333190323928,0.0
20110614,88.50888095894149,0.0
20110615,93.98503837546149,0.0
20110616,98.49219391208467,0.0
20110617,102.3602592317292,0.0
20110620,105.73087647824582,0.0
20110621,107.34890878166587,0.0
20110622,108.64185086534152,0.0
20110623,111.3951836196027,0.0
20110624,113.6198257539653,0.0
20110627,111.78540080742096,0.0
20110628,75.77183927032961,0.0
20110629,45.90716870956483,0.0
20110630,21.703543490201703,0.0
20110701,1.4911688593599164,0.0
20110704,-15.531361074704847,0.0
20110705,4.038772887909923,0.0
20110706,20.69824588603802,0.0
20110707,31.327432690238528,0.0
20110708,39.46677024272392,0.0
20110711,46.27353086996729,0.0
20110712,51.69423547041666,0.0
20110713,56.29177296627828,0.0
20110714,59.05992878189306,0.0
20110715,61.046084587573,0.0
20110718,62.52194596108418,0.0
20110719,63.318122589627684,0.0
20110720,63.939622285673295,0.0
20110721,63.87224181203823,0.0
20110722,63.660184677898954,0.0
20110725,63.833374556498136,0.0
20110726,64.67199730233881,0.0
20110727,65.22024743854752,0.0
20110728,65.67245034180411,0.0
20110729,65.80053222407356,0.0
20110801,66.30128036893316,0.0
20110802,66.56485520689778,0.0
20110803,66.90481505703345,0.0
20110804,65.52965804535303,0.0
20110805,64.4556092474222,0.0
20110808,63.444903955383204,0.0
20110809,61.11065303607437,0.0
20110810,58.740447575762495,0.0
20110811,56.83189059850082,0.0
20110812,55.128970001967204,0.0
20110815,53.44348208386165,0.0
20110816,51.96851046292531,0.0
20110817,50.55350125397685,0.0
20110818,49.70800935774505,0.0
20110819,49.02084680737809,0.0
20110822,47.71400091301056,0.0
20110823,46.53159486386122,0.0
20110824,45.56992192517569,0.0
20110825,43.81896629092824,0.0
20110826,41.174538270980335,0.0
20110829,39.00833017921401,0.0
20110830,37.13866345377957,0.0
20110831,35.5053836212676,0.0
20110901,34.270218885165086,0.0
20110902,33.19157089078662,0.0
20110905,32.31624232428733,0.0
20110906,31.683588538798503,0.0
20110907,31.258741095173136,0.0
20110908,30.30202051978345,0.0
20110909,29.55354185057431,0.0
20110913,28.951117332086916,0.0
20110914,28.291808237728464,0.0
20110915,27.802485575513053,0.0
20110916,27.393022663106258,0.0
20110919,26.906419686364163,0.0
20110920,26.559286434661693,0.0
20110921,26.29084381806929,0.0
20110922,25.986306105720054,0.0
20110923,25.79400325923461,0.0
20110926,26.091393757964017,0.0
20110927,25.732322078477818,0.0
20110928,25.60846132502341,0.0
20110929,25.516636425682627,0.0
20110930,16.190725485850486,0.0
20111010,8.612400501953013,0.0
20111011,2.3852182797979373,0.0
20111012,-2.8546998233485454,0.0
20111013,-7.20845439246764,0.0
20111014,-11.179917249002363,0.0
20111017,-14.48681204932142,0.0
20111018,-17.3390271425456,0.0
20111019,-19.81227201018354,0.0
20111020,-21.841089911500557,0.0
20111021,-23.399333656847542,0.0
20111024,-24.80195279700327,0.0
20111025,-26.34698658389746,0.0
20111026,-27.826810004874993,0.0
20111027,-28.405178291723054,0.0
20111028,-29.036135550740003,0.0
20111031,-29.626578922793055,0.0
20111101,-32.073795793387625,0.0
20111102,-34.08442450928501,0.0
20111103,-35.68127268130719,0.0
20111104,-37.511068811021126,0.0
20111107,-38.81695126548319,0.0
20111108,-39.916782662395796,0.0
20111109,-40.873881571202695,0.0
20111110,-41.60728376003332,0.0
20111111,-41.697629776641776,0.0
20111114,-41.75140410276404,0.0
20111115,-41.70044475319083,0.0
20111116,-41.720033042455206,0.0
20111117,-41.82290235651315,0.0
20111118,-42.66900706058681,0.0
20111121,-42.35932064734,0.0
20111122,-42.401378630639165,0.0
20111123,-41.981965075027006,0.0
20111124,-43.179376035400765,0.0
20111125,-44.13732053862054,0.0
20111128,-44.9843582206317,0.0
20111129,-27.960773207925484,0.0
20111130,-14.057596453130198,0.0
20111201,-2.551924534882297,0.0
20111202,6.440814276483029,0.0
20111205,14.253696118014625,0.0
20111206,20.747729403008783,0.0
20111207,25.84271817046313,0.0
20111208,29.799557739798125,0.0
20111209,33.52035248520264,0.0
20111212,36.17789370146365,0.0
20111213,20.680619552017625,0.0
20111214,8.42219036456887,0.0
20111215,-1.598807384464167,0.0
20111216,-8.129140905353148,0.0
20111219,-13.359024265344383,0.0
20111220,-17.644478301158095,0.0
20111221,-21.334047070909474,0.0
20111222,-24.309164760338838,0.0
20111223,-26.72265077375642,0.0
20111226,-28.711078439519557,0.0
20111227,-30.503262762032815,0.0
20111228,-32.01593931608288,0.0
20111229,-33.275293971142034,0.0
20111230,-34.362932351893846,0.0
20120104,-35.04823844545008,0.0
20120105,-35.017111370958396,0.0
20120106,-34.91165642554494,0.0
20120109,-34.89110202886259,0.0
20120110,-34.89404189922133,0.0
20120111,-34.98489160213934,0.0
20120112,-35.003228122312116,0.0
20120113,-35.2777308999181,0.0
20120116,-35.52804294580905,0.0
20120117,-37.97532853312221,0.0
20120118,-40.29211739747453,0.0
20120119,-42.15476580879705,0.0
20120120,-43.65421050870332,0.0
20120130,-45.177476853790104,0.0
20120131,-29.40456910916124,0.0
20120201,-16.474351310661664,0.0
20120202,-5.7116447899302605,0.0
20120203,3.1471660122756466,0.0
20120206,10.540014694210532,0.0
20120207,-0.074743223557192,0.0
20120208,-8.724466114815375,0.0
20120209,-16.308660458595227,0.0
20120210,-4.208875209261457,0.0
20120213,-12.444168012417878,0.0
20120214,-19.42226995628728,0.0
20120215,-24.982738951957064,0.0
20120216,-11.198665926913645,0.0
20120217,0.009908030310032888,0.0
20120220,9.155577602895322,0.0
20120221,16.72641612050968,0.0
20120222,23.151186276756118,0.0
20120223,28.43170822376337,0.0
20120224,32.61264687815212,0.0
20120227,36.08524701144304,0.0
20120228,44.208096928112205,0.0
20120229,50.96145546830421,0.0
20120301,56.25859664857715,0.0
20120302,54.97549980946897,0.0
20120305,53.97049069790264,0.0
20120306,53.46645726447447,0.0
20120307,53.005431658238834,0.0
20120308,52.71533327151064,0.0
20120309,52.27836587462351,0.0
20120312,51.781686842766135,0.0
20120313,51.37284095578434,0.0
20120314,51.0993873928419,0.0
20120315,50.47365531185494,0.0
20120316,49.814924814043714,0.0
20120319,49.19541093699552,0.0
20120320,48.691970926837634,0.0
20120321,31.3558559681754,0.0
20120322,17.03639146483585,0.0
20120323,4.95982568466649,0.0
20120326,-4.931688111422952,0.0
20120327,-12.716738912823846,0.0
20120328,-18.689620310520613,0.0
20120329,-23.657827443226505,0.0
20120330,-31.05572320085623,0.0
20120405,-37.13345521095764,0.0
20120406,-40.97676694271933,0.0
20120409,-44.073977874919116,0.0
20120410,-47.08353081261743,0.0
20120411,-49.853707303926974,0.0
20120412,-52.27031180777284,0.0
20120413,-54.256615907454844,0.0
20120416,-55.50531312971694,0.0
20120417,-56.27956033823294,0.0
20120418,-57.30932536569686,0.0
20120419,-58.35589393878239,0.0
20120420,-59.05792342916535,0.0
20120423,-59.77176987690449,0.0
20120424,-60.35510932049992,0.0
20120425,-60.823012303909074,0.0
20120426,-61.17008045470961,0.0
20120427,-61.76763600461484,0.0
20120502,-63.30960673992776,0.0
20120503,-64.9958305476628,0.0
20120504,-66.40942030219226,0.0
20120507,-67.516722491048,0.0
20120508,-71.41223056350624,0.0
20120509,-74.46560287139324,0.0
20120510,-73.85534828740572,0.0
20120511,-73.44430895335435,0.0
20120514,-73.37106184141302,0.0
20120515,-73.29874299830075,0.0
20120516,-73.64022841287236,0.0
20120517,-74.75234984840193,0.0
20120518,-74.0499153474863,0.0
20120521,-72.426833547806,0.0
20120522,-70.38360715877046,0.0
20120523,-68.63191516374111,0.0
20120524,-66.61445412163197,0.0
20120525,-64.8508887494549,0.0
20120528,-63.46246326022445,0.0
20120529,-61.819159159517405,0.0
20120530,-60.4863036866546,0.0
20120531,-58.92083257891547,0.0
20120601,-57.39357524140127,0.0
20120604,-56.15249870547064,0.0
20120605,-38.84389227255939,0.0
20120606,-38.88997462485921,0.0
20120607,-39.447447268332006,0.0
20120608,-39.86063665095766,0.0
20120611,-39.454835396877705,0.0
20120612,-38.98511288132648,0.0
20120613,-38.71234183663464,0.0
20120614,-38.64571211822348,0.0
20120615,-38.69408935552659,0.0
20120618,-38.87422512357636,0.0
20120619,-39.11042914122044,0.0
20120620,-39.346878360207185,0.0
20120621,-39.8000252698382,0.0
20120625,-40.034784361858286,0.0
20120626,-39.97910052590318,0.0
20120627,-40.08457603609196,0.0
20120628,-40.118289431435585,0.0
20120629,-40.45011512063897,0.0
20120702,-40.79974157773264,0.0
20120703,-40.97360490831097,0.0
20120704,-43.40704918231312,0.0
20120705,-45.36911609547496,0.0
20120706,-27.18532866670537,0.0
20120709,-12.45373734425766,-6.756660553203345
20120710,1.758512471685124,-13.025976399105275
20120711,14.431585170743249,-18.74543120199523
20120712,24.83652894926521,-23.550713955402397
20120713,34.381076010719774,-10.611705395997497
20120716,42.02782625614956,-0.4433343703521075
20120717,48.079650238997296,-8.596587271851046
20120718,53.09096886298916,-15.351908689841688
20120719,57.205535118300205,-21.022045951842383
20120720,60.72062819558221,-8.694030911787102
20120723,64.15493941640551,-15.968848639124364
20120724,68.78229451532493,-24.35127733247386
20120725,72.86567395289596,-31.83244799220237
20120726,76.86185740133912,-37.86175461493139
20120727,77.80493372809441,-20.757917934488077
20120730,78.44157865252728,-6.925725844932478
20120731,79.61658900536287,4.39638501283668
20120801,48.76157202965677,13.389343283181484
20120802,23.550263021462744,20.75260764531256
20120803,3.4963733654272193,7.532783977274889
20120806,-13.567134094455746,-4.102532978744086
20120807,5.95138306579339,-13.380971768226443
20120808,21.89934000202894,-20.98827652526207
20120809,34.97736057725379,-27.25538998720536
20120810,45.68374059773193,-32.30867465974181
20120813,54.46713130183224,-36.676027445363985
20120814,61.81420749470876,-40.241922343699535
20120815,67.31527908077318,-43.1144612287254
20120816,38.52939076982874,-45.45120954793504
20120817,14.971726759366893,-47.36213587607646
20120820,27.86250358930117,-28.850733525779532
20120821,38.65200869730384,-13.573302475582242
20120822,47.44255236848221,-1.828093656429343
20120823,54.09002506858649,7.706445887859454
20120824,58.876756688158586,13.984183690295195
20120827,62.82694641715095,19.01394224327027
20120828,66.08447509216913,22.966752805392755
20120829,68.12180976517182,26.26363611440546
20120830,69.9373318177424,29.058086292090014
20120831,71.63770932732987,31.658410876711955
20120903,73.34535755909448,33.58646802506441
20120904,73.3594745467471,33.71087513458821
20120905,73.36759154938575,33.824985666158504
20120906,73.52597373644717,33.93955261113663
20120907,73.64699657404275,33.89224249400227
20120910,73.21981431747045,33.47027587691778
20120911,70.97103573381703,32.50207195159825
20120912,69.34561771062086,31.7074938053601
20120913,68.52603038330176,31.081212013098053
20120914,67.58874202264005,30.37602606809416
20120917,65.55926991996046,29.45248671773457
20120918,63.84998890664255,28.68231047295216
20120919,62.16338165609904,28.01000349494413
20120920,60.77852346398129,27.451672205282225
20120921,59.883180829713666,27.139887702014374
20120924,59.22686772001364,26.90832684743604
20120925,58.357541495841,26.448018065729226
20120926,57.90092408290551,26.107707212280932
20120927,57.52958757146477,25.825775400213512
20120928,57.37023609621709,25.613241144410434
20121008,56.92990198323994,25.465714608790872
20121009,56.736126570431736,25.432576099557465
20121010,56.57691657892109,25.412782155106083
20121011,56.30979314992039,25.389812068711603
20121012,56.167975374363415,25.488079627041916
20121015,56.29205544607166,25.722791890695188
20121016,57.32210146307228,26.45678667356493
20121017,58.162509925094206,27.057990032442966
20121018,58.80267232537792,27.54991739575237
20121019,59.3971726999127,28.044506185468958
20121022,63.105463429124086,29.5877211051875
20121023,66.09217003881952,30.846660156736775
20121024,68.72316986762587,31.89084148202213
20121025,71.84798306890528,33.156992653616726
20121026,74.79618445470449,34.167952142645746
20121029,77.41631678881838,35.09972240008349
20121030,79.2143998160028,36.58889623346859
20121031,80.82063704809521,37.81175120501356
20121101,82.13588561570636,38.79034185507592
20121102,82.65956769300998,39.38584408612346
20121105,84.99261938767343,40.11206573659376
20121106,53.55869785039373,24.75644136781583
20121107,28.34557852920634,12.33810523878164
20121108,11.418515349570974,3.164817810185355
20121109,-2.4208057571004065,-4.360259336192094
20121112,9.255208826582896,-10.308333194595805
20121113,-4.5325411859114535,-15.660441397310178
20121114,-15.671902080025585,-19.923225756081113
20121115,-24.81332030603251,-23.25906051662708
20121116,-32.268010262574784,-25.987440929463883
20121119,-38.43724663562852,-28.422212760661896
20121120,-43.337088804105974,-30.346582365666116
20121121,-47.233750626683545,-31.78075775659565
20121122,-50.51930341310996,-32.931297030638
20121123,-53.17961317060513,-33.92624100724476
20121126,-55.62969054912201,-35.03978398335954
20121127,-57.51128795210423,-35.78889473247791
20121128,-59.05150342332987,-36.407201029259824
20121129,-60.092869217769355,-36.82085675378162
20121130,-60.52182515810467,-37.245106082094345
20121203,-61.25331759516766,-37.92712680779239
20121204,-62.89025538693358,-39.25773122499128
20121205,-63.72538993740414,-40.05255884431702
20121206,-67.92922770313841,-41.81271074678843
20121207,-70.94849073103256,-43.100061041419956
20121210,-74.03255995887957,-44.38898698868497
20121211,-76.42040085596358,-45.40635587729001
20121212,-78.65863855338644,-46.487535435845764
20121213,-80.49989157969112,-47.71048000884367
20121214,-81.26425223204154,-48.286015727651666
20121217,-82.1616980786847,-48.84027766168787
20121218,-83.31328442699672,-49.41752463647712
20121219,-83.50861652575324,-49.88901455565181
20121220,-82.1599869914074,-49.44787278837855
20121221,-81.17592669671275,-48.98103116995766
20121224,-79.62431537807161,-47.278290751112614
20121225,-78.45911746991803,-46.071237045269285
20121226,-77.50339586276027,-45.0749608246727
20121227,-76.7644673866442,-44.19486750172103
20121228,-76.66885031902665,-43.39942841360971
20121231,-76.80727620142608,-42.909809924527124
20130104,-77.03721910340056,-42.79260656367594
20130107,-77.30777992613575,-42.12583373308939
20130108,-77.3690091496046,-40.89649066755662
20130109,-77.6120368894417,-39.958604504072326
20130110,-77.7495806186328,-39.16451269019591
20130111,-77.96701424323298,-38.604440624437835
20130114,-77.6341936856341,-38.07153624645681
20130115,-77.40313143843302,-37.62567456990053
20130116,-77.73122631816646,-37.26581090883346
20130117,-77.58112447771445,-36.90659297436015
20130118,-77.5273923476699,-36.63509153472479
20130121,-78.02671346568476,-36.44208966606649
20130122,-80.74269258620214,-36.66652056508156
20130123,-82.96701905512724,-37.01886801000873
20130124,-88.11006915565004,-39.529927500783906
20130125,-91.63434642287936,-41.325257310189556
20130128,-94.49313953658739,-43.13860625071138
20130129,-96.38942608700059,-44.340266497264906
20130130,-97.93816769824963,-45.344806857679444
20130131,-99.39377886507718,-46.272221618307604
20130201,-100.29770396284668,-46.48299207938629
20130204,-101.80205433980912,-48.14283821609542
20130205,-103.14346917199221,-51.270445829453415
20130206,-104.65682681113822,-53.93418859977597
20130207,-106.91928763018946,-56.2494087511085
20130208,-108.764093996445,-58.158781722800114
20130218,-111.69103840955584,-59.553646374242675
20130219,-103.41908354586315,-56.740316565567696
20130220,-96.68438771753081,-54.61083048518028
20130221,-91.56833285469912,-52.92922166772994
20130222,-85.61454135375565,-50.51975710586891
20130225,-80.39846489351166,-48.64968411473974
20130226,-76.13334591966559,-47.10969788764352
20130227,-72.72634885259806,-45.94648772118015
20130228,-69.46902482222644,-44.777400315669034
20130301,-66.88856927685337,-43.882344531204915
20130304,-64.64948289203517,-43.057713511841904
20130305,-62.82914641121416,-42.33222820395355
20130306,-61.317329702444255,-41.61058961061454
20130307,-60.109053371359074,-41.05740329211799
20130308,-59.2129500933516,-41.07680631034075
20130311,-58.523108462864776,-41.24591090833494
20130312,-57.954899485510936,-41.38842008178101
20130313,-57.63688332754415,-41.53078716850597
20130314,-57.15713308222627,-41.5266140906039
20130315,-56.82444770516882,-41.4928003034522
20130318,-56.454148980441836,-41.42737442691105
20130319,-59.840759966163816,-43.664955967720005
20130320,-62.44192086157805,-45.33893765901946
20130321,-64.49965220367574,-46.88188402671066
20130322,-72.25128956482287,-52.5633570362102
20130325,-80.7562907154344,-57.62725110259105
20130326,-87.58740828529929,-61.11996281235381
20130327,-92.97920433381555,-63.963346551616524
20130328,-100.39042518776866,-64.90324960486473
20130329,-105.63107737442833,-64.5291228929378
20130401,-112.75454760030506,-63.98736249101766
20130402,-118.61367402874983,-63.0884397829816
20130403,-123.51705755828239,-62.68445331738681
20130408,-117.22905982527176,-59.83618256196685
20130409,-111.1738732931271,-57.08716983749304
20130410,-106.42172641808757,-54.72798113772466
20130411,-102.53330906896902,-52.40912444924999
20130412,-97.19044381130834,-50.290824937800664
20130415,-93.18589921552274,-48.62324805836002
20130416,-84.21190327029726,-45.37364820459185
20130417,-74.00784745709531,-41.09655690495829
20130418,-65.67574068600345,-37.58920778849262
20130419,-58.874807438624906,-34.76975518309742
20130422,-53.05764173712024,-32.36577457806499
20130423,-48.284039827255484,-30.415564259260993
20130424,-44.395213998039274,-28.811082508419968
20130425,-41.12980081641093,-27.334546180937352
20130426,-38.36144150158223,-26.118765518606182
