,CU.SHF,AL.SHF,ZN.SHF,PB.SHF,NI.SHF,SN.SHF,AO.SHF,AD.SHF
20100426,80.2392339735213,-13.158789733203708,44.77559978787438,0.0,0.0,0.0,0.0,0.0
20100427,63.54017578537372,-38.82629148226578,30.556363322014754,0.0,0.0,0.0,0.0,0.0
20100428,48.17455957994815,-62.93923865038746,28.801284032201096,0.0,0.0,0.0,0.0,0.0
20100429,32.12868165389744,-87.30738156381526,14.738149775382492,0.0,0.0,0.0,0.0,0.0
20100430,15.586262652320054,-112.16470964688673,-0.06771387889042088,0.0,0.0,0.0,0.0,0.0
20100504,0.9175540367495486,-111.197841696543,-12.647284384962736,0.0,0.0,0.0,0.0,0.0
20100505,-13.541700919402086,-110.25714259717306,-12.298946859909856,0.0,0.0,0.0,0.0,0.0
20100506,-27.925730044223787,-109.22223471761797,-11.902387865784338,0.0,0.0,0.0,0.0,0.0
20100507,-42.046877553827166,-107.52906332436139,-24.164829288142634,0.0,0.0,0.0,0.0,0.0
20100510,-55.153952653465566,-104.93438520033911,-36.221765635384564,0.0,0.0,0.0,0.0,0.0
20100511,-68.21923073094146,-102.42103395036611,-48.21610667426177,0.0,0.0,0.0,0.0,0.0
20100512,-65.53926361814845,-100.20594417011947,-47.12192039413557,0.0,0.0,0.0,0.0,0.0
20100513,-64.07767985015822,-99.39404896426042,-58.33457580193942,0.0,0.0,0.0,0.0,0.0
20100514,-62.68386933222424,-98.64177568111586,-57.63272527116435,0.0,0.0,0.0,0.0,0.0
20100517,-60.3865625972531,-95.76730115920827,-56.074254404772184,0.0,0.0,0.0,0.0,0.0
20100518,-58.22172867778985,-93.34590744451563,-54.98732355879781,0.0,0.0,0.0,0.0,0.0
20100519,-56.38132819231604,-91.0847961035611,-54.2660105786711,0.0,0.0,0.0,0.0,0.0
20100520,-54.46659663650753,-88.80660432007855,-53.43017955695078,0.0,0.0,0.0,0.0,0.0
20100521,-52.81476768974852,-87.15514622497963,-52.8440929563835,0.0,0.0,0.0,0.0,0.0
20100524,-51.825398642198344,-85.70726354566432,-51.90506620784389,0.0,0.0,0.0,0.0,0.0
20100525,-50.92821906698536,-83.74791073221931,-51.01484488752637,0.0,0.0,0.0,0.0,0.0
20100526,-50.00139053357632,-81.71073615521385,-50.01463261256691,0.0,0.0,0.0,0.0,0.0
20100527,-49.48983870464771,-80.132185455257,-49.28028858440231,0.0,0.0,0.0,0.0,0.0
20100528,-48.95180328012577,-78.44754920478051,-48.526248908035384,0.0,0.0,0.0,0.0,0.0
20100531,-49.020691056308564,-78.98226733392738,-48.21478331669849,0.0,0.0,0.0,0.0,0.0
20100601,-48.78300639984471,-79.04502936888832,-47.48579634045277,0.0,0.0,0.0,0.0,0.0
20100602,-48.51120748111289,-78.80677293293716,-46.62553848866206,0.0,0.0,0.0,0.0,0.0
20100603,-48.39513639575244,-78.59959333641415,-45.94765975733013,0.0,0.0,0.0,0.0,0.0
20100604,-48.41945245610812,-78.65151790433258,-45.053569920183065,0.0,0.0,0.0,0.0,0.0
20100607,-48.55141076562467,-77.46569008666691,-44.694463029402215,0.0,0.0,0.0,0.0,0.0
20100608,-48.659754830465104,-75.91723327033465,-44.41863767954258,0.0,0.0,0.0,0.0,0.0
20100609,-48.71228948762513,-73.85435579939153,-43.98351567717072,0.0,0.0,0.0,0.0,0.0
20100610,-48.55913600017003,-71.3940360242761,-43.612569714906684,0.0,0.0,0.0,0.0,0.0
20100611,-48.30943532844135,-68.9219945441436,-43.141028067834455,0.0,0.0,0.0,0.0,0.0
20100617,-48.76345827196594,-67.15010197496758,-42.99508447679453,0.0,0.0,0.0,0.0,0.0
20100618,-49.21425795133378,-65.41214027340085,-42.95332216591045,0.0,0.0,0.0,0.0,0.0
20100621,-48.725280159382926,-63.13987307292543,-42.27496119530879,0.0,0.0,0.0,0.0,0.0
20100622,-48.22905029548595,-60.79545058316362,-41.613461271789475,0.0,0.0,0.0,0.0,0.0
20100623,-47.58962012675805,-58.19420254971634,-41.125766383755675,0.0,0.0,0.0,0.0,0.0
20100624,-47.38882786384585,-57.38860789964887,-40.79294855406071,0.0,0.0,0.0,0.0,0.0
20100625,-47.250328426204156,-56.91249025508533,-40.49601834327591,0.0,0.0,0.0,0.0,0.0
20100628,-47.23812235080196,-57.01267683031358,-40.496466123263865,0.0,0.0,0.0,0.0,0.0
20100629,-47.09288351736141,-57.08787177307026,-40.13239335334585,0.0,0.0,0.0,0.0,0.0
20100630,-47.02889915698417,-57.308740605543086,-39.86773390646008,0.0,0.0,0.0,0.0,0.0
20100701,-46.28940248768782,-56.74816834768954,-39.27477668843529,0.0,0.0,0.0,0.0,0.0
20100702,-45.49931737179662,-56.104471637449876,-38.400942312095935,0.0,0.0,0.0,0.0,0.0
20100705,-45.615877354176035,-56.162742466158875,-38.16139231189671,0.0,0.0,0.0,0.0,0.0
20100706,-45.75729001971458,-56.309591413730416,-37.876734700221796,0.0,0.0,0.0,0.0,0.0
20100707,-45.95424976109121,-56.54235287607462,-37.966391185319594,0.0,0.0,0.0,0.0,0.0
20100708,-46.9424004575459,-58.8805840696437,-38.242746186339545,0.0,0.0,0.0,0.0,0.0
20100709,-47.93616894523763,-61.43267890584167,-38.45282046928803,0.0,0.0,0.0,0.0,0.0
20100712,-48.941588208806635,-65.33151926691312,-38.86863699735995,0.0,0.0,0.0,0.0,0.0
20100713,-49.87599498906677,-69.66991536405519,-39.43560223177139,0.0,0.0,0.0,0.0,0.0
20100714,-50.88028161416633,-74.2423475289481,-39.99673251672526,0.0,0.0,0.0,0.0,0.0
20100715,-51.894913555755615,-78.98993048091465,-40.573504847009694,0.0,0.0,0.0,0.0,0.0
20100716,-53.132668530350166,-83.77723298491227,-41.451025901115514,0.0,0.0,0.0,0.0,0.0
20100719,-56.35986313897511,-93.64291314338038,-43.131885186824924,0.0,0.0,0.0,0.0,0.0
20100720,-59.607747876161895,-105.46611187340781,-44.7055135212798,0.0,0.0,0.0,0.0,0.0
20100721,-62.802380130101916,-117.27213503417128,-46.034076207600506,0.0,0.0,0.0,0.0,0.0
20100722,-64.93256452714664,-127.0817480812349,-47.14845970616143,0.0,0.0,0.0,0.0,0.0
20100723,-52.16671176320807,-134.3227404859709,-37.42841052397998,0.0,0.0,0.0,0.0,0.0
20100726,-39.24195414627117,-139.95690039045513,-27.377424168795166,0.0,0.0,0.0,0.0,0.0
20100727,-41.26671462535385,-145.62229125533065,-29.77525591593153,0.0,0.0,0.0,0.0,0.0
20100728,-27.844365899980254,-150.66800990333965,-32.23623860431998,0.0,0.0,0.0,0.0,0.0
20100729,-13.944048374794738,-155.48555731303577,-20.969518252020926,0.0,0.0,0.0,0.0,0.0
20100730,0.618049619990714,-161.0700112219458,-8.067404325906626,0.0,0.0,0.0,0.0,0.0
20100802,16.638048817068988,-131.6172202203554,4.927286323040137,0.0,0.0,0.0,0.0,0.0
20100803,32.662900036972786,-100.31075691360414,17.856917284457886,0.0,0.0,0.0,0.0,0.0
20100804,48.7631531374776,-68.98423696838088,31.199714902803898,0.0,0.0,0.0,0.0,0.0
20100805,64.88142748340252,-37.432968820836,44.67800721820886,0.0,0.0,0.0,0.0,0.0
20100806,66.2847155148477,-8.172304142473697,47.170531234919636,0.0,0.0,0.0,0.0,0.0
20100809,67.90148579410065,21.09302914449302,49.73103225234744,0.0,0.0,0.0,0.0,0.0
20100810,84.09368376865564,49.65308847127666,64.73371709394564,0.0,0.0,0.0,0.0,0.0
20100811,84.68310875285617,77.71968228382397,79.39081939432602,0.0,0.0,0.0,0.0,0.0
20100812,84.64238315362073,105.25203592601231,79.08555483836132,0.0,0.0,0.0,0.0,0.0
20100813,83.73588494360091,133.06077623881637,76.90062594133812,0.0,0.0,0.0,0.0,0.0
20100816,83.90432401823244,131.21673069493443,75.53302797685134,0.0,0.0,0.0,0.0,0.0
20100817,84.2472027072553,129.68106216093784,74.23526420744308,0.0,0.0,0.0,0.0,0.0
20100818,84.51642342265492,128.17162364985842,72.62521206042675,0.0,0.0,0.0,0.0,0.0
20100819,84.77063991251626,126.64312000147117,70.98967215688444,0.0,0.0,0.0,0.0,0.0
20100820,85.02730251798786,125.27118947918784,68.64992484101874,0.0,0.0,0.0,0.0,0.0
20100823,84.91943857090834,124.00136571124438,66.09202235782783,0.0,0.0,0.0,0.0,0.0
20100824,85.16336669939582,124.08399548706282,63.4091192612284,0.0,0.0,0.0,0.0,0.0
20100825,86.30735801857709,125.28717675221428,61.30060298164136,0.0,0.0,0.0,0.0,0.0
20100826,87.36780696775212,127.17595599064904,60.214468997143435,0.0,0.0,0.0,0.0,0.0
20100827,88.63985029378219,129.5645561699484,59.45488505386307,0.0,0.0,0.0,0.0,0.0
20100830,89.07165260288954,133.01985446057242,58.6292081468885,0.0,0.0,0.0,0.0,0.0
20100831,88.88651368876248,135.17152640763896,57.383871012500855,0.0,0.0,0.0,0.0,0.0
20100901,88.23248829915663,136.74897797775006,56.02139709552752,0.0,0.0,0.0,0.0,0.0
20100902,87.5444397515618,138.17226273163084,54.590694392405034,0.0,0.0,0.0,0.0,0.0
20100903,86.79650464936255,139.35434772918114,54.12192946421798,0.0,0.0,0.0,0.0,0.0
20100906,86.00453018408852,139.8764233134943,53.51253306636865,0.0,0.0,0.0,0.0,0.0
20100907,85.31421851602633,141.46789219349006,53.071237389464876,0.0,0.0,0.0,0.0,0.0
20100908,84.12941333107925,142.2016703993785,52.53152811717973,0.0,0.0,0.0,0.0,0.0
20100909,82.62659171402223,141.56518896604302,52.25471676835402,0.0,0.0,0.0,0.0,0.0
20100910,81.62475067589273,140.7182790147336,52.230258509544015,0.0,0.0,0.0,0.0,0.0
20100913,80.80765416597954,138.62503907240637,52.12424008729844,0.0,0.0,0.0,0.0,0.0
20100914,80.38823154599068,137.2509631365513,52.18537129399109,0.0,0.0,0.0,0.0,0.0
20100915,80.45596383873378,136.49263396339487,52.34001029069607,0.0,0.0,0.0,0.0,0.0
20100916,80.4879910346816,135.8891504387628,52.57523884539298,0.0,0.0,0.0,0.0,0.0
20100917,80.86081108219011,136.4236308683215,53.26753763968495,0.0,0.0,0.0,0.0,0.0
20100920,81.27491876869763,137.15157929185403,54.08529955118498,0.0,0.0,0.0,0.0,0.0
20100921,81.41970001856897,136.58475616913455,54.76862231193381,0.0,0.0,0.0,0.0,0.0
20100927,81.25146460545436,134.98666130514522,55.40592175353802,0.0,0.0,0.0,0.0,0.0
20100928,81.6720933930221,134.44866992179973,56.18460569156791,0.0,0.0,0.0,0.0,0.0
20100929,81.73353993332117,134.06174173454238,56.72259769346813,0.0,0.0,0.0,0.0,0.0
20100930,83.03366090682708,134.1712306886173,57.74959309114805,0.0,0.0,0.0,0.0,0.0
20101008,85.15278650881493,135.75060338592363,59.51468774371629,0.0,0.0,0.0,0.0,0.0
20101011,85.25600715214814,133.04137476381436,59.8663704688038,0.0,0.0,0.0,0.0,0.0
20101012,85.07793604391631,129.911246252387,60.20753060170527,0.0,0.0,0.0,0.0,0.0
20101013,84.4227955779426,125.60988541140928,59.84732579622037,0.0,0.0,0.0,0.0,0.0
20101014,83.64974902491564,121.48735486940748,59.7448211359814,0.0,0.0,0.0,0.0,0.0
20101015,83.26478795902645,117.37318069550376,59.71969028364223,0.0,0.0,0.0,0.0,0.0
20101018,82.64094181542144,113.74575899427364,59.43341319470924,0.0,0.0,0.0,0.0,0.0
20101019,82.68373416167071,110.89818779848557,59.494339621931545,0.0,0.0,0.0,0.0,0.0
20101020,82.35029271755609,108.09730215847351,59.437050582316544,0.0,0.0,0.0,0.0,0.0
20101021,81.0438323831307,104.76605584825757,58.905107731575264,0.0,0.0,0.0,0.0,0.0
20101022,79.18237371444512,100.24349197024253,57.736555005988194,0.0,0.0,0.0,0.0,0.0
20101025,78.53506973183448,99.72565785099839,57.7588759250843,0.0,0.0,0.0,0.0,0.0
20101026,78.1505831980547,99.38989096048053,57.74552333887425,0.0,0.0,0.0,0.0,0.0
20101027,77.84974050171374,98.61641070013891,57.41199108145706,0.0,0.0,0.0,0.0,0.0
20101028,77.62569980244655,97.76152637976432,56.799266038417784,0.0,0.0,0.0,0.0,0.0
20101029,76.48835285754124,96.94621468339011,55.48268263078332,0.0,0.0,0.0,0.0,0.0
20101101,75.53362970742128,96.7240488703189,54.25817272940611,0.0,0.0,0.0,0.0,0.0
20101102,73.89161787623298,95.8392417925566,52.47444814453989,0.0,0.0,0.0,0.0,0.0
20101103,72.58743202836726,94.94601914445039,50.7972210129319,0.0,0.0,0.0,0.0,0.0
20101104,71.15881657805201,94.03059729215796,49.15817826045993,0.0,0.0,0.0,0.0,0.0
20101105,68.69307333656774,92.614830899022,47.33703697023288,0.0,0.0,0.0,0.0,0.0
20101108,67.57614437364472,93.29309344179516,45.96804854313736,0.0,0.0,0.0,0.0,0.0
20101109,66.4169589890074,94.55465864036982,44.63972863182608,0.0,0.0,0.0,0.0,0.0
20101110,65.238244600193,96.46771128539685,43.839702066308895,0.0,0.0,0.0,0.0,0.0
20101111,63.90550036735442,98.32471038144202,43.01021855272491,0.0,0.0,0.0,0.0,0.0
20101112,61.95781030831828,98.00096272643398,42.31612725266449,0.0,0.0,0.0,0.0,0.0
20101115,60.19052526887229,97.73613279663809,41.35139709836399,0.0,0.0,0.0,0.0,0.0
20101116,58.38774635458823,97.36530609425122,40.39475697249368,0.0,0.0,0.0,0.0,0.0
20101117,56.1618224912883,81.23849573726771,32.8194361328366,0.0,0.0,0.0,0.0,0.0
20101118,53.86506293463363,78.15765584497437,25.25030396293764,0.0,0.0,0.0,0.0,0.0
20101119,52.34384322826459,75.77508720615964,24.573289761623474,0.0,0.0,0.0,0.0,0.0
20101122,50.4018844536585,71.70048242190542,16.752116933884746,0.0,0.0,0.0,0.0,0.0
20101123,48.34277358297387,67.20773168526426,9.034584510616371,0.0,0.0,0.0,0.0,0.0
20101124,46.27485797248659,62.6309584857129,1.3441474911140552,0.0,0.0,0.0,0.0,0.0
20101125,44.39789454422022,58.10284261501647,-6.301334189373305,0.0,0.0,0.0,0.0,0.0
20101126,43.820886569851126,55.72443763665831,-13.597356453924553,0.0,0.0,0.0,0.0,0.0
20101129,43.27268554723791,40.24087008093966,-20.583182986897945,0.0,0.0,0.0,0.0,0.0
20101130,42.74595868993645,37.78240295463344,-27.543943582825232,0.0,0.0,0.0,0.0,0.0
20101201,42.612748557523325,38.133960223357825,-27.858799615869657,0.0,0.0,0.0,0.0,0.0
20101202,42.44119620225216,38.38216371244121,-27.996698053991217,0.0,0.0,0.0,0.0,0.0
20101203,42.715439887226196,38.939242326290135,-35.05778081889464,0.0,0.0,0.0,0.0,0.0
20101206,42.87055194029375,25.583863163129053,-35.245243805692425,0.0,0.0,0.0,0.0,0.0
20101207,43.20977136906841,12.262623398948435,-35.5868149347547,0.0,0.0,0.0,0.0,0.0
20101208,43.5213437541923,-1.0750238566356984,-35.96228262832128,0.0,0.0,0.0,0.0,0.0
20101209,43.7831881469382,-14.402587507713088,-36.34180340396802,0.0,0.0,0.0,0.0,0.0
20101210,44.70288818511288,-28.46640636412341,-36.88267431666802,0.0,0.0,0.0,0.0,0.0
20101213,45.57648556594469,-29.690556113734534,-37.92360701235004,0.0,0.0,0.0,0.0,0.0
20101214,46.51065442624942,-43.90577290287334,-39.14131758851443,0.0,0.0,0.0,0.0,0.0
20101215,48.40062217839897,-49.54159836031669,-40.443416243714445,0.0,0.0,0.0,0.0,0.0
20101216,50.41672798150663,-74.50004036059617,-41.947692786221616,0.0,0.0,0.0,0.0,0.0
20101217,52.10676023688254,-100.54774744466104,-43.20828859988515,0.0,0.0,0.0,0.0,0.0
20101220,53.939868442654905,-113.34221807344147,-44.567095456844854,0.0,0.0,0.0,0.0,0.0
20101221,56.82318881335664,-130.86179171037742,-46.77908766919335,0.0,0.0,0.0,0.0,0.0
20101222,59.712407287536415,-149.65010086199771,-49.14386269338315,0.0,0.0,0.0,0.0,0.0
20101223,62.761466634024295,-117.4616569187391,-51.6958439178007,0.0,0.0,0.0,0.0,0.0
20101224,65.21332251059002,-135.93229366422483,-53.9005412559892,0.0,0.0,0.0,0.0,0.0
20101227,67.63098987874871,-153.9492706018021,-55.488008284931674,0.0,0.0,0.0,0.0,0.0
20101228,69.9929378808979,-172.02591932811947,-56.8483063064665,0.0,0.0,0.0,0.0,0.0
20101229,71.5866145691061,-185.71409284339617,-58.076690278092464,0.0,0.0,0.0,0.0,0.0
20101230,73.56772333356021,-196.08981003023888,-60.102590220585306,0.0,0.0,0.0,0.0,0.0
20101231,75.42035864989622,-206.28207365388943,-62.043373338156336,0.0,0.0,0.0,0.0,0.0
20110104,77.17761839409445,-215.67966280116198,-63.84323223634313,0.0,0.0,0.0,0.0,0.0
20110105,77.73554431671565,-219.27574907352746,-64.53224251252968,0.0,0.0,0.0,0.0,0.0
20110106,79.14201938916133,-227.60776467248292,-65.51194870871919,0.0,0.0,0.0,0.0,0.0
20110107,63.62980077890201,-283.51362072253403,-65.35758593617736,0.0,0.0,0.0,0.0,0.0
20110110,64.0555166921491,-226.67017497805028,-65.24318829328004,0.0,0.0,0.0,0.0,0.0
20110111,64.58616679149438,-231.5003833954247,-52.42790168523105,0.0,0.0,0.0,0.0,0.0
20110112,65.08213147040094,-175.1499091541562,-39.66952264226061,0.0,0.0,0.0,0.0,0.0
20110113,65.77290836112864,-119.18069463183402,-26.064915234706017,0.0,0.0,0.0,0.0,0.0
20110114,66.31721314314998,-61.55333289892426,-11.646723323156902,0.0,0.0,0.0,0.0,0.0
20110117,67.39978539100228,-5.298684306793251,2.8614624410420744,0.0,0.0,0.0,0.0,0.0
20110118,68.28054509580917,50.34804684299637,17.371603874490063,0.0,0.0,0.0,0.0,0.0
20110119,69.17885187532471,104.57166291191513,31.668567265108557,0.0,0.0,0.0,0.0,0.0
20110120,68.81031965911023,163.99959885761092,45.91460081327705,0.0,0.0,0.0,0.0,0.0
20110121,85.09660193509225,221.73319094577445,59.14275004619235,0.0,0.0,0.0,0.0,0.0
20110124,85.1512475934873,218.43174225729825,72.38267532327248,0.0,0.0,0.0,0.0,0.0
20110125,84.87543300151773,276.3081958893914,71.94189203449773,0.0,0.0,0.0,0.0,0.0
20110126,84.64312144317117,272.2248493224872,71.81124241856025,0.0,0.0,0.0,0.0,0.0
20110127,83.94907565341634,268.2807890039834,70.98225127559922,0.0,0.0,0.0,0.0,0.0
20110128,83.44581856169009,266.8281645218293,56.70980129611903,0.0,0.0,0.0,0.0,0.0
20110131,81.99124039941276,264.0331838747305,55.54664120916186,0.0,0.0,0.0,0.0,0.0
20110201,80.24702928933672,257.7382853363089,53.405910186821814,0.0,0.0,0.0,0.0,0.0
20110209,78.94834784476737,250.7685466929835,51.29368814510944,0.0,0.0,0.0,0.0,0.0
20110210,78.20681178169197,245.2048759800229,49.77866518142133,0.0,0.0,0.0,0.0,0.0
20110211,79.38887177002184,238.57030196900496,48.92480017919313,0.0,0.0,0.0,0.0,0.0
20110214,80.61975667054153,231.60474380450742,47.86178275913646,0.0,0.0,0.0,0.0,0.0
20110215,82.21040406653782,224.3469280278875,47.76532189970142,0.0,0.0,0.0,0.0,0.0
20110216,83.65250177175734,217.96940438203697,47.226328029281305,0.0,0.0,0.0,0.0,0.0
20110217,84.77802478074759,211.5627686642566,46.427235178689806,0.0,0.0,0.0,0.0,0.0
20110218,85.20907479961326,204.2098864049717,59.07709691297655,0.0,0.0,0.0,0.0,0.0
20110221,86.05646044890534,197.67188348326505,58.21715581959503,0.0,0.0,0.0,0.0,0.0
20110222,87.06651931367578,193.6216938143216,57.85199210333193,0.0,0.0,0.0,0.0,0.0
20110223,87.11409419617857,189.96659087018253,47.28785361567659,0.0,0.0,0.0,0.0,0.0
20110224,87.43763345647926,185.87026335763136,36.43465973789101,0.0,0.0,0.0,0.0,0.0
20110225,85.76413668984576,181.09473413740233,24.94872129062266,0.0,0.0,0.0,0.0,0.0
20110228,83.71482603427282,176.33274799752854,24.11063089143286,0.0,0.0,0.0,0.0,0.0
20110301,81.75744205986521,141.01511751116647,23.93395296943089,0.0,0.0,0.0,0.0,0.0
20110302,79.885910670975,105.50226092381256,12.187423416406341,0.0,0.0,0.0,0.0,0.0
20110303,78.48470984450212,70.19865324998696,0.5132801882911793,0.0,0.0,0.0,0.0,0.0
20110304,77.29917232805457,34.83049014268268,-11.122766563639738,0.0,0.0,0.0,0.0,0.0
20110307,76.73984813729692,1.580736049281046,-22.432470821890362,0.0,0.0,0.0,0.0,0.0
20110308,61.71070962828937,-31.244844481020767,-33.39443143765419,0.0,0.0,0.0,0.0,0.0
20110309,47.395275618254644,-62.95547039820188,-34.08051831019501,0.0,0.0,0.0,0.0,0.0
20110310,33.29229322349021,-95.05084674631642,-34.32469876805887,0.0,0.0,0.0,0.0,0.0
20110311,19.43110843891213,-127.26433333841817,-34.55255321615156,0.0,0.0,0.0,0.0,0.0
20110314,5.9189005304636115,-159.4257935916092,-45.262139955195025,0.0,0.0,0.0,0.0,0.0
20110315,-7.782075983846172,-159.40416094958877,-56.631459953132925,0.0,0.0,0.0,0.0,0.0
20110316,-20.841086576212938,-158.75049772913508,-56.43181335409088,0.0,0.0,0.0,0.0,0.0
20110317,-33.950339173554745,-157.9717876382004,-55.96589546444667,0.0,0.0,0.0,0.0,0.0
