,dailyPnl,Agriculture,Energy,Ferrous,NonFerrous,Precious,cumulativePnl
20100317,-0.7584840830434374,-0.10831844086521764,-0.3250369854044776,-0.015633865967335635,-0.1684279132817074,-0.14106687752469899,-0.2554743349476455
20100318,0.3568537055010033,0.09017862346625724,0.08653948842518087,-0.033746976954709657,0.14523878006536253,0.06864379049891234,0.10137937055335783
20100319,-0.478936223181258,-0.17737608985741313,-0.17260604683635963,0.031268854519943705,-0.15161210412002754,-0.008610836887401399,-0.3775568526279002
20100322,0.33805956576191165,-0.08377780136599246,0.025293275885951583,0.01577085372097113,0.18946846333206127,0.1913047741889201,-0.03949728686598852
20100323,0.1435021690346485,0.050574588909966744,0.05872783735271811,-0.04076563957224619,0.04785739151840565,0.02710799082580417,0.10400488216865997
20100324,0.21159464069002454,0.02118232056424423,0.002038415441479391,0.061652762600363294,0.09120165244704885,0.03551948963688876,0.31559952285868453
20100325,0.11537627862795295,-0.046970296778704096,-0.07611512784460717,0.032719246256935744,0.07453167294200315,0.13121078405232536,0.4309758014866375
20100326,-0.552418820005955,-0.03773586972718355,-0.16204936643284806,-0.005725051273874006,-0.20991644984500984,-0.1369920827270394,-0.12144301851931749
20100329,-0.3546517145261535,0.07461377289082732,-0.08118233369353481,0.03424527211582435,-0.237885488386464,-0.14444293745280642,-0.476094733045471
20100330,0.014260075699665071,0.009923974187237117,0.1385235226294419,-0.10250020867267386,-0.013787776553438626,-0.01789943589090149,-0.4618346573458059
20100331,0.13339879697376436,-0.10735410949480088,0.1495727497645169,-0.013104852903994196,0.08362552440847551,0.020659485199567028,-0.32843586037204153
20100401,-0.013192008061679814,0.17277074745330878,-0.029766443568298787,-0.004521704716564704,-0.15208094125806454,0.00040633402793942714,-0.34162786843372134
20100402,0.12909285053835526,0.06099689142585551,-0.007716267069690315,0.07674061822391327,-0.03788231322484598,0.03695392118312281,-0.21253501789536608
20100406,0.07408481606796329,0.0827171596091053,-0.05961606086907504,0.08972732828675985,-0.059407792116586616,0.020664181157759795,-0.1384502018274028
20100407,0.2806583910859366,0.21212208976738908,-0.05668858075745394,0.05244211220160596,-0.00897618793926294,0.08175895781365841,0.1422081892585338
20100408,-0.4528266150742555,-0.31472468797865194,-0.050568289224252515,-0.08641307129055673,-0.056588124831187366,0.055467558250393054,-0.3106184258157217
20100409,0.367533092476165,0.010142040121235363,0.07608491782698039,0.09270705273306995,0.07995143659190243,0.10864764520297682,0.056914666660443314
20100412,0.18657363333479163,-0.018375800387500012,0.03421279055298574,0.05805866426841788,0.004066435907055163,0.10861154299383284,0.24348829999523494
20100413,-0.17619295967905838,0.04828779201093628,-0.04332604592669991,0.021594327563040937,-0.06614895890081658,-0.1366000744255191,0.06729534031617657
20100414,0.049198763239069125,0.002784710881742019,0.06153237123377015,-0.06445608099335823,0.04184989753955961,0.007487864577355565,0.1164941035552457
20100415,-0.016054078177034647,0.007791034097560485,0.08879995585986625,-0.08381977767125379,-0.005888095580696039,-0.022937194882511565,0.10044002537821105
20100416,0.06376420906909354,0.11191550942127175,-0.09085112905403797,0.04883898901758869,-0.011933619652125464,0.005794459336396555,0.1642042344473046
20100419,-2.1401256294241433,-0.39351969039256496,-0.43539940695846224,-0.22948773694258193,-0.6844505078507607,-0.39726828727977365,-1.9759213949768388
20100420,0.8715946427111085,0.22792301767775508,0.22662677891458374,0.05653322115640635,0.2316622211915454,0.12884940377081788,-1.1043267522657303
20100421,0.4229869177191485,0.2768213818924371,-0.00260065375610213,-0.023605438174928054,0.03222417835954231,0.1401474493981992,-0.6813398345465818
20100422,-0.29098955267627963,-0.12913545291347955,-0.048114581196689536,-0.04937574275760893,-0.05861165871878261,-0.005752117089719005,-0.9723293872228613
20100423,0.24117343376137051,0.35688674162479506,-0.005861988271540311,0.012711043625359367,-0.0014001522627006247,-0.12116221095454298,-0.7311559534614909
20100426,0.6285215296324378,0.08426986085442983,0.022208679276388688,-0.0073706943271785764,0.11514562279251955,0.41426806103627833,-0.10263442382905308
20100427,0.05920551785244275,0.19394313246053033,0.10827695139194393,-0.02792390941753945,-0.11288748556683964,-0.1022031710156524,-0.04342890597661033
20100428,-0.337547057592444,-0.3431304435126399,0.009459457658135485,0.009072240034286302,-0.2552429341673628,0.24229462239513685,-0.38097596356905433
20100429,0.0659386142004989,-0.04354311627202631,0.060262971318423154,0.0029025089419210115,0.018411003437622676,0.027905246774558374,-0.31503734936855543
20100430,0.33017530869784484,0.2091718744740201,0.06254476273183303,-0.047851604866099434,-0.043317411374628446,0.1496276877327195,0.015137959329289408
20100504,-0.006363080989217172,-0.08296684833857773,0.08142910495397354,-0.03552546496625694,0.028729630670912,0.0019704966907319755,0.008774878340072236
20100505,0.1554516789059931,0.12037812107345285,0.04740895462751655,0.016467127214266505,0.09717036723324364,-0.12597289124248645,0.16422655724606533
20100506,-0.1927489576361883,-0.43338550065556314,0.03210339114194219,0.02459936744895806,0.09766837016465627,0.08626541426381827,-0.028522400390122965
20100507,0.8898547820571836,-0.3580951870839968,0.16168294492707982,0.15545005599872402,0.29952738058766165,0.6312895876277149,0.8613323816670606
20100510,-0.17636043747951247,0.3456184177331974,-0.0583408450283373,0.02039047378550494,-0.3056170959402479,-0.1784113880296296,0.6849719441875481
20100511,0.6771721729616166,-0.15093367605266764,0.2805322806796179,0.10568235494064272,0.1704596797593001,0.2714315336347234,1.3621441171491648
20100512,0.6899677675426129,0.08394508520074824,0.04971945056665866,0.14707803048604196,0.0011371999590658246,0.4080880013300983,2.0521118846917776
20100513,-0.019136907322635472,0.060445401250188165,-0.0016088982319544907,0.012641244341724266,-0.1740865144229019,0.0834718597403085,2.0329749773691423
20100514,0.6559875841088547,0.03680031721636556,0.4462817464446314,0.07074236950965905,0.08717711375906087,0.014986037179137738,2.688962561477997
20100517,2.024273550124059,0.21647793203648746,0.5931741759233634,0.395684488648251,0.7726572466628919,0.04627970685306489,4.713236111602056
20100518,-0.604289547394129,0.01942799659231347,-0.3022760100096451,-0.05296380881875773,0.0706911322717815,-0.3391688574298211,4.108946564207927
20100519,0.1013576010045705,0.07987163259576696,-0.023945720038084126,-0.030791540585633402,0.181832914583118,-0.10560968555059697,4.210304165212498
20100520,-0.7679537310476489,-0.03594695223367874,-0.12495821907117202,-0.05927215875936073,-0.15075764775569717,-0.3970187532277403,3.4423504341648488
20100521,0.0362114666101642,-0.09248231747825414,0.11445703524694013,0.0469846421372348,0.09086273459580499,-0.12361062789156159,3.478561900775013
20100524,-0.9210238195849236,-0.19960581779512637,-0.3428849920541789,-0.17963467915461917,-0.3962701092751623,0.19737177869416322,2.5575380811900894
20100525,0.8132797597161128,0.04392718756343132,0.36664512099765556,0.10302617783669378,0.30570661058929605,-0.006025337270964128,3.370817840906202
20100526,-0.16106699890203238,-0.014703643026175911,-0.2234290152397525,-0.014898126679588595,-0.17557518286430118,0.2675389689077858,3.2097508420041696
20100527,-0.3624745160786168,-0.0916557223763417,-0.2695739422740322,0.003599863716365105,-0.06963961714545888,0.06479490200085092,2.8472763259255527
20100528,-0.23135070056852294,-0.13784084143768863,-0.07099209724842956,0.024539438747126194,-0.11648459911047426,0.0694273984809433,2.6159256253570295
20100531,0.38703264752931227,0.2012987608277239,0.07787182453703598,0.07087066582200219,0.11679160799309675,-0.07980021165054657,3.002958272886342
20100601,0.8707693724791664,0.0966762045294143,0.3292957027830575,0.06367062376910779,0.23800952824979946,0.1431173131477874,3.8737276453655083
20100602,0.049457710715274036,-0.44546420246037916,0.23801507810131378,-0.012080623403716136,0.26072844975734666,0.00825900872070897,3.9231853560807823
20100603,-0.024894395547506623,0.04207037964622301,-0.055867027542368476,-0.025809757585869137,-0.017402204007865497,0.03211421394237348,3.898290960533276
20100604,0.17976369523747981,-0.04799989448666075,0.11935914556986674,0.03420981931487105,0.37051732744768984,-0.296322702608287,4.078054655770756
20100607,2.6352147451215,0.52388537808586,0.8660633701604524,0.272160979930339,0.7699000807397373,0.20320493620511107,6.713269400892256
20100608,-0.18055810029491062,-0.16795814885177357,-0.26094929495455604,-0.07146170632258449,-0.033240811529364415,0.3530518613633679,6.532711300597345
20100609,-0.9352607532562165,-0.0787798440393952,-0.24988497335945262,-0.07246416133584253,-0.4288986756096734,-0.10523309891185284,5.597450547341129
20100610,0.1652625784419382,0.0929268695602801,0.00217982746243597,0.0349852214445009,0.1105031067797614,-0.07533244680504017,5.762713125783067
20100611,-0.5153355977768617,0.03157099989127149,-0.1751021721296851,-0.047508971931423415,-0.20099052524896582,-0.12330492835805887,5.247377528006206
20100617,0.023700777067494717,-0.26617960441807115,0.03751608371050489,-0.001597272713449215,0.04416752930339699,0.20979404118511322,5.271078305073701
20100618,0.3484195036459325,-0.10095954965770094,0.09781297367489156,0.037679517851642245,0.145234314346734,0.16865224743036564,5.6194978087196334
20100621,-1.5418692787917083,-0.529900940587707,-0.44831798595686345,-0.12193927461928677,-0.6479487927322997,0.20623771510444822,4.077628529927925
20100622,0.0822286911299457,0.08448556461348115,0.17255901650796016,0.040884206895772414,0.17017541590471985,-0.38587551279198784,4.159857221057871
20100623,0.15741948867191488,0.045775536945445214,0.06107817743398453,0.09610047995120134,-0.10331024393711596,0.05777553827839976,4.317276709729786
20100624,-0.3365899856913263,0.026371590133722447,-0.106667253289963,-0.03552843106320048,-0.1297777373744656,-0.0909881540974197,3.9806867240384594
20100625,0.4538378419035981,0.08612738947928383,0.0595778354991944,0.02864762620093922,0.1280631426089087,0.15142184811527196,4.434524565942057
20100628,-0.10099148339898313,-0.028752469621958123,-0.10367769462593096,0.0774815501469077,-0.18006477822168615,0.1340219089236844,4.333533082543074
20100629,0.6465821795745827,0.2695540990602261,0.30473903858082857,0.07975319138477022,0.28502881917600625,-0.29249296862724844,4.980115262117657
20100630,0.5068826955440237,0.17277656798882776,0.05319183857466602,0.01632890806939832,0.16477365192773846,0.09981172898339316,5.48699795766168
20100701,0.4982796366225355,0.13280596238083245,0.2848321067244113,0.04581296973945527,0.1195807883117306,-0.08475219053389421,5.985277594284216
20100702,-1.2001588553336358,-0.16996624027914511,-0.17333335632958022,-0.027834460756768275,-0.305746841426058,-0.5232779565420842,4.78511873895058
20100705,-0.0016839472918762485,0.011426373661359937,-0.02000758518745973,-0.026042602046922044,-0.04648558477484214,0.07942545105598772,4.783434791658704
20100706,0.054749125749862834,0.04239611254108073,0.0856978870673977,0.04656693846581535,-0.03580267148732713,-0.08410914083710383,4.838183917408567
20100707,-0.08499338784651367,0.06500921035070337,0.03994042501004763,-0.0018806289045033306,0.04964750943260806,-0.2377099037353694,4.753190529562053
20100708,-0.23535082913394123,-0.2984946082336028,-0.11086366693282847,0.05660550259461397,-0.12809133400304012,0.24549327744091623,4.5178397004281114
20100709,-0.35120466395645095,-0.12483606535897834,-0.07138190315614786,-0.028596838989741427,-0.05076281408678945,-0.07562704236479385,4.166635036471661
20100712,0.602884910628138,0.21072247556328447,0.17432980451887548,0.014310595501951625,0.11591885047437475,0.08760318456965169,4.769519947099798
20100713,0.22698337608214103,-0.0980544042666733,0.15152123269223022,0.05684965427605504,0.17003265338121712,-0.0533657600006881,4.99650332318194
20100714,-0.49751162779019253,-0.2888129137755249,-0.12001764223258903,0.02583244083174121,-0.1476989371378267,0.03318542452400676,4.498991695391747
20100715,0.26811188729416696,0.03414710667022134,0.24011121364819296,-0.007419147765432027,-0.001359959560642831,0.002632674301827561,4.767103582685914
20100716,-0.40110075164246306,-0.30004275926946633,0.014287905548350131,-0.03248727032286185,-0.09250621393180686,0.009647586333321837,4.366002831043451
20100719,-0.0761393476980279,-0.05192388228429369,-0.045807433408971185,-0.17833054792376274,0.14051810992979297,0.05940440598920673,4.289863483345423
20100720,-0.33009267597555525,0.18740911895976553,-0.21861128175286504,-0.13582277883088403,-0.20572108236768086,0.04265334801610914,3.9597708073698676
20100721,0.036829539642385466,0.007634279852676613,0.05500216713609767,0.026511589947554384,-0.019631327370645373,-0.032687169923297836,3.996600347012253
20100722,-0.38545377826232124,-0.16918283955181682,-0.14902229271911563,0.010684619451523542,-0.12101207398662737,0.043078808543714965,3.611146568749932
20100723,-0.9243465675017997,-0.04134800582311067,-0.27812767041819664,-0.1363104434066285,-0.40909510687399975,-0.05946534097986422,2.686800001248132
20100726,-0.29822697415810584,0.01488118006653211,-0.17950025072276943,0.02196871926166376,-0.1658073110406735,0.010230688277141173,2.3885730270900263
20100727,0.48039864275593464,-0.019407396259653296,0.12481546340004306,0.16543188995665883,0.14820834391388366,0.06135034174500237,2.868971669845961
20100728,0.004294960617330189,0.14003056118602825,0.007241498798548794,-0.11337080527937342,-0.2140059462030716,0.18439965211519815,2.8732666304632914
20100729,0.017731322905781798,0.046891203490596854,-0.06061008177940781,0.0035601072317242395,0.07664879136473345,-0.04875869740186491,2.890997953369073
20100730,0.048963358507124397,0.08420391835732192,-0.07230036498858176,-0.017909265640561826,0.042765734821585716,0.012203335957360346,2.9399613118761976
20100802,-0.22061210287386482,0.517615190555852,-0.3141501624231938,0.011025863963143062,-0.2489466271480138,-0.18615636782165232,2.7193492090023326
20100803,-0.07704986371799095,-0.17600522698339752,0.07206936424942664,-0.01866389332012563,0.0272708793279341,0.01827901300817145,2.6422993452843415
20100804,-0.041861450715099474,0.05648657086805461,0.008412931005686106,0.02484350956086872,0.0375278023760458,-0.16913226452575475,2.600437894569242
20100805,-0.04636228661755974,-0.2091377189115584,0.18158902073486946,-0.026374607485600943,-0.0038048702964286075,0.011365889341158762,2.5540756079516824
20100806,0.4810731234470391,0.526567392109867,-0.05393931037105277,0.02112908880187476,0.09188611079411067,-0.10457015788776064,3.0351487313987215
20100809,0.5237027666468358,0.4875246095742342,-0.06353559141680935,0.0977192130196756,0.1279557417728238,-0.12596120630308835,3.5588514980455574
20100810,-0.44842328769480416,-0.37223570210642887,-0.009593787867499235,-0.037244976704911496,-0.22730018980028488,0.1979513687843203,3.1104282103507535
20100811,-0.2997508340705863,-0.07794950221182231,-0.05231894224434066,0.007206243543595249,-0.14292429173071078,-0.03376434142730771,2.810677376280167
20100812,-0.6051957770012739,-0.03909806630875784,-0.14606486541179725,-0.11313600367522247,-0.26920467624418637,-0.03769216536131001,2.205481599278893
20100813,1.0147975638976519,0.7336796557453983,0.16606774977052108,0.06559627658077391,0.3663600883212542,-0.3169062065202956,3.220279163176545
20100816,0.24788287918045906,0.20603324184647487,0.057081226966862436,0.05397012093353225,-0.006381291113580913,-0.06282041945282954,3.468162042357004
20100817,0.09228982266722269,-0.1171277837159498,0.09826743094945078,0.012034058012560179,0.12598419483055215,-0.02686807740939068,3.560451865024227
20100818,-0.318110140222887,-0.3540303908753298,-0.022652417904327794,-0.012238511156254772,0.049543772469824,0.021267407243201333,3.24234172480134
20100819,0.18783080336515684,0.07133733925920291,0.14600421274733055,0.00834410609927699,0.08586680521261678,-0.12372165995327039,3.430172528166497
20100820,-1.7573158577076757,-0.9621339386027191,-0.20852759251562825,-0.11452192308522159,-0.4895625750305179,0.017430171526411176,1.6728566704588212
20100823,-0.03236657358974597,0.16299921159769457,-0.11590838403494123,-0.10894513207907915,0.013600471563041814,0.015887259363537996,1.6404900968690752
20100824,-0.341063314279792,-0.158118017881462,-0.14292183778259263,-0.051017441945287,-0.14523310200071046,0.15622708533026003,1.2994267825892831
20100825,-0.19190454029073703,-0.05278803035454566,0.1962264711957948,-0.02890430136731126,-0.037123769291604804,-0.2693149104730701,1.107522242298546
20100826,0.7014948926406245,0.33204363793980823,0.19799008059130488,0.07194356651880325,0.21949568423502874,-0.11997807664432074,1.8090171349391704
20100827,0.7297179155713253,0.5005021552501708,0.0072105302336574586,0.02506291860898247,0.11248903337640834,0.0844532781021062,2.5387350505104957
20100830,1.2353723448557499,0.563309233434902,0.03223053356483063,0.14966818828843578,0.5010988808044557,-0.010934491236874311,3.7741073953662454
20100831,-1.1381553317540407,-0.4387384818613056,-0.2697176400974151,-0.028813801390714867,-0.40440072959764545,0.0035153211930399456,2.635952063612205
20100901,0.8002537737235674,0.19649830184944836,0.1815616323468031,0.06348480358188928,0.3606631796788158,-0.0019541437333890155,3.4362058373357725
20100902,0.667160990404298,0.21884918318923907,0.23884811957011276,0.05934486734566051,0.1710947827569108,-0.02097596245762524,4.1033668277400706
20100903,0.4283432426432513,0.4960510254214727,-0.06329886741321586,-0.03913960692611673,0.011495256088982938,0.023235435472128186,4.531710070383322
20100906,1.4688728143007348,0.5197873147357789,0.22284538696663367,0.4332129654066863,0.31673194212702765,-0.023704794935391803,6.000582884684056
20100907,0.24261758565263544,0.39423564664850386,-0.004810212184057693,-0.03139066093224299,-0.1092782648140665,-0.006138923065501209,6.243200470336692
20100908,0.025982559046894265,-0.12587359515859362,0.04713620956290085,-0.05609952397916002,0.007251602003327797,0.15356786661841929,6.269183029383586
20100909,-1.53775024036961,-0.4437076440102925,-0.3236269234009921,-0.1783712801455057,-0.4729694629933881,-0.11907492981943137,4.731432789013976
20100910,0.7298805411113032,0.5597977718288598,0.02678752862232432,0.09743972020980063,0.2042725510570317,-0.15841703060671336,5.461313330125279
20100913,0.29623796041462247,0.023784084206542995,0.13262728635726653,-0.02187034831646129,0.15521441817959564,0.006482519987678517,5.757551290539901
20100914,-0.31034164256126895,-0.0025350722417217158,-0.006534100323158294,-0.10264419837534054,-0.2498243006407792,0.051196029019730804,5.447209647978632
20100915,0.5533745675928101,0.23077261605778243,-0.05305740145092705,-0.001604413886266117,-0.030062867544828283,0.4073266344170491,6.0005842155714415
20100916,-0.16632935299650098,-0.04338064598377425,-0.0038259702005559665,-0.07948229356192742,0.023686166229739916,-0.06332660947998323,5.834254862574941
20100917,1.066954995338691,0.4438584067816595,0.12428028750392842,-0.01076920977453273,0.2662642134200421,0.24332129740759365,6.901209857913631
20100920,1.9444978764676792,1.473360009631415,0.22895669050352466,0.028604159116131792,0.11201970952887033,0.10155730768773719,8.84570773438131
20100921,-0.32907243028558325,0.151394096111534,-0.03841514723035679,-0.08995296585990671,-0.16265688010019755,-0.18944153320665616,8.516635304095727
20100927,1.3982937726367723,0.43727035193912833,0.3571972786813852,-0.08731421321008664,0.2942896752858905,0.3968506799404548,9.9149290767325
20100928,0.31839066406590694,0.5575059872734263,0.041168646819245674,-0.010371982283825139,-0.08940408197297799,-0.18050790576996184,10.233319740798407
20100929,-0.5200499889675746,-1.0057542630471918,-0.02846596718672566,-0.016095258572492978,0.1369519038736951,0.3933135959651408,9.713269751830833
20100930,0.2997374690819402,0.32407112194796245,-0.03290410030262268,0.021834259641378452,-0.10695840377568873,0.09369459157091073,10.013007220912773
20101008,0.8008397536080656,0.24647633959816803,0.2862802898730232,0.008366261815999343,0.10226383674374602,0.1574530255771291,10.813846974520839
20101011,3.989267081878213,2.046542617657913,0.45782672006173725,0.010619579801301668,0.9706098615859181,0.5036683027713437,14.803114056399052
20101012,-0.6410036663220955,-0.2174097601768899,-0.0821287783116408,0.004187742671719628,-0.2632727424305165,-0.08238012807476781,14.162110390076956
20101013,0.8883504075942901,0.23632238605099193,0.11352913819430611,-0.006862967105798765,0.31328252509816,0.23207932535663064,15.050460797671246
20101014,1.2541586462147276,0.4597450937572714,0.1589862983492361,0.015210495745782907,0.16504329165430992,0.45517346670812725,16.304619443885972
20101015,0.13905669590686465,0.2022855246235647,-0.045316809287585344,-0.01578382552802445,0.02345063104199376,-0.025578824943084062,16.443676139792835
20101018,-1.5034091629916657,-0.46945870399176437,-0.27209497035083324,-0.02032483695941953,-0.32975178994904464,-0.41177886174060374,14.940266976801169
20101019,0.6941360870879514,0.3493070795518008,0.06432002187985598,0.036189730180916375,0.16427480850981233,0.08004444696556594,15.63440306388912
20101020,-0.6638139516062663,0.12272695298405584,-0.11660160109743745,0.08771378451466015,-0.23237061653422758,-0.5252824714733174,14.970589112282854
20101021,0.5398427162407442,0.4411223077155294,-0.003072652233035092,-0.009117921597524614,0.11420256297327254,-0.003291580617497976,15.510431828523597
20101022,0.37073517949512813,0.11858604781212256,0.12275962672794632,0.023535754359622456,0.30573966775080047,-0.19988591715536363,15.881167008018725
20101025,1.946426015104454,0.8119337303360291,0.3773888758235256,-0.17633846907388964,0.5131682278656418,0.42027365015314727,17.82759302312318
20101026,-0.308575000693668,-0.11062577832573363,-0.02161411363642605,0.06296525585103999,-0.07979673477672496,-0.15950362980582336,17.51901802242951
20101027,-1.332820763356129,-0.5388886406031098,-0.32154266054997427,-0.017547172261717973,-0.35358687619225676,-0.10125541374907039,16.18619725907338
20101028,0.816731552919189,0.6678159307099676,0.23718113290679965,-0.03557527621380625,-0.03367885022018156,-0.019011384263590583,17.00292881199257
20101029,-1.0910913401683155,-0.6585775026771499,-0.17690994002450353,-0.001992758612428533,-0.416173830761789,0.1625626919075552,15.911837471824256
20101101,1.3923333908220334,0.5534262291410891,0.23543714132426008,-0.09660152738340413,0.363468544757826,0.3366030029822624,17.30417086264629
20101102,-0.11381809900392167,-0.03786093976650776,0.06271183595528203,0.01350345295444849,-0.09112781561611602,-0.061044632531028396,17.19035276364237
20101103,0.20670818723064027,0.1921017758503666,0.07604785483855639,-0.005296379382192427,0.058447452847354205,-0.11459251692344444,17.39706095087301
20101104,1.281990033341029,0.42467638916453915,0.549598280273398,-0.0035098078760516203,0.2343187536804995,0.07690641809864404,18.679050984214037
20101105,2.580226495150508,0.8369348026193887,0.633543866636152,0.03697813590613734,0.6246905127010671,0.4480791772877624,21.259277479364545
20101108,0.33687225670430415,0.2919705411951441,0.30295997361056615,0.0006820517208086492,-0.28047271023417053,0.021732400411955764,21.59614973606885
20101109,1.7957615341371567,0.29520965896295237,0.6029459078536751,0.13134313961397956,0.23071737726876504,0.5355454504377843,23.391911270206005
20101110,-0.5662376982214175,-0.18932637349664214,0.09890114921273997,-0.08988809954115404,-0.09435322479229372,-0.29157114960406766,22.825673571984588
20101111,-0.15549095275368813,-0.1370621806181807,-0.38871989685861125,0.027507395540852093,0.269260132688345,0.0735235964939067,22.6701826192309
20101112,-2.8943672092215307,-1.0550282302017635,-0.5529915463808142,-0.1954356830393284,-0.7800509251630217,-0.310860824436603,19.77581541000937
20101115,-1.4194336637977474,-0.3376573819614282,-0.6123886943656264,0.04058791096911734,-0.2538517648489099,-0.25612373359090035,18.35638174621162
20101116,-0.5286197724652628,-0.22308230370906498,0.011732952194134571,-0.028167613102236515,-0.22217203498845195,-0.06693077285964398,17.82776197374636
20101117,-2.6383963322809287,-0.9230156183449079,-0.5511519537705244,-0.12908019713188829,-0.7366388166682208,-0.2985097463653873,15.18936564146543
20101118,1.37860030928112,0.2824468496169109,0.39735498003297326,0.08368357292488204,0.392497071253118,0.2226178354532358,16.56796595074655
20101119,0.49543174906403853,0.14933303150015736,0.07975843863534429,0.04307378298250583,0.17588980705498358,0.04737668889104746,17.06339769981059
20101122,-0.7384069726383723,-0.5627051733232408,-0.0708029734673435,0.001326793270472164,-0.12044003243583057,0.014214413317570467,16.324990727172217
20101123,-0.9609325086304062,-0.23587796091425636,-0.4134213249474447,-0.048789032313818946,-0.29310017826898693,0.030255987814100667,15.36405821854181
20101124,0.9769568073432207,0.4514404142617523,0.10962905594828383,0.11742978632101696,0.1325335523136424,0.1659239984985251,16.34101502588503
20101125,-0.27823360762253185,-0.04585543755603529,-0.11462992221394992,-0.015758750018377763,-0.047638819076068324,-0.05435067875810056,16.0627814182625
20101126,-0.7591134684255275,-0.29451269976786687,-0.2658034345470461,-0.04326128062849227,-0.056511436694846595,-0.09902461678727574,15.303667949836973
20101129,0.4052005483190146,0.2371521803807607,0.10420182118410401,0.023670789482648443,0.058371957013979604,-0.018196199742478193,15.708868498155987
