,RB.SHF,HC.SHF,JM.DCE,J.DCE,I.DCE
20100714,-114.00472447938184,0.0,0.0,0.0,0.0
20100715,-118.28247497924903,0.0,0.0,0.0,0.0
20100716,-121.56852784240715,0.0,0.0,0.0,0.0
20100719,-124.94391515454694,0.0,0.0,0.0,0.0
20100720,-125.58562128227491,0.0,0.0,0.0,0.0
20100721,-128.0512689765862,0.0,0.0,0.0,0.0
20100722,-130.53056240468234,0.0,0.0,0.0,0.0
20100723,-130.8102981834572,0.0,0.0,0.0,0.0
20100726,-81.57090462690665,0.0,0.0,0.0,0.0
20100727,-42.275807787537246,0.0,0.0,0.0,0.0
20100728,-12.317020533345065,0.0,0.0,0.0,0.0
20100729,12.661656912931862,0.0,0.0,0.0,0.0
20100730,31.34494531372473,0.0,0.0,0.0,0.0
20100802,46.225581819175304,0.0,0.0,0.0,0.0
20100803,58.34792086474765,0.0,0.0,0.0,0.0
20100804,68.2081532570242,0.0,0.0,0.0,0.0
20100805,76.58552531866508,0.0,0.0,0.0,0.0
20100806,83.44423684524835,0.0,0.0,0.0,0.0
20100809,88.35128693822202,0.0,0.0,0.0,0.0
20100810,92.55759171436422,0.0,0.0,0.0,0.0
20100811,96.230128735103,0.0,0.0,0.0,0.0
20100812,97.51129177848986,0.0,0.0,0.0,0.0
20100813,98.4517211153224,0.0,0.0,0.0,0.0
20100816,100.26212508163269,0.0,0.0,0.0,0.0
20100817,102.39583427951794,0.0,0.0,0.0,0.0
20100818,104.19706743500602,0.0,0.0,0.0,0.0
20100819,105.72853729714872,0.0,0.0,0.0,0.0
20100820,106.38459703185583,0.0,0.0,0.0,0.0
20100823,106.06117948668918,0.0,0.0,0.0,0.0
20100824,106.91658395975561,0.0,0.0,0.0,0.0
20100825,109.17394014780207,0.0,0.0,0.0,0.0
20100826,110.61574062082668,0.0,0.0,0.0,0.0
20100827,66.9185201571387,0.0,0.0,0.0,0.0
20100830,77.03089021262281,0.0,0.0,0.0,0.0
20100831,85.50066819460973,0.0,0.0,0.0,0.0
20100901,92.0115121550963,0.0,0.0,0.0,0.0
20100902,97.18918826619839,0.0,0.0,0.0,0.0
20100903,101.22818775783139,0.0,0.0,0.0,0.0
20100906,96.1480304689126,0.0,0.0,0.0,0.0
20100907,92.03025002240345,0.0,0.0,0.0,0.0
20100908,88.51866582794334,0.0,0.0,0.0,0.0
20100909,85.09847773467546,0.0,0.0,0.0,0.0
20100910,82.17603402618437,0.0,0.0,0.0,0.0
20100913,79.78449480662172,0.0,0.0,0.0,0.0
20100914,77.4825650668129,0.0,0.0,0.0,0.0
20100915,75.60419678159221,0.0,0.0,0.0,0.0
20100916,73.8650215780476,0.0,0.0,0.0,0.0
20100917,72.66709270490657,0.0,0.0,0.0,0.0
20100920,71.91034257186428,0.0,0.0,0.0,0.0
20100921,71.01429160044779,0.0,0.0,0.0,0.0
20100927,70.01204344819921,0.0,0.0,0.0,0.0
20100928,45.30570227619105,0.0,0.0,0.0,0.0
20100929,25.090145343178122,0.0,0.0,0.0,0.0
20100930,8.249626863080834,0.0,0.0,0.0,0.0
20101008,-5.530245675621792,0.0,0.0,0.0,0.0
20101011,-16.62380975278672,0.0,0.0,0.0,0.0
20101012,-25.70377268590583,0.0,0.0,0.0,0.0
20101013,-33.118707949632686,0.0,0.0,0.0,0.0
20101014,-46.773537446343326,0.0,0.0,0.0,0.0
20101015,-57.53739262025708,0.0,0.0,0.0,0.0
20101018,-66.13361622840652,0.0,0.0,0.0,0.0
20101019,-75.62083940007062,0.0,0.0,0.0,0.0
20101020,-83.76951186508876,0.0,0.0,0.0,0.0
20101021,-90.29956017035848,0.0,0.0,0.0,0.0
20101022,-96.85899312865516,0.0,0.0,0.0,0.0
20101025,-98.24899130512665,0.0,0.0,0.0,0.0
20101026,-99.79560620367609,0.0,0.0,0.0,0.0
20101027,-101.02513799901817,0.0,0.0,0.0,0.0
20101028,-102.05021566560927,0.0,0.0,0.0,0.0
20101029,-62.910940324918684,0.0,0.0,0.0,0.0
20101101,-30.08569735649528,0.0,0.0,0.0,0.0
20101102,-3.268916791246774,0.0,0.0,0.0,0.0
20101103,18.79512212169434,0.0,0.0,0.0,0.0
20101104,36.14349444075929,0.0,0.0,0.0,0.0
20101105,48.011409650465325,0.0,0.0,0.0,0.0
20101108,58.465418148966236,0.0,0.0,0.0,0.0
20101109,64.21202870585049,0.0,0.0,0.0,0.0
20101110,67.5869840676615,0.0,0.0,0.0,0.0
20101111,70.61369151839519,0.0,0.0,0.0,0.0
20101112,70.46037151137861,0.0,0.0,0.0,0.0
20101115,70.31435028297469,0.0,0.0,0.0,0.0
20101116,70.25838324832753,0.0,0.0,0.0,0.0
20101117,69.86095775404732,0.0,0.0,0.0,0.0
20101118,69.33911902552545,0.0,0.0,0.0,0.0
20101119,68.9269508898778,0.0,0.0,0.0,0.0
20101122,69.19746528618647,0.0,0.0,0.0,0.0
20101123,69.39888495965099,0.0,0.0,0.0,0.0
20101124,69.10125977557762,0.0,0.0,0.0,0.0
20101125,68.82869994467463,0.0,0.0,0.0,0.0
20101126,68.49366763766898,0.0,0.0,0.0,0.0
20101129,68.33314655297272,0.0,0.0,0.0,0.0
20101130,68.11520335559558,0.0,0.0,0.0,0.0
20101201,67.84138667879121,0.0,0.0,0.0,0.0
20101202,67.78771794100851,0.0,0.0,0.0,0.0
20101203,68.3623722715389,0.0,0.0,0.0,0.0
20101206,68.82460253227161,0.0,0.0,0.0,0.0
20101207,41.57133340735558,0.0,0.0,0.0,0.0
20101208,18.77111843648768,0.0,0.0,0.0,0.0
20101209,0.03608639084984944,0.0,0.0,0.0,0.0
20101210,19.757764596860376,0.0,0.0,0.0,0.0
20101213,35.48470189959221,0.0,0.0,0.0,0.0
20101214,48.54897992288386,0.0,0.0,0.0,0.0
20101215,63.05061855531662,0.0,0.0,0.0,0.0
20101216,76.22384302574784,0.0,0.0,0.0,0.0
20101217,87.20139390847683,0.0,0.0,0.0,0.0
20101220,96.20547465086815,0.0,0.0,0.0,0.0
20101221,104.80346190540813,0.0,0.0,0.0,0.0
20101222,116.24207605708051,0.0,0.0,0.0,0.0
20101223,125.28604527450531,0.0,0.0,0.0,0.0
20101224,133.9229280486148,0.0,0.0,0.0,0.0
20101227,140.08324918569818,0.0,0.0,0.0,0.0
20101228,146.74851218363006,0.0,0.0,0.0,0.0
20101229,153.65168588726772,0.0,0.0,0.0,0.0
20101230,158.97352761032897,0.0,0.0,0.0,0.0
20101231,165.0762591734378,0.0,0.0,0.0,0.0
20110104,170.31842294363182,0.0,0.0,0.0,0.0
20110105,175.2523629491575,0.0,0.0,0.0,0.0
20110106,184.14237508473462,0.0,0.0,0.0,0.0
20110107,190.477693115561,0.0,0.0,0.0,0.0
20110110,193.15940657866415,0.0,0.0,0.0,0.0
20110111,200.39815435895343,0.0,0.0,0.0,0.0
20110112,206.31962080690798,0.0,0.0,0.0,0.0
20110113,211.41361100149388,0.0,0.0,0.0,0.0
20110114,212.7614781744675,0.0,0.0,0.0,0.0
20110117,214.3666653921646,0.0,0.0,0.0,0.0
20110118,215.40314168803687,0.0,0.0,0.0,0.0
20110119,216.46095773483682,0.0,0.0,0.0,0.0
20110120,219.23759503602994,0.0,0.0,0.0,0.0
20110121,222.0090409546033,0.0,0.0,0.0,0.0
20110124,225.48963292059543,0.0,0.0,0.0,0.0
20110125,233.27054417111452,0.0,0.0,0.0,0.0
20110126,236.71613650703134,0.0,0.0,0.0,0.0
20110127,238.0751737435448,0.0,0.0,0.0,0.0
20110128,239.74355578102802,0.0,0.0,0.0,0.0
20110131,235.15105433617975,0.0,0.0,0.0,0.0
20110201,230.90844242022615,0.0,0.0,0.0,0.0
20110209,230.64226364361474,0.0,0.0,0.0,0.0
20110210,225.71318951362412,0.0,0.0,0.0,0.0
20110211,221.30959597592653,0.0,0.0,0.0,0.0
20110214,218.09820623739657,0.0,0.0,0.0,0.0
20110215,215.39569965105008,0.0,0.0,0.0,0.0
20110216,208.16831242861244,0.0,0.0,0.0,0.0
20110217,196.43683150274327,0.0,0.0,0.0,0.0
20110218,134.24916657749466,0.0,0.0,0.0,0.0
20110221,135.5046138350649,0.0,0.0,0.0,0.0
20110222,85.53605432377327,0.0,0.0,0.0,0.0
20110223,46.022091445010716,0.0,0.0,0.0,0.0
20110224,14.448166485999128,0.0,0.0,0.0,0.0
20110225,-11.945079878812532,0.0,0.0,0.0,0.0
20110228,-33.12768507655338,0.0,0.0,0.0,0.0
20110301,-49.43049076782219,0.0,0.0,0.0,0.0
20110302,-62.63161658519302,0.0,0.0,0.0,0.0
20110303,-73.25061677222419,0.0,0.0,0.0,0.0
20110304,-81.97025140014165,0.0,0.0,0.0,0.0
20110307,-90.81414956524588,0.0,0.0,0.0,0.0
20110308,-97.89383071142859,0.0,0.0,0.0,0.0
20110309,-103.71538273969257,0.0,0.0,0.0,0.0
20110310,-109.12563385698658,0.0,0.0,0.0,0.0
20110311,-113.56530619113613,0.0,0.0,0.0,0.0
20110314,-113.29934638703016,0.0,0.0,0.0,0.0
20110315,-112.21287114217277,0.0,0.0,0.0,0.0
20110316,-110.33073275382769,0.0,0.0,0.0,0.0
20110317,-109.88757173543392,0.0,0.0,0.0,0.0
20110318,-109.00052290343513,0.0,0.0,0.0,0.0
20110321,-107.16630553522666,0.0,0.0,0.0,0.0
20110322,-105.64386560705768,0.0,0.0,0.0,0.0
20110323,-103.08363793219101,0.0,0.0,0.0,0.0
20110324,-101.21447826216304,0.0,0.0,0.0,0.0
20110325,-99.65074698821195,0.0,0.0,0.0,0.0
20110328,-98.07469097395082,0.0,0.0,0.0,0.0
20110329,-97.07844881005235,0.0,0.0,0.0,0.0
20110330,-96.23010282958217,0.0,0.0,0.0,0.0
20110331,-95.70752571410385,0.0,0.0,0.0,0.0
20110401,-95.25472447828255,0.0,0.0,0.0,0.0
20110406,-62.27004759601097,0.0,0.0,0.0,0.0
20110407,-34.73750011916788,0.0,0.0,0.0,0.0
20110408,-12.234517784709183,0.0,0.0,0.0,0.0
20110411,7.962679729233908,0.0,0.0,0.0,0.0
20110412,24.57994512338798,0.0,0.0,0.0,0.0
20110413,39.193200875127246,0.0,0.0,0.0,0.0
20110414,51.29327850461073,0.0,0.0,0.0,0.0
20110415,23.578946163304376,0.0,0.0,0.0,0.0
20110418,37.67697275086275,0.0,0.0,0.0,0.0
20110419,48.97177751618172,0.0,0.0,0.0,0.0
20110420,60.883868630742484,0.0,0.0,0.0,0.0
20110421,70.49356149136729,0.0,0.0,0.0,0.0
20110422,80.16145384332007,0.0,0.0,0.0,0.0
20110425,88.21319577915042,0.0,0.0,0.0,0.0
20110426,94.78245078161518,0.0,0.0,0.0,0.0
20110427,100.78922008880241,0.0,0.0,0.0,0.0
20110428,105.9970567623866,0.0,0.0,0.0,0.0
20110429,110.54722995924999,0.0,0.0,0.0,0.0
20110503,113.88085316777946,0.0,0.0,0.0,0.0
20110504,116.6527801912585,0.0,0.0,0.0,0.0
20110505,122.81633371370694,0.0,0.0,0.0,0.0
20110506,78.6496523819542,0.0,0.0,0.0,0.0
20110509,42.578258410477915,0.0,0.0,0.0,0.0
20110510,13.138177833615927,0.0,0.0,0.0,0.0
20110511,-10.836527499146824,0.0,0.0,0.0,0.0
20110512,-30.239597540964397,0.0,0.0,0.0,0.0
20110513,-44.54509931799568,0.0,0.0,0.0,0.0
20110516,-57.74056933904656,0.0,0.0,10.629196832122236,0.0
20110517,-68.62913035764977,0.0,0.0,25.213812801877644,0.0
20110518,-32.92708716064182,0.0,0.0,38.36701103825742,0.0
20110519,-3.137811312014719,0.0,0.0,49.11773225734996,0.0
20110520,-26.94871424861031,0.0,0.0,57.9488036139975,0.0
20110523,-45.8786750805777,0.0,0.0,64.87668144571626,0.0
20110524,-60.91380298915064,0.0,0.0,70.22706288918108,0.0
20110525,-73.24509475545861,0.0,0.0,74.63166747009797,0.0
20110526,-83.33199153151264,0.0,0.0,78.25317638640261,0.0
20110527,-91.7709837052046,0.0,0.0,81.31347517506057,0.0
20110530,-98.05937655522473,0.0,0.0,83.84513370594813,0.0
20110531,-103.89477090686125,0.0,0.0,86.05203164194029,0.0
20110601,-108.68603651846745,0.0,0.0,88.0358413763941,0.0
20110602,-112.87826679503625,0.0,0.0,89.70353194447009,0.0
20110603,-60.0057338961443,0.0,0.0,92.26300682840692,0.0
20110607,-16.175538051411287,0.0,0.0,94.39332097487068,0.0
20110608,20.05116608184739,0.0,0.0,96.10512390127812,0.0
20110609,50.065759840807154,0.0,0.0,98.13563298021138,0.0
20110610,77.26065860190351,0.0,0.0,59.71584327605892,0.0
20110613,22.110785195634215,0.0,0.0,9.110119773388938,0.0
20110614,-25.33463996669826,0.0,0.0,-29.948341913393314,0.0
20110615,-63.60637720000899,0.0,0.0,-62.601144845076455,0.0
20110616,-94.57651716595551,0.0,0.0,-89.89025250043844,0.0
20110617,-115.74488071701344,0.0,0.0,-112.1651848866685,0.0
20110620,-130.55612724810527,0.0,0.0,-127.7958702743432,0.0
20110621,-143.87223544165636,0.0,0.0,-139.827309227802,0.0
20110622,-156.47762398457823,0.0,0.0,-155.21702199424357,0.0
20110623,-163.74756456604553,0.0,0.0,-159.55072899565994,0.0
20110624,-169.83735718555755,0.0,0.0,-162.4791560861038,0.0
20110627,-174.4207572201468,0.0,0.0,-164.50737109501588,0.0
20110628,-181.44635366758337,0.0,0.0,-166.18558636512665,0.0
20110629,-185.82291509971373,0.0,0.0,-167.51227669801054,0.0
20110630,-187.49798029919066,0.0,0.0,-167.485407070128,0.0
20110701,-188.20192326794344,0.0,0.0,-168.27016954137238,0.0
20110704,-183.1229405867239,0.0,0.0,-167.53372715606432,0.0
20110705,-178.9677328456014,0.0,0.0,-167.0546095026371,0.0
20110706,-175.00562395399373,0.0,0.0,-109.16650421123217,0.0
20110707,-172.0082804505274,0.0,0.0,-114.43820779319176,0.0
20110708,-169.58231631834335,0.0,0.0,-118.825959877278,0.0
20110711,-109.77002131905424,0.0,0.0,-122.61520091049968,0.0
20110712,-60.83445080481205,0.0,0.0,-126.21387942813247,0.0
20110713,-21.345192261068977,0.0,0.0,-128.8792467500325,0.0
20110714,10.972853257313012,0.0,0.0,-131.63307332667375,0.0
20110715,40.246977441160354,0.0,0.0,-133.8764937349198,0.0
20110718,66.94795544108482,0.0,0.0,-81.24091696710504,0.0
20110719,89.10274391328326,0.0,0.0,-37.56308664454521,0.0
20110720,108.51665703025897,0.0,0.0,-1.8250107487332983,0.0
20110721,125.47110333094525,0.0,0.0,-33.88004713592333,0.0
20110722,139.59739155128185,0.0,0.0,-61.26525335942897,0.0
20110725,148.52496247652283,0.0,0.0,-83.94133404984613,0.0
20110726,155.7493604364547,0.0,0.0,-102.50497724852383,0.0
20110727,161.70907697114455,0.0,0.0,-117.81751105824569,0.0
20110728,166.9743611192922,0.0,0.0,-131.52014921016564,0.0
20110729,173.06659000360727,0.0,0.0,-143.72196141997912,0.0
20110801,182.07887250486965,0.0,0.0,-157.3200138813453,0.0
20110802,189.86096553652598,0.0,0.0,-168.4268718214322,0.0
20110803,196.69674233363526,0.0,0.0,-188.9077177985972,0.0
20110804,202.10397855681686,0.0,0.0,-217.85237934914608,0.0
20110805,190.53381185137897,0.0,0.0,-240.84796507303756,0.0
20110808,130.05029799951362,0.0,0.0,-243.85441967338133,0.0
20110809,80.71511626580825,0.0,0.0,-232.70074891768007,0.0
20110810,39.94785121455914,0.0,0.0,-224.7305496780164,0.0
20110811,6.54998334041743,0.0,0.0,-218.206906853054,0.0
20110812,-20.707620323513606,0.0,0.0,-212.89052528075095,0.0
20110815,8.486710980908974,0.0,0.0,-205.64116650895195,0.0
20110816,-18.347800409385826,0.0,0.0,-197.25242222219123,0.0
20110817,-39.81851564000484,0.0,0.0,-190.31457582453197,0.0
20110818,-56.8825614286462,0.0,0.0,-184.30320525995415,0.0
20110819,-70.839905878915,0.0,0.0,-177.62749274686476,0.0
20110822,-83.29218702998034,0.0,0.0,-172.41366170454802,0.0
20110823,-93.69673505493179,0.0,0.0,-159.07843421980314,0.0
20110824,-102.44052813901357,0.0,0.0,-146.49839128100177,0.0
20110825,-109.80356671129815,0.0,0.0,-135.28039785936704,0.0
20110826,-115.73233306727269,0.0,0.0,-126.12525530237694,0.0
20110829,-121.74952587553994,0.0,0.0,-118.67736478331025,0.0
20110830,-125.29441921041207,0.0,0.0,-112.5217129047764,0.0
20110831,-127.8490870584651,0.0,0.0,-106.70047061589159,0.0
20110901,-129.9376074564831,0.0,0.0,-102.31358275843259,0.0
20110902,-68.13760507419633,0.0,0.0,-98.66059737094545,0.0
20110905,-18.32520564436836,0.0,0.0,-95.70299989986248,0.0
20110906,22.952610883726,0.0,0.0,-93.23662651973147,0.0
20110907,56.15369422886275,0.0,0.0,-91.20631647351414,0.0
20110908,82.51301782784464,0.0,0.0,-89.53729582643729,0.0
20110909,30.9936012173956,0.0,0.0,-88.10432754114295,0.0
20110913,-15.497416981231435,0.0,0.0,-87.18079208627586,0.0
20110914,-53.336481391648974,0.0,0.0,-86.77954113061206,0.0
20110915,-87.01739904669581,0.0,0.0,-86.39694401343988,0.0
20110916,-116.6725575797,0.0,0.0,-86.06625322578596,0.0
20110919,-123.97002986819061,0.0,0.0,-86.08780301062737,0.0
20110920,-130.05494524551935,0.0,0.0,-86.15349890343005,0.0
20110921,-134.36557206381428,0.0,0.0,-46.145447571775705,0.0
20110922,-135.86395169810115,0.0,0.0,-15.561921867256977,0.0
20110923,-136.09628472310033,0.0,0.0,-32.81675371900435,0.0
20110926,-131.87618850371828,0.0,0.0,-42.976891662988365,0.0
20110927,-127.03282680093702,0.0,0.0,-50.24019997434939,0.0
20110928,-123.79376986479254,0.0,0.0,-56.12298630661182,0.0
20110929,-119.68172358049839,0.0,0.0,-59.85782456692553,0.0
20110930,-115.39563096385403,0.0,0.0,-62.5949251876044,0.0
20111010,-112.04570104478404,0.0,0.0,-64.7745843526141,0.0
20111011,-109.12819806206292,0.0,0.0,-66.49304368938361,0.0
20111012,-106.26415352070319,0.0,0.0,-68.22733074583161,0.0
20111013,-104.45003093018667,0.0,0.0,-69.72411903086416,0.0
20111014,-102.88407548549505,0.0,0.0,-70.93888928852766,0.0
20111017,-99.41230921139133,0.0,0.0,-71.55437760896487,0.0
20111018,-96.1235974565707,0.0,0.0,-71.90512473148708,0.0
20111019,-93.44216663136872,0.0,0.0,-72.17601782993431,0.0
20111020,-90.17996623902636,0.0,0.0,-70.28078971374597,0.0
20111021,-86.96526170865825,0.0,0.0,-68.354149633038,0.0
20111024,-82.83932507547767,0.0,0.0,-66.03472406746637,0.0
20111025,-79.45839329230374,0.0,0.0,-64.07058604236711,0.0
20111026,-76.70066372836133,0.0,0.0,-62.61918139513582,0.0
20111027,-74.46350659508586,0.0,0.0,-61.541273598413724,0.0
20111028,-71.91443785566894,0.0,0.0,-60.8850026610996,0.0
20111031,-70.35917823420122,0.0,0.0,-61.14382095049457,0.0
20111101,-69.17164124973007,0.0,0.0,-61.80033580432181,0.0
20111102,-68.18884430481029,0.0,0.0,-62.37716408132587,0.0
20111103,-67.88127288065283,0.0,0.0,-64.05611347257934,0.0
20111104,-66.60152349692103,0.0,0.0,-65.02206830818021,0.0
20111107,-65.56121750631404,0.0,0.0,-65.86487714975354,0.0
20111108,-64.60369492923884,0.0,0.0,-66.4470782542609,0.0
20111109,-63.84614141142915,0.0,0.0,-66.97658886011476,0.0
20111110,-62.671733662690606,0.0,0.0,-67.09814358294159,0.0
20111111,-61.12489480499124,0.0,0.0,-64.6661277359984,0.0
20111114,-39.43718477942125,0.0,0.0,-42.84931414029264,0.0
20111115,-21.27488971321745,0.0,0.0,-24.81356429744018,0.0
20111116,-6.3212455183209055,0.0,0.0,-10.176512033253292,0.0
20111117,7.258914744088802,0.0,0.0,4.595352626878071,0.0
20111118,18.300616725550007,0.0,0.0,16.77965073018182,0.0
20111121,27.885060363435564,0.0,0.0,27.345545981372975,0.0
20111122,35.97865879092464,0.0,0.0,35.99580564990649,0.0
20111123,42.3282632503196,0.0,0.0,42.91463153220159,0.0
20111124,47.41912350066797,0.0,0.0,35.11197125361948,0.0
20111125,25.343824364640795,0.0,0.0,15.262511598269429,0.0
20111128,7.472523812182038,0.0,0.0,26.151927129862766,0.0
20111129,19.763088150559557,0.0,0.0,35.0417916783154,0.0
20111130,29.49709201445535,0.0,0.0,42.30600511183231,0.0
20111201,36.752190210787546,0.0,0.0,48.17987722528808,0.0
20111202,44.05017719777142,0.0,0.0,53.36812851713805,0.0
20111205,50.06167715759789,0.0,0.0,57.63339230315449,0.0
20111206,55.11689162571915,0.0,0.0,33.44766399140504,0.0
