,HC.SHF,I.DCE,J.DCE,JM.DCE,RB.SHF
20130710,0.0,0.0,-25.430841484013087,-30.48206565404677,5.757982729127229
20130711,0.0,0.0,-26.80708323835582,-32.52290864440134,7.648886609326388
20130712,0.0,0.0,-27.589738123731873,-28.491107528573732,9.117830888976215
20130715,0.0,0.0,-28.063586756811098,-29.298957033363855,10.32350568686826
20130716,0.0,0.0,-28.290370492527078,-29.882723247065503,11.313065899089201
20130717,0.0,0.0,-28.552096706821203,-30.450981016842423,12.296978306658106
20130718,0.0,0.0,-28.77163220678102,-30.880136969237057,13.095436449099749
20130719,0.0,0.0,-28.61447007756874,-27.033625716792248,13.86362712201684
20130722,0.0,0.0,-25.196256392913973,-19.736416607809627,14.760159574770658
20130723,0.0,0.0,-22.347594851978783,-13.773310331280525,15.590935226186978
20130724,0.0,0.0,-20.18059467179177,-8.852589372878157,17.211830122817055
20130725,0.0,0.0,-18.413385528418345,-4.756649599340436,18.539397077806097
20130726,0.0,0.0,-12.033105628297669,-1.4012590222780332,20.172002098144752
20130729,0.0,0.0,-6.766534374649992,1.336611872954904,22.018943793025603
20130730,0.0,0.0,-2.487077200435325,3.572393153966636,23.339791277134534
20130731,0.0,0.0,-8.89529274681447,0.8613166807540535,23.929725710818726
20130801,0.0,0.0,-9.256264950310303,-1.3767288164280236,24.48101680005646
20130802,0.0,0.0,-4.555751042682594,1.3343373695592693,26.308396303045953
20130805,0.0,0.0,-0.7061363003665414,3.5913147230630607,27.811213833821444
20130806,0.0,0.0,2.4062330585472633,5.410017026457937,28.550113126639296
20130807,0.0,0.0,5.155603042650363,6.958873892673984,29.300109366136127
20130808,0.0,0.0,7.371589565415839,8.27327306448939,30.061380563781587
20130809,0.0,0.0,9.435031637264904,10.174891755111291,31.473437904427573
20130812,0.0,0.0,10.810515254858013,11.136139248625536,32.18563266444862
20130813,0.0,0.0,12.230816856818867,11.85947768746593,32.75286426337471
20130814,0.0,0.0,12.809593540836197,12.273231782367352,31.985441199477126
20130815,0.0,0.0,13.165762270944194,12.588903971092959,31.241184863043415
20130816,0.0,0.0,13.470734771716815,12.83318250095182,30.415014455200183
20130819,0.0,0.0,13.715592553899391,13.033527166673885,29.73491467650532
20130820,0.0,0.0,13.811166720666229,12.97981603023343,29.12537641985498
20130821,0.0,0.0,13.881571608320986,12.92822971541315,28.750245820170285
20130822,0.0,0.0,13.938550713043517,12.872129180251966,28.300094855920257
20130823,0.0,0.0,14.008741657853385,12.873898383132852,27.889416679840586
20130826,0.0,0.0,14.084991949267094,12.876907863740959,27.44030582444832
20130827,0.0,0.0,14.06359155683017,12.89501710803076,26.76667117318447
20130828,0.0,0.0,14.233979792700689,13.13138840823135,26.59465689411312
20130829,0.0,0.0,14.415586859318099,13.176540930665405,26.499222871399738
20130830,0.0,0.0,13.701105564746166,12.635356029962084,25.67352438291837
20130902,0.0,0.0,13.994668225559714,12.189323730386288,24.90512586443757
20130903,0.0,0.0,14.575054831305016,11.826730240303485,24.39287979532667
20130904,0.0,0.0,15.036438594856707,11.405199989473568,23.831268956281253
20130905,0.0,0.0,14.79536794027582,11.053339476741673,16.388052964319815
20130906,0.0,0.0,14.568664549935779,10.75164720991683,3.4916764266415994
20130909,0.0,0.0,14.393404012458747,10.596283391382041,-7.338455418858094
20130910,0.0,0.0,11.707648025916212,8.731052837438167,-16.24022304727031
20130911,0.0,0.0,8.549527943498042,6.456972811892459,-24.552582588480046
20130912,0.0,0.0,6.368512557897953,4.726785095766662,-30.067133619845734
20130913,0.0,0.0,4.461954519360984,3.2157744902415395,-34.30425603723779
20130916,0.0,0.0,-0.0928180472680902,-1.6757285665015969,-38.29543420660407
20130917,0.0,0.0,-4.47323545778577,-6.280894442465543,-38.72171365087059
20130918,0.0,0.0,-7.845044477625264,-10.211127755541655,-39.95221058793809
20130923,0.0,0.0,-10.264908592594399,-12.726492827343371,-41.41186108528223
20130924,0.0,0.0,-12.331072823917728,-10.995629977581563,-42.081258926076664
20130925,0.0,0.0,-14.438407196840396,-9.456042888602472,-42.16165019020445
20130926,0.0,0.0,-16.476949529607975,-7.989668623028671,-43.648109717972964
20130927,0.0,0.0,-18.256234309813923,-6.28070050711046,-45.32945192900008
20130930,0.0,0.0,-19.826790241215154,-6.205444102437516,-46.75827610320951
20131008,0.0,0.0,-22.95646436105514,-6.32101928003384,-47.831286848229965
20131009,0.0,0.0,-25.340146387485678,-11.445398720792568,-50.080123153335215
20131010,0.0,0.0,-26.31601531625042,-15.092410832144786,-50.4340723183794
20131011,0.0,0.0,-29.670297155193694,-18.867414668636176,-49.51694374762905
20131014,0.0,0.0,-33.32168372955495,-22.318280506901495,-51.66157136691816
20131015,0.0,0.0,-36.24073371097718,-25.651636778405155,-52.776037331588746
20131016,0.0,0.0,-36.118646805627115,-27.802695930285083,-53.15128223527518
20131017,0.0,0.0,-35.76606200473649,-29.034892539746306,-53.074496329213865
20131018,0.0,0.0,-36.261127167756605,-31.321944520778178,-52.9907051334062
20131021,0.0,0.0,-36.596939507176884,-33.33824149817817,-53.85272417014904
20131022,0.0,0.0,-37.103580911518534,-35.273340588347615,-53.01975136939384
20131023,0.0,0.0,-26.567659880265715,-30.839237014870363,-54.34445305249744
20131024,0.0,0.0,-28.936175066204324,-32.83316966787714,-58.5721805558567
20131025,0.0,0.0,-25.77994967949288,-33.16321797464703,-61.60409638978276
20131028,0.0,0.0,-27.95280399404374,-33.654096725344885,-64.23640004381129
20131029,0.0,0.0,-29.670901099606134,-35.35081273533485,-65.85784102892224
20131030,0.0,0.0,-31.397773988467943,-37.405883222217604,-68.62250518589572
20131031,0.0,0.0,-32.842345460085966,-38.14704085920659,-70.35079440596414
20131101,0.0,0.0,-33.84331255129745,-39.66324235051582,-70.57968042736354
20131104,0.0,0.0,-34.5867113424242,-40.50704663358058,-70.81034452168147
20131105,0.0,0.0,-34.917737285964314,-41.503117920544724,-61.72516494773507
20131106,0.0,0.0,-30.886451907844037,-42.35006681336999,-54.31948472157371
20131107,0.0,0.0,-32.181509446533035,-43.054045532801815,-57.47840387603217
20131108,0.0,0.0,-33.21693048174389,-43.66956453444226,-59.619896769265836
20131111,0.0,0.0,-34.08106616068289,-44.011075275480664,-60.31235426216819
20131112,0.0,0.0,-34.51917973232504,-43.95496776073278,-60.76424015837807
20131113,0.0,0.0,-35.855159067730014,-45.54713858789445,-61.5676416118771
20131114,0.0,0.0,-36.682934845511305,-46.51540715581783,-62.37205724704059
20131115,0.0,0.0,-37.316128659589396,-47.28644359895781,-54.806253877284625
20131118,0.0,0.0,-37.8656979438715,-47.827704934942126,-48.48472662944106
20131119,0.0,-2.7793612168352517,-38.258136214813945,-48.27729304057519,-51.64723539444631
20131120,0.0,-5.056802932455171,-39.319371458016946,-49.70163494938507,-54.244410854023705
20131121,0.0,-7.212791765095798,-34.69257580926925,-50.38006519788381,-47.699327346063164
20131122,0.0,-9.085315781609642,-30.909305553659603,-50.308750868997066,-42.30707326084514
20131125,0.0,-10.730265483630891,-33.220953438351216,-50.37849353072104,-37.77360112876307
20131126,0.0,-5.319464685028683,-30.063717080272134,-50.58598117942039,-34.24471936340496
20131127,0.0,-0.8694950443770576,-33.05510223600428,-50.76474821074864,-31.281708179135464
20131128,0.0,2.671799847605436,-24.367526869772426,-51.242483823208495,-21.177784897592787
20131129,0.0,5.508683080451492,-22.850759576220106,-51.270573955752305,-20.58801190505207
20131202,0.0,11.170059141908084,-15.87278071044726,-51.758661517243546,-12.354763262960937
20131203,0.0,9.149726173852038,-16.258025275420437,-52.25121669703971,-13.53137801279625
20131204,0.0,-2.0401003497598973,-16.725696083025085,-45.852136559403455,-6.440162415411323
20131205,0.0,-1.650674084679992,-17.11626788231773,-40.6153995946643,-0.6534604670491555
20131206,0.0,-1.334890835650279,-10.738795979181988,-36.127931071876574,4.30855299631342
20131209,0.0,-1.0772814243922988,-12.073154406599443,-32.50830066930727,8.58910975041552
20131210,0.0,-0.8663966285383516,-6.252773545540303,-29.642566328873286,12.1947757944256
20131211,0.0,-0.6940070465123511,-1.4938655453575413,-27.29414487720429,15.053181446928965
20131212,0.0,-0.5531071049603508,2.588417683780753,-32.15758223551865,17.369482858239124
20131213,0.0,-8.14837413480649,-1.9629005759862836,-35.93694970356311,19.414675983645388
20131216,0.0,-14.288963286669023,-5.652001790825168,-39.05802523687683,21.43113730316347
20131217,0.0,-18.352023298633902,-12.643149770587153,-39.87143345597253,22.38062303697797
20131218,0.0,-21.601004450716577,-18.453760592718638,-40.50508714798185,23.13709012039091
20131219,0.0,-24.549231802546288,-24.072070285247804,-41.34844416571638,6.616686523577498
20131220,0.0,-26.9490530935408,-28.634679806600687,-42.65606066920407,-7.19227932713077
20131223,0.0,-29.16328473604802,-32.501165002998604,-44.31503776861643,-19.63469927748774
20131224,0.0,-30.95976855491036,-35.30349322024108,-44.388585429422236,-29.127644276875163
20131225,0.0,-32.010727193740394,-37.27595198343607,-44.44785896647828,-37.16176807833332
20131226,0.0,-32.92135339026573,-39.00171657207333,-44.34698769193942,-44.07964175727429
20131227,0.0,-33.60936617653558,-40.4099180039426,-44.426354745754736,-49.26685917597077
20131230,0.0,-33.81790131613074,-41.68242444408825,-44.64863526657589,-54.01610945169267
20131231,0.0,-33.08565176646217,-42.71196508104805,-44.76818050858748,-57.78143359777197
20140102,0.0,-32.50665411959816,-43.60307060556685,-44.86430287415321,-60.50495356812797
20140103,0.0,-32.68154370456169,-43.754498731570365,-44.56199388194802,-63.13266313935854
20140106,0.0,-34.36765363068028,-44.31919833665922,-45.1807201740383,-64.68222985186532
20140107,0.0,-31.394440879905343,-44.33445630058467,-45.69967399289174,-64.58924404644392
20140108,0.0,-30.233968048034647,-44.38749322534433,-46.086318609364554,-64.51671321891989
20140109,0.0,-30.55740680078882,-44.521627161631294,-45.59283386084358,-64.02201530998961
20140110,0.0,-29.976912665749886,-42.957119348711814,-45.40962981671101,-63.479941726453035
20140113,0.0,-29.439901209868264,-38.44201672582669,-45.08137479774831,-60.61985312497175
20140114,0.0,-24.877405920058997,-35.19136957088707,-44.50028587913019,-56.321150440473275
20140115,0.0,-25.0424904921707,-33.483017057638584,-45.0464288997387,-54.44284031441364
20140116,0.0,-25.599591739138425,-31.74731457838337,-43.45689246337377,-52.26961436480801
20140117,0.0,-27.684258958903776,-31.131921680898508,-41.98126444556936,-50.60006849595959
20140120,0.0,-29.580658021246602,-30.502030599037326,-38.44880373100005,-48.8493090902015
20140121,0.0,-30.026657889686785,-29.653812098928025,-36.31040314927015,-48.314815458633184
20140122,0.0,-29.204225298180386,-27.37753150934079,-31.331674870635567,-46.53823765239761
20140123,0.0,-26.93969674143784,-27.69111563607177,-30.176798259166972,-44.642338211351834
20140124,0.0,-27.799345016560327,-26.6029774605273,-29.20844868615725,-43.288327276656986
20140127,0.0,-21.674114713383876,-26.132429434430186,-28.4324942176822,-35.30062060379835
20140128,0.0,-21.096116255286603,-24.12295928150013,-25.58335067567467,-28.783884964872023
20140129,0.0,-21.54523466899823,-25.00965533985772,-26.099858972298208,-24.893546811669395
20140130,0.0,-22.572743586545183,-25.485586764617292,-24.607598170176733,-21.451641434237324
20140207,0.0,-23.632308784152148,-25.82918083074637,-23.997482025390656,-18.98473363655006
20140210,0.0,-25.03821053243419,-27.034434109691436,-24.81422155368812,-17.76159189142948
20140211,0.0,-24.342628310217034,-27.53678340531519,-24.719795975116313,-15.615036601459245
20140212,0.0,-23.438927983019063,-26.500735783447052,-23.711303737748956,-12.090859150196842
20140213,0.0,-23.640216936625844,-26.057247876532188,-23.325290835731373,-10.243899632585164
20140214,0.0,-23.7651230317881,-26.23246649755022,-22.30457959045231,-8.816842235437978
20140217,0.0,-24.1558654680034,-22.266756361526536,-21.395080207013603,-7.781282792571643
20140218,0.0,-19.669497959908217,-23.995858745544194,-21.571448329289648,-7.313527529877895
20140219,0.0,-14.146002936640564,-18.060770520866384,-18.509957733317954,-5.346291381727717
20140220,0.0,-15.388619051138287,-15.18785797421932,-18.860440851088924,-5.140266806147517
20140221,0.0,-17.477411957233727,-11.947105718568007,-17.999653237910263,-5.228641076399834
20140224,0.0,-18.767485859271318,-10.004567448933642,-18.132926732147016,-4.750497174919426
20140225,0.0,-19.93311464724965,-8.81147208023298,-18.70201401289156,-5.205594471157457
20140226,0.0,-17.418816732363535,-9.75952930420177,-17.215276534738507,-3.5369147188822048
20140227,0.0,-17.236981139294247,-11.261327012236183,-17.046069813200788,-3.703947182102241
20140228,0.0,-17.10055710018391,-12.261984655129964,-17.54068012283166,-4.14482918443468
20140303,0.0,-17.569188759436965,-14.12644925985038,-18.86088521301469,-10.157017731784215
20140304,0.0,-17.901838578547085,-14.693930918617477,-19.227997169019,-14.949385415514133
20140305,0.0,-18.222694536596833,-15.469653224668903,-19.098968958963454,-18.83568969310683
20140306,0.0,-18.47802872527989,-15.889818350300933,-16.30632936878885,-22.264335317164207
20140307,0.0,-18.814309429432672,-15.136128592800256,-15.95945789400793,-25.049265010026225
20140310,0.0,-18.956339786817306,-16.15193045647272,-15.8140311022399,-27.22783727630038
20140311,0.0,-18.755394058989552,-15.46932788811507,-14.885796199912322,-28.825438152856986
20140312,0.0,-17.956300371162584,-14.91038466938045,-16.43918726500643,-28.581694034357383
20140313,0.0,-17.160884167210774,-14.461940338678637,-15.093451608813194,-28.337895612523937
20140314,0.0,-13.554538780613795,-10.807562854378702,-10.675977728485485,-23.58926774242186
20140317,0.0,-10.62460354369567,-7.8292997536388045,-7.061608398195531,-19.69181006944099
20140318,0.0,-11.134202715510288,-5.39863092161127,-7.419013636366464,-16.507989838408605
20140319,0.0,-11.654697455560859,-6.847913195850389,-7.924962680818245,-13.926287595939815
20140320,0.0,-12.05446092777934,-4.461997505457564,-8.239083476157827,-11.808756830583103
20140321,0.0,-12.40540647385551,-2.476388265298115,-8.542561244777831,-10.078182543108337
20140324,0.0,-12.683224023380816,-4.445829997413527,-8.65785547612499,-8.668853360843384
20140325,0.0,-12.906656557500034,-5.989029410311234,-8.761342197410444,-7.516333617942989
20140326,0.0,-13.209742155122022,-3.664082937747627,-8.929003996191597,-6.598638603394208
20140327,0.0,-10.323809964090803,-1.9263200589615592,-8.759533334478697,-5.784631707952098
20140328,0.0,-7.9604226126656785,-0.4999852692244363,-8.652579993664313,-5.120096920312555
20140331,0.0,-6.024413914224325,0.6699772310979676,-8.567395810564163,-4.583335035977362
20140401,0.0,-4.486228194057659,1.5709933871964208,-8.364407310215247,-4.130864637642431
20140402,0.0,-0.5433995570716929,2.315478827053766,-8.198998882461021,-3.7568857610810755
20140403,0.0,2.669911026515041,2.9384699563538157,-5.3073030074322,-3.451586316110314
20140404,0.0,5.209606996937717,3.448280578381581,-5.71315602117585,-3.203340988097905
20140408,0.0,7.283564939709663,3.846038227971879,-3.395431042478478,1.2633428118119039
20140409,0.0,9.20070006897662,7.683741748533808,1.2335507813130657,5.019289397619747
20140410,0.0,11.756022213287668,11.093840337389508,5.112144041798918,9.722174783451806
20140411,0.0,13.813258158826471,13.774982797027594,8.30221157190148,13.296620685529707
20140414,0.0,15.500701849828749,16.04962099889921,10.942483867043261,16.156003611291556
20140415,0.0,16.931701263805024,14.319927706146586,13.082735280525005,12.712568319210611
20140416,0.0,18.07113043888697,16.675116885573974,14.95030502752762,9.882612122505657
20140417,0.0,19.232790676365276,18.560857200320836,16.395007379680997,13.9297387933093
20140418,0.0,19.83725963716637,20.081211839589344,17.44536581299876,16.809113225573295
20140421,0.0,20.316296386492773,21.27345088415469,18.280255780400143,13.24421279254642
20140422,0.0,20.479032304853437,15.398373873045937,16.187130706348167,5.490345895305411
20140423,3.2712532323113748,20.612179874419994,13.620395682930637,14.486519456783803,-0.8538641727387596
20140424,5.904761511036154,20.777794007978894,9.021419227379573,13.104460696132254,-6.045980947492243
20140425,1.3546286156369,21.05643570618117,5.054763713413202,12.06904660522849,-11.145850477933775
20140428,-2.33265362072142,21.25600172964752,5.271802436982939,11.22061126670375,-15.285680805999698
20140429,-5.343356066972257,21.426185706120727,1.968315740193061,10.529734190367009,-18.670021970030454
20140430,-7.615099253898515,14.962687303759125,-0.7116334028179575,7.253181628581953,-21.22190871487178
20140505,-9.495321892483396,9.654596116627888,-2.897480769272528,7.329055253486913,-23.253852622433737
20140506,-11.012697513051828,5.2979261098049415,-4.63033146094116,4.673729076018362,-24.876902678041944
20140507,-12.296227111754062,4.8539803577325396,-5.99133322979098,5.135707482697305,-26.177837957777662
20140508,-16.78305519116897,1.1614169570991697,-7.171071797086902,2.796261594889982,-27.325171541934626
20140509,-20.792651943311935,-1.764940903798264,-8.331930687437616,0.7790712275386068,-28.501052909947145
20140512,-24.836648383671932,-4.318849474816094,-9.381426888763626,-0.9403389251320663,-30.056772603535116
20140513,-28.23856028025536,-6.3984151579446715,-10.246768443695299,-2.3529291970431383,-31.412999735859678
20140514,-30.750359708375605,-7.893677867023988,-10.73675963712156,-0.4728659458764567,-32.20794797192043
20140515,-32.812010088993524,-9.952171074218091,-11.135444804488838,1.0593212194834338,-32.769043709828715
20140516,-34.5313250423121,-12.036649987117132,-11.463681784250397,-0.537370483338409,-33.223303288332716
20140519,-35.913487166059056,-13.748744657450459,-11.789672218830843,-1.8778721668243679,-33.27915150569084
20140520,-37.057725695040226,-13.686936669380536,-11.826745398287958,-2.944554202509162,-32.21092104753045
20140521,-37.994181196237534,-13.426014583997556,-11.851807994502124,-3.8117703274639143,-31.449058913587777
20140522,-40.24993661731237,-14.051445185521196,-12.370615046080454,-4.869415827866788,-33.17459373803196
20140523,-41.97349028425421,-14.85472320904548,-12.803918238915308,-5.719922876052751,-33.894055256804315
20140526,-43.54344979172306,-15.105165911461935,-14.74674196935788,-6.373562456656736,-33.60302555264753
20140527,-45.58092937483637,-15.885676595135948,-17.189360862624,-6.947671104447139,-35.743953594953936
20140528,-45.6230461966598,-15.22252461123237,-16.91311060345677,-4.838240466319235,-34.23976395291838
20140529,-37.3111028126239,-16.279300690604806,-17.5938804342744,-4.2049172072157175,-34.69056350218039
20140530,-30.54264932076804,-16.823311517216084,-17.603753199011962,-6.564021450831631,-34.80833035766636
20140603,-25.006047740042863,-17.297579483641268,-17.859318274493642,-8.752467286187036,-36.33884715757709
20140604,-20.47443936572042,-16.992575049579465,-18.24812048236213,-10.674527350261524,-35.38740118378213
20140605,-16.766988743350876,-17.77445758095023,-18.73549094697692,-12.33733793052895,-35.53659938350681
20140606,-17.04035664962424,-18.15171667108214,-19.458531169852318,-13.682169493919739,-36.0154963060119
20140609,-15.643188226488826,-18.105593640060665,-15.91143983852079,-11.177867694520126,-35.03284922829438
20140610,-16.37373729965742,-18.373550909830346,-13.371742267109358,-9.28411940946707,-34.891463190440405
20140611,-14.918244049703569,-19.141303739835205,-14.967647216915884,-10.923657395009444,-35.28858606543624
20140612,-14.34396561928355,-19.617141538875007,-15.995637460677383,-12.766168353503108,-34.44379199554536
20140613,-14.972610339349856,-20.374032184532624,-17.44017547342043,-14.689934095300043,-35.15265440715697
20140616,-13.047392003830902,-20.064707269462563,-18.256179568517826,-15.892228026515772,-35.56691847897008
20140617,-10.801741128895706,-19.771885976888324,-18.98948119084061,-17.311156918890628,-35.66707086993007
20140618,-6.719338195903399,-20.153350980546076,-20.003879406855553,-17.887131042799588,-36.00810876539829
20140619,-7.524358814477279,-20.494375987806084,-20.757205106990114,-18.45586966549661,-35.79983955693573
20140620,-3.7808752800935386,-21.182839027772978,-21.855076191957906,-19.721768544553207,-37.08091638891567
20140623,-1.4004770018742605,-21.444806640178193,-22.33980496208857,-20.49537168370361,-37.90078141250563
20140624,1.5248735584320787,-19.877584882776976,-20.81738985278931,-19.661514619946942,-29.74228657113653
20140625,7.959048903478979,-15.429970231469019,-16.82927562568206,-19.961195898836298,-23.864953759091424
20140626,13.200081300297857,-17.07883792172995,-20.097248359097314,-22.533650340791393,-20.22613246512178
20140627,17.770097659404314,-17.627361957994534,-22.97153331789506,-24.224612264808734,-10.279024489111357
20140630,23.468948592286665,-9.644552675986779,-12.86070204404135,-20.38351061688475,-0.7785520544859652
20140701,16.232122130917244,-4.7539469126316956,-16.464753287050783,-22.294621080015474,5.268870229421431
20140702,20.09377575108951,-0.6678301527298415,-19.58340635247605,-24.6961342254921,10.590508873399743
20140703,12.593114660315775,2.6528917132146708,-16.789958600324642,-26.85891595860658,15.170190554222938
20140704,18.75976533148656,6.702781185924109,-19.04900270785524,-28.40547385556047,19.386712909986468
20140707,23.159855051364186,8.884642544538185,-22.928575491999,-30.32924460188315,22.743544890271885
20140708,26.737239994432688,10.353837863354805,-25.87705057846242,-30.926143586122205,25.54436125997159
20140709,19.135460040398957,12.529513349186175,-26.98878413239484,-30.945339536202987,27.850475797464835
20140710,24.05203907833631,14.692287392250698,-29.174699396510473,-31.006654396945237,29.4412687377758
20140711,27.15016193845259,15.362837613630903,-31.17054777373372,-31.207043970566247,30.766861755958026
20140714,32.33886094594184,16.0164917599535,-33.308049189423336,-31.991531517284614,31.950187832465357
20140715,35.312789671341854,16.35091020176961,-33.754709155152945,-32.01644087147212,32.87114791953185
20140716,41.20094190096731,16.299442114688016,-35.3171535178571,-32.99600249499217,34.064250023373624
20140717,42.92227675466927,16.25989679402402,-37.10571082622214,-34.51733739033061,35.07946296948837
20140718,32.572186767224885,15.85191420616561,-39.44420657162496,-35.44619272776285,35.85294117197621
20140721,34.572027617779845,15.332279058007657,-41.81570990629211,-36.429313503478284,36.3777725469978
20140722,22.6838408235968,9.810784016316147,-44.499943066241265,-37.35313644496256,23.29408483612236
20140723,16.17039758257398,4.2681500925411875,-46.29557522661642,-38.567511380083765,12.348828022381976
20140724,10.687329360767295,-0.31618810465209923,-47.82178315062434,-39.560192587998316,3.389840025896354
20140725,5.919506443542997,-4.149318083361119,-48.34390777285582,-40.52823548247655,-4.02095019539892
20140728,1.312530279626359,-7.8777160052314255,-50.353177807531885,-41.88762918412198,-10.662223880030647
20140729,-1.3829592188796853,-10.934849622563824,-52.87429374688332,-42.7449731894382,-16.18144050785808
20140730,-1.924491789202955,-13.413964475631664,-54.59038854427368,-42.74202782690987,-20.37859548248767
20140731,6.491307191361761,-11.951755670875379,-55.3152653424565,-42.61310511655147,-17.06220840369865
20140801,1.934585283122577,-14.554719975260847,-55.864115905026644,-42.77713530507042,-20.748477466884484
20140804,-1.178066965987371,-16.656973571722865,-56.476928688167824,-42.95596801753056,-23.81271650585815
20140805,-1.5195733852231004,-18.30188003845496,-56.34083033730604,-43.58541023854129,-26.326480655986817
20140806,-2.7829428647084797,-19.396558091193885,-54.5771634889092,-42.20145456088184,-15.86117910389162
20140807,8.074798740864635,-20.52777259999833,-53.1563433629868,-41.36876199843701,-13.35383008531223
20140808,15.659597106803801,-21.86822702398119,-52.036887470259614,-36.19065972049795,-4.939161656391391
20140811,19.167230873677568,-22.986407496897563,-50.939218968135044,-31.9363252170513,-4.430817916068917
20140812,25.765897571651138,-24.005790872984072,-44.287278099702206,-28.51117509513425,-10.545657724823736
20140813,26.854732819017652,-24.84358927414183,-45.13006489894201,-25.705472744650283,-15.531452700259702
20140814,27.79656672207022,-25.5397888509648,-45.514802347294186,-28.023981684669472,-19.60530387761473
20140815,19.561808465722287,-26.102860736425832,-45.9022364847087,-30.01486016500933,-22.888258062110733
20140818,14.297047981614712,-26.501227545942164,-44.62590620391811,-30.49631079459017,-25.474139397450458
20140819,9.252841438410494,-23.00227551986729,-42.92071487751687,-26.65140165487753,-21.364005606902744
20140820,3.989390426641418,-24.197654312055906,-41.59835892606701,-26.918446522761204,-17.98789793783871
20140821,-1.546938676678815,-25.11824294342259,-40.397432691665614,-23.721563523877666,-15.224760763315851
20140822,-4.628489640967013,-25.759402307465987,-39.62504127593676,-21.112559345174553,-12.946137704846128
20140825,-8.078034815171355,-26.38153429293222,-38.98089265906349,-18.97658436699485,-11.081050728035528
20140826,-16.442206715347695,-26.98410447156516,-38.40992875493133,-17.231944765579442,-9.563777700413878
20140827,-22.854118063778987,-27.932116511818187,-37.93960597871953,-15.828508601728684,-16.732344417318114
20140828,-28.78838376270062,-28.70299018782283,-37.49785840873023,-11.180402106318109,-23.515782248035126
20140829,-32.607155102813856,-29.175595441434417,-37.08584993303379,-10.859917408215948,-29.766970033886512
20140901,-35.99554226134161,-29.440235052208475,-36.70843752755861,-14.162921812144033,-34.30711532562104
20140902,-38.03386178492145,-29.677444563419648,-36.66017895570109,-16.88662947757656,-37.94764828405997
20140903,-39.51852017047672,-30.53477968224904,-36.98278542338854,-19.894028917741352,-43.62664908185996
20140904,-41.05235303206179,-30.799276421180842,-36.52707663307417,-18.20241835624175,-48.30094753015115
20140905,-42.72034687120551,-30.020263111191383,-35.83691708538556,-20.608216894336316,-49.112016628738154
20140909,-43.96142470565282,-29.29119282849632,-35.34628318115953,-22.634233234774456,-49.8461809634026
20140910,-44.948374508615665,-28.64924416300422,-34.90069505234822,-24.317186204958777,-50.37305769256105
20140911,-44.25730636394639,-28.092035022514153,-34.26181121219131,-25.555473414072992,-48.786378351288164
20140912,-43.48619561309447,-27.491863502471908,-33.71369420014237,-26.65650143613924,-47.253258367999734
20140915,-42.719226974054415,-26.99847311226372,-33.253251932360044,-27.544301290460123,-45.961225076758474
20140916,-41.62135445884983,-26.486820003875494,-33.58453563902806,-29.17788441342967,-41.55191151950952
20140917,-40.56529648775951,-26.27586044204349,-33.93942249442816,-26.50579772897244,-36.95491555970939
20140918,-39.50040485682915,-26.354381541708918,-34.208410729701754,-29.67060076322997,-32.524951152942315
20140919,-38.617119126628126,-26.489662176865746,-34.378139471188184,-26.84584524227905,-29.890327602127833
20140922,-37.86515713867196,-26.624649503331003,-34.60101749403895,-29.8654795634752,-28.48976557746909
20140923,-37.0948722645691,-26.408116129882583,-34.69159687082386,-32.19350951800423,-25.071331690031517
20140924,-35.85545149112652,-25.77445903819309,-34.094432919561086,-33.734966569131714,-22.68366660906845
20140925,-34.68656390852556,-25.208245052144132,-33.36502862236304,-34.48237102107618,-19.822408821221217
20140926,-33.535314214983785,-24.756301555572758,-32.88942249593916,-35.14123431586119,-18.965993952857456
20140929,-32.529031600028,-24.37847324507851,-32.41659363433025,-35.37600571453811,-15.863609180051993
20140930,-31.36373057219609,-23.8657949371731,-31.93984639846652,-35.467413375512955,-12.65535931555351
20141008,-30.543520613165988,-23.165500653630943,-31.49915713657557,-35.53844506160431,-11.641308947695409
20141009,-29.79832026821682,-22.442248554129563,-30.96259195591852,-35.59575697548244,-12.697639290237339
20141010,-29.10976508105628,-21.713205842350607,-31.240920287776518,-35.621386108511395,-13.235795950401915
20141013,-28.32418822785643,-20.15700158317575,-20.944417255290446,-27.35360866017273,-13.304160892753016
20141014,-27.59340490035346,-18.92341603276813,-20.831813007207195,-22.174504727022292,-13.202637148561472
20141015,-26.53258283764854,-18.280310974999335,-11.969519034357988,-15.905320491620575,-12.675704202371687
20141016,-25.894452712854832,-14.79899374921041,-7.053817724421146,-13.22615800143782,-13.376633806131009
20141017,-25.395606316603303,-14.061529168736476,-3.0217335895490156,-10.489699463919724,-13.85426244304511
20141020,-24.99929650200417,-13.34876467800095,-3.1352870246739153,-8.952046963032277,-13.83668172752928
20141021,-24.744561931859902,-13.589995000510884,-3.334837810762148,-10.655984655045502,-13.870191051099521
20141022,-24.49409956187081,-10.960047049912948,0.40007451770618774,-12.478961999210897,-13.95649004934561
20141023,-24.372526236577695,-11.506443662841559,2.719029292729039,-14.682975743268363,-14.053724132672272
20141024,-24.28832425661244,-11.954049126524982,2.006285714518891,-15.600463276868535,-14.087736775528112
20141027,-24.20296023261526,-12.316795833080539,4.121871405490085,-17.257591958126742,-14.138215249645068
20141028,-24.24192345934502,-12.731908315570607,7.275324506892836,-18.079497971947713,-14.217380311372322
