index,ts_code,trade_date,pre_close,pre_settle,open,high,low,close,settle,change1,change2,vol,amount,oi,oi_chg,mapping_ts_code,pre_main_close
1168,IF.CFX,20150206,3355.2,3399.8,3361.4,3390.4,3287.2,3344.6,3321.6,-55.2,-78.2,1318691.0,132565731.9,102940.0,,IF1502.CFX,
1169,IF.CFX,20150209,3344.6,3321.6,3329.2,3400.2,3315.6,3376.2,3364.4,54.6,42.8,1240607.0,124978134.024,97718.0,,IF1502.CFX,
1170,IF.CFX,20150210,3376.2,3364.4,3375.6,3440.4,3354.0,3437.4,3413.8,73.0,49.4,1263639.0,129007678.536,95890.0,,IF1502.CFX,
1171,IF.CFX,20150211,3437.4,3413.8,3443.6,3469.6,3433.0,3447.0,3449.6,33.2,35.8,1011176.0,104691823.638,90564.0,,IF1502.CFX,
1172,IF.CFX,20150212,3447.0,3488.6,3493.0,3505.2,3453.0,3490.0,3497.2,1.4,8.6,238166.0,24883943.712,107179.0,,IF1503.CFX,3455.8
1173,IF.CFX,20150213,3490.0,3497.2,3499.6,3569.0,3480.4,3500.0,3511.2,2.8,14.0,466943.0,49396397.022,114182.0,,IF1503.CFX,
1174,IF.CFX,20150216,3500.0,3511.2,3508.2,3550.0,3501.0,3544.8,3541.2,33.6,30.0,523184.0,55324967.85,140352.0,,IF1503.CFX,
1175,IF.CFX,20150217,3544.8,3541.2,3546.6,3583.4,3542.2,3558.0,3557.8,16.8,16.6,665971.0,71236843.656,156259.0,,IF1503.CFX,
1176,IF.CFX,20150225,3558.0,3557.8,3564.0,3568.8,3469.0,3487.8,3485.2,-70.0,-72.6,847148.0,89324356.674,154073.0,,IF1503.CFX,
1177,IF.CFX,20150226,3487.8,3485.2,3488.0,3616.8,3473.6,3612.6,3586.8,127.4,101.6,1058250.0,112439307.45,169886.0,,IF1503.CFX,
1178,IF.CFX,20150227,3612.6,3586.8,3614.8,3624.0,3572.0,3587.2,3590.0,0.4,3.2,960924.0,103850586.054,164194.0,,IF1503.CFX,
1179,IF.CFX,20150302,3587.2,3590.0,3630.0,3636.0,3578.0,3606.2,3610.6,16.2,20.6,1150857.0,124496510.064,160461.0,,IF1503.CFX,
1180,IF.CFX,20150303,3606.2,3610.6,3600.6,3601.0,3507.6,3539.6,3527.2,-71.0,-83.4,1131315.0,120674886.306,154446.0,,IF1503.CFX,
1181,IF.CFX,20150304,3539.6,3527.2,3532.4,3562.8,3502.8,3533.2,3540.6,6.0,13.4,1180790.0,125321655.24,158544.0,,IF1503.CFX,
1182,IF.CFX,20150305,3533.2,3540.6,3530.0,3533.6,3473.2,3506.6,3496.2,-34.0,-44.4,1189131.0,124973094.6,154214.0,,IF1503.CFX,
1183,IF.CFX,20150306,3506.6,3496.2,3508.6,3529.2,3480.6,3490.2,3489.2,-6.0,-7.0,1017878.0,106990598.664,152092.0,,IF1503.CFX,
1184,IF.CFX,20150309,3490.2,3489.2,3471.2,3575.0,3420.4,3564.4,3559.4,75.2,70.2,1210246.0,126653824.758,150929.0,,IF1503.CFX,
1185,IF.CFX,20150310,3564.4,3559.4,3571.2,3571.8,3521.2,3527.8,3537.6,-31.6,-21.8,1061772.0,112823365.302,147498.0,,IF1503.CFX,
1186,IF.CFX,20150311,3527.8,3537.6,3518.0,3598.6,3512.0,3542.2,3537.2,4.6,-0.4,1232780.0,131590072.608,151667.0,,IF1503.CFX,
1187,IF.CFX,20150312,3542.2,3537.2,3558.8,3629.4,3555.0,3592.0,3615.0,54.8,77.8,1320085.0,142346160.39,146658.0,,IF1503.CFX,
1188,IF.CFX,20150313,3592.0,3615.0,3610.0,3651.8,3597.4,3622.8,3615.4,7.8,0.4,1167051.0,126942080.328,130648.0,,IF1503.CFX,
1189,IF.CFX,20150316,3622.8,3615.4,3618.0,3718.0,3617.4,3713.8,3708.6,98.4,93.2,1066131.0,117601248.798,131638.0,,IF1503.CFX,
1190,IF.CFX,20150317,3713.8,3708.6,3725.0,3766.8,3719.4,3765.0,3745.6,56.4,37.0,1099739.0,123439174.29,85777.0,,IF1503.CFX,
1191,IF.CFX,20150318,3765.0,3745.6,3768.8,3860.8,3760.8,3813.0,3835.4,67.4,89.8,976338.0,111401676.954,47251.0,,IF1503.CFX,
1192,IF.CFX,20150319,3813.0,3869.4,3868.0,3876.0,3837.6,3854.8,3851.2,-14.6,-18.2,817324.0,94608881.796,132061.0,,IF1504.CFX,3829.8
1193,IF.CFX,20150320,3854.8,3851.2,3869.8,3933.0,3842.2,3919.0,3899.4,67.8,48.2,1504327.0,175366086.21,131123.0,,IF1504.CFX,
1194,IF.CFX,20150323,3919.0,3899.4,3950.0,4003.0,3945.2,3994.2,3985.0,94.8,85.6,1304328.0,155549638.506,145784.0,,IF1504.CFX,
1195,IF.CFX,20150324,3994.2,3985.0,4002.0,4008.2,3921.0,3963.6,3974.4,-21.4,-10.6,1386556.0,165059575.338,143680.0,,IF1504.CFX,
1196,IF.CFX,20150325,3963.6,3974.4,3966.8,3987.4,3915.4,3951.8,3952.2,-22.6,-22.2,1284394.0,152377865.364,136976.0,,IF1504.CFX,
1197,IF.CFX,20150326,3951.8,3952.2,3941.2,3993.8,3891.2,3934.0,3940.6,-18.2,-11.6,1604325.0,189992791.488,136242.0,,IF1504.CFX,
1198,IF.CFX,20150327,3934.0,3940.6,3935.4,3991.8,3924.0,3985.6,3966.8,45.0,26.2,1296462.0,153866676.342,133886.0,,IF1504.CFX,
1199,IF.CFX,20150330,3985.6,3966.8,3992.6,4146.8,3991.8,4140.6,4111.6,173.8,144.8,1275334.0,155280013.932,143232.0,,IF1504.CFX,
1200,IF.CFX,20150331,4140.6,4111.6,4175.0,4199.0,4001.0,4035.8,4053.4,-75.8,-58.2,1596233.0,197527770.012,134644.0,,IF1504.CFX,
1201,IF.CFX,20150401,4035.8,4053.4,4043.0,4172.0,4042.0,4122.8,4133.2,69.4,79.8,1561038.0,192786572.046,144840.0,,IF1504.CFX,
1202,IF.CFX,20150402,4122.8,4133.2,4153.8,4175.0,4051.4,4106.2,4099.6,-27.0,-33.6,1532615.0,189304423.506,126503.0,,IF1504.CFX,
1203,IF.CFX,20150403,4106.2,4099.6,4099.6,4214.8,4082.0,4206.0,4161.2,106.4,61.6,1613984.0,200500580.994,131362.0,,IF1504.CFX,
1204,IF.CFX,20150407,4206.0,4161.2,4236.0,4255.2,4181.8,4239.8,4228.6,78.6,67.4,1236705.0,156382486.062,118870.0,,IF1504.CFX,
1205,IF.CFX,20150408,4239.8,4228.6,4245.2,4286.8,4193.0,4247.6,4247.0,19.0,18.4,1529251.0,194636572.806,114187.0,,IF1504.CFX,
1206,IF.CFX,20150409,4247.6,4247.0,4250.0,4279.0,4181.0,4226.2,4225.2,-20.8,-21.8,1586649.0,201271340.004,102028.0,,IF1504.CFX,
1207,IF.CFX,20150410,4226.2,4225.2,4230.2,4382.6,4216.0,4377.0,4347.6,151.8,122.4,1466382.0,188657305.956,111960.0,,IF1504.CFX,
1208,IF.CFX,20150413,4377.0,4347.6,4399.8,4443.6,4361.2,4421.0,4418.4,73.4,70.8,1229737.0,162042887.97,104588.0,,IF1504.CFX,
1209,IF.CFX,20150414,4421.0,4418.4,4414.2,4479.6,4377.6,4416.6,4434.2,-1.8,15.8,1406142.0,186555796.908,85608.0,,IF1504.CFX,
1210,IF.CFX,20150415,4416.6,4434.2,4421.6,4469.2,4368.0,4382.4,4422.6,-51.8,-11.6,1427566.0,189445799.892,58631.0,,IF1504.CFX,
1211,IF.CFX,20150416,4382.4,4422.6,4389.6,4540.2,4371.4,4521.2,4491.8,98.6,69.2,778193.0,104085846.816,21449.0,,IF1504.CFX,
1212,IF.CFX,20150417,4521.2,4520.6,4568.8,4665.0,4557.0,4604.4,4626.2,83.8,105.6,1388871.0,191972545.1,94067.0,,IF1505.CFX,4599.2
1213,IF.CFX,20150420,4604.4,4626.2,4588.4,4683.0,4487.4,4516.4,4524.0,-109.8,-102.2,1628754.0,224433736.122,103457.0,,IF1505.CFX,
1214,IF.CFX,20150421,4516.4,4524.0,4550.0,4630.6,4528.0,4618.8,4607.6,94.8,83.6,1428010.0,196140696.21,105687.0,,IF1505.CFX,
1215,IF.CFX,20150422,4618.8,4607.6,4631.0,4764.0,4631.0,4761.0,4744.4,153.4,136.8,1260977.0,177949812.858,109669.0,,IF1505.CFX,
1216,IF.CFX,20150423,4761.0,4744.4,4762.4,4787.8,4691.2,4716.0,4720.0,-28.4,-24.4,1447784.0,206078254.992,96785.0,,IF1505.CFX,
1217,IF.CFX,20150424,4716.0,4720.0,4692.2,4733.0,4612.0,4722.0,4711.4,2.0,-8.6,1411169.0,198270941.01,100972.0,,IF1505.CFX,
1218,IF.CFX,20150427,4722.0,4711.4,4742.0,4824.6,4737.0,4804.0,4799.4,92.6,88.0,1326364.0,190461931.86,102486.0,,IF1505.CFX,
1219,IF.CFX,20150428,4804.0,4799.4,4791.2,4811.0,4660.0,4721.0,4700.2,-78.4,-99.2,1438546.0,204849564.822,89600.0,,IF1505.CFX,
1220,IF.CFX,20150429,4721.0,4700.2,4701.8,4806.2,4700.4,4771.0,4779.6,70.8,79.4,1203575.0,171780726.324,101301.0,,IF1505.CFX,
1221,IF.CFX,20150430,4771.0,4779.6,4777.8,4826.8,4733.6,4767.8,4769.4,-11.8,-10.2,1208777.0,173632670.124,92597.0,,IF1505.CFX,
1222,IF.CFX,20150504,4767.8,4769.4,4790.0,4806.2,4712.8,4757.6,4760.4,-11.8,-9.0,1014409.0,144824403.558,94572.0,,IF1505.CFX,
1223,IF.CFX,20150505,4757.6,4760.4,4768.6,4771.6,4566.0,4618.0,4597.6,-142.4,-162.8,1259363.0,176365058.748,104809.0,,IF1505.CFX,
1224,IF.CFX,20150506,4618.0,4597.6,4628.0,4712.0,4532.0,4582.0,4571.0,-15.6,-26.6,1465118.0,203748309.486,114629.0,,IF1505.CFX,
1225,IF.CFX,20150507,4582.0,4571.0,4575.0,4589.4,4495.6,4503.2,4521.4,-67.8,-49.6,1413924.0,192583205.688,133056.0,,IF1505.CFX,
1226,IF.CFX,20150508,4503.2,4521.4,4525.0,4573.0,4451.2,4541.4,4535.2,20.0,13.8,1452579.0,197038601.802,126281.0,,IF1505.CFX,
1227,IF.CFX,20150511,4541.4,4535.2,4567.0,4672.8,4530.4,4658.0,4651.8,122.8,116.6,1262672.0,174293061.642,94630.0,,IF1505.CFX,
1228,IF.CFX,20150512,4658.0,4651.8,4660.4,4724.6,4635.0,4704.0,4696.8,52.2,45.0,1162418.0,162924122.778,74708.0,,IF1505.CFX,
1229,IF.CFX,20150513,4704.0,4692.6,4705.0,4715.0,4624.0,4653.2,4648.4,-39.4,-44.2,405098.0,56833282.2,102856.0,,IF1506.CFX,4674.2
1230,IF.CFX,20150514,4653.2,4648.4,4662.4,4694.6,4636.4,4664.0,4657.8,15.6,9.4,944997.0,132272826.426,119330.0,,IF1506.CFX,
1231,IF.CFX,20150515,4664.0,4657.8,4675.6,4677.8,4515.4,4563.0,4619.8,-94.8,-38.0,1511232.0,208244326.044,139507.0,,IF1506.CFX,
1232,IF.CFX,20150518,4563.0,4619.8,4583.8,4599.8,4531.8,4536.8,4547.6,-83.0,-72.2,1232678.0,168935935.926,143805.0,,IF1506.CFX,
1233,IF.CFX,20150519,4536.8,4547.6,4547.8,4780.4,4543.0,4774.0,4741.6,226.4,194.0,1505638.0,211362844.842,174187.0,,IF1506.CFX,
1234,IF.CFX,20150520,4774.0,4741.6,4780.0,4907.0,4739.0,4775.0,4809.0,33.4,67.4,1542579.0,222807387.474,174826.0,,IF1506.CFX,
1235,IF.CFX,20150521,4775.0,4809.0,4785.0,4904.8,4778.6,4891.8,4863.4,82.8,54.4,1518782.0,220443709.428,195196.0,,IF1506.CFX,
1236,IF.CFX,20150522,4891.8,4863.4,4908.0,5027.2,4893.0,5022.8,4983.4,159.4,120.0,1505153.0,223440177.0,202048.0,,IF1506.CFX,
1237,IF.CFX,20150525,5022.8,4983.4,4993.2,5190.0,4985.0,5156.4,5155.2,173.0,171.8,1300551.0,198922844.316,195999.0,,IF1506.CFX,
1238,IF.CFX,20150526,5156.4,5155.2,5170.2,5287.4,5150.0,5274.2,5264.0,119.0,108.8,1542497.0,241971467.394,193918.0,,IF1506.CFX,
1239,IF.CFX,20150527,5274.2,5264.0,5304.0,5370.0,5205.4,5290.0,5284.0,26.0,20.0,1579474.0,250502881.254,178924.0,,IF1506.CFX,
1240,IF.CFX,20150528,5290.0,5284.0,5309.0,5328.0,4851.2,4943.2,4976.8,-340.8,-307.2,1835645.0,283409461.224,182766.0,,IF1506.CFX,
1241,IF.CFX,20150529,4943.2,4976.8,4969.6,5025.0,4800.2,4897.0,4887.4,-79.8,-89.4,1867516.0,276563707.506,179652.0,,IF1506.CFX,
1242,IF.CFX,20150601,4897.0,4887.4,4907.0,5260.0,4882.6,5249.0,5199.4,361.6,312.0,1476757.0,224808458.862,188420.0,,IF1506.CFX,
1243,IF.CFX,20150602,5249.0,5199.4,5251.6,5331.4,5125.0,5264.2,5267.0,64.8,67.6,1674093.0,261969001.398,174588.0,,IF1506.CFX,
1244,IF.CFX,20150603,5264.2,5267.0,5281.4,5307.0,5132.2,5182.6,5208.6,-84.4,-58.4,1852000.0,289884039.822,177936.0,,IF1506.CFX,
1245,IF.CFX,20150604,5182.6,5208.6,5190.0,5274.6,4687.8,5250.4,5143.4,41.8,-65.2,1986125.0,304327854.294,152144.0,,IF1506.CFX,
1246,IF.CFX,20150605,5250.4,5143.4,5257.0,5323.0,5080.0,5230.4,5230.0,87.0,86.6,1886262.0,296008090.218,138172.0,,IF1506.CFX,
1247,IF.CFX,20150608,5230.4,5230.0,5230.0,5400.0,5149.8,5335.4,5346.0,105.4,116.0,1644696.0,259382369.562,116905.0,,IF1506.CFX,
1248,IF.CFX,20150609,5335.4,5346.0,5343.0,5365.0,5186.0,5250.4,5272.6,-95.6,-73.4,1664665.0,263636494.986,103984.0,,IF1506.CFX,
1249,IF.CFX,20150610,5250.4,5272.6,5200.0,5394.4,5184.8,5252.8,5309.2,-19.8,36.6,1636320.0,259393113.108,102540.0,,IF1506.CFX,
1250,IF.CFX,20150611,5252.8,5309.2,5282.0,5332.2,5221.6,5299.6,5290.8,-9.6,-18.4,1419761.0,224776879.854,95746.0,,IF1506.CFX,
1251,IF.CFX,20150612,5299.6,5290.8,5305.0,5377.8,5263.0,5361.6,5330.0,70.8,39.2,1355496.0,216609638.916,87408.0,,IF1506.CFX,
1252,IF.CFX,20150615,5361.6,5330.0,5349.8,5387.0,5153.2,5199.8,5229.2,-130.2,-100.8,1459257.0,230784115.48,89913.0,,IF1506.CFX,
1253,IF.CFX,20150616,5199.8,5229.2,5190.0,5197.8,5001.2,5069.2,5055.4,-160.0,-173.8,1610772.0,247059539.892,72239.0,,IF1506.CFX,
1254,IF.CFX,20150617,5069.2,5055.4,5092.0,5163.8,4961.2,5113.8,5124.4,58.4,69.0,1433491.0,217295965.476,51070.0,,IF1506.CFX,
1255,IF.CFX,20150618,5113.8,5127.6,5109.0,5127.0,4920.0,4940.0,4976.0,-187.6,-151.6,1072676.0,162564302.88,103538.0,,IF1507.CFX,4934.0
1256,IF.CFX,20150619,4940.0,4976.0,4934.0,4945.0,4514.0,4598.0,4715.8,-378.0,-260.2,1924424.0,278552084.166,127920.0,,IF1507.CFX,
1257,IF.CFX,20150623,4598.0,4715.8,4597.0,4812.0,4461.0,4730.8,4756.6,15.0,40.8,2044492.0,287443198.158,133657.0,,IF1507.CFX,
1258,IF.CFX,20150624,4730.8,4756.6,4750.0,4870.6,4703.2,4858.2,4841.8,101.6,85.2,1799960.0,259234510.224,126775.0,,IF1507.CFX,
1259,IF.CFX,20150625,4858.2,4841.8,4874.0,4908.6,4570.0,4587.2,4680.4,-254.6,-161.4,2058502.0,296117864.814,117827.0,,IF1507.CFX,
1260,IF.CFX,20150626,4587.2,4680.4,4585.0,4620.0,4212.4,4212.4,4245.2,-468.0,-435.2,2155731.0,287384339.292,109649.0,,IF1507.CFX,
1261,IF.CFX,20150629,4212.4,4245.2,4335.2,4408.8,3821.0,4014.2,4057.8,-231.0,-187.4,2882235.0,359888094.39,101044.0,,IF1507.CFX,
1262,IF.CFX,20150630,4014.2,4057.8,4067.8,4448.6,3977.2,4381.4,4376.8,323.6,319.0,2308094.0,292088930.082,110045.0,,IF1507.CFX,
1263,IF.CFX,20150701,4381.4,4376.8,4388.0,4483.0,4012.0,4059.0,4215.6,-317.8,-161.2,2255951.0,294919925.382,98439.0,,IF1507.CFX,
1264,IF.CFX,20150702,4059.0,4215.6,4170.2,4316.4,3933.0,4130.0,4063.6,-85.6,-152.0,2594682.0,323377256.322,102563.0,,IF1507.CFX,
1265,IF.CFX,20150703,4130.0,4063.6,4123.6,4205.0,3787.2,3931.8,3962.6,-131.8,-101.0,2431070.0,291172614.252,137428.0,,IF1507.CFX,
1266,IF.CFX,20150706,3931.8,3962.6,4299.8,4347.6,3811.0,4040.6,3993.2,78.0,30.6,2000696.0,241525564.716,123661.0,,IF1507.CFX,
1267,IF.CFX,20150707,4040.6,3993.2,4021.8,4024.4,3650.0,3696.8,3848.2,-296.4,-145.0,1518689.0,177379969.026,108537.0,,IF1507.CFX,
1268,IF.CFX,20150708,3696.8,3848.2,3589.0,3750.0,3463.4,3463.4,3463.8,-384.8,-384.4,414476.0,45094024.932,95900.0,,IF1507.CFX,
1269,IF.CFX,20150709,3463.4,3463.8,3363.0,3810.0,3363.0,3810.0,3810.0,346.2,346.2,618869.0,67654518.678,72240.0,,IF1507.CFX,
1270,IF.CFX,20150710,3810.0,3810.0,3818.0,4191.0,3780.8,4166.6,4129.2,356.6,319.2,1128332.0,138057280.488,64376.0,,IF1507.CFX,
1271,IF.CFX,20150713,4166.6,4129.2,4120.0,4269.8,4071.2,4085.4,4147.8,-43.8,18.6,1679624.0,209925963.924,53816.0,,IF1507.CFX,
1272,IF.CFX,20150714,4085.4,4147.8,4100.0,4135.0,3928.8,4001.6,4000.4,-146.2,-147.4,1649752.0,199815236.136,42878.0,,IF1507.CFX,
1273,IF.CFX,20150715,4001.6,4000.4,4015.8,4022.2,3786.4,3858.4,3825.8,-142.0,-174.6,1642710.0,191539064.076,31466.0,,IF1507.CFX,
1274,IF.CFX,20150716,3858.4,3825.8,3840.0,4068.8,3782.0,4008.0,3978.4,182.2,152.6,1008523.0,119387542.884,8908.0,,IF1507.CFX,
1275,IF.CFX,20150717,4008.0,3828.6,3890.0,4182.0,3865.6,4090.4,4098.2,261.8,269.6,1980419.0,237325185.042,52262.0,,IF1508.CFX,4124.4
1276,IF.CFX,20150720,4090.4,4098.2,4102.2,4116.6,3865.6,3950.0,3964.6,-148.2,-133.6,1915253.0,229120570.476,52981.0,,IF1508.CFX,
1277,IF.CFX,20150721,3950.0,3964.6,3940.0,4049.6,3867.2,3969.0,3966.8,4.4,2.2,2088061.0,248077631.61,51627.0,,IF1508.CFX,
1278,IF.CFX,20150722,3969.0,3966.8,3959.0,3992.6,3860.0,3945.2,3941.8,-21.6,-25.0,1680058.0,198406483.152,54305.0,,IF1508.CFX,
1279,IF.CFX,20150723,3945.2,3941.8,3942.0,4218.0,3933.0,4183.8,4176.2,242.0,234.4,1786621.0,218676698.388,62794.0,,IF1508.CFX,
1280,IF.CFX,20150724,4183.8,4176.2,4195.0,4203.6,3976.4,4012.2,4053.0,-164.0,-123.2,1891384.0,233394179.988,59894.0,,IF1508.CFX,
1281,IF.CFX,20150727,4012.2,4053.0,4005.0,4014.0,3647.8,3647.8,3759.8,-405.2,-293.2,1716828.0,200608923.318,62999.0,,IF1508.CFX,
1282,IF.CFX,20150728,3647.8,3759.8,3611.0,3749.8,3557.8,3654.0,3683.0,-105.8,-76.8,2226862.0,244396768.5,60150.0,,IF1508.CFX,
1283,IF.CFX,20150729,3654.0,3683.0,3683.0,3828.0,3602.0,3821.4,3754.8,138.4,71.8,2065706.0,229203846.054,64359.0,,IF1508.CFX,
1284,IF.CFX,20150730,3821.4,3754.8,3819.0,3822.8,3580.0,3653.8,3680.4,-101.0,-74.4,2246907.0,252385931.052,64093.0,,IF1508.CFX,
1285,IF.CFX,20150731,3653.8,3680.4,3650.0,3782.0,3611.2,3693.4,3660.8,13.0,-19.6,1926320.0,212267964.282,59812.0,,IF1508.CFX,
1286,IF.CFX,20150803,3693.4,3660.8,3670.0,3674.0,3568.6,3638.2,3620.6,-22.6,-40.2,1291333.0,140100965.424,58246.0,,IF1508.CFX,
1287,IF.CFX,20150804,3638.2,3620.6,3640.4,3874.0,3638.2,3837.6,3837.8,217.0,217.2,1543420.0,174408884.322,62864.0,,IF1508.CFX,
1288,IF.CFX,20150805,3837.6,3837.8,3838.8,3846.8,3727.4,3762.6,3777.4,-75.2,-60.4,1485697.0,168813331.218,59560.0,,IF1508.CFX,
1289,IF.CFX,20150806,3762.6,3777.4,3731.2,3849.8,3693.0,3766.8,3757.6,-10.6,-19.8,1895077.0,214480752.138,63812.0,,IF1508.CFX,
1290,IF.CFX,20150807,3766.8,3757.6,3765.2,3928.0,3765.2,3854.6,3853.4,97.0,95.8,1958798.0,227371857.57,63774.0,,IF1508.CFX,
1291,IF.CFX,20150810,3854.6,3853.4,3867.0,4089.6,3866.0,4032.8,4062.2,179.4,208.8,1755566.0,209249742.9,70017.0,,IF1508.CFX,
1292,IF.CFX,20150811,4032.8,4062.2,4046.6,4056.2,3983.0,4001.2,4015.2,-61.0,-47.0,1777406.0,214656969.882,61712.0,,IF1508.CFX,
1293,IF.CFX,20150812,4001.2,4015.2,3982.8,4049.0,3952.8,3966.8,3977.4,-48.4,-37.8,1989198.0,238526325.174,62184.0,,IF1508.CFX,
1294,IF.CFX,20150813,3966.8,3977.4,3975.2,4028.0,3920.0,4015.6,4000.4,38.2,23.0,1756079.0,209745958.332,59242.0,,IF1508.CFX,
1295,IF.CFX,20150814,4015.6,4000.4,4021.2,4064.4,3980.0,4008.6,4009.8,8.2,9.4,1826601.0,220784052.864,56590.0,,IF1508.CFX,
1296,IF.CFX,20150817,4008.6,4009.8,4002.0,4016.4,3911.6,4003.8,3987.2,-6.0,-22.6,1661291.0,197544954.582,53579.0,,IF1508.CFX,
1297,IF.CFX,20150818,4003.8,3987.2,4015.4,4048.0,3633.2,3755.0,3746.6,-232.2,-240.6,2053606.0,239954774.292,46351.0,,IF1508.CFX,
1298,IF.CFX,20150819,3755.0,3624.0,3603.0,3739.4,3525.0,3683.2,3686.8,59.2,62.8,661368.0,72132879.66,65674.0,,IF1509.CFX,3808.2
1299,IF.CFX,20150820,3683.2,3686.8,3675.0,3704.6,3563.0,3601.0,3600.0,-85.8,-86.8,1587365.0,173016707.286,79200.0,,IF1509.CFX,
1300,IF.CFX,20150821,3601.0,3600.0,3580.2,3617.8,3408.8,3469.2,3480.2,-130.8,-119.8,2340449.0,246973772.724,88223.0,,IF1509.CFX,
1301,IF.CFX,20150824,3469.2,3480.2,3391.2,3398.0,3132.2,3132.2,3135.0,-348.0,-345.2,1375400.0,132755475.168,91084.0,,IF1509.CFX,
1302,IF.CFX,20150825,3132.2,3135.0,3050.0,3106.6,2821.6,2821.6,2830.8,-313.4,-304.2,2425793.0,218472550.518,85303.0,,IF1509.CFX,
1303,IF.CFX,20150826,2821.6,2830.8,2852.0,3024.0,2686.0,2749.6,2824.0,-81.2,-6.8,1816214.0,156623884.878,76415.0,,IF1509.CFX,
1304,IF.CFX,20150827,2749.6,2824.0,2830.0,3050.2,2819.6,3030.8,2965.6,206.8,141.6,1774184.0,155713397.34,75171.0,,IF1509.CFX,
1305,IF.CFX,20150828,3030.8,2965.6,3085.4,3228.6,3013.6,3188.4,3135.8,222.8,170.2,1312380.0,121133345.658,67025.0,,IF1509.CFX,
1306,IF.CFX,20150831,3188.4,3135.8,3170.0,3170.0,2983.0,3070.2,3066.2,-65.6,-69.6,560679.0,51498070.404,57745.0,,IF1509.CFX,
1307,IF.CFX,20150901,3070.2,3066.2,3080.0,3140.0,2886.8,2999.0,3007.2,-67.2,-59.0,581134.0,52529375.598,54062.0,,IF1509.CFX,
1308,IF.CFX,20150902,2999.0,3007.2,2939.8,3200.0,2910.0,2965.8,3029.0,-41.4,21.8,594525.0,54294201.822,51622.0,,IF1509.CFX,
1309,IF.CFX,20150907,2965.8,3029.0,3099.8,3329.0,3050.0,3096.2,3119.8,67.2,90.8,38054.0,3631239.906,41633.0,,IF1509.CFX,
1310,IF.CFX,20150908,3096.2,3119.8,3120.0,3339.0,3075.0,3338.0,3273.2,218.2,153.4,28957.0,2770116.21,35438.0,,IF1509.CFX,
1311,IF.CFX,20150909,3338.0,3273.2,3364.0,3388.8,3292.8,3328.2,3326.0,55.0,52.8,23237.0,2328315.432,33763.0,,IF1509.CFX,
1312,IF.CFX,20150910,3328.2,3326.0,3308.4,3336.8,3268.0,3296.6,3300.8,-29.4,-25.2,15978.0,1583782.53,32649.0,,IF1509.CFX,
