,A.DCE,AD.SHF,AG.SHF,AL.SHF,AO.SHF,AP.ZCE,AU.SHF,B.DCE,BU.SHF,BZ.DCE,C.DCE,CF.ZCE,CS.DCE,CU.SHF,EB.DCE,EG.DCE,FG.ZCE,FU.SHF,HC.SHF,I.DCE,J.DCE,JD.DCE,JM.DCE,L.DCE,LH.DCE,LU.INE,M.DCE,MA.ZCE,NI.SHF,OI.ZCE,P.DCE,PB.SHF,PF.ZCE,PG.DCE,PL.ZCE,PP.DCE,PX.ZCE,RB.SHF,RM.ZCE,RU.SHF,SA.ZCE,SC.INE,SF.ZCE,SH.ZCE,SM.ZCE,SN.SHF,SP.SHF,SR.ZCE,SS.SHF,TA.ZCE,UR.ZCE,V.DCE,Y.DCE,ZN.SHF
20180102,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20180103,-111.17607751069183,0.0,-18.476646186209514,5.846078145010862,0.0,0.0,-48.353214757678344,53.42293529928344,-5.363375172533741,0.0,35.62352274562796,18.194483954353633,57.66904701081548,1.4809427764458492,0.0,0.0,-18.728950860472015,0.0,-5.227680846226867,-5.3320941253453835,-11.126343326380594,10.577020035094971,22.61468872705567,-11.78559201963907,0.0,0.0,-147.05872645408056,-5.549055738466067,-2.836585455460478,-13.855234762676835,10.484587819609347,-11.016761281374391,0.0,0.0,0.0,-7.162992366419674,0.0,-5.1226389721484615,-60.76967075319412,-8.219021313928067,0.0,0.0,27.442272408713738,0.0,9.018705292705233,17.62811067899926,0.0,26.245879269869985,0.0,11.262097328551203,0.0,-8.032810463623196,10.565709593639996,-11.268561154976046
20180104,-108.42022508155178,0.0,-18.92478885269816,8.131529147159709,0.0,0.0,-29.751599391420847,-17.473064532174472,1.682962437869209,0.0,26.371278176345925,-5.443038426475851,17.57105223500653,1.2665238505710943,0.0,0.0,-13.238567501573991,0.0,-6.417197927834909,-6.3666054441669555,-9.085234829148737,12.983923034591587,25.95760287094286,-13.095979479146399,0.0,0.0,-107.23570031545057,-6.8044435702512605,-4.702251598539283,-16.411122517158134,12.807665921404725,-13.446691398346358,0.0,0.0,0.0,-8.432903045025489,0.0,-6.289253462696998,-49.61058745406466,-7.937958879352335,0.0,0.0,33.38093176300612,0.0,9.80412363544583,20.485176734944982,0.0,28.12912552006661,0.0,11.428609521206825,0.0,-9.859976853851004,12.931765626123127,-6.750417361453381
20180105,-95.94053616685197,0.0,-20.692143374973856,6.3898811449106,0.0,0.0,-24.837666237577732,23.963667342464422,4.474879331790129,0.0,24.767455223775542,5.682328679184648,17.893843969887346,2.0529734589227155,0.0,0.0,-12.118046910159133,0.0,-7.227353210119865,-6.931104304270494,-7.9381620729519105,15.117146783169545,21.068506266497746,-1.8474769240852051,0.0,0.0,-100.03438644192558,-7.494435867375707,-5.085087413353474,-18.216784060203057,14.31640065013558,-14.654859655748067,0.0,0.0,0.0,-0.8987096223511356,0.0,-7.218805334253605,-44.55220621104733,-0.9657598779661504,0.0,0.0,32.98446873328508,0.0,10.753641495556206,25.21669583454407,0.0,28.65536489618857,0.0,11.994299312800527,0.0,-10.959704885332673,14.138777485304498,-5.501508195378061
20180108,-92.37541693422433,0.0,-22.743070369697378,6.133372269783155,0.0,36.0898667639503,-23.307773484770802,43.90176154944021,6.053444115685741,0.0,21.21752575665918,-4.370981624728606,7.4437845074942794,1.697611446388419,0.0,0.0,-10.015229016559806,0.0,-7.999575001972952,-6.928645472876713,-7.686927127218436,5.382342827253363,18.46737151930592,4.022307449947668,0.0,0.0,-88.05735413811637,-2.3087576712510423,-4.324784160915863,-17.557529973093793,14.18580426882317,-24.08634432395638,0.0,0.0,0.0,3.260328470804216,0.0,-8.072215251572054,-41.066757266011635,2.928382647861109,0.0,0.0,31.024530257385628,0.0,10.95704828923868,19.74285536371965,0.0,29.542204853281724,0.0,12.710906743299217,0.0,-11.84325404549761,13.736102167423306,-4.431481888485116
20180109,-79.58608775822611,0.0,-24.778662479621474,7.24306604619363,0.0,18.595583451486583,-23.088449597356416,50.719331684141096,7.272032329618892,0.0,19.61651959394732,4.800802338185391,9.709945201147873,3.046774289065983,0.0,0.0,-8.955742490875425,0.0,-8.771428057784895,-7.1618114457005495,-7.570032022542192,-0.6442641599828375,16.63489703666497,7.630355106394366,0.0,0.0,-80.7255639658156,0.7706986257671845,-3.1511930605782257,-17.645563477934708,14.358259952422388,-21.462463217310855,0.0,0.0,0.0,5.830335247630779,0.0,-8.901277471285775,-37.734341266772226,5.570980729018648,0.0,0.0,28.750661402433938,0.0,11.024444240513702,17.287896316502664,0.0,31.114519031958817,0.0,13.417950038914793,0.0,-12.262761191467355,13.900748994454355,-4.920832052175849
20180110,-71.48093162623988,0.0,-24.37590448236784,8.89307085463331,0.0,6.7116585826527,-22.966566332409094,42.246019440170855,8.087069179054394,0.0,18.969589937973225,11.20390009788602,2.8330642514855966,2.761982191688774,0.0,0.0,-8.426972569230092,0.0,-9.51046873249115,-7.389451840050219,-7.324887634678899,3.88642730040147,14.68503369968747,10.018222203356535,0.0,0.0,-74.65409166477605,2.8923039478224384,-1.9862682551305642,-17.994785598032603,14.458090944215419,-18.680485292197044,0.0,0.0,0.0,7.692632687172894,0.0,-3.5446644108342604,-35.83319844282917,0.692443221529434,0.0,0.0,27.705710990308372,0.0,11.3445417998003,10.310293248782614,0.0,32.24536178884388,0.0,13.806288100474463,0.0,-12.574714013356614,14.332991626495328,-4.503589437162194
20180111,-61.34466221848555,0.0,-24.152326969098226,11.098599900968349,0.0,-1.3479314116407783,-23.175166119833168,36.16208729174121,8.69367732388856,0.0,10.060838600272406,16.162018565775874,-2.087873659418951,3.0754777674706135,0.0,0.0,-4.671942592686038,0.0,-10.229398360884149,-7.653727238762652,-3.8357363935850595,-1.3661023888457349,13.450074117952552,3.297636507366038,0.0,0.0,-68.37443421034467,4.475461771589344,-1.0643265425625783,-18.39655755260285,14.783323838496848,-17.65530891287613,0.0,0.0,0.0,9.222562379221182,0.0,0.320900175887411,-34.10234539465765,3.6595581304839127,0.0,0.0,27.221036860106068,0.0,11.641368451947402,9.459576805950093,0.0,33.69364244691316,0.0,6.626422947083548,0.0,-12.95700028334968,14.842373596685931,-3.931855115134178
20180112,-40.81629674115203,0.0,-24.31561329424052,12.443763681359783,0.0,-7.0607174834985065,-23.65903152840249,31.98264875999339,9.256785553897448,0.0,12.116685629292851,19.110602372924514,2.481971634675054,4.164605863936377,0.0,0.0,-1.8698640416474466,0.0,-10.731792924697926,-7.6800179398865245,-1.267280439056073,-5.375608312954789,12.278228575667914,-1.7468194013346736,0.0,0.0,-44.505135671789986,5.607002894514004,-0.8175204429907638,-10.02045411632509,14.779221966470308,-18.2205951129725,0.0,0.0,0.0,10.539359642911728,0.0,3.014946867094575,-32.19979651506944,5.830215478278274,0.0,0.0,27.083267099970563,0.0,11.250362488308314,3.8303307463827734,0.0,35.32819884223166,0.0,1.650862436858865,0.0,-6.90686327932543,15.14614164605773,-0.8523094704986461
20180115,-25.919420938131896,0.0,-23.215846654766388,9.16748797073741,0.0,-11.54212407554135,-24.347869563413532,29.12269654375128,9.561421206034458,0.0,13.87463756314937,19.80849475130173,6.01449899556028,4.438624890062551,0.0,0.0,-3.1813591885801515,0.0,-11.262064318129598,-7.7197795974964984,0.665051175625034,-8.581383908310233,11.42192182013127,-5.403148282851277,0.0,0.0,-28.684743929336392,2.2699006972164324,-0.7045872594124974,-3.6673778662394385,14.966507154810216,-20.51201341471381,0.0,0.0,0.0,11.58926667284671,0.0,5.152835366539966,-29.97564486232642,7.441233697773694,0.0,0.0,27.2553656233664,0.0,6.514707026595162,1.9852543992852192,0.0,35.718284047781225,0.0,-2.1726192150604455,0.0,-8.489742231050172,15.581348267575118,0.2586555938360986
