,BU.SHF,BZ.DCE,EB.DCE,EG.DCE,FG.ZCE,FU.SHF,L.DCE,LU.INE,MA.ZCE,PF.ZCE,PG.DCE,PL.ZCE,PP.DCE,PX.ZCE,RU.SHF,SA.ZCE,SC.INE,SH.ZCE,SP.SHF,TA.ZCE,V.DCE
20180102,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20180103,-11.528312150973429,0.0,0.0,0.0,-40.256962236293276,0.0,-25.332552602736243,0.0,-11.927423429893345,0.0,0.0,0.0,-15.396501135704646,0.0,-17.66638361748326,0.0,0.0,0.0,0.0,24.20732641323824,-17.266132518286224
20180104,3.6174453022561535,0.0,0.0,0.0,-28.455652211586408,0.0,-28.149166243580055,0.0,-14.625818065694366,0.0,0.0,0.0,-18.126111919189366,0.0,-17.062253685216955,0.0,0.0,0.0,0.0,24.565236212967985,-21.193537150761795
20180105,9.618533873781784,0.0,0.0,0.0,-26.047148101044893,0.0,-3.9710611298729717,0.0,-16.108922701699164,0.0,0.0,0.0,-1.9317323003255111,0.0,-2.0758535395949393,0.0,0.0,0.0,0.0,25.781158703624268,-23.557348672473214
20180108,13.011581533859129,0.0,0.0,0.0,-21.527244067814042,0.0,8.64575278784321,0.0,-4.962561495127082,0.0,0.0,0.0,7.007916305877334,0.0,6.294415023383222,0.0,0.0,0.0,0.0,27.321471264789583,-25.456494302127133
20180109,15.63087719411068,0.0,0.0,0.0,-19.249929691152648,0.0,16.401074446509817,0.0,1.6565789351582902,0.0,0.0,0.0,12.532019953352934,0.0,11.974550122855582,0.0,0.0,0.0,0.0,28.841226186625242,-26.358204358337602
20180110,17.382758968661157,0.0,0.0,0.0,-18.11336465203505,0.0,21.53367777618029,0.0,6.216865625351714,0.0,0.0,0.0,16.534937055058823,0.0,1.4883727779285314,0.0,0.0,0.0,0.0,29.675939823047745,-27.028731664637792
20180111,18.68663345478395,0.0,0.0,0.0,-10.04211169782267,0.0,7.088108102533138,0.0,9.619785799593142,0.0,0.0,0.0,19.823445968121316,0.0,7.866040898817225,0.0,0.0,0.0,0.0,14.243171458442637,-27.85043727159972
20180112,19.897007005299127,0.0,0.0,0.0,-4.019181142200235,0.0,-3.7547027165077482,0.0,12.051978002656188,0.0,0.0,0.0,22.653837169004028,0.0,12.53176251499791,0.0,0.0,0.0,0.0,3.5484479228468384,-14.845964212222675
20180115,20.551806413726812,0.0,0.0,0.0,-6.838175702892953,0.0,-11.613802502889097,0.0,4.879040333264815,0.0,0.0,0.0,24.910560888906307,0.0,15.994567244817842,0.0,0.0,0.0,0.0,-4.66993855374605,-18.24828496467301
