,GMV
20180102,0.0
20180103,163.58159410460866
20180104,155.7952207912531
20180105,109.09175902241674
20180108,114.22743678082074
20180109,132.6444608881028
20180110,137.9746483429011
20180111,115.2197346517138
20180112,93.30288068573475
20180115,107.70617660491689
20180116,99.65974418442944
20180117,85.11764226450262
20180118,84.34141993752738
20180119,98.48381619415508
20180122,101.52969290796922
20180123,110.7649027513785
20180124,111.69667762633402
20180125,127.92101315484555
20180126,119.55116571627946
20180129,135.5029210738397
20180130,119.27904804992222
20180131,114.79306884182984
20180201,122.74290263972883
20180202,122.1703937790269
20180205,127.55666487025445
20180206,136.84637994355668
20180207,149.41906496123565
20180208,151.15826544091215
20180209,142.61442325652482
20180212,137.29160082707867
20180213,122.27109547688116
20180214,131.78263547599448
20180222,141.085633604941
20180223,135.21845635426234
20180226,114.71079162186727
20180227,101.99351839102012
20180228,100.78429427599897
20180301,115.911040862336
20180302,128.68987101968838
20180305,141.5888737254166
20180306,147.1435952667866
20180307,143.15892785956567
20180308,133.50748123088627
20180309,125.54467937487652
20180312,118.37634545382762
20180313,117.97919615674091
20180314,124.94933793854464
20180315,139.14430454137906
20180316,151.04554050565483
20180319,142.9144043679934
20180320,127.805389942934
20180321,118.93177315169915
20180322,126.41255325217168
20180323,131.66894608792992
20180326,126.27242843133912
20180327,131.8399634775272
20180328,129.80992987069715
20180329,124.43864159582634
20180330,112.79146045567026
20180402,98.95254410442736
20180403,97.29370831538625
20180404,100.18214338583773
20180409,101.62738840395176
20180410,106.29806567654354
20180411,110.52190170918803
20180412,113.39857802167245
20180413,110.42094367807432
20180416,115.74284819278816
20180417,127.20422523436531
20180418,123.67899689877325
20180419,109.58051201558088
20180420,86.48107368376938
20180423,84.65361904040005
20180424,88.2419548422534
20180425,110.46066412278842
20180426,116.515271765993
20180427,122.31138160723538
20180502,126.43497971771001
20180503,119.52780597502199
20180504,141.5735245499671
20180507,181.8490572380081
20180508,209.3525358989591
20180509,229.34916986974937
20180510,226.11511495653986
20180511,243.28279361048197
20180514,263.82476791457304
20180515,263.9668798852588
20180516,274.18183422911335
20180517,262.13185925907277
20180518,250.21387655002113
20180521,251.1363911705324
20180522,258.98703768473035
20180523,277.81880871607643
20180524,271.06460393307214
20180525,264.8955549321766
20180528,286.466599293338
20180529,274.9927032335164
20180530,284.2408030758221
20180531,287.4548558592081
20180601,300.2026403896895
20180604,313.782176422099
20180605,331.5000362669056
20180606,322.123085199533
20180607,325.8969009801816
20180608,336.92608668782105
20180611,330.626635805812
20180612,327.7037536578107
20180613,325.2297121374918
20180614,341.3546923579263
20180615,356.1770756586466
20180619,347.34637457991226
20180620,359.8034864306045
20180621,359.3408783770634
20180622,361.4887092931606
20180625,350.93043342079534
20180626,345.8122142865387
20180627,329.56143299182077
20180628,320.92520061425233
20180629,322.2696399815546
20180702,331.4592477874648
20180703,340.0141199319871
20180704,358.35314841088706
20180705,373.59778909889843
20180706,387.1105688329451
20180709,379.30449398687557
20180710,392.00783272520664
20180711,380.23026433778233
20180712,386.29619601868114
20180713,367.6229224202323
20180716,221.29402877472268
20180717,181.12918947730012
20180718,164.1810252967424
20180719,159.16705320933988
20180720,162.61760801476132
20180723,156.11865306180954
20180724,145.47360282958016
20180725,115.14552110592969
20180726,104.19342952244052
20180727,98.66631764473198
20180730,126.13336344273719
20180731,148.98556567502823
20180801,176.16331567520479
20180802,172.82738066812394
20180803,183.73203417362942
20180806,194.05713626819616
20180807,180.24679610497068
20180808,173.66549326209736
20180809,167.79627252248255
20180810,163.25406989208423
20180813,162.40298518291613
20180814,162.47595559461283
20180815,155.07430907585456
20180816,166.6801101104827
20180817,145.05779183733475
20180820,147.14018395791672
20180821,129.57891702519237
20180822,115.96003880167636
20180823,116.99158329851674
20180824,127.28112406414213
20180827,115.45122533415773
20180828,105.93887899012806
20180829,86.59514806921224
20180830,75.41619831894631
20180831,83.20535647801029
20180903,98.42742154034586
20180904,114.58980297810096
20180905,102.93109791965809
20180906,88.03285213371863
20180907,97.98987330795032
20180910,110.64615003191963
20180911,121.3805797372918
20180912,131.7094636630637
20180913,139.15171037200525
20180914,151.28026744287843
20180917,141.57606418331662
20180918,130.37427481222238
20180919,134.76774172829278
20180920,147.84968205812703
20180921,143.76247455791093
20180925,142.7181533831334
20180926,135.58265267965146
20180927,146.6793550969879
20180928,153.8044156886654
20181008,148.56722670099091
20181009,149.82313158870147
20181010,154.4381544053513
20181011,156.8708119514257
20181012,137.52813162043725
20181015,133.75749346332464
20181016,130.7526977291766
20181017,137.97412450339317
20181018,125.68634893981063
20181019,123.61327077578248
20181022,97.42857861854432
20181023,88.00467876819177
20181024,88.69379773361722
20181025,90.0103553434442
20181026,78.1250937196895
20181029,80.91227869454042
20181030,78.6865767201038
20181031,83.22587446654866
20181101,94.57979068267323
20181102,104.14737000414229
20181105,108.44459072987631
20181106,118.96310896907272
20181107,130.5918643092168
20181108,125.19166987666128
20181109,134.9330380930754
20181112,138.83744897805627
20181113,147.5494895489885
20181114,139.27211057867504
20181115,133.12746446716676
20181116,117.27027259480666
20181119,123.57540981933296
20181120,130.53783394429496
20181121,122.67867592617438
20181122,109.178192948755
20181123,108.07500402327753
20181126,121.34080445936168
20181127,127.03795953955141
20181128,133.43874033585814
20181129,137.1607006031795
20181130,134.28135640718904
20181203,126.90138126645925
20181204,111.70734150183532
20181205,106.29392433252626
20181206,100.65445896299296
20181207,89.30219947148962
20181210,90.02047501973792
20181211,94.33534477553314
20181212,96.61095695306308
20181213,93.94911734968952
20181214,86.10906604382097
20181217,82.4418569318834
20181218,93.86327212373435
20181219,96.2164704374262
20181220,108.95774359220701
20181221,96.42852077548497
20181224,99.28563886020686
20181225,104.43725474287642
20181226,115.37247202764078
20181227,128.85395583063521
20181228,135.0149121464482
20190102,101.75574871403322
20190103,86.9230815699639
20190104,72.61884348235166
20190107,88.63625597048151
20190108,88.77002232991103
20190109,97.80034266297099
20190110,111.6333543286122
20190111,124.05196829198772
20190114,137.98696171912655
20190115,125.81827232259056
20190116,130.0788895226587
20190117,117.34507868903425
20190118,98.46410256839602
20190121,102.15116323652276
20190122,114.14522082969589
20190123,122.98123331698429
20190124,137.61028817327983
20190125,149.49614675688184
20190128,136.8205734558686
20190129,148.3664244627271
20190130,166.8039460613479
20190131,167.16975677676825
20190201,160.7029577897796
20190211,166.93258746396648
20190212,172.5984451370993
20190213,169.82335169372124
20190214,145.9085573249719
20190215,130.01868906511157
20190218,131.13624242239618
20190219,115.77583884612964
20190220,93.30714369443645
20190221,106.2952685825187
20190222,131.12100376055687
20190225,151.13096867607692
20190226,158.1821411852461
20190227,152.80660453465242
20190228,162.2420699140323
20190301,160.95334078036637
20190304,142.8932085699218
20190305,124.2324834980592
20190306,108.8728865520942
20190307,99.65382274095379
20190308,93.17519335056754
20190311,92.31335621136073
20190312,97.14153497874844
20190313,108.15496435830278
20190314,129.00155620082575
20190315,131.8309357708747
20190318,136.8896151030853
20190319,140.52025767046374
20190320,144.88499314899533
20190321,165.20013451327955
20190322,156.92784318233493
20190325,157.05890865056477
20190326,168.1402662808689
20190327,159.21660603803036
20190328,155.54043748831447
20190329,171.72082312434233
20190401,161.15554823151982
20190402,172.24545132331264
20190403,184.2304629031744
20190404,170.94712386607745
20190408,177.236811116638
20190409,165.61458095921938
20190410,155.89311507770952
20190411,149.82159697831563
20190412,154.6812957156286
20190415,144.81130810991644
20190416,149.36355300035697
20190417,156.8722606017668
20190418,161.90276551399307
20190419,163.24414158013352
20190422,159.7623311893816
20190423,161.98245938006747
20190424,153.14420320806332
20190425,152.5536859697509
20190426,161.18607335133598
20190429,167.12582141753091
20190430,170.60432652082875
20190506,157.5933388904366
20190507,146.51423023401563
20190508,152.77627367752973
20190509,172.17609830645097
20190510,172.0573257588483
20190513,177.52135436606667
20190514,171.81679234608401
20190515,171.63968863917978
20190516,168.1513539839882
20190517,149.39969367104442
20190520,140.49400486085548
20190521,134.48305931105295
20190522,127.6101350651313
20190523,132.02412402756374
20190524,125.1921883541809
20190527,127.56817017319892
20190528,124.83689987585821
20190529,123.00202844153247
20190530,124.84630570509968
20190531,133.38428576743712
20190603,128.57609041711456
20190604,109.45697175495854
20190605,108.28411228454758
20190606,121.5424314601681
20190610,119.05577870612697
20190611,124.12829276155966
20190612,130.6894533868875
20190613,136.6802012181214
20190614,144.42581417109955
20190617,139.86045407430782
20190618,113.89504017269361
20190619,125.10951507808583
20190620,127.57743147247623
20190621,113.41268945885885
20190624,126.64749916030436
20190625,143.18906645134254
20190626,158.03541582355345
20190627,169.98747081826392
20190628,179.17953336427192
20190701,179.3652983024939
20190702,176.41657828012683
20190703,161.1412236039847
20190704,145.38750889790964
20190705,142.39038285277064
20190708,125.86484575780409
20190709,121.36686358473236
20190710,98.29703886134762
20190711,96.02431164707279
20190712,119.91805618442895
20190715,112.01659948219356
20190716,106.60622496503336
20190717,112.83969566173812
20190718,109.75691961169048
20190719,119.25346525439187
20190722,125.81706477836264
20190723,122.04643159736514
20190724,116.6008661486162
20190725,124.60594099763654
20190726,132.00294757718706
20190729,133.63550630490138
20190730,135.8027283644627
20190731,148.63880264034387
20190801,146.57148660696632
20190802,127.37594616123148
20190805,121.54122303219765
20190806,119.42407251068306
20190807,122.99026261976277
20190808,100.75135846242868
20190809,93.06127666881318
20190812,116.77458474861895
20190813,130.27936515157043
20190814,136.34186572167664
20190815,142.99723612826867
20190816,142.75003866946946
20190819,146.0241429960572
20190820,148.74132870723446
20190821,171.62097448038125
20190822,154.6092884621423
20190823,147.42465939381114
20190826,152.62573530525336
20190827,159.5217357709913
20190828,160.2279490398853
20190829,153.1631980678751
20190830,155.91883378269335
20190902,162.68041132415667
20190903,171.29583862675173
20190904,167.4041550917193
20190905,164.61654974499712
20190906,155.14848180317506
20190909,160.79455893267658
20190910,153.89449891112278
20190911,170.91024066032458
20190912,181.2444840177087
20190916,182.60022187623414
20190917,167.49776117901808
20190918,176.2902091683668
20190919,163.3345173613599
20190920,166.19503820208672
20190923,154.7707876137672
20190924,154.85693734056036
20190925,166.10717719679758
20190926,176.69362463745202
20190927,184.22796366288486
20190930,156.43543583004046
20191008,126.17587339918526
20191009,95.5675264816566
20191010,76.42115043490249
20191011,66.19421376866909
20191014,66.54487777194406
20191015,80.7490209018019
20191016,92.52391971329942
20191017,118.54154092191473
20191018,142.74743238348202
20191021,161.3355861598257
20191022,182.46031785225023
20191023,186.3125610255011
20191024,199.9287914503108
20191025,215.09385078655475
20191028,224.15187688227815
20191029,221.23535816606972
20191030,205.92091668184347
20191031,189.78511896570794
20191101,210.9016908784573
20191104,214.12648033830234
20191105,236.91698344773346
20191106,239.90421071450186
20191107,261.39063744131704
20191108,284.9640331927184
20191111,269.94369822355924
20191112,252.2710326163279
20191113,259.6688943395243
20191114,254.24044471059733
20191115,258.56198932821087
20191118,280.21129288922253
20191119,305.5826607128685
20191120,299.8788126324916
20191121,280.4126039063661
20191122,260.6823844246193
20191125,242.5069124088846
20191126,210.3964975171141
20191127,213.33334141991267
20191128,187.9103818606988
20191129,184.59844131955202
20191202,214.03897643071502
20191203,226.8726139053279
20191204,214.07605197270752
20191205,155.75690219962422
20191206,123.55101585080011
20191209,123.29202973563412
20191210,142.03677529413883
20191211,155.09897822655668
20191212,175.7261569027301
20191213,210.98897532525257
20191216,232.80953255098618
20191217,250.49389953075706
20191218,254.04474226749988
20191219,233.8852355459102
20191220,232.16767085328624
20191223,262.1229493729679
20191224,246.93241269611508
20191225,209.26066892220248
20191226,205.78342011904556
20191227,217.86246181439694
20191230,231.31655781759332
20191231,218.83460919305702
20200102,214.63472640860314
20200103,178.73582502827915
20200106,199.57261909846997
20200107,233.1304880886451
20200108,234.93435953479843
20200109,263.35209482347875
20200110,251.78937026104668
20200113,226.10179817195555
20200114,217.64143592694933
20200115,232.97117205040732
20200116,247.23629245972987
20200117,233.98050690043596
20200120,226.02205298547614
20200121,229.1758631000545
20200122,199.76705845920398
20200123,185.9808511797729
20200203,165.3555395264392
20200204,137.6845520097792
20200205,115.0574263544961
20200206,101.85227998599451
20200207,99.30263183992614
20200210,111.17566847000685
20200211,127.20575487096148
20200212,140.30968751367172
20200213,151.81326788225593
20200214,161.75445154543544
20200217,170.46939584916967
20200218,178.38606070732047
20200219,171.62298452946786
20200220,145.31946199732747
20200221,123.22902454427351
20200224,97.88938389919994
20200225,95.41166100049202
20200226,99.67311938897936
20200227,96.70376652070557
20200228,100.35645362787943
20200302,126.82177157888755
20200303,148.55843070914236
20200304,162.90023506870645
20200305,180.54178339406428
20200306,193.13896842368558
20200309,204.88627438181032
20200310,199.9732173388982
20200311,208.13462362569703
20200312,206.79218052913384
20200313,210.56410376781133
20200316,213.32411656467767
20200317,209.14308017620385
20200318,194.21932763771505
20200319,181.61480318182913
20200320,167.4557452258477
20200323,158.16104090443844
20200324,151.22555325526486
20200325,161.15511776249545
20200326,157.90620842752102
20200327,147.76591246688727
20200330,146.2778694720531
20200331,150.89591284455594
20200401,143.27404839534094
20200402,124.5195502380378
20200403,115.06326592243293
20200407,108.40365800641982
20200408,97.21630356246953
20200409,90.61689705271131
20200410,97.1748128497893
20200413,83.0429562658843
20200414,88.66743891133916
20200415,90.44286111478242
20200416,81.09498199109112
20200417,61.48516079035717
20200420,64.7989555940921
20200421,71.24358713871642
20200422,67.1958400577117
20200423,68.13034357734618
20200424,79.37635851758965
20200427,79.08795365176007
20200428,79.33759415019858
20200429,93.57731531092355
20200430,102.96061911686077
20200506,100.61206651935055
20200507,88.08942473060424
20200508,70.42880291124791
20200511,73.96872599908241
20200512,75.69503696049962
20200513,87.24780913855508
20200514,98.75128984377346
20200515,102.80017333278695
20200518,114.15301760295735
20200519,126.34183214943099
20200520,135.45175673251686
20200521,128.76028942272922
20200522,122.99376441468246
20200525,110.34421612516888
20200526,122.7419969065331
20200527,131.84502734788364
20200528,151.60276218325072
20200529,166.21309024393196
20200601,171.48796104820454
20200602,187.89348216365087
20200603,193.82271474611574
20200604,176.51548639400508
20200605,181.10769825148793
20200608,180.85680558957228
20200609,162.17527007013524
20200610,157.54407812949302
20200611,147.62319249538322
20200612,149.16541755801597
20200615,148.60601730366471
20200616,141.1089817161385
20200617,153.58715979442457
20200618,165.89839674145045
20200619,165.0445470339435
20200622,168.63463329676918
20200623,154.96787704342375
20200624,162.3568170704975
20200629,170.15867900402404
20200630,165.99989716687475
20200701,171.4278860011765
20200702,185.58595485318645
20200703,179.6385777892226
20200706,190.1774229522607
20200707,160.6216897027488
20200708,177.31477138169112
20200709,191.32677381524854
20200710,190.5874025066389
20200713,211.476349482753
20200714,212.9267500550282
20200715,206.6120710224139
20200716,198.11705714046684
20200717,183.94287721547005
20200720,179.8482424845295
20200721,178.12305955890022
20200722,149.21056142825103
20200723,160.35324223620293
20200724,172.07905400163628
20200727,195.94234654800252
20200728,219.5014620893535
20200729,233.50217154118656
20200730,225.91859545710318
20200731,211.58303526249077
20200803,198.65046205379673
20200804,192.39674860494745
20200805,196.41960974569363
20200806,200.577071108271
20200807,187.72888852322868
20200810,180.2733685231786
