,A.DCE,AP.ZCE,B.DCE,C.DCE,CF.ZCE,CS.DCE,JD.DCE,LH.DCE,M.DCE,OI.ZCE,P.DCE,RM.ZCE,SR.ZCE,UR.ZCE,Y.DCE
20180202,-20.918060337674838,-33.001307438474186,25.247700968630117,-18.036761775976622,-20.52906729707743,-2.8807345024040636,-41.99255998209947,0.0,23.629811074524213,-4.408336440336543,-29.726535619331674,20.554403195032318,-25.697284501726088,0.0,-10.356741386921387
20180205,-20.582539010696635,-37.23252959915379,26.727453868188032,-20.634752724344146,-23.760620132004,2.399839340801936,-38.00448476509705,0.0,26.64645357167371,-13.363262693446863,-30.430831519274182,25.70676246873625,-30.697616569385943,0.0,-13.51817482297714
20180206,-19.606778116916715,-27.124811097609683,27.911450055369034,-21.416909889296385,-26.34025289049343,3.8198451187109024,-34.85507189108646,0.0,28.717981598023744,-18.43407913375191,-29.203507349230616,26.750059714122344,-34.73872407936437,0.0,-12.760198013098815
20180207,-16.72154323285261,-22.358932425514976,30.203480799263964,-9.444839587295991,-27.84910527257284,14.08853955661421,-29.167059674908565,0.0,30.770023133882958,-21.529737376005023,-27.19075141616716,32.807431469216404,-37.628029218015335,0.0,-16.54954438190687
20180208,-14.250038506835212,-20.455067764552176,32.217981787833864,0.21970917561387188,-28.840182559017844,20.94708785699407,-24.094939746880172,0.0,33.104571342700204,-24.26442556576828,-24.59869956587463,36.75651871590716,-37.04983898346593,0.0,-19.172686553592154
20180209,-11.539151463077319,-18.291256665474105,27.48953648831675,10.20219558162222,-31.299008262637447,29.35584661068612,-19.878388069348276,0.0,34.349414402869925,-26.702597262701513,-22.62054319759057,35.698174070491646,-38.70865053414233,0.0,-24.79716006671338
20180212,-9.019542027514667,-12.458446826217092,28.51373199824572,20.007111212415293,-31.652364770219222,32.456284212696296,-16.76909019774544,0.0,33.95361099307327,-27.187709003270378,-16.474665578606512,37.34077445986485,-37.06986781469788,0.0,-23.502106640475265
20180213,-8.987504915616677,-7.88392437796353,27.424937951851213,21.730789585736318,-31.65913859715554,28.871003617183465,-11.054053748865234,0.0,31.305755193524284,-27.02001171585841,-12.32478912139683,36.57457045921721,-35.86139778192615,0.0,-20.563453221851976
20180214,-7.478116004970425,-3.7301281352702063,32.300081306120546,21.628747746471984,-32.875956418433624,29.29631347627172,-10.66132946021619,0.0,27.926042736134825,-30.18755325740304,-11.576166521388942,35.26541459723253,-35.90688573002517,0.0,-23.458961985994115
20180222,-6.606950919855806,-3.2701080603773223,27.121924924502242,25.14907141888813,-34.883903096361315,32.35912367310075,-10.34389541518624,0.0,30.333932945540724,-32.964076454221654,-9.611081711224706,37.192994468340764,-31.462753194585837,0.0,-26.53192328854464
20180223,-5.480957066380634,-2.0503086549052596,25.79984307434671,27.950794030633215,-36.43772485541516,36.25426601526058,-6.917397494717383,0.0,30.76734724189388,-33.669590670230924,-5.062429163443283,37.322031975818014,-24.21352542407139,0.0,-23.59340301637256
20180226,-8.759327469561361,0.24631699891411252,25.106349515198712,34.31113512174704,-37.528750049716315,41.61155035968407,-4.312785102828991,0.0,31.479520604727576,-34.343068902544935,1.344394669988392,37.27859151202897,-15.966757006024336,0.0,-25.021731559675988
20180227,-8.63161458749659,3.2281886117885628,23.11183990437493,42.17267117942439,-39.636100967209714,45.051948374383684,-2.2977166058552907,0.0,33.317322319483566,-34.33341530205802,11.707681448037187,36.79468149247075,-9.280137546615931,0.0,-20.36513014364153
20180228,-11.479337557558217,5.493785358914106,22.567280822640104,46.05017545718023,-41.06956276223243,45.48522639116198,-0.9574841812184096,0.0,33.978729992376785,-31.87855428433096,19.944877659200063,34.85933745819426,-3.420728024353995,0.0,-21.983513550541268
20180301,-9.65370249038961,7.109435367617439,24.239009663623538,53.780077730181596,-41.62422677374034,40.74994977897126,5.146865783345931,0.0,35.39810296575934,-26.259776996405435,27.49755981363422,33.453973638649266,-1.4854425754426617,0.0,-20.16492917077873
20180302,2.8084376234960997,9.538084108138243,26.893148610110813,62.599926923168965,-42.54371082834938,39.87034856496661,10.8484844002038,0.0,36.43242031439118,-18.19091356336714,28.812518847705707,32.86686286339025,-4.322746984461641,0.0,-24.42326201529999
20180305,9.932665880236616,11.265599929363137,28.108466101388398,67.50656044171316,-41.10911981294211,41.76597882576113,8.390567570803439,0.0,37.07487658714778,-14.756811713295264,28.643500143534276,32.692091684257754,-13.31251321527369,0.0,-24.929201547972575
20180306,10.313675093872126,11.260604889119017,27.393090666698544,71.65512727495445,-37.69083591995838,42.29046719881253,6.673946154332013,0.0,35.461167558582865,-12.083024725630775,30.513442989764446,30.539533634042527,-22.86434508014606,0.0,-21.590387587883928
20180307,10.443968526239868,11.554330083903293,26.990595622657597,72.92218151485014,-36.458646322882146,44.522090832206366,2.8872990541428356,0.0,33.21334873320558,-9.451736941705002,30.769816206306768,28.613573446280764,-30.997727497860236,0.0,-20.01679824731135
20180308,15.995480462414228,11.589035832566344,26.633412580412422,70.87121348734453,-36.427305041981754,46.56703247119934,1.2904665361483119,0.0,30.466291104620364,-3.3749848268790497,26.002901307377567,26.93488643044021,-38.571944820950826,0.0,-21.073677388020783
20180309,12.64978802868496,12.213452109816894,27.0911774325746,67.35698186894871,-36.17397960245782,48.54940046489997,1.8356499241865205,0.0,28.646470513487966,0.2740751071393857,22.792278232725884,25.44711854284707,-48.12146604183709,0.0,-16.639420885726658
20180312,5.822308186490874,11.542831406279218,26.862134508305388,61.665150724742276,-35.617376892355246,43.55805520295227,0.6561473690524764,0.0,27.699552382978283,7.7878211184503865,21.174862444545973,24.896591416309203,-54.58467968633552,0.0,-9.613983999780544
20180313,-1.5379184728445827,9.289408352511678,27.55345337017875,56.771368295314076,-35.069478022721654,40.17750036703672,0.2422756320391285,0.0,25.985759743699663,16.05612886500385,19.019676998057786,23.51921838117907,-58.83471638997648,0.0,-11.541327104170252
20180314,-5.44556635005134,7.568204080301853,25.405636549305072,34.725944619229956,-34.58048597393746,36.73651070788894,0.9270103326092519,0.0,26.36517648492727,23.167176673858414,16.214657084196055,22.076910857780053,-57.91202005097435,0.0,-11.392923482906179
20180315,-7.31923696172984,4.806328183012254,24.04265493222464,16.512054948058775,-33.73986340834151,31.914192203086188,4.264805673376193,0.0,27.003340342705368,31.039959595595402,14.949728857031838,20.052451129910544,-55.97402485596012,0.0,-6.708880763481964
20180316,-0.8313577109417171,3.5491301244118234,24.03809444481986,1.6057606444005763,-32.18247788320987,28.980032233845645,5.295528968199036,0.0,27.245519893883856,35.612101475637026,12.582214225534347,15.69408918651496,-55.49729872268945,0.0,-4.600632523350456
20180319,6.023781415277351,2.014225859694732,22.281421668422865,-10.239789085915135,-33.64224912756934,28.75749758236703,1.4004299885946685,0.0,25.29045765927286,39.41306935006819,11.527133738716946,11.683575082061466,-48.82047652405972,0.0,-8.057840298191778
20180320,12.906648839276125,1.6872546951563163,21.153095106923406,-20.08053533306476,-34.61719278525308,29.15826752283382,-4.906266123955455,0.0,23.33757063986279,43.885419779820594,12.910007732512128,9.29272524201464,-42.20171989795965,0.0,-12.985748196951567
20180321,22.19688183261486,2.753754521808816,20.96616384367881,-28.377775628966237,-35.687197527106925,29.546475775205344,-10.033284600086445,0.0,21.801686903203166,47.704907461925636,12.252261238951338,6.44876884506049,-39.70044762506835,0.0,-21.980698506722263
20180322,27.1107289458566,3.974557367606773,19.23300514756733,-33.79895646411751,-37.98470700970725,29.970485597050608,-13.020596805558284,0.0,18.795964588331675,50.06667867507302,11.973935738314578,2.567984826130625,-37.10253473146398,0.0,-29.990237600449767
20180323,27.94202331878639,7.017517280231153,17.981981068402813,-37.88640139917358,-29.653151781758087,29.10367046338821,-14.32883720453232,0.0,15.118576104648637,51.545218724134536,13.22174951948564,1.3012156794191883,-37.644164095122,0.0,-19.333108136367144
20180326,20.102252706295232,7.3013108718406965,21.089415908519573,-41.404089606585586,-22.666833431239418,28.94666708864769,-14.09325027581977,0.0,16.80083919075164,52.658804647716785,14.673844533991861,10.889093467231396,-30.667798817976163,0.0,-11.748165112607365
20180327,18.90958351434511,6.647907532704616,24.38061843263497,-44.49186967896769,-20.954229931930602,30.460866221630077,-13.610880261492367,0.0,18.4546424956123,52.5513274451938,13.94560572465346,18.25083151171186,-22.170388460063073,0.0,-10.236928901412261
20180328,15.475705221233756,5.323006042260379,24.983023873111833,-47.3089486244863,-20.309482056833833,36.08557577993411,-14.767590472663041,0.0,19.460390936792194,51.913406546239294,13.804702907031656,23.205557424430946,-11.172863812502014,0.0,-9.098436795467638
20180329,13.889274442635228,4.238097681169677,23.866253910053008,-48.75310205274579,-19.91446119992202,37.20244821322602,-17.57294694735671,0.0,18.71069956677054,50.542292571076366,10.862213360929083,27.31185089454062,-4.753222235604886,0.0,0.03648356974878384
20180330,3.8696885599575266,4.6993789598330995,23.396854932392458,-50.30529304328801,-21.12387709416137,35.742449068499205,-18.7928243630529,0.0,16.376419187904446,49.14519963676855,8.517188835010257,28.251572934203267,-1.183112961047873,0.0,2.5710557095839466
20180402,-5.065862232577266,6.409612733673911,15.090492232172139,-54.911306095763145,-23.388935865689334,34.05245935993879,-19.45566137937983,0.0,12.468916853506952,47.79958713394244,8.99766747601359,28.78362258783586,7.56524980996901,0.0,5.577301848476478
20180403,-12.313220742631962,8.287176734834334,9.09395713722216,-59.701190044478665,-22.014172701704528,33.339772847965556,-19.77826859420009,0.0,6.905152543200953,47.524189478975025,9.650971247466272,29.66260283656584,11.490020277676878,0.0,7.703362058935846
20180404,-5.336161527364403,8.62425100781686,2.2162593803640007,-60.95896755891444,-23.106919855120946,32.649857295672845,-11.09084638437038,0.0,0.059963270605563376,46.19082442058366,10.463045285776248,29.765692569435803,16.523942383233738,0.0,7.867696805177013
20180409,-0.030191039538893037,7.049238205593257,-3.203347750893948,-62.30057679212397,-25.708682871041017,30.370488111038206,-4.256033369408482,0.0,-5.132903078813785,44.293592430169014,11.343462141455063,28.96790556341504,18.468355649739188,0.0,4.665946403422826
20180410,11.560261759887108,2.6154359611328433,-6.530946246297539,-63.886307993451005,-28.885303435685262,27.594054205022523,1.338012371740784,0.0,-5.772227469673305,43.54347293170605,10.334022536764722,29.000522692910753,27.54468245879809,0.0,14.110686104906158
20180411,16.16977524029877,-5.034447137967382,-8.829437314458591,-65.51552282912937,-30.121178039842093,26.334079271213067,5.998302325742155,0.0,-7.7384110842569775,42.05429682346501,9.099151260924591,28.347345912984913,34.570913714169166,0.0,14.597557420163046
20180412,21.09351339895549,-11.253879174699478,-10.682773794335393,-66.91697218138445,-34.39083012134349,24.81101718470485,9.816065291363058,0.0,-10.540247100607827,40.95088526761886,5.505347022810786,27.440003169483163,36.80710584900254,0.0,12.69220308481176
20180413,22.654696720307776,-16.298796883907695,-12.862192497174934,-67.40346195448838,-40.83872380692988,23.946802367265878,12.890445003900568,0.0,-13.965562562196395,39.66336902928428,1.2866979178730298,26.39839262261985,38.26326471982286,0.0,12.465175389727428
20180416,19.925892338935455,-20.751024009109045,-14.466722219968188,-66.89392482757854,-45.942736178395656,22.728157685745014,15.098200276576502,0.0,-16.437208674592732,37.695770885014845,-0.024129637938861827,25.62204857813559,37.78747829100276,0.0,9.489698576576773
20180417,17.300029211354822,-24.578872209624496,-16.067445816074923,-66.35187332610957,-50.976800770637986,21.650419932168592,16.62159484136467,0.0,-18.300965286903608,35.92010444213601,-2.0975477854486773,24.51196001238758,35.30053388410242,0.0,7.223874533154778
20180418,15.085281867639495,-27.714775247868875,-17.033671894737015,-65.55880504260864,-56.36856914795097,21.313201831029726,18.40337311084978,0.0,-19.727738507626327,34.629271089076944,-3.393157551933391,23.14473601524561,32.067714209009885,0.0,6.307457211609473
20180419,12.533624159407594,-29.654913954346092,-17.766811608849046,-64.81363462364074,-56.135993614774634,20.930273173112475,19.560817221697544,0.0,-20.07237146689963,33.63558913047529,-4.727310126004724,22.06695624472041,26.392271973022353,0.0,3.5485158897683546
20180420,10.500215875440741,-31.110779342743935,-17.918940531157,-63.018547666824,-60.4994446096748,21.486586707549865,20.208240891081633,0.0,-20.399085858563655,32.81788563597378,-4.833989329851977,21.06397410944667,22.641078572767903,0.0,-3.476203415836571
20180423,6.865231824437644,-30.5039157622529,-18.30749538193023,-61.51377163464732,-64.61800388677253,20.350223818199833,20.719721835795095,0.0,-20.3833877229923,32.85725232289062,-5.603802055289443,20.546993782231876,18.13509940251123,0.0,-10.055594801326906
20180424,3.223903717070989,-30.786927856876382,-18.73887378876887,-59.958936245633,-69.88399723371462,19.744765350526393,20.590685286322014,0.0,-20.24674417866159,32.254561085424626,-5.888169124194752,20.109254105950136,13.54855554972692,0.0,-10.252426620494356
20180425,1.4450017983825485,-31.039909484378118,-19.08952384006426,-59.13854051626361,-75.24575064826105,19.804212053494044,20.30286548457436,0.0,-19.915635102565076,31.58842108744713,-4.734112630735793,19.840795432838316,6.688379341307078,0.0,-7.893829672579677
20180426,-2.3209868585325273,-30.533882331493814,-19.443987118491293,-60.63413529231489,-81.29131663495765,19.535996930251954,19.880992690427266,0.0,-19.89005334490499,31.32766105892852,-3.4668981766642855,19.427135503585994,1.207466537094888,0.0,-5.048773000881211
20180427,-4.507263654403427,-30.10422823598869,-19.47491145245325,-60.2360993262955,-90.31916553487639,20.818276981734975,19.526377820521486,0.0,-19.685958866235303,30.32543521884888,-2.454168653279447,18.98074532235465,-4.619504909374872,0.0,-5.212689739991574
20180502,-6.746646755196874,-29.74432858314145,-19.206233173687753,-59.841118276572864,-101.59417562269962,21.933654761882483,20.285632103200545,0.0,-19.164518272775524,30.17218647742132,-1.6398635209212862,18.63381792727729,-17.503963398238117,0.0,-0.7064990555751357
20180503,-7.6963204734349215,-28.750897600611218,-18.665237516507016,-59.56844953151414,-108.41241936224047,22.408570431036672,21.217478695284914,0.0,-19.641561186431513,31.326146566995074,-1.9290929131203545,19.19712086580682,-24.600267099646846,0.0,5.545036387229592
20180504,-7.9931978619150765,-27.263878216100643,-18.50189303211332,-59.06054611819414,-114.71876254602668,21.446722578168508,21.71080084173618,0.0,-19.55389721141256,33.175319483925776,-3.963969362146897,19.125636249765066,-26.777359630209922,0.0,18.321984767845713
20180507,-8.599773674927036,-26.21000971814223,-18.977838653640884,-61.070927120048665,-116.81058608082174,16.293476894027677,22.118251957916772,0.0,-20.494915166217208,34.86250188597946,-4.691767583450047,18.381859928229357,-27.607661774694197,0.0,25.091082688129273
20180508,-9.808732794120479,-25.46312317139685,-19.033050209925506,-65.02670797640332,-118.64337532874266,11.055466283871057,22.14357553946433,0.0,-21.584173358046208,36.64255627054029,-5.054583988713631,17.33972182918326,-32.20032324913056,0.0,25.730953187202942
20180509,-11.681598292690381,-24.35931571380621,-19.841012263783345,-67.2412249686698,-114.86075527726058,9.030912117279046,22.392759450510948,0.0,-23.12072173784991,37.64303632612942,-4.9412204890299645,17.110236418068027,-37.80880107146735,0.0,28.51622411995928
20180510,-11.713017557289211,-23.321716697201108,-21.05374700083623,-67.30835957042298,-108.87631938277849,8.476527062665925,22.65404305049153,0.0,-24.31450681223159,36.671073916993194,-5.475973892404921,17.143805489234783,-43.3509055224181,0.0,25.649703053313672
20180511,-11.648851543624135,-22.220831701065396,-21.757393281777407,-66.66048526391168,-88.4112607109993,7.349744557910964,22.578454257222305,0.0,-24.604539676265055,36.42123072060744,-4.597133476959081,16.195532741612062,-46.42659198542453,0.0,28.58422191782694
20180514,-12.743907488311317,-20.82903138408596,-22.036786021196107,-68.11145780857454,-80.95194455075544,1.7735928159220242,22.211066350712926,0.0,-24.88094449662607,36.294442463057095,-6.1185796720190995,15.385511619715453,-45.92816320886687,0.0,20.326206347374097
20180515,-14.08681883542507,-18.517831155999072,-22.14081661620812,-68.53423689717788,-56.62182547400279,-4.907398060150283,21.206336714857912,0.0,-23.9673045227972,35.215653101575,-7.6228080989971865,14.926338921040937,-42.97752263918265,0.0,11.216295072175907
20180516,-17.584388032748386,-16.947142758352445,-21.915924028653645,-69.8992101814007,-41.6838556362237,-8.938310027224507,20.35703244316719,0.0,-23.864256908903048,33.123961894844946,-8.472347094154491,14.207916603701635,-40.07904754220246,0.0,15.193484433484885
20180517,-18.235876239000493,-15.726153075027124,-21.616873797946734,-70.46866246871217,-25.53673580699567,-9.645303380710068,19.448244586229038,0.0,-24.119159551377333,32.43909543861557,-13.671194323055072,12.97180198517187,-40.81818677130996,0.0,14.291257462445714
20180518,-19.866886303256535,-14.898787401237454,-21.824414173029567,-70.28557408545873,-13.746856452450135,-9.816859208306692,18.6473984459777,0.0,-24.09031547433202,30.096702891974278,-18.208121854877,12.28445859243611,-44.959284720661856,0.0,14.699950694075891
20180521,-19.641534235906384,-14.248973565160533,-21.891154885081722,-72.77067510789598,-4.880652307269718,-11.50582438304473,17.885420309993616,0.0,-24.142595313585208,27.321538012942156,-23.237945040131493,11.571229768382203,-44.166668047619154,0.0,5.77521497470837
20180522,-19.888025117863616,-13.450340415305762,-21.94803953912525,-72.29901338076543,1.0057738402880938,-17.33662640544487,17.31144158768937,0.0,-24.650279859272693,24.539587284902012,-27.21882073852842,10.727688529219105,-44.952560638958865,0.0,-1.0511662699171715
20180523,-21.382517024749706,-12.636268774633471,-21.768108904290585,-69.6882723174309,5.48267820013533,-19.85830441930989,16.590769195076806,0.0,-24.632467774530497,22.5544809499878,-32.834072569969926,10.79536426976716,-43.23207094247829,0.0,-3.4835165988435404
20180524,-25.189117913467943,-11.88694833253137,-20.930898368448773,-66.18975197480218,7.8262180623837745,-18.30796127081833,16.01789295703898,0.0,-23.741885527014148,20.699471260957356,-39.35287708199791,10.957877787985359,-41.756267664368586,0.0,-3.127877218811435
20180525,-27.130418301555363,-11.262019887454176,-20.17870206578379,-62.45165178772682,9.892780504006089,-15.880765064602386,15.228688016877728,0.0,-23.038407711366368,18.555679936289025,-42.01413951337748,10.722154839077476,-42.88215099134509,0.0,0.1802164830051974
20180528,-29.066207362940524,-10.631620958941808,-19.220304631815846,-59.03718039541539,11.33133918134472,-16.271831370332208,14.655609054862857,0.0,-22.200726669661915,16.826244210769662,-46.72959516276764,10.5262215705201,-44.93990295010511,0.0,-0.06984472499991239
20180529,-31.30551682846475,-10.204230748894341,-18.310091410727576,-57.02523995162201,11.707183709545042,-20.732805825921297,14.071184741342426,0.0,-21.556649594547643,15.31427189306818,-51.37866627493806,10.492378460404534,-50.243356024323056,0.0,-4.285369493409577
20180530,-31.59587813575216,-9.817817372960587,-17.72591484608742,-54.71247460794135,11.30912014452563,-22.239706410604427,13.780582978243483,0.0,-21.80919789360384,14.097752386829558,-53.70378257594292,10.820334774907321,-55.99732780395794,0.0,-1.9111846429205832
20180531,-34.00109951132857,-9.355992003371302,-17.277356974324523,-51.95001285454579,10.772692451778793,-21.605157577435534,13.398296699589022,0.0,-21.896973681094593,10.66330875740288,-54.62891276107847,10.864465839038388,-57.154983120063925,0.0,-11.78267917296492
20180601,-34.42066540709692,-8.947698375364222,-17.06857718209676,-49.108977995748,9.753772253021225,-24.362163098844167,12.930084853295876,0.0,-21.928186090079528,6.320793500547953,-58.21427608118376,10.765682709942208,-58.89591797705321,0.0,-19.225048429441546
20180604,-33.32164520990498,-8.616072457874818,-16.675729605872824,-47.688505175333766,8.20946325466703,-30.388300096660146,12.482977657676962,0.0,-22.401840317018138,2.4967555102379984,-60.62493812293732,9.446973283367086,-56.41581298513334,0.0,-27.775795425446006
20180605,-32.67471301617102,-8.233464362487288,-16.709578771766136,-46.03960637021082,7.114194246852946,-34.45249672596774,12.023906447582835,0.0,-22.99397328864492,-0.043327447983175754,-61.5544931027434,7.8104891473110465,-56.24567462447227,0.0,-33.18598684588786
20180606,-32.87026744255176,-7.880481506330533,-16.599646434658776,-44.330028814879604,6.077629397753794,-37.05673782210993,11.59682552657627,0.0,-23.302839623594338,-2.8172969164719297,-60.66313499083317,5.825506569190057,-53.022316018505116,0.0,-36.47204793177232
20180607,-33.90709417584169,-7.576871004142286,-16.64783818824883,-43.81942091331218,4.769423451464636,-39.542098771882884,11.273760469923616,0.0,-23.215706290747296,-6.4657966877471225,-59.246820355043575,4.2954846756892415,-50.122941976398835,0.0,-41.47250508275014
20180608,-34.37514853369763,-7.1401784434159925,-15.896279757327516,-41.163830368320745,3.908038287150324,-40.94401316815198,10.437824033929012,0.0,-22.85671295751456,-8.549385418585945,-58.06505411948318,1.8614695474679366,-48.158804007809685,0.0,-43.66970528320578
20180611,-34.4290040291954,-6.891260649393027,-15.217965704750286,-40.83660167470729,3.5117598512701553,-42.38321755280605,9.650004796515745,0.0,-23.315736111278348,-9.63490109329551,-57.02567266840472,-0.5269447981463519,-46.27845952033892,0.0,-47.62391156252492
20180612,-34.45238678997951,-6.680185803755032,-14.388848334375657,-38.578872327850256,2.9678896190479076,-38.2822160992279,9.158632750910051,0.0,-23.54025296976889,-10.662121022093649,-58.20958841282564,-3.3669503285527544,-44.892975067897716,0.0,-50.46976116303305
20180613,-34.63492522582183,-6.37244915787027,-14.134849851319728,-37.02417859274945,2.1694262772952357,-33.82560909954599,8.99510518414536,0.0,-23.846507445653565,-13.483047054603478,-58.32045220331101,-5.549471769217303,-44.26164394135733,0.0,-55.081005523604716
20180614,-35.54493212438584,-6.134798839601579,-13.836459150193644,-35.8499182907707,1.4579247474240318,-33.82021658509896,8.760818334077703,0.0,-25.062462941153544,-16.407597631323505,-58.075716445975125,-8.361236509540316,-44.68664290514082,0.0,-58.675669956631104
20180615,-36.340352833973974,-5.845524529600356,-13.531941343023036,-34.273175640366944,0.45839368366075284,-28.916294026412057,8.919566021197864,0.0,-26.02866278585778,-20.26807373651901,-60.06557795489438,-11.266768338453439,-44.989792635750874,0.0,-62.883889595748826
20180619,-36.12212589353202,-5.504964540957862,-13.24944598430911,-28.97463318672337,-0.023243833247448227,-21.818720677139755,9.146458882147666,0.0,-23.5230118694378,-21.866118343961055,-56.15483747356744,-11.937884226513358,-42.49314175668325,0.0,-60.8142930838073
20180620,-35.54682477891284,-5.123487231651235,-12.224916575781151,-27.289564116746032,0.6688807735148062,-15.43178692091763,9.501354612584004,0.0,-20.731565538787727,-20.964725806044395,-51.859661358340226,-12.780505821815431,-40.85220891795519,0.0,-58.37865797570087
20180621,-33.80860557790377,-4.745055969532382,-11.545379251683544,-24.550757001549073,0.9632474295799113,-9.024710436974289,9.568333941771849,0.0,-18.460656861246402,-19.111428918505702,-46.99452012862137,-13.970798233271616,-39.15465365147071,0.0,-55.8113181538606
20180622,-32.66758070315067,-4.267443406571843,-11.052117110055795,-22.78002054640809,1.499791331876884,-2.987433350983526,9.430173054650801,0.0,-17.77989159042225,-17.785823636290978,-42.82788982233932,-17.926325304726504,-37.06676416108382,0.0,-53.54458654098232
20180625,-32.05632309098974,-3.8262339696715055,-10.520750748749519,-15.415046426477035,1.2440574145789867,1.1195626619813217,9.44430187256791,0.0,-16.714021183667672,-17.187153118191162,-40.58570816988481,-20.342202062043636,-35.81664208962521,0.0,-51.04121563191547
20180626,-31.67170541770975,-3.4367359687182564,-10.643425651267156,-11.622154456437906,1.3122838162828425,0.8500994344264157,9.38997791040771,0.0,-15.173192055268887,-16.948024937652615,-36.76662481392173,-21.86700809710277,-34.27295779753465,0.0,-48.634518852384566
20180627,-30.200702475641357,-3.029098726864174,-10.046915974313663,-15.358398717273879,1.5670611628672666,2.904396824722485,9.48549259514757,0.0,-13.179162758879547,-16.998061462465003,-34.18622439905917,-21.285383221635545,-32.11600908545827,0.0,-45.99490819520533
20180628,-28.536725502680415,-2.7082303922991673,-9.584310986880308,-22.27817651364288,1.3293617340073693,1.4902706389158777,9.49456741707888,0.0,-11.877298481926742,-17.190264938326266,-31.56377553455645,-20.23118814008965,-30.06539753662526,0.0,-43.06931531170265
20180629,-26.243347946396415,-2.4611094562983507,-11.49614875307915,-31.93405168795568,1.2364400239028055,-1.1650276842076543,10.140033551491625,0.0,-3.3662156866982658,-10.52984128736688,-27.864576267530747,-17.702490508880206,-27.843613647370113,0.0,-40.91153570503761
20180702,-22.69958179521351,-2.226208573179179,-13.154762864442857,-40.55568481801171,1.1513890860886973,-5.159815571118707,11.240994986770154,0.0,3.5426052294802526,-2.2583512572210434,-23.935813888289285,-14.221575739136496,-24.04512595142764,0.0,-37.9183027538809
