,AG.SHF,AU.SHF
20180102,0.0,0.0
20180103,0.0,0.0
20180104,0.0,0.0
20180105,0.0,0.0
20180108,0.0,0.0
20180109,0.0,0.0
20180110,0.0,0.0
20180111,0.0,0.0
20180112,0.0,0.0
20180115,0.0,0.0
20180116,0.0,0.0
20180117,0.0,0.0
20180118,0.0,0.0
20180119,0.0,0.0
20180122,0.0,0.0
20180123,0.0,0.0
20180124,0.0,0.0
20180125,0.0,0.0
20180126,0.0,0.0
20180129,7.36029285731027,-30.391421530622722
20180130,10.778687780456842,-55.392109435943816
20180131,22.238292294833762,-84.36500277600295
20180201,41.72563379693579,-112.13319829686928
20180202,36.994295381582916,-122.30389453835468
20180205,27.019695108161837,-110.77996749147873
20180206,22.515065385017536,-115.33513801107759
20180207,31.240729861237252,-107.3443156942936
20180208,23.48587654833293,-97.49242835980984
20180209,18.362106556726758,-79.51074009373322
20180212,17.743779936238294,-85.10908204334235
20180213,25.52286445776709,-94.16282802449098
20180214,35.16462166455932,-83.2917506641199
20180222,29.161978646532088,-97.14129749111983
20180223,16.608823414274266,-96.06499270188164
20180226,0.30082471576175335,-93.2101087544103
20180227,5.083121405310704,-101.54802150242487
20180228,5.79661023250403,-99.87944423461309
20180301,-1.7330567114525697,-102.03095814881344
20180302,-17.70248264395273,-108.4600319293881
20180305,-31.95134606666179,-108.60641564641143
20180306,-33.92963890181444,-112.61249792465436
20180307,-40.076916129999354,-116.68510955275438
20180308,-38.33548886826142,-103.77976392093295
20180309,-38.63458088392618,-104.04726906463017
20180312,-50.04819783402246,-104.83693999831475
20180313,-61.124817288756496,-99.16868937064967
20180314,-73.69331728613977,-100.57405090257059
20180315,-83.46147814083591,-93.13579878180018
20180316,-87.71066012522914,-88.57966573525333
20180319,-83.82326101161891,-90.52045694017018
20180320,-84.68625312181085,-103.47519691046827
20180321,-68.10978923125555,-101.64754065460747
20180322,-64.95487914763761,-119.07249903251909
20180323,-78.6349215177042,-142.78830619134527
20180326,-98.43676975279827,-142.889195868732
20180327,-92.75572994349974,-143.6820374247332
20180328,-82.48939231047228,-138.94550517680486
20180329,-49.09670587697624,-113.02005451722523
20180330,-14.9439448560816,-98.89961317181773
20180402,4.004901759053425,-94.9071505859231
20180403,21.357321182979568,-102.59134320739443
20180404,49.62140248984479,-94.22692823305798
20180409,70.87523475545268,-76.419421861344
20180410,72.61479857300935,-61.24320444909708
20180411,85.49134181574415,-54.137459641459635
20180412,91.15803470218786,-71.10135289025332
20180413,85.89387814852464,-65.78845252366395
20180416,93.3616452923367,-72.71754990406428
20180417,86.18158029999996,-58.44300549529864
20180418,82.8566220025181,-41.05516000137686
20180419,82.27407947439623,-41.50305963558108
20180420,57.245920786864694,-25.726226964331588
20180423,46.408482902766266,0.7860381687521318
20180424,43.184435901576585,61.71742662967255
20180425,43.84971047164035,86.3108725319337
20180426,47.61023221487158,83.99355677519563
20180427,34.14653473990703,111.41220075166052
20180502,-14.462637364841044,6.929381344584607
20180503,-46.05390990977116,-79.17886544451532
20180504,-80.4086899551164,-149.68282871659974
20180507,-108.9830188256985,-196.91036313198958
20180508,-121.49497859109952,-255.0396635974976
20180509,-128.50842303350353,-304.12559402085725
20180510,-125.37630226932914,-340.3859557319887
20180511,-114.5992741545921,-373.7492396714754
20180514,-100.44652028970926,-415.54269679101526
20180515,-82.91805922145413,-461.2233095012179
20180516,-76.20340637808813,-469.9364557737009
20180517,-95.1420862250361,-450.7093993557708
20180518,-94.30756716286578,-423.4685400370589
20180521,-139.78576732097142,-435.5884490686474
20180522,-174.44506046857344,-407.5330772847066
20180523,-202.0544796481136,-379.38751469565517
20180524,-186.2770443507554,-291.1077977761078
20180525,-181.8203298054454,-174.55917260015997
20180528,-181.03202117097456,-178.8370050630506
20180529,-208.05302319029744,-187.92442145270317
20180530,-207.70417339834557,-185.3486362370491
20180531,-189.25999966153137,-178.91018598728346
20180601,-159.32551404913607,-199.1700917614534
20180604,-121.82679325434343,-193.33423869262526
20180605,-82.00669397211347,-210.9503382777789
20180606,-54.760687706374725,-209.10212854986213
20180607,-23.035475892902664,-213.00041492041132
20180608,-8.026049184985892,-204.3243109964979
20180611,8.71133632359124,-153.29328362687204
20180612,22.56707661152465,-107.3248332094276
20180613,15.692506798999506,-60.73707366723848
20180614,24.202197908670108,-15.659082573153714
20180615,44.004792051754194,19.996016457434973
20180619,32.0022830811857,42.82909047603574
20180620,27.2374596743218,56.525075163208186
20180621,31.878028045901793,68.10497462538883
20180622,35.7991048200227,84.69674230218901
20180625,37.160994156521625,91.21325985973404
20180626,41.00991790795274,95.20409105390488
20180627,43.45056038950797,107.76264152173347
20180628,47.79355850117572,108.47581832460693
20180629,50.95285971469224,116.95151559727563
20180702,52.90027253413633,124.66041418396931
20180703,54.36704553629234,128.0688710694348
20180704,55.10355610111959,130.7864567892694
20180705,56.128843298146826,131.00732950451314
20180706,55.33715001212192,138.1966806399448
20180709,55.796147548198086,144.98442908251852
20180710,55.849397634815666,153.21759336405492
20180711,56.23363189803952,153.75106725374715
20180712,55.27335262644031,148.74403557830004
20180713,58.001369347799894,149.24142379376704
20180716,60.07375198677089,147.468688143424
20180717,84.97141883821017,163.62108155418247
20180718,96.00721248006964,158.87763731045106
20180719,100.81672451416121,154.53296562645687
20180720,111.95182390539784,151.10909611807097
20180723,119.84523836066957,148.865564016373
20180724,129.10894172865787,144.81215101181007
20180725,134.82576555099578,142.79023030838923
20180726,139.1259036868325,143.0039675646795
20180727,139.4104728326006,140.86125904028063
20180730,138.92954301574306,137.6997629500831
20180731,136.21534137533098,133.4597739731847
20180801,135.0458958519616,129.54770272978175
20180802,131.5570809583805,128.4065260701002
20180803,131.9591557885545,126.6220018723569
20180806,130.06788352643113,123.17577680189342
20180807,130.80989507354073,118.92131250094957
20180808,127.6135207905213,116.13959965120725
20180809,121.71688687466909,113.43631210165692
20180810,123.1102215287335,108.84666166641071
20180813,122.02713056144866,102.81487018790055
20180814,119.28128105556357,93.80463404561334
20180815,120.47184495548717,90.5412166261596
20180816,108.03258314231458,81.42506493934278
20180817,99.92144261468596,71.40132295687101
20180820,89.7331190658487,68.2989322440141
20180821,83.5564550762842,61.52342418566724
20180822,75.88402501089725,57.5843301814655
20180823,72.55548980203238,53.68765506070995
20180824,79.51084128868088,32.96485518164999
20180827,95.19893561757802,33.81108470373259
20180828,100.67209746436848,31.095728647481945
20180829,113.82207500573382,30.133254514278395
20180830,123.25353025684568,28.445390298814996
20180831,143.30481657124824,25.83031223783216
20180903,149.97616013643753,12.07638820080215
20180904,139.425594876425,-40.20155865387668
20180905,138.5037428243795,-31.44046027773881
20180906,149.55678339544323,-35.545936332059846
20180907,165.206000164184,-36.652802095751845
20180910,178.0156320712014,-70.36127966230116
20180911,185.27400943732292,-78.08935454762586
20180912,184.8587460845291,-97.80978826542902
20180913,193.05769967643718,-84.77875671592984
20180914,205.89775769365312,-62.52349216425306
20180917,222.74729713140255,-85.49473979641036
20180918,226.7428594619549,-104.8994583809382
20180919,235.7367336845734,-89.43922340754378
20180920,242.97232456705177,-76.77589242412165
20180921,245.29076759309757,-43.7654836984166
20180925,237.5764748035873,-29.442027783569507
20180926,215.88443898595906,-16.531944540143716
20180927,209.2046848770305,-49.80244298205198
20180928,204.4269580036051,-43.05432935053206
20181008,190.3628577748288,-48.36293299357439
20181009,175.53336546447744,-79.1570309081761
20181010,162.06187327296263,-91.82191809878586
20181011,156.05093929311641,-110.28924474046133
20181012,150.0797950781623,-113.97891428332163
20181015,158.06679785870062,-116.19894518757314
20181016,166.44585930587914,-112.50174228978625
20181017,168.87418345878478,-105.08714201014081
20181018,165.4085744465563,-120.90990462569297
20181019,165.16440735671114,-107.62706843292753
20181022,166.10365789936537,-102.49342120451303
20181023,164.41169096735206,-107.76577775083668
20181024,160.19196841773947,-99.41240746324615
20181025,157.1085511697679,-89.64601513267263
20181026,154.1550592910848,-81.52321252798467
20181029,151.7856854079482,-69.31766007384589
20181030,143.92612114612353,-48.06088381974717
20181031,140.42148197357983,-68.6268575078712
20181101,130.7944757923356,-108.7304985514688
20181102,110.3736897726706,-146.91689852853347
20181105,98.40488522183365,-159.14172081353152
20181106,83.44418257590345,-131.2051894569699
20181107,29.943585268480845,-177.11240124202385
20181108,24.67473697399554,-214.44083421748567
20181109,36.437628821390966,-261.2193850849382
20181112,-8.338451014416695,-304.9934632773441
20181113,-12.923937283475107,-327.54021131641355
20181114,-19.459800054639484,-341.0508815093487
20181115,16.96617328255941,-239.3620380336325
20181116,28.411031662002134,-149.62778525935897
20181119,-5.974930242308979,-176.63855175275543
20181120,-29.44681292198678,-202.86111145331728
20181121,-64.58248665074942,-250.9357639171935
20181122,-43.11444797283779,-257.354584759988
20181123,-70.88222322156489,-253.89861545330834
20181126,-114.75711314041129,-257.66003361473605
20181127,-152.91218675364112,-276.89965583264274
20181128,-181.27878745243993,-283.8530957814689
20181129,-136.9886220726491,-208.98642925965413
20181130,-138.91400683152327,-201.36491151508903
20181203,-143.24770002728968,-224.19995069793842
20181204,-130.39566766499252,-239.9874783338149
20181205,-130.4394007091116,-180.48941721112917
20181206,-149.23792250431484,-130.33167307885313
20181207,-146.24628564178218,-87.24329763204118
20181210,-68.72257242652844,-49.7601202579221
20181211,-65.32203135106872,-21.661812915249016
20181212,-65.75257600461562,1.4266706199416606
20181213,-61.61866547016842,13.409040173856548
20181214,-53.88756410940397,31.30450891523439
20181217,-60.451709239295546,47.71433798731713
20181218,-52.3763986703286,59.50298414778863
20181219,-45.564425010971426,65.7530413913037
20181220,-39.510458894700264,75.26310850040628
20181221,-33.02802450887046,76.82730096807103
